Application,Velocity_m_s,Acceleration_m_s2,Force_N,Mass_kg,Energy_J
Physics,-74.6349,-21.9587,-1090.8496,9828.7087,1481178.4993
Physics,-60.6266,23.2025,4751.428,529.1486,5668928.3201
Physics,-101.87,2.8665,456.1379,9522.7267,3965387.1552
Physics,-2.8927,-12.0075,8892.3568,2497.0883,8658205.1038
Physics,234.1106,5.5968,4809.9952,7750.6235,98251.1127
Physics,-15.1569,46.4593,-7623.9783,2644.5174,5218803.1684
Physics,-238.0474,33.7199,-1656.8262,4643.4546,9886766.5405
Physics,124.1323,26.2282,7699.0142,2607.2918,0.0
Physics,270.0063,-43.7202,-2241.677,7084.2509,7271844.078
Physics,-177.7486,-38.8069,354.9571,7782.6454,0.0
Physics,-197.2634,13.7183,5528.9778,7200.835,8553294.7303
Physics,-145.3065,-47.205,-9435.3629,9631.5745,2054994.1834
Physics,-282.1854,15.1626,-8288.9757,1196.2419,7838391.5686
Physics,186.7162,-20.9277,-4983.3818,5959.4919,8818666.721
Physics,-68.0056,-36.0046,5197.8564,9493.1931,1272850.6689
Physics,165.6703,-44.034,-4018.315,4398.9647,1021814.2811
Physics,63.5929,-29.7381,-1970.4045,8918.8572,8316139.2818
Physics,-230.0372,19.3395,-2897.3168,191.3814,1487755.7498
Physics,20.286,-5.0703,5038.5752,9547.3595,416665.822
Physics,142.5629,-47.9525,1837.7117,495.8931,2219325.175
Physics,-267.6436,-46.0886,-5158.1281,721.4584,2469357.1125
Physics,-55.7577,8.1419,7846.2639,3502.1867,6551102.6519
Physics,185.2546,33.3857,-9339.0736,8275.1209,4685126.7732
Physics,300.0,8.3359,-1685.2598,750.5192,7438620.6404
Physics,121.2644,-11.6154,5599.5134,9097.0679,2280409.3865
Physics,-108.5094,-3.6545,-434.8062,2220.9476,4954271.038
Physics,-149.3488,-14.4274,-3902.3962,692.0359,763344.949
Physics,67.183,34.9089,8416.5513,5393.0376,5021255.9152
Physics,246.4684,-33.5439,3643.4093,8771.0061,4577892.4525
Physics,-174.9886,-12.9362,1057.9153,9444.6076,8968054.6137
Physics,-160.1658,-20.8148,8878.9626,2451.8611,9523578.4651
Physics,11.8763,10.9887,7893.7875,8782.8855,8598743.2122
Physics,25.2308,20.2705,-2889.9149,1911.2057,9459273.2087
Physics,272.6939,0.5774,-3056.2674,7635.0046,413650.4953
Physics,-122.1006,49.7519,-3739.2739,515.1625,8377374.8365
Physics,-53.9477,-26.866,-4365.5566,3834.8106,984845.5779
Physics,-66.8802,-50.0,-6923.742,8271.5973,5700758.3422
Physics,146.9051,22.2278,2893.1859,1295.5046,533004.4684
Physics,-94.7981,-26.1438,-4612.3372,5966.0755,7833076.7973
Physics,-39.2676,47.1958,-884.209,8266.2732,78383.9946
Physics,-88.2369,28.3078,-972.7057,2070.8528,3783472.3108
Physics,-283.7126,12.5747,3713.8875,8088.6727,5220168.6965
Physics,23.3204,20.6972,6803.5607,2748.5806,2713795.0234
Physics,-58.1459,29.9038,9102.6091,4250.4267,5255350.7452
Physics,-227.6121,15.5607,-1676.8734,7512.8712,8980895.9037
Physics,53.7001,-21.109,6964.9366,7998.3911,6094422.0248
Physics,117.3401,3.9557,654.5588,3119.9659,5664695.1817
Physics,-4.5915,-22.7605,8755.9534,2403.3032,9801976.2027
Physics,-151.6325,21.8846,4332.7395,5368.7867,3938281.1798
Physics,9.4305,-50.0,3586.7902,5905.1589,9155048.5556
Physics,-143.447,-11.8622,-1429.3296,765.6429,6265887.3683
Physics,-204.9208,-36.3375,-4597.0518,5680.8923,7899265.443
Physics,-246.5903,40.891,6128.0812,6383.234,3031025.4666
Physics,-181.3346,22.1965,1792.5878,940.7617,6246017.5362
Physics,252.4256,-0.8488,-8624.6105,8074.9984,8692116.5204
Physics,-115.8378,-25.3737,-1264.498,5082.1228,6539391.2947
Physics,72.8056,-47.0367,-7339.9772,5746.013,6838970.4003
Physics,126.4258,27.881,-9276.1776,5118.3883,5143290.6258
Physics,50.7454,0.3711,10000.0,4441.218,1220548.4004
Physics,-3.8897,-40.0011,803.1774,2851.1591,6988298.0638
Physics,-84.534,7.0734,5509.6639,3443.0416,7086120.3837
Physics,-189.1819,-50.0,-1374.0937,6989.8555,5031764.1856
Physics,232.6117,-4.8701,3262.9363,6312.8735,3854187.6008
Physics,64.4002,-7.2603,8874.1513,6167.2891,6867821.7331
Physics,-221.8048,31.9055,3535.4028,8398.8853,7005043.3102
Physics,163.0008,47.9173,-6874.8719,5426.2852,4020748.8136
Physics,-239.0745,-38.9972,5912.98,2696.6985,2975311.7867
Physics,4.3299,19.9499,8603.7731,5807.6038,9535956.6718
Physics,-265.1953,38.0037,-3480.3843,7593.1101,9654863.5475
Physics,-21.8243,-7.5659,-5380.299,8557.9116,4054091.4352
Physics,29.6163,-17.0171,-4673.7588,5177.0913,9251421.2699
Physics,11.4252,-47.9162,-6697.4507,3630.8857,5747787.0235
Physics,-24.1322,9.3517,-4789.224,8591.9,143955.7508
Physics,-153.0883,-31.7823,3719.583,3924.6248,1180907.7503
Physics,-247.4601,-44.042,-2518.1952,9697.5539,2253489.4472
Physics,95.6119,-50.0,7872.3081,4461.5837,8337102.2022
Physics,-201.1906,45.4871,-2892.0764,9889.743,7364735.3596
Physics,-67.6265,34.3665,8144.6409,905.4155,7994972.728
Physics,137.4212,43.1073,-7366.6472,3715.5707,5404728.3851
Physics,59.0196,42.1955,-9226.8876,3004.5294,5683495.9616
Physics,214.3738,11.3555,5908.5193,9910.0247,410806.39
Physics,114.9531,9.4333,5687.0124,8644.0309,2561146.4119
Physics,269.4514,36.4587,3351.6425,7357.5851,4403835.7719
Physics,-182.9489,47.0819,-1667.077,8858.5774,8045173.2223
Physics,-255.9722,9.7437,-6436.0016,8941.7632,6495247.2233
Physics,-249.784,-37.4906,-5810.973,1752.4661,5888935.3991
Physics,-166.4372,-37.1378,5452.2936,3570.673,8708606.5116
Physics,-287.3618,17.7659,9378.1375,249.2984,6048704.278
Physics,-150.1668,-40.7958,8865.5137,2991.3944,2782136.8037
Physics,212.3748,12.828,-2212.4384,7192.3377,4957318.7728
Physics,-143.9046,42.5012,3468.8947,7000.3808,7122199.5044
Physics,177.5394,-45.2254,-4560.9246,4614.3698,8238917.8386
Physics,-124.8171,-33.8781,7161.7337,1661.9812,5509964.8535
Physics,-34.5026,45.1121,952.8018,235.8658,7596187.8592
Physics,194.318,-1.5646,7849.4739,2787.3372,10000000.0
Physics,-5.2555,-23.6995,4983.5219,982.1371,430334.9791
Physics,-255.6483,-26.4124,-4822.1671,10000.0,7184018.7783
Physics,-74.0233,36.6077,-9413.7752,1494.5532,9283540.1421
Physics,174.9363,-8.6503,9546.7456,8157.758,4955708.7429
Physics,-261.6712,12.9788,-1169.2769,3746.1612,3695129.8761
Physics,136.5019,-19.6405,-4275.8035,6043.9529,5775643.6296
Physics,144.8438,2.364,6828.5262,5255.9117,9342700.5587
Physics,-52.8355,28.7528,-6500.6413,561.0168,9049964.6444
Physics,-295.9236,-14.2297,51.7121,9076.0284,6094738.1296
Physics,-158.4715,-12.0279,-1251.1884,9177.1561,9256086.1392
Physics,-134.8805,-3.6319,-6756.5873,2845.8068,7291028.4594
Physics,176.3713,6.7255,3691.0367,1783.7508,4144210.2909
Physics,18.0876,-20.2528,6895.9593,1153.126,2427219.0874
Physics,-97.0856,-3.7233,8162.7775,8478.1285,6205164.3937
Physics,58.0718,6.1736,486.8177,5750.5328,7522737.4972
Physics,-216.7359,-10.9757,-9678.0574,3587.0973,6639832.7675
Physics,283.781,-49.9564,-2978.4432,3491.8223,6072969.0597
Physics,-249.9269,-23.891,952.2668,5428.873,788732.9448
Physics,207.8989,27.6921,9942.7945,2739.8621,5784404.4422
Physics,-43.7044,-22.9888,-1246.2792,243.6912,258256.4244
Physics,219.4074,32.1049,-3507.5603,3997.1284,261274.6035
Physics,-176.9182,-7.4331,8440.4157,8743.7617,2378672.6079
Physics,39.1247,31.291,-1316.4623,8160.5988,1277511.793
Physics,43.9916,-14.0684,8542.5146,9215.1103,2498876.0082
Physics,-17.6825,-18.6398,-3986.1281,6506.536,9660714.5466
Physics,-147.1213,-25.1787,4985.1822,573.8849,9053523.0781
Physics,172.3334,-22.4783,7046.0951,4680.1324,550227.3726
Physics,-184.4352,-28.6324,7712.8283,290.6437,1028818.22
Physics,-146.7424,26.0368,-3719.0521,9592.3819,5525505.142
Physics,-88.3757,50.0,9941.3258,6887.7799,9308073.8903
Physics,194.0556,-9.857,4863.9012,117.9922,7187622.136
Physics,-290.6961,-15.6901,-7166.8809,9580.7911,6539776.6029
Physics,241.7224,16.0436,5172.4073,4019.878,3757574.9555
Physics,41.7646,-7.0503,6221.943,1510.6878,7099931.3617
Physics,-264.3962,-43.6562,-6137.6163,7232.1467,5819956.4251
Physics,-170.4353,-17.0441,-6867.4266,1810.9422,7706979.966
Physics,-232.6288,28.2862,-7567.4802,2180.6886,9076395.0458
Physics,-25.8642,-40.481,-373.2848,1049.2056,7690582.7604
Physics,-291.6959,-25.7145,4208.3995,7187.084,2195967.5137
Physics,108.1163,48.9234,-3012.4453,2074.7924,4920620.3561
Physics,-225.0605,-21.5027,-9228.749,7908.9513,7633602.1709
Physics,-138.5022,34.952,-2540.9653,6497.6809,8331725.5413
Physics,-300.0,41.785,4615.839,3863.4568,2120101.732
Physics,-170.4547,18.9342,-8086.6173,9925.9356,5514312.1757
Physics,-277.802,-2.7273,1932.5522,1920.4811,9490337.0261
Physics,-240.5028,46.0733,1917.5008,7615.0977,6889639.6801
Physics,294.9195,46.3305,3402.6799,1355.4677,5223794.2749
Physics,-256.8283,14.4317,-3417.7825,1958.8221,6801170.4833
Physics,153.4675,24.0049,8465.974,1701.0765,5778442.4399
Physics,67.6171,39.7146,9903.1197,9654.2426,2812181.8119
Physics,-143.5838,-41.9415,6054.6315,4798.0763,4075347.8078
Physics,200.0764,5.4573,-7365.2059,8693.8501,8467849.7665
Physics,-4.3536,37.7422,-4526.3034,282.4863,5912049.2542
Physics,-121.0809,38.7593,-6027.4167,6257.7762,4386222.678
Physics,189.1357,50.0,-9334.3639,4259.6385,1062674.9383
Physics,108.4737,22.1244,7769.8553,9884.9863,1437499.1428
Physics,-242.5365,-29.4177,-6024.329,8287.7115,1468162.3166
Physics,-115.8387,12.0688,-2404.6477,9212.2287,9347518.3975
Physics,90.4023,49.3478,-3041.054,4593.5002,9532674.9003
Physics,-137.1865,7.8203,5671.9717,8168.983,7516020.2627
Physics,32.8489,-8.3634,-799.7654,2346.2126,359864.3017
Physics,-108.5302,-24.0549,-2824.063,7104.9661,6078992.9624
Physics,-179.9111,-14.2204,-4398.784,9762.1051,6105988.9134
Physics,-68.441,23.1111,733.0868,5711.5903,9758198.2415
Physics,-93.1118,-29.7342,-8649.4735,56.6446,2557905.3559
Physics,89.8078,14.4743,2873.7944,3386.5227,7179567.3896
Physics,58.2925,10.513,6187.0533,5851.3645,9929844.0019
Physics,-49.1298,-25.2501,8951.6624,950.7594,9263660.2993
Physics,154.2885,1.1377,2006.742,3973.3054,3425459.5864
Physics,222.5438,36.57,6678.5797,4481.5188,1887721.8656
Physics,-232.4982,29.4859,-4936.4169,8598.189,987204.8831
Physics,118.3608,11.5026,-392.407,5911.0032,616973.8395
Physics,144.4223,18.3065,-3816.2812,5400.0385,734785.4766
Physics,-43.6427,-48.2623,9161.2199,3719.1205,9658698.3405
Physics,-267.396,-42.3599,-2325.4149,3788.8435,9587511.7392
Physics,-41.4068,-14.6304,-5766.9623,5715.6284,1647712.8671
Physics,224.3025,-13.2195,4916.9317,1284.4369,634327.1888
Physics,-205.5335,-18.2743,-1237.4859,4577.6774,6432565.3033
Physics,-77.5153,17.2058,-7579.9982,4770.6721,8196354.6728
Physics,155.3248,9.2092,6674.5937,6738.9771,7223270.001
Physics,248.6757,18.6621,-429.326,5683.5195,73956.1341
Physics,229.9193,-27.1682,5811.9958,3352.819,4570006.8795
Physics,179.1125,-48.916,4641.3452,5460.7682,7313460.4625
Physics,75.983,47.7665,817.8124,375.0776,8150603.9865
Physics,-94.2625,28.3626,4191.4073,6789.2609,6779991.1295
Physics,-25.8859,-6.3538,7730.2283,2342.2895,3161286.1044
Physics,-300.0,-47.2819,-1511.8476,8285.1497,2594398.2217
Physics,-90.1468,-34.389,10000.0,6947.7102,8142905.5309
Physics,129.0156,-43.6398,-6573.0255,1886.217,5197937.1262
Physics,80.0913,-1.4159,10000.0,2863.6417,2444037.2906
Physics,-282.9437,-26.3663,-5012.6406,7218.1377,8849760.1982
Physics,44.9585,-0.9185,218.8006,6794.8034,8099007.497
Physics,-300.0,-42.747,-379.7552,5520.5576,4997709.451
Physics,-83.0644,18.252,-8858.601,2638.4142,8229480.4956
Physics,298.4114,-38.5783,-6676.9323,5184.9529,1289349.914
Physics,-43.8973,-15.3322,6467.3918,10000.0,8805377.5539
Physics,248.7837,16.3903,-4592.6724,3956.8446,9863868.4148
Physics,-290.413,-40.836,-10000.0,5010.5678,103275.7331
Physics,140.6383,50.0,6679.9775,7908.457,9044846.8609
Physics,-39.7392,-31.1496,9089.1755,0.001,7599334.9696
Physics,31.8465,-47.8213,1246.5309,8957.1569,8670695.6659
Physics,300.0,17.0261,2361.7318,8666.4557,2982061.5443
Physics,-133.2802,-9.9978,-7819.3723,5493.7065,9368805.6193
Physics,195.4642,46.5099,8885.2445,5517.8768,8229931.4573
Physics,273.6324,-42.0922,-5671.4737,9218.8895,4168731.8594
Physics,-133.8263,-17.4561,1163.7019,7331.2182,8145957.442
Physics,-261.7509,10.8933,9808.8623,7471.2014,4125993.139
Physics,160.5809,5.0725,-1689.3567,2106.1085,3012635.5324
Physics,267.1516,-3.7669,-8148.2531,0.001,1403314.9531
Physics,-25.6098,-13.3377,-5592.9763,4405.3334,9338694.6156
Physics,224.7152,38.002,-8489.7769,1432.4267,2250395.7024
Physics,-151.6387,-35.7091,-2290.1812,3918.299,5207838.7633
Physics,154.9928,-0.681,2162.5396,6360.8647,5473210.2993
Physics,97.4104,6.043,-1034.6909,6067.4245,213239.3662
Physics,14.1277,41.2936,-3422.6231,6774.2104,7866837.6787
Physics,-112.9406,-21.7766,-7016.5654,1246.5981,7067720.494
Physics,-160.8637,-21.7777,3473.7708,2268.3707,2752938.7428
Physics,127.4627,31.5564,8862.4209,6325.404,9625720.5816
Physics,55.0342,-18.4163,-3651.1006,1752.6807,10000000.0
Physics,250.7793,-46.0634,362.1064,2382.3567,6725835.7999
Physics,202.1636,-0.1527,-7253.9662,6646.6842,7567739.5428
Physics,-207.0953,26.1043,-8204.6736,7047.7754,701890.3353
Physics,-186.4804,-33.683,-7366.419,2485.4711,4606086.5576
Physics,251.393,26.2047,-8362.6418,9003.997,379027.2598
Physics,-73.488,-15.8909,2313.4579,8517.6363,7239062.9824
Physics,28.9204,42.5541,3055.6287,6070.0207,8335897.5065
Physics,-44.9231,-44.4185,10000.0,7805.6959,963628.8956
Physics,37.1691,-17.533,10000.0,9990.5654,1047250.8417
Physics,93.4447,-33.1558,-1697.3111,9402.63,8277923.4359
Physics,-89.3855,40.3667,-5340.2018,1052.142,5075177.6939
Physics,-103.4687,-22.5342,-718.557,3326.9688,8405143.4248
Physics,222.718,-20.2578,8435.2229,7599.395,4227823.0189
Physics,61.696,21.6004,2660.2539,1048.786,1850514.7314
Physics,208.7711,49.1185,2166.1439,1312.0805,3763764.6777
Physics,242.2736,9.5621,3948.5789,3573.8005,3092402.6094
Physics,-196.9602,41.1506,-7506.7997,0.001,5025843.1297
Physics,175.2413,14.2929,-1990.3752,4197.0637,9015911.3446
Physics,224.3681,-37.1547,-5687.4526,3928.7024,3926890.0382
Physics,-21.0712,25.3893,8712.2321,7135.4056,7164386.8364
Physics,5.3551,-17.7316,-6318.2243,969.8309,6275433.5859
Physics,-72.0354,-20.069,-6780.8383,4556.4286,2441187.644
Physics,-199.9871,28.9072,8300.7798,9696.8265,3078332.6678
Physics,20.8577,-22.1094,8856.5826,9105.5122,1646614.2925
Physics,-67.8446,-13.8311,3709.8501,7223.2261,7389541.3719
Physics,198.6513,50.0,10000.0,9940.2292,1032265.4214
Physics,-24.1176,-31.7597,-8353.7041,1312.66,5532910.0198
Physics,260.9342,11.0405,5155.7551,2622.0089,1828656.1648
Physics,146.2171,-12.6769,-6930.3916,1285.4124,2082956.3566
Physics,-138.1757,-20.3708,-2064.5686,7745.534,55336.7083
Physics,-47.5982,-36.9664,-4015.461,8437.2086,4367412.5874
Physics,58.3121,0.6112,7523.0989,6255.8882,8244056.9485
Physics,-205.5552,8.3387,-8217.8449,2746.1582,1000331.3213
Physics,12.2617,19.1634,-4247.5656,843.0889,8356944.6304
Physics,228.9542,29.2229,4847.6362,5403.4517,8054290.6132
Physics,-178.2081,-4.9587,4944.0163,1553.489,1988884.9556
Physics,-254.4197,8.5796,664.0503,1699.8373,8535854.9922
Physics,-7.4356,-40.9849,6222.58,5585.3397,8593820.2352
Physics,240.1416,-6.2871,-8511.6009,825.0271,6389976.524
Physics,126.2694,-38.5293,-10000.0,9498.3287,8105025.7043
Physics,48.5814,-50.0,-7860.809,2016.6419,711906.6347
Physics,-195.0405,-39.6959,6388.3568,8160.2511,3152413.1333
Physics,158.1572,-46.5474,-88.3127,5978.3019,2854347.5031
Physics,93.6004,-11.5743,-1991.1717,1311.3085,7548412.6952
Physics,288.9156,-12.6858,-5409.6117,9722.1281,7535723.2098
Physics,-215.9983,-31.2194,-7380.7272,4937.5146,8665930.102
Physics,-119.8106,-2.2648,1609.9167,2247.3992,2611598.3065
Physics,-15.8453,-42.9311,1986.9827,2211.0778,5012735.0147
Physics,69.1383,-20.6425,-8685.259,1350.8269,111923.3818
Physics,-22.7042,-46.1114,-8791.4014,5781.5943,9963066.7115
Physics,-62.5852,-49.8165,4772.532,6004.9043,3693335.81
Physics,-86.6865,8.4397,-1248.7254,6129.0683,5647046.4066
Physics,-241.6957,20.4819,-4001.5983,8407.7877,5320864.2847
Physics,-67.9172,-24.8897,-139.8766,607.322,3836221.9834
Physics,-131.1897,20.6721,-6583.8177,471.2733,2088064.366
Physics,-117.2635,10.6957,-9448.7497,8551.9137,7385960.8485
Physics,-300.0,27.0959,-3201.971,1098.094,3538976.369
Physics,-271.089,-27.0033,-3118.3804,1515.003,6645053.8739
Physics,-123.1856,-4.0958,-1531.801,5369.9036,6897046.0178
Physics,-208.9662,-33.6533,10.6037,4015.9933,6948340.3873
Physics,33.3069,33.9136,5885.894,6345.9678,519633.3739
Physics,12.486,14.2012,7423.2259,1810.9247,9896219.4769
Physics,210.2152,-42.1026,-6673.3818,8557.1949,7722888.1763
Physics,-243.1676,-10.4314,-2179.3452,2275.8061,5794414.8455
Physics,123.1302,-44.6217,-9784.9316,4431.4007,2438895.8106
Physics,237.9987,50.0,3094.9232,195.6295,2016553.9136
Physics,49.309,32.5051,-3084.0268,9895.6032,7865102.3628
Physics,215.9833,-15.8466,-1190.4102,2894.2097,3933701.0926
Physics,19.2643,-9.1391,-9272.9644,5194.4572,9543246.8041
Physics,168.8429,-14.026,6927.028,4909.9985,9535429.6935
Physics,-261.4737,14.7347,4461.9501,4101.6196,663294.5225
Physics,-216.1633,-16.5496,-6514.9072,1821.7478,5926901.8021
Physics,-267.38,-26.9266,-9673.1574,6613.7773,3856847.3242
Physics,238.3878,-23.5682,-7672.8912,6055.4222,3921202.9377
Physics,30.0753,30.2588,1.5118,4529.1428,6302558.0307
Physics,-91.2435,-40.6395,4890.2811,5531.6471,7559195.2845
Physics,2.0294,-2.8464,4771.7927,6416.4912,5594873.3758
Physics,-274.6247,-6.8495,3109.6522,8583.1347,7665513.017
Physics,91.4929,5.2538,6505.3564,2470.9011,9530414.9835
Physics,-134.0428,-46.3646,-321.0707,7534.8926,3800537.0287
Physics,-146.2892,-47.0036,2951.4917,8072.4782,4300065.5588
Physics,-142.3446,26.1512,6223.5744,7424.1114,6684398.9532
Physics,-147.5761,2.602,1449.006,8001.5309,279847.8576
Physics,90.8758,-41.2013,1968.4896,5432.3193,1397376.7584
Physics,64.114,-12.4908,2512.5596,0.001,1858113.0806
Physics,56.609,0.8584,8714.2334,6890.4655,5624367.034
Physics,-112.2637,-12.1111,-667.0011,8516.0371,5655506.2682
Physics,146.9537,-40.9972,-8554.1611,2701.8363,3140392.2217
Physics,284.2906,-32.4672,7164.2097,7138.7433,5942720.1683
Physics,81.4501,-27.5604,-9053.6411,803.1394,9613190.9997
Physics,32.597,-50.0,-8705.6864,6610.194,8553276.5344
Physics,-205.6672,21.3628,-6085.9964,471.7775,3527406.2252
Physics,-268.1996,15.4636,-7955.8878,5479.169,9240584.0679
Physics,-139.9124,37.0729,-90.9146,9039.3071,3192269.126
Physics,9.2855,-37.475,7775.6779,3490.5863,5747727.5565
Physics,-129.4811,9.4533,-4933.7776,1971.6707,6940257.099
Physics,300.0,22.4831,-8995.5467,6700.7399,6071747.7959
Physics,95.624,6.2859,-5195.5654,8277.9879,8400132.3501
Physics,-115.9769,-14.9308,-4316.8312,3090.7585,5676270.1171
Physics,129.9537,-16.9963,7552.2539,5772.6995,3971678.8967
Physics,-162.9908,-36.4883,3066.3627,6778.2804,5746529.4548
Physics,248.839,50.0,-7294.9022,3866.1031,9645740.1371
Physics,-7.8857,-40.3198,-3915.9817,501.3298,7108822.264
Physics,1.8263,16.0569,2641.354,8003.0185,2893048.2528
Physics,-184.8343,39.2867,-8262.0899,8156.329,80802.8375
Physics,-283.6234,38.8927,3420.2516,865.3199,6102205.2003
Physics,283.1771,39.8564,7883.2208,5544.897,1667031.38
Physics,158.8695,10.9884,7410.7739,7116.9263,5009439.5051
Physics,169.0223,-35.3448,-8506.9812,958.3745,2412066.2945
Physics,-102.3147,2.3567,5971.4268,8166.1276,9332133.8136
Physics,63.2649,-3.4406,-208.7447,3795.9634,1180406.1002
Physics,-74.5323,17.716,548.2918,6047.9354,9916813.8294
Physics,-300.0,-3.28,1698.817,3773.0,1215444.3232
Physics,179.4799,34.2005,-1823.6001,5577.6708,6161566.9887
Physics,-279.6292,-6.9191,3757.9568,6310.9561,5242927.4055
Physics,15.9547,26.0943,-3777.4212,6927.1239,7548227.2816
Physics,0.2392,45.443,4560.7076,3680.4639,2303917.2665
Physics,-89.0122,21.7253,8734.3122,977.3051,4121948.1655
Physics,-300.0,22.8243,-7310.9425,3376.868,84088.5586
Physics,78.165,21.4042,-920.1111,8352.4534,6606263.1928
Physics,121.5821,32.6377,-9389.7583,6237.9705,3386125.2092
Physics,-300.0,-18.8684,-965.791,4439.189,9648034.2272
Physics,-96.1121,49.4138,-756.0947,6832.3761,4657779.1692
Physics,8.1271,29.7208,4507.6042,8097.1633,7128103.2263
Physics,268.8865,28.4619,-2787.7524,8920.8434,1955878.4696
Physics,43.1152,-40.4136,7873.6349,7103.2118,7838599.4574
Physics,175.7271,-18.071,-1749.9264,772.1558,14253.548
Physics,-52.5447,-25.6214,1269.2862,2529.4003,886025.862
Physics,-284.2934,-42.5581,-4787.5757,9805.4456,7727033.4644
Physics,-106.2263,44.8162,-7289.2811,7252.3757,4072078.3676
Physics,-19.7435,8.9564,2891.412,9226.4288,538761.0461
Physics,-1.3783,39.2766,-1620.8184,5239.5771,3968009.4044
Physics,-151.2424,2.7476,2354.9835,1083.5415,1599626.8509
Physics,-22.354,37.3855,2279.7812,1328.779,4873343.0383
Physics,-84.1102,44.0533,-318.1448,9462.7816,9736884.4924
Physics,-222.9874,17.9821,-3474.102,3344.8182,0.0
Physics,139.2403,-0.3713,-5989.4504,3983.7488,7850173.5199
Physics,-112.3527,-27.7684,-7155.3368,9080.1473,3794841.3877
Physics,-113.9629,38.8266,621.4497,4609.1302,7737069.9875
Physics,-243.4108,28.4828,-4204.9984,629.0429,4242293.8081
Physics,253.1071,-17.4211,1302.6833,5834.301,7528333.7055
Physics,122.5219,15.7952,5937.6119,7091.6995,5439254.2553
Physics,145.8833,10.8188,86.1932,5289.6709,7343236.2771
Physics,107.4148,-36.1709,-70.396,6791.273,5100768.5093
Physics,-194.0205,45.7547,9128.2269,5062.3005,6653999.9991
Physics,-236.9127,-50.0,-1141.7375,2473.1744,4849138.3499
Physics,290.3606,31.2213,-9027.0722,1038.7176,2474738.7236
Physics,-297.1873,1.5027,7624.193,188.5125,7866065.4595
Physics,249.8071,29.5961,-5332.273,6788.7284,4797007.1233
Physics,249.2251,3.157,2800.336,4131.3995,3901112.8476
Physics,20.1929,-33.1906,8134.2844,4939.476,10000000.0
Physics,-66.2755,-3.2818,5276.7896,1168.4375,945597.6809
Physics,79.648,40.632,7187.5401,5594.3586,7258467.264
Physics,37.9945,-29.7932,-1850.4062,2471.9084,4181090.2149
Physics,275.959,-36.4344,-1032.0239,8323.1554,3467856.2498
Physics,-82.0321,-6.0048,-9002.3,5998.3448,8965274.8656
Physics,22.4643,30.9072,4053.4085,630.4278,7476065.9963
Physics,30.2918,22.2964,4938.5423,2183.3412,185911.5254
Physics,-194.2954,49.585,294.295,2189.2449,7048796.2539
Physics,204.632,39.2052,6375.5374,8032.5949,0.0
Physics,-173.7989,-32.8457,-7418.5293,4731.0664,680005.2571
Physics,65.9948,26.8616,-8190.2999,6018.039,2550536.4615
Physics,-66.5477,22.2023,-7012.7368,5063.1805,9810886.7351
Physics,213.3266,-32.4544,7402.0412,4063.2877,3864431.3042
Physics,217.3306,26.5625,-5716.3261,8201.9316,5355800.6158
Physics,-204.107,-25.54,-9257.0946,8396.471,7920588.3078
Physics,276.1751,-3.5451,6134.8734,8166.3667,2810886.7422
Physics,-206.9183,-23.7549,4055.4956,9621.1939,9407643.6478
Physics,-26.3673,-7.3571,-6960.0821,3562.8967,4554228.9076
Physics,134.5297,-17.8434,5402.0103,7444.9339,8848050.779
Physics,-83.2737,17.0104,-4263.6672,3272.3921,4873038.4254
Physics,33.3485,28.232,-9355.3024,8892.3274,9104805.1375
Physics,300.0,-50.0,-9715.1884,5320.7182,8364434.5353
Physics,-145.9481,-9.2539,-7354.8619,3489.2526,3589292.2398
Physics,144.7916,-35.5637,6666.2468,178.156,372529.7406
Physics,86.8008,-47.6359,-1646.9565,6824.2801,664836.997
Physics,282.7723,49.7487,-2962.1602,4578.2979,4376266.6389
Physics,-230.9577,18.0705,5314.6098,1152.8879,292323.0436
Physics,-122.3488,-7.4512,2503.7756,3668.4957,6458913.1738
Physics,182.587,-6.0502,8226.0195,5003.5589,7918081.8726
Physics,195.6198,33.8361,-9556.947,3735.3557,8541724.735
Physics,134.6161,9.0567,-6535.4952,7530.8199,9425544.9874
Physics,-228.0871,24.3039,7433.0008,7359.4732,1107734.7183
Physics,-102.7227,38.1893,8891.5986,1391.2863,8833617.0465
Physics,-174.9162,37.4988,-4044.5808,5348.3749,1043179.4322
Physics,136.8225,-41.9898,-9638.0355,4819.9333,9776924.3668
Physics,240.4202,-1.224,-10000.0,7555.0923,715567.8538
Physics,54.4528,14.6903,-9038.1317,4832.949,10000000.0
Physics,-200.7692,-5.3163,3135.8539,3047.2392,4088860.6947
Physics,210.6353,-17.8633,-4735.437,4670.6684,7243627.415
Physics,-23.9524,41.4338,-2202.1494,4926.1536,1587542.282
Physics,-192.4567,36.696,-3040.5644,1848.656,779780.8891
Physics,82.1243,34.5823,-5263.0723,3479.8808,6926582.2069
Physics,-252.2014,39.4862,-5738.5385,4204.0878,5442842.646
Physics,65.323,25.9429,632.0958,359.4914,9024806.1078
Physics,282.1513,-13.7766,-9082.6482,6333.6532,6894263.2821
Physics,57.1019,-2.7703,-1160.7461,1892.2367,6167947.5979
Physics,220.4074,33.9037,-1898.3995,3459.187,6326488.9967
Physics,204.959,41.0467,-4089.0349,1855.0612,3721856.3063
Physics,-191.16,17.3542,-8342.0474,7583.3908,7505097.1946
Physics,90.7242,7.4124,3516.7979,5703.5328,8645757.2223
