Application,Calories_kcal,Fat_g,Protein_g,Carbs_g,ShelfLife_days
Food_Industry,391.2454,76.5214,169.828,192.8218,89
Food_Industry,508.616,36.9324,71.4014,184.9183,515
Food_Industry,457.7533,22.6829,74.0652,219.3179,86
Food_Industry,560.7041,8.2578,149.6129,155.4573,90
Food_Industry,431.9098,42.9872,69.2673,227.5952,47
Food_Industry,1072.029,31.864,168.122,64.3153,105
Food_Industry,979.4855,27.4205,7.5562,174.6376,102
Food_Industry,50.0,100.0,114.3742,298.0485,476
Food_Industry,354.4459,45.3145,121.6374,22.6067,199
Food_Industry,1096.8287,38.5435,121.9602,66.651,17
Food_Industry,882.2681,14.3142,6.239,207.9477,374
Food_Industry,459.5819,3.3486,48.0946,66.7384,550
Food_Industry,1298.4719,92.1297,91.9616,49.0377,522
Food_Industry,774.8447,12.4334,47.0174,36.5187,667
Food_Industry,830.7666,93.0796,60.6825,193.6781,89
Food_Industry,1159.0896,58.9882,170.0091,42.4287,685
Food_Industry,783.7962,28.0604,183.2963,16.9567,495
Food_Industry,282.7609,6.8561,182.023,142.4928,710
Food_Industry,264.3276,53.3017,30.319,170.5449,312
Food_Industry,1234.4374,96.9717,93.8822,10.3771,526
Food_Industry,1248.8612,62.2453,57.7715,13.1217,586
Food_Industry,50.0,5.9368,19.4821,153.4021,270
Food_Industry,920.0646,97.7633,156.4215,99.6647,612
Food_Industry,596.5336,26.7279,39.9379,236.0607,141
Food_Industry,188.5885,41.0754,27.3547,176.7929,49
Food_Industry,844.8217,58.518,133.9338,209.5342,422
Food_Industry,1367.1732,5.195,52.7479,224.9578,208
Food_Industry,758.8599,75.8661,69.6305,235.5444,405
Food_Industry,936.6221,23.4259,68.4807,234.443,489
Food_Industry,1382.0197,95.2622,98.1798,38.4162,158
Food_Industry,378.3565,13.8586,146.8988,158.165,552
Food_Industry,701.0552,54.4885,98.903,122.6795,165
Food_Industry,363.6739,81.2221,92.846,49.6336,467
Food_Industry,1473.3152,41.1916,59.6263,18.0841,209
Food_Industry,50.0,79.5406,167.5951,245.2299,22
Food_Industry,1282.2905,74.7202,44.145,257.3083,127
Food_Industry,662.7862,78.3754,140.2398,141.8747,372
Food_Industry,1468.9205,71.5628,61.2007,12.9899,401
Food_Industry,777.8838,62.3707,38.365,194.6231,318
Food_Industry,1011.8267,46.4673,150.9882,166.9129,450
Food_Industry,872.2036,24.2041,127.1039,176.1567,505
Food_Industry,252.8127,33.9652,188.2663,91.3586,411
Food_Industry,1399.7554,25.3665,73.0254,37.7787,616
Food_Industry,1005.9621,72.3168,3.606,157.2174,313
Food_Industry,517.4577,49.2631,196.7667,132.9143,683
Food_Industry,506.3752,34.4306,47.3127,217.6625,41
Food_Industry,117.4599,73.5548,109.0994,220.299,595
Food_Industry,304.7042,64.7744,103.9079,219.8902,263
Food_Industry,691.7148,56.2107,77.9117,132.0181,168
Food_Industry,392.5222,4.1336,26.9955,96.5911,390
Food_Industry,356.2052,89.9597,111.4145,148.9775,388
Food_Industry,926.6578,69.5766,88.8167,22.7774,51
Food_Industry,859.6709,36.5063,25.9514,122.1838,229
Food_Industry,1318.5192,100.0,16.3904,86.7247,527
Food_Industry,819.2264,33.5381,63.6783,128.8884,350
Food_Industry,804.7,69.7869,73.4003,52.473,256
Food_Industry,463.9549,9.8282,103.2932,177.2838,678
Food_Industry,1305.2155,82.1077,110.9603,88.7561,597
Food_Industry,1439.0135,71.3684,92.5874,219.9297,720
Food_Industry,727.5475,17.9926,91.6171,84.2656,62
Food_Industry,93.6434,66.8888,122.1262,101.8434,177
Food_Industry,416.8078,14.0264,119.238,142.0929,639
Food_Industry,50.0,98.5295,166.6629,275.0149,66
Food_Industry,390.9308,6.6109,74.2822,29.3714,633
Food_Industry,80.1308,46.0364,38.2049,68.0617,467
Food_Industry,1007.1029,96.3627,132.3826,200.6947,7
Food_Industry,1224.9227,65.0703,162.2054,185.4821,354
Food_Industry,1330.5031,33.3261,56.8363,68.2762,67
Food_Industry,418.2956,67.087,176.7338,134.9885,338
Food_Industry,822.7617,73.4202,112.6512,228.4484,395
Food_Industry,1063.3512,48.8122,72.8917,251.1426,55
Food_Industry,1122.6525,33.166,182.928,130.897,477
Food_Industry,62.9402,100.0,112.5614,141.2189,551
Food_Industry,402.332,45.3603,70.8345,194.8577,467
Food_Industry,583.3712,17.3234,104.3362,132.4928,445
Food_Industry,478.5186,71.3774,96.7352,158.0313,111
Food_Industry,1194.3436,29.7088,154.1012,62.5014,556
Food_Industry,289.7084,20.6831,59.7347,107.9464,557
Food_Industry,1374.3365,61.7735,101.5687,207.477,231
Food_Industry,1282.966,27.0506,107.1303,279.4804,256
Food_Industry,772.8576,44.472,5.0718,245.4812,423
Food_Industry,1211.2351,63.8748,147.4721,237.4663,71
Food_Industry,585.38,65.6372,10.3577,36.2523,663
Food_Industry,324.8131,34.339,178.0047,275.2347,83
Food_Industry,542.0253,55.8799,195.9509,288.7449,709
Food_Industry,64.7839,29.0725,0.3834,82.6992,242
Food_Industry,1459.6027,66.2991,74.4413,236.8878,35
Food_Industry,1159.7502,41.3086,6.5982,201.9651,129
Food_Industry,50.0,12.6369,183.9324,96.9851,206
Food_Industry,1267.4159,27.1136,72.9247,57.5346,297
Food_Industry,288.6073,82.3231,132.2475,138.6841,398
Food_Industry,1403.4089,53.4003,168.091,94.0048,91
Food_Industry,338.4418,12.0266,189.2828,9.1352,228
Food_Industry,412.7533,29.4529,179.9893,222.8073,638
Food_Industry,1436.8022,52.6554,43.5841,245.8368,149
Food_Industry,756.5181,73.2404,13.681,135.1997,247
Food_Industry,163.432,40.0497,59.0693,189.778,392
Food_Industry,849.8703,74.4641,48.1851,212.4753,247
Food_Industry,914.3956,54.5216,39.3159,43.1359,462
Food_Industry,1006.0466,85.5854,105.9959,182.3439,56
Food_Industry,638.986,73.1383,65.4446,188.4963,446
Food_Industry,1143.822,48.2947,57.6336,94.028,420
Food_Industry,1070.7069,69.992,184.5672,230.3132,340
Food_Industry,50.0,85.1887,139.1319,208.2958,676
Food_Industry,627.4515,99.9395,15.3919,31.4049,437
Food_Industry,628.1906,0.0,75.5016,165.8496,427
Food_Industry,1444.3372,16.0487,163.4942,134.6161,129
Food_Industry,84.265,83.8382,131.3618,217.6062,702
Food_Industry,445.0393,28.8987,6.1848,171.8188,729
Food_Industry,192.3872,25.0022,178.8731,91.6873,170
Food_Industry,53.2327,41.8221,62.6814,71.602,332
Food_Industry,898.0025,90.4467,124.1756,139.5706,44
Food_Industry,1060.8907,21.3625,114.0468,225.514,314
Food_Industry,584.9688,29.0689,42.4242,287.0211,375
Food_Industry,1280.7534,85.1368,60.2746,237.8796,727
Food_Industry,160.6178,77.9691,83.2571,109.5204,379
Food_Industry,723.3976,64.7375,184.4802,161.0628,104
Food_Industry,1297.7671,76.2428,16.7009,128.8529,341
Food_Industry,1223.0492,25.2069,44.2534,17.4667,470
Food_Industry,746.7148,64.8363,120.4072,88.2194,65
Food_Industry,1500.0,57.888,162.7938,5.1839,142
Food_Industry,62.2059,80.3123,200.0,216.9638,668
Food_Industry,1221.9741,2.254,66.5374,265.2999,84
Food_Industry,1283.6083,3.1317,75.5354,268.9446,489
Food_Industry,837.7673,52.2531,67.4063,238.5303,78
Food_Industry,1118.6375,81.724,114.159,34.857,92
Food_Industry,967.4229,58.0271,102.2469,198.4868,311
Food_Industry,373.2575,32.8484,67.7811,251.7721,486
Food_Industry,902.2106,68.6997,137.8661,111.5253,509
Food_Industry,627.3326,60.9337,179.2674,24.6652,527
Food_Industry,1170.6636,3.2653,108.7976,138.384,379
Food_Industry,1284.6033,29.6792,60.4316,108.6073,478
Food_Industry,894.7935,12.9292,75.5417,265.5951,579
Food_Industry,671.2564,78.5365,105.788,77.3963,556
Food_Industry,1043.0695,41.906,177.254,247.0269,97
Food_Industry,541.2982,3.6111,169.7145,140.5288,590
Food_Industry,780.8522,77.61,144.1395,78.2061,19
Food_Industry,226.8978,70.7814,20.2537,103.0446,431
Food_Industry,1149.3153,43.2072,99.4436,39.2061,420
Food_Industry,293.7377,0.0,163.7648,238.8059,274
Food_Industry,982.2488,6.1793,152.6223,38.8115,707
Food_Industry,1227.8781,25.0337,165.4233,257.3852,629
Food_Industry,181.5504,94.9048,53.3755,3.9184,606
Food_Industry,1318.7798,0.3824,95.9337,7.6587,359
Food_Industry,1101.8318,44.3191,180.6502,264.6726,544
Food_Industry,613.2744,14.7611,89.3009,165.9091,521
Food_Industry,894.916,56.4134,200.0,0.0,606
Food_Industry,581.8396,79.4778,75.9468,167.4069,371
Food_Industry,965.8358,19.5682,144.8522,125.8984,539
Food_Industry,542.9367,39.1148,145.2152,175.549,469
Food_Industry,586.2721,31.6134,23.478,211.6659,339
Food_Industry,1325.8151,31.9229,46.7636,195.7881,706
Food_Industry,136.3202,70.4382,151.0871,285.8307,20
Food_Industry,669.0662,15.6811,161.9172,174.1717,308
Food_Industry,1144.898,52.2126,96.2712,130.0335,418
Food_Industry,266.2349,9.6695,86.0252,99.9421,271
Food_Industry,973.3688,84.0034,16.1591,65.5838,347
Food_Industry,1162.4347,55.9798,51.19,203.2189,184
Food_Industry,1057.0957,57.5799,181.1403,168.0259,360
Food_Industry,981.8971,85.1218,138.7482,174.5681,521
Food_Industry,1180.1992,31.2203,158.7537,276.4942,580
Food_Industry,1001.8995,90.893,20.7461,262.0664,534
Food_Industry,1500.0,16.9264,125.9282,103.6074,381
Food_Industry,236.8899,78.6602,37.7493,49.2388,57
Food_Industry,1110.1791,35.9829,84.4645,114.528,631
Food_Industry,246.2746,9.7353,44.3018,177.4968,257
Food_Industry,1350.1799,55.0461,26.9151,72.0521,196
Food_Industry,1321.8942,78.0507,14.8311,84.6998,75
Food_Industry,171.5897,83.5265,49.8837,242.3575,29
Food_Industry,429.7872,12.1079,200.0,213.985,484
Food_Industry,50.0,2.0504,127.6702,197.5276,267
Food_Industry,895.5366,15.9672,112.6045,150.0132,691
Food_Industry,1268.7667,35.8409,70.2237,135.1244,631
Food_Industry,606.0513,48.0596,32.2952,3.7606,629
Food_Industry,1005.531,0.0,53.5081,143.5193,231
Food_Industry,891.8352,24.6003,167.4742,6.729,511
Food_Industry,329.6217,33.1539,34.3639,167.3863,289
Food_Industry,387.0265,28.3043,195.9403,7.7292,433
Food_Industry,1234.3025,47.3386,52.7053,168.6638,151
Food_Industry,465.2204,10.4925,112.0497,56.5779,71
Food_Industry,1031.1694,73.5171,43.733,263.8226,262
Food_Industry,1363.644,39.1396,194.3436,211.9766,410
Food_Industry,766.2445,24.8698,113.1894,146.8461,164
Food_Industry,716.9444,4.8916,158.0977,176.3506,615
Food_Industry,1244.1126,47.115,8.9789,140.2421,497
Food_Industry,769.8254,93.7667,123.7608,100.8985,539
Food_Industry,381.358,32.3154,130.0057,43.1432,117
Food_Industry,88.5611,83.8095,73.5925,232.2316,177
Food_Industry,74.6679,38.8147,54.216,134.1969,454
Food_Industry,74.5175,89.3479,113.9884,253.8023,47
Food_Industry,580.4339,28.913,176.1036,229.4937,383
Food_Industry,1296.0285,24.984,86.4171,124.7,115
Food_Industry,1143.2601,81.4832,181.3327,213.0781,41
Food_Industry,1063.1968,51.3976,88.1647,196.3887,385
Food_Industry,1389.3094,76.9218,53.7832,153.2382,406
Food_Industry,866.334,91.7975,3.591,213.1231,276
Food_Industry,903.4248,17.6317,138.1694,94.3298,640
Food_Industry,833.3219,36.318,146.5437,118.9854,56
Food_Industry,327.9859,29.032,128.9383,7.4592,387
Food_Industry,1423.4346,29.7598,27.7955,57.8446,30
Food_Industry,1449.8644,13.254,130.1891,217.8516,713
Food_Industry,1462.6438,23.7582,171.1889,223.321,713
Food_Industry,162.711,45.003,138.1892,256.0631,469
Food_Industry,647.79,11.2482,133.4911,295.9465,288
Food_Industry,693.4555,92.6433,184.3099,282.9271,84
Food_Industry,710.9254,84.9683,142.6767,125.3494,509
Food_Industry,116.914,48.1698,58.5106,280.9897,489
Food_Industry,618.6648,6.2982,142.1649,169.3268,590
Food_Industry,690.3667,23.3489,198.2725,13.3091,398
Food_Industry,1077.6241,80.0189,80.6859,241.286,372
Food_Industry,587.2921,70.5722,31.5684,159.1621,30
Food_Industry,767.6889,82.1557,3.5958,110.3784,88
Food_Industry,1446.4092,3.228,57.5008,230.8426,187
Food_Industry,1402.3276,27.8126,147.5676,171.5195,29
Food_Industry,389.679,23.0315,135.4448,245.7835,344
Food_Industry,1463.5689,69.9689,178.0981,207.051,352
Food_Industry,843.2082,15.819,174.2068,222.7609,187
Food_Industry,809.8285,6.1811,42.164,115.3342,281
Food_Industry,807.4514,78.0703,44.2927,243.2297,390
Food_Industry,871.2535,57.3704,102.9177,20.875,663
Food_Industry,364.2387,38.6809,2.2728,230.7365,111
Food_Industry,1220.4025,42.6532,50.5525,279.2106,451
Food_Industry,208.5647,44.9716,39.0589,70.8494,241
Food_Industry,669.079,39.4463,63.9483,245.6541,697
Food_Industry,665.9935,21.126,64.4766,160.3443,532
Food_Industry,374.1557,85.4372,30.3328,299.8382,163
Food_Industry,117.1909,2.3469,43.5176,276.7178,362
Food_Industry,140.5938,43.8648,137.6388,265.1133,199
Food_Industry,922.9477,47.1447,190.5565,166.8363,629
Food_Industry,1377.9836,23.4669,0.0,292.9892,313
Food_Industry,298.9987,79.4554,191.2062,32.9615,41
Food_Industry,296.0311,41.825,15.5018,89.8382,46
Food_Industry,523.4923,22.5607,72.1326,262.8119,562
Food_Industry,270.195,65.2251,68.8646,99.7247,101
Food_Industry,640.4422,13.1883,52.9403,207.4156,427
Food_Industry,151.8452,31.1773,51.2843,266.5741,452
Food_Industry,1302.138,98.5875,84.9882,233.992,606
Food_Industry,55.9879,88.3477,30.3399,232.5053,132
Food_Industry,1116.3055,65.8953,150.0982,262.3353,432
Food_Industry,965.6236,21.609,15.5719,57.6004,535
Food_Industry,353.1298,70.945,78.3329,5.2915,264
Food_Industry,1407.3768,40.1411,47.259,225.7887,615
Food_Industry,873.1052,15.7318,31.2209,213.7692,653
Food_Industry,1267.7808,24.3828,60.8548,264.793,427
Food_Industry,462.9327,26.8451,14.9708,88.8632,334
Food_Industry,730.5626,31.3604,175.2329,291.2447,271
Food_Industry,938.5896,19.2828,115.9313,33.2967,39
Food_Industry,1069.9873,91.2525,73.7716,62.9467,556
Food_Industry,337.8039,48.9708,89.6521,151.6986,189
Food_Industry,1415.3134,27.4595,103.3336,213.5593,331
Food_Industry,1050.5276,74.1887,177.1985,144.4575,218
Food_Industry,1470.8059,100.0,194.654,172.7377,641
Food_Industry,336.2535,3.8476,50.9759,73.1873,608
Food_Industry,797.1864,67.9043,21.7082,78.5818,567
Food_Industry,964.372,59.0279,135.7155,246.1397,60
Food_Industry,117.6687,62.0876,102.5467,80.0748,597
Food_Industry,520.0644,30.8507,135.8118,127.5469,620
Food_Industry,1472.2536,23.6512,37.3497,284.2507,617
Food_Industry,1042.0441,48.8421,80.6994,63.878,282
Food_Industry,348.7234,86.6051,3.9646,162.4366,229
Food_Industry,376.1775,56.4526,146.5758,237.869,34
Food_Industry,264.5364,8.9624,63.5917,164.3414,200
Food_Industry,81.7736,68.5284,125.5429,241.4096,365
Food_Industry,198.9513,76.916,109.4547,183.61,435
Food_Industry,800.7928,50.4271,125.1626,82.0744,313
Food_Industry,550.8138,92.6735,146.9486,126.9475,72
Food_Industry,1083.7652,25.3899,25.4573,253.557,120
Food_Industry,1224.7266,76.2455,136.5226,160.7377,608
Food_Industry,702.4302,38.7337,197.1071,223.9664,251
Food_Industry,1099.1899,62.7373,150.5497,241.549,26
Food_Industry,239.2927,25.3686,54.9802,174.0514,674
Food_Industry,308.7851,54.0668,54.4839,166.2339,241
Food_Industry,790.1116,23.3294,65.3333,3.2879,127
Food_Industry,604.0723,20.3064,125.7766,158.1356,294
Food_Industry,1500.0,36.0295,43.4123,86.1875,451
Food_Industry,1040.0508,50.4339,178.3531,84.7319,656
Food_Industry,1113.6058,78.7977,171.7387,12.8523,714
Food_Industry,786.0869,95.9289,63.4307,66.2496,421
Food_Industry,1266.469,2.0034,15.6086,206.3802,558
Food_Industry,308.6518,47.9289,159.9448,264.8332,27
Food_Industry,591.0764,28.1597,100.0175,136.5215,665
Food_Industry,1014.1815,42.4155,161.7939,129.7508,150
Food_Industry,754.912,35.6406,42.9259,231.1196,63
Food_Industry,996.7279,34.0369,115.1266,24.8715,431
Food_Industry,399.9471,83.7756,141.4501,277.9825,54
Food_Industry,50.0,90.5404,100.2509,23.5596,121
Food_Industry,1020.8035,90.357,6.3439,46.2683,370
Food_Industry,913.6254,33.6061,56.6563,47.8665,77
Food_Industry,1049.0431,21.3405,110.5388,261.8847,636
Food_Industry,977.2942,81.1646,126.2704,163.7718,223
Food_Industry,985.2946,74.4556,26.8456,169.5419,608
Food_Industry,1131.4277,79.6737,24.5674,279.143,359
Food_Industry,193.3019,98.7601,176.6601,234.9185,135
Food_Industry,828.3023,8.9454,115.1833,300.0,393
Food_Industry,1279.7195,44.3637,124.3251,243.2231,463
Food_Industry,1195.5936,94.2378,70.9044,176.158,252
Food_Industry,409.7836,84.0736,57.0051,25.649,720
Food_Industry,614.9921,15.2574,81.2431,58.8412,420
Food_Industry,1416.2818,56.9007,120.07,196.5029,443
Food_Industry,1200.5357,99.0585,76.3953,190.6638,438
Food_Industry,102.9543,61.7627,86.9095,56.2556,656
Food_Industry,368.4084,20.2115,141.6475,97.1679,260
Food_Industry,889.3103,62.6665,96.4258,278.767,446
Food_Industry,712.5071,82.647,101.8058,207.4291,312
Food_Industry,365.2618,1.2683,181.2399,59.2521,154
Food_Industry,554.7542,57.7739,115.9144,231.6966,436
Food_Industry,166.2495,11.0282,110.3442,13.3526,194
Food_Industry,636.1645,29.9143,49.9054,242.6597,70
Food_Industry,1052.8797,86.234,89.761,274.6641,373
Food_Industry,543.074,63.9237,67.796,187.9623,134
Food_Industry,397.9052,74.0423,52.8836,54.0625,650
Food_Industry,832.7811,8.8922,151.8862,2.6957,678
Food_Industry,1080.5598,32.5229,98.224,183.0062,641
Food_Industry,1453.1482,10.3374,163.9234,26.5348,353
Food_Industry,619.5379,56.0409,175.9493,294.151,704
Food_Industry,496.3477,15.7568,50.5439,173.5698,664
Food_Industry,608.7137,2.4801,147.0527,125.9693,626
Food_Industry,1466.6861,57.2125,158.9199,6.8409,702
Food_Industry,524.4327,67.8913,160.7501,215.515,669
Food_Industry,1053.5626,33.0864,86.2882,188.2979,79
Food_Industry,1215.1512,100.0,37.74,138.5538,557
Food_Industry,480.1502,38.3142,0.0,273.3178,685
Food_Industry,471.7895,71.6418,42.1007,123.4133,49
Food_Industry,240.181,49.3786,1.6403,77.2533,187
Food_Industry,491.8212,75.8017,37.3063,189.1053,239
Food_Industry,467.9971,89.2455,181.5031,269.0194,679
Food_Industry,736.266,84.8264,180.6559,281.4564,411
Food_Industry,1181.1996,67.6197,107.9352,3.6029,648
Food_Industry,503.2228,70.0173,69.6272,99.8005,507
Food_Industry,1500.0,62.4555,47.1385,143.1927,247
Food_Industry,609.0986,75.0168,7.2611,225.3164,93
Food_Industry,752.1935,96.0824,100.5237,104.1713,544
Food_Industry,1268.4655,39.8743,5.8,167.069,387
Food_Industry,1119.9728,26.2857,142.344,118.4585,84
Food_Industry,1208.7606,9.5479,137.3413,18.8891,693
Food_Industry,1500.0,82.4762,165.9303,143.0153,305
Food_Industry,1328.0999,15.1232,0.4193,278.3504,106
Food_Industry,185.4769,20.7014,150.794,127.7784,391
Food_Industry,1227.6359,92.0127,142.4168,167.5751,618
Food_Industry,619.2251,86.6501,8.8009,0.0,372
Food_Industry,1005.6764,99.1051,57.9917,232.9083,473
Food_Industry,482.4113,29.2045,81.0835,283.3272,472
Food_Industry,1023.5891,53.4692,147.8269,297.8939,345
Food_Industry,194.6927,32.1967,187.654,79.4846,544
Food_Industry,1424.6157,80.0565,57.0367,76.2912,630
Food_Industry,406.7407,29.6049,78.9278,265.2628,460
Food_Industry,200.3415,96.4538,88.4594,281.0802,246
Food_Industry,1218.1306,16.1202,87.8788,291.5448,684
Food_Industry,1126.1162,100.0,175.1145,25.9263,361
Food_Industry,940.9978,41.6366,67.7132,119.6711,391
Food_Industry,1067.8235,22.0779,127.5262,49.3806,700
Food_Industry,1287.5351,46.4413,168.0385,118.4285,149
Food_Industry,683.1891,91.7134,35.4324,109.3396,388
Food_Industry,818.3299,55.8639,92.4326,166.2413,259
Food_Industry,173.1732,42.2451,129.9339,103.0661,222
Food_Industry,1478.4844,19.2177,7.7355,123.4541,154
Food_Industry,924.3067,43.2491,125.6085,36.9056,649
Food_Industry,141.2071,29.4119,180.4481,47.0998,41
Food_Industry,66.6092,38.5751,175.4253,226.2828,581
Food_Industry,868.6553,24.1894,158.3889,169.0278,727
Food_Industry,858.8658,68.7315,0.0,96.6534,428
Food_Industry,716.5637,82.2739,90.1562,212.9458,699
Food_Industry,1216.292,5.0324,175.1498,137.456,318
Food_Industry,193.7821,53.1425,173.2983,297.8214,257
Food_Industry,490.7385,44.0394,71.5561,129.5437,668
Food_Industry,839.6872,18.4157,37.5905,294.4455,235
Food_Industry,732.5268,24.5968,189.1141,15.9156,556
Food_Industry,453.028,34.3278,106.6365,195.0649,408
Food_Industry,1208.3437,54.5656,151.3104,12.3737,400
Food_Industry,941.7831,14.9624,90.0732,205.4856,140
Food_Industry,1127.6675,91.0531,74.3294,182.628,728
Food_Industry,842.0042,41.4528,191.8674,123.0302,122
Food_Industry,1229.9452,84.4943,37.4738,162.2473,379
Food_Industry,319.0242,43.3842,167.546,58.9692,593
Food_Industry,885.8914,100.0,55.8439,93.624,35
Food_Industry,534.4964,81.7624,6.013,72.7984,594
Food_Industry,670.6688,92.4552,4.8257,0.0,78
Food_Industry,1325.945,28.9066,108.0066,54.6769,315
Food_Industry,1458.4932,77.108,45.3773,213.1675,114
Food_Industry,369.4374,65.3445,187.6634,31.916,514
Food_Industry,1437.3819,50.4696,123.9281,156.9298,42
Food_Industry,1086.2886,51.0406,28.19,214.3409,629
Food_Industry,150.4168,48.8768,186.2638,228.2926,100
Food_Industry,860.6869,38.6884,69.5544,260.732,194
Food_Industry,1130.5667,86.9502,124.3792,157.2543,48
Food_Industry,874.8188,13.2415,35.1994,155.1595,28
Food_Industry,580.6441,95.3613,46.7928,255.3111,576
Food_Industry,512.4019,37.7082,26.9344,204.3211,234
Food_Industry,363.0055,38.8055,45.116,185.9534,694
Food_Industry,886.7076,63.0455,190.1004,102.4269,600
Food_Industry,308.7414,20.9624,151.1981,281.3853,329
Food_Industry,1096.481,7.2498,173.1707,213.2907,327
Food_Industry,1061.6128,95.1641,104.3824,247.3434,126
Food_Industry,679.0433,82.6279,48.1804,104.5507,359
Food_Industry,1225.7563,12.872,51.508,65.9366,265
Food_Industry,1073.6597,70.0367,1.8095,148.1552,4
Food_Industry,667.8654,89.4073,200.0,237.4404,570
Food_Industry,1107.4665,92.9815,149.3223,110.3394,457
Food_Industry,1224.7812,79.7445,65.2334,275.1188,1
Food_Industry,124.1194,55.8934,36.7054,117.4348,10
Food_Industry,1100.7498,22.7042,31.6799,208.1245,67
Food_Industry,442.9628,21.356,94.9555,223.4102,371
Food_Industry,361.1964,52.6934,121.7199,228.1875,621
Food_Industry,1048.8371,51.3775,71.7517,160.3695,509
Food_Industry,1322.13,39.656,78.5963,261.157,639
Food_Industry,190.5664,5.6908,109.1712,223.3144,239
Food_Industry,372.446,65.7716,114.5587,218.9771,238
Food_Industry,317.7278,39.8303,181.1994,263.0768,596
Food_Industry,784.221,46.9686,184.7227,87.5479,607
Food_Industry,971.7198,97.5747,11.4118,286.4028,252
Food_Industry,568.7494,59.9368,86.8867,272.3902,228
Food_Industry,673.4457,88.4875,60.8257,230.2976,680
Food_Industry,185.9888,46.6796,185.5911,163.417,491
Food_Industry,269.447,95.875,57.6378,10.1265,241
Food_Industry,633.2955,11.3281,125.2955,217.0422,161
Food_Industry,1473.5211,51.2708,20.5251,280.3797,390
Food_Industry,962.0079,12.0193,97.8715,136.2366,92
Food_Industry,1124.2021,86.0759,35.3973,73.112,149
Food_Industry,847.1315,68.1499,71.8377,225.3375,667
Food_Industry,785.1669,3.6612,41.7655,190.7735,166
Food_Industry,262.3545,85.3043,125.0448,293.6331,713
Food_Industry,627.7744,39.2547,103.9973,58.0191,678
Food_Industry,370.3734,7.1278,158.6573,98.7618,570
Food_Industry,1039.8191,25.5533,64.9836,252.4997,495
Food_Industry,601.8677,87.0125,25.9543,197.1865,24
Food_Industry,415.9287,90.7549,133.47,247.2794,272
Food_Industry,62.1468,9.3248,90.3744,213.4333,368
Food_Industry,1500.0,41.9692,193.543,66.4254,303
Food_Industry,201.6437,67.4791,192.9362,182.8534,450
Food_Industry,360.0234,88.2133,98.0857,271.2211,164
Food_Industry,421.8681,79.5968,109.1513,210.6685,184
Food_Industry,1154.3089,47.3664,21.4916,193.1556,495
Food_Industry,1455.917,15.6715,79.4191,241.0896,283
Food_Industry,140.7029,14.0577,111.9707,211.3916,651
Food_Industry,965.7481,21.7298,93.0861,239.4904,50
Food_Industry,632.0549,36.9232,7.4668,84.9986,544
Food_Industry,1442.7282,24.7008,82.1292,160.1433,48
Food_Industry,1395.6714,62.8815,196.0115,252.7302,14
Food_Industry,915.4758,87.7457,57.2511,188.0598,133
Food_Industry,1111.2102,51.0622,105.0594,100.495,260
Food_Industry,256.2136,42.1917,122.1427,95.0343,597
Food_Industry,669.3909,3.3615,153.457,217.1908,24
Food_Industry,1444.456,86.7213,33.8935,205.6235,372
Food_Industry,1280.0188,97.4309,92.1472,152.569,362
Food_Industry,153.7772,90.1788,143.1609,65.9132,702
Food_Industry,1097.1579,98.1425,192.2355,92.278,650
Food_Industry,1235.3691,90.6922,65.7464,259.8646,248
Food_Industry,679.9238,21.7253,182.146,100.7708,215
Food_Industry,746.1286,65.1418,2.3046,150.4198,330
Food_Industry,240.8332,51.3093,2.0063,93.5793,330
Food_Industry,167.6099,16.0372,151.1303,238.3768,65
Food_Industry,1405.3138,84.5572,162.3603,67.0156,215
Food_Industry,940.4906,90.1114,110.6271,245.8102,562
Food_Industry,1393.0024,19.2302,6.364,122.606,700
Food_Industry,714.3754,54.2816,149.8113,139.7661,671
Food_Industry,227.5326,3.919,150.8237,271.6711,666
Food_Industry,972.9849,21.9572,67.2605,68.8449,522
Food_Industry,573.3961,49.0477,140.7272,237.1395,242
Food_Industry,474.0883,98.7057,114.1504,278.8602,709
Food_Industry,1320.3196,36.029,88.3035,285.4075,346
Food_Industry,878.6336,9.3377,76.5789,230.4732,244
Food_Industry,346.2827,23.645,60.675,76.4592,64
Food_Industry,583.9297,61.1411,37.5114,269.2701,452
Food_Industry,908.7749,91.2738,125.8413,119.3133,46
Food_Industry,635.0954,86.2476,97.2606,107.5566,419
Food_Industry,1118.1708,82.7035,69.1366,104.1484,239
Food_Industry,597.6132,2.5186,44.8534,19.6934,531
Food_Industry,1500.0,60.2544,117.1563,120.0387,677
Food_Industry,1500.0,42.9961,163.2725,280.2583,191
Food_Industry,1240.7585,52.8059,96.2701,78.7553,713
Food_Industry,1294.5085,1.286,137.4791,100.8054,379
Food_Industry,1286.6635,53.9772,148.3983,233.5276,11
Food_Industry,183.3894,98.2843,184.032,12.2601,345
Food_Industry,1442.7965,41.7447,152.7564,245.7111,644
Food_Industry,149.9036,36.0882,199.2974,256.064,700
Food_Industry,885.1277,97.8176,168.8164,49.3386,114
Food_Industry,1031.5445,61.1187,86.9454,72.8147,97
Food_Industry,384.4588,38.8593,32.9201,210.4698,48
Food_Industry,490.5044,50.9134,62.9582,134.9727,392
Food_Industry,1082.2114,30.3398,12.4578,95.7373,600
Food_Industry,396.7919,63.82,102.6646,122.5019,146
Food_Industry,1050.9611,68.7305,189.4469,234.3148,562
