Application,Distance_km,Delivery_Time_hours,Fuel_L,Load_tonnes,Stops_count
Logistics,1301.8653,13.6818,3279.8179,57.1943,4
Logistics,1751.3541,68.0996,4750.3686,8.118,34
Logistics,1784.9591,74.4722,4823.2506,88.1305,10
Logistics,632.276,134.2537,4561.372,53.5927,42
Logistics,1214.9183,90.5985,548.4959,35.7137,49
Logistics,46.9272,0.5474,2260.166,28.9998,7
Logistics,1467.662,11.5157,4565.9614,90.1676,93
Logistics,867.0363,28.3387,636.612,3.1452,93
Logistics,1248.9113,111.3919,1225.1474,86.3548,21
Logistics,1317.3516,0.1,4317.3508,7.3079,11
Logistics,1616.3301,64.2179,2730.9101,28.2125,100
Logistics,1614.8447,191.3774,2060.3648,59.0887,55
Logistics,862.7291,232.3697,4983.7103,94.4975,80
Logistics,230.1964,131.8645,1146.4831,20.6614,5
Logistics,1545.0221,61.5663,2487.3595,87.8412,75
Logistics,1968.222,153.7169,1131.8487,77.7133,80
Logistics,1860.285,111.8708,576.7638,16.0226,74
Logistics,1076.6795,104.074,4796.8142,20.5524,57
Logistics,282.4548,159.5057,1475.2709,41.5311,25
Logistics,435.969,74.8579,0.0,36.1238,99
Logistics,1790.9479,6.4306,4245.6576,56.68,43
Logistics,517.2308,46.7087,1320.3336,38.3245,92
Logistics,1904.8488,46.3836,440.1365,47.3219,57
Logistics,946.9284,221.498,683.6257,32.5514,45
Logistics,830.4165,11.9216,815.2228,0.0,7
Logistics,1845.8383,236.3249,1203.6992,84.2303,17
Logistics,1661.7672,153.002,4085.8852,93.8081,9
Logistics,1540.7887,180.857,2714.7231,38.5945,30
Logistics,612.8458,21.624,471.8689,76.0099,34
Logistics,1700.8312,14.7184,4186.3925,35.8132,9
Logistics,822.6988,46.3654,2774.6188,11.1211,25
Logistics,216.2279,154.3377,4332.4592,29.09,80
Logistics,270.677,191.8695,4164.6845,74.9301,63
Logistics,1925.6178,202.6459,3431.1817,97.1515,59
Logistics,1686.9299,40.742,2125.3918,15.1523,21
Logistics,290.1506,64.0098,4400.7162,83.6895,85
Logistics,1098.0785,191.5004,1251.2347,37.5114,24
Logistics,155.3932,195.1738,2831.9218,55.3606,75
Logistics,455.8311,206.5597,1641.7867,92.6581,61
Logistics,366.7283,120.8535,3771.2569,96.8392,36
Logistics,1897.1692,124.5018,2679.6526,52.8567,92
Logistics,147.3765,239.6741,4863.6076,70.3731,55
Logistics,908.9317,101.2647,1107.871,44.2281,4
Logistics,994.4441,161.1047,3372.6438,60.217,40
Logistics,409.0235,80.2117,4658.9449,23.9677,29
Logistics,958.5923,88.1099,352.5167,67.4433,71
Logistics,312.7075,214.2328,4062.5562,50.6425,37
Logistics,840.9481,230.5866,651.2671,36.2733,29
Logistics,459.9699,58.0657,3462.3583,55.1034,79
Logistics,53.2745,148.2247,4336.4237,30.604,92
Logistics,872.5455,50.303,2416.5791,68.468,93
Logistics,491.052,98.8615,373.904,43.1999,13
Logistics,50.8915,159.7224,1626.3156,55.7436,17
Logistics,1805.2341,221.4643,366.7414,62.2629,26
Logistics,1928.8784,24.1069,495.8957,0.0,5
Logistics,765.0718,189.7648,779.6133,45.1526,66
Logistics,1984.9281,175.1368,594.2032,40.7475,10
Logistics,422.5115,201.5018,4666.7755,96.0848,67
Logistics,1185.5875,230.3325,4958.0319,7.046,88
Logistics,265.0603,16.602,2455.5596,91.6887,40
Logistics,1054.518,216.0599,4405.4612,41.2271,93
Logistics,1879.3061,51.4752,3721.6261,38.75,88
Logistics,463.7997,131.5262,3980.2445,15.2761,94
Logistics,685.5012,78.7759,5000.0,85.6833,67
Logistics,611.3786,73.7562,3439.986,3.0373,84
Logistics,455.5895,133.599,4399.1849,88.566,90
Logistics,1500.9251,202.065,4879.0771,41.2629,87
Logistics,2000.0,91.6897,3833.2899,59.2948,15
Logistics,1261.8244,160.2545,777.7266,36.7621,63
Logistics,1700.9479,184.4162,460.2246,88.5797,76
Logistics,939.7966,220.5928,2721.7037,96.8265,13
Logistics,446.7472,135.869,2300.5471,17.5988,60
Logistics,319.725,2.3067,4507.1492,83.7559,53
Logistics,1619.2048,47.3971,1420.9684,33.9556,35
Logistics,1715.8848,66.796,3851.6662,33.4161,94
Logistics,1195.2568,212.8894,279.8611,51.6036,70
Logistics,806.5159,213.5621,184.415,47.8835,48
Logistics,211.0518,227.2396,3389.7631,21.6209,91
Logistics,939.0457,126.446,632.2701,73.6243,88
Logistics,84.6662,172.4795,670.5921,18.6444,30
Logistics,1426.1104,100.5183,4133.583,78.497,82
Logistics,622.1232,1.8846,1187.4071,83.0208,64
Logistics,69.4433,185.4958,1193.8929,39.0163,40
Logistics,1803.1954,232.1756,150.2277,99.176,43
Logistics,169.1778,147.3461,850.5266,90.2735,22
Logistics,949.6786,53.024,469.9813,40.3032,80
Logistics,604.7905,174.6822,5000.0,50.2369,38
Logistics,1438.4371,55.608,1143.0225,32.1612,16
Logistics,1878.2007,164.1357,2983.8666,86.87,66
Logistics,1260.2636,141.4037,2852.1145,43.8066,58
Logistics,1512.4503,155.036,4601.1864,99.8423,66
Logistics,1542.6035,99.707,367.7585,52.4831,21
Logistics,223.5421,113.0876,1722.5759,74.6261,14
Logistics,446.2486,210.3813,3180.0327,36.1649,71
Logistics,1876.8832,0.1,1815.9728,87.214,56
Logistics,532.1621,43.4591,2944.7136,95.8312,65
Logistics,1348.1961,107.4381,4018.4858,20.5001,93
Logistics,683.4758,236.9642,3055.4458,76.1944,0
Logistics,503.0254,27.052,1964.0607,7.0578,89
Logistics,1262.7971,37.577,3333.6254,86.4003,60
Logistics,167.4224,11.9184,2873.18,93.2713,55
Logistics,1941.8954,214.5126,2458.1852,34.4089,60
Logistics,1539.7701,131.7133,4265.3017,100.0,48
Logistics,1579.6237,16.9683,1826.1414,2.9353,3
Logistics,153.9255,126.0462,2403.4183,50.218,68
Logistics,1390.4853,18.1559,1502.6877,95.9244,66
Logistics,699.6324,72.9986,3808.8802,30.9511,36
Logistics,1931.7168,109.2171,4809.997,9.2139,82
Logistics,74.0956,31.6069,964.1967,13.667,12
Logistics,498.1245,141.6468,3993.0195,48.0019,18
Logistics,1482.0789,186.9656,1383.7284,39.3923,17
Logistics,1967.8901,99.8138,3126.112,57.5249,67
Logistics,1069.8644,151.5028,2648.3943,15.723,20
Logistics,391.1706,134.7726,2479.7493,85.0884,22
Logistics,956.8994,107.0524,97.6809,19.0411,40
Logistics,1475.1907,22.7738,2645.3424,31.0098,80
Logistics,292.4839,229.4714,2504.9583,84.9081,50
Logistics,66.6575,37.3602,1163.7337,14.913,62
Logistics,1664.6792,93.5146,1595.3174,57.7028,48
Logistics,316.4848,12.3486,1463.0598,54.6821,12
Logistics,1002.5162,120.2951,4752.9846,46.796,82
Logistics,1487.2269,137.2746,3027.5845,56.8027,3
Logistics,1709.3608,68.7659,4124.0946,15.0823,68
Logistics,1691.8025,101.4499,217.9036,31.7931,30
Logistics,763.4298,83.8095,2205.1648,32.1053,8
Logistics,371.0029,190.3181,1532.2517,77.0837,76
Logistics,1859.88,112.4767,4789.8417,63.9059,83
Logistics,631.8169,213.2211,636.57,91.4351,84
Logistics,182.1738,178.2637,2303.6364,26.8634,2
Logistics,200.8701,229.7391,4710.3252,5.361,16
Logistics,1429.0228,102.4278,2172.8293,29.3377,22
Logistics,183.3293,83.2694,2994.2823,33.6009,1
Logistics,1537.6375,134.6577,985.409,34.8005,86
Logistics,634.0265,138.9988,710.6974,90.4198,80
Logistics,1624.8257,61.2902,2674.7632,90.5121,13
Logistics,794.335,78.699,1987.8579,1.26,4
Logistics,1165.4229,212.6601,2819.2288,9.8751,38
Logistics,335.4259,61.6359,932.5173,13.0206,61
Logistics,1386.3565,213.33,1173.4758,80.0023,45
Logistics,579.5188,227.9187,4782.3529,51.259,4
Logistics,1243.0,166.7966,4961.618,62.4878,60
Logistics,1814.9194,193.0092,160.6175,14.5764,90
Logistics,88.8696,172.6892,2846.5022,58.5442,95
Logistics,1698.0641,197.9778,4356.4772,12.6081,99
Logistics,1763.3453,140.462,3874.4695,80.5116,58
Logistics,1776.5593,224.8733,2192.6817,65.9003,65
Logistics,767.9074,117.7271,3569.8524,0.8852,54
Logistics,1422.601,77.7012,261.7539,1.5153,59
Logistics,1.0,90.1718,1658.0143,41.5725,4
Logistics,375.5525,126.3325,2408.1635,18.8062,28
Logistics,123.9546,222.877,171.364,75.4303,70
Logistics,1821.3503,69.5481,666.9122,68.3454,100
Logistics,1847.284,181.193,2107.8576,14.6097,2
Logistics,1233.7951,93.9844,4967.7288,22.2937,56
Logistics,90.136,122.967,3265.2837,50.1291,50
Logistics,165.6595,27.403,1746.1498,92.5876,34
Logistics,1397.0248,225.5962,2419.9901,59.8745,19
Logistics,530.5018,229.8077,4481.7822,42.173,38
Logistics,1371.715,35.6565,3083.1128,93.2426,64
Logistics,296.3508,1.8189,4611.8615,67.4005,86
Logistics,1183.5322,149.8364,3723.5948,51.6707,39
Logistics,1939.0642,200.9619,4849.8046,2.2426,8
Logistics,842.8216,124.002,2297.4294,93.545,24
Logistics,988.8212,177.3184,4199.6404,92.2913,43
Logistics,1076.9276,24.3874,3364.6087,39.6581,95
Logistics,852.1646,165.4852,4758.79,58.7305,73
Logistics,772.8526,23.8999,1118.5954,79.4882,4
Logistics,132.8149,74.0519,2814.3819,5.726,14
Logistics,1420.424,138.6045,1156.2879,10.579,98
Logistics,1769.3663,36.1703,701.4028,48.1522,2
Logistics,404.8311,217.2671,652.3884,82.4076,56
Logistics,1913.244,217.6761,3452.792,40.8205,43
Logistics,1206.294,79.1256,4643.2462,4.606,29
Logistics,85.3636,142.2016,2948.914,92.0145,61
Logistics,1283.1491,126.9642,715.6229,2.3028,95
Logistics,979.3675,70.8495,1207.2841,96.7121,63
Logistics,1911.7015,164.3394,2146.69,81.6055,58
Logistics,1255.0687,60.6605,1396.6535,81.3268,45
Logistics,794.5568,218.196,2541.2358,3.9491,11
Logistics,1575.8178,139.9277,3066.5761,87.3693,27
Logistics,591.2504,144.0799,4538.0045,80.2671,8
Logistics,1729.7109,177.3067,2795.0487,71.5178,9
Logistics,1914.5623,61.0447,947.6808,35.8611,44
Logistics,399.4773,191.3569,1451.8975,71.9172,76
Logistics,480.0618,171.197,3013.4634,44.4352,8
Logistics,873.4583,40.3457,636.9012,31.1846,27
Logistics,697.4343,139.8102,1520.782,51.1316,86
Logistics,1246.3925,4.1656,4728.6417,50.5824,27
Logistics,766.3358,96.3708,140.0274,22.6495,38
Logistics,996.3085,166.0416,2086.4812,87.7428,42
Logistics,829.3222,193.3767,2863.5772,56.7095,64
Logistics,722.5269,218.8578,2819.9197,88.2343,9
Logistics,1701.7634,205.1535,925.8023,25.0899,16
Logistics,930.3272,182.2181,4492.7435,55.8694,25
Logistics,656.8162,210.7697,900.6846,41.3809,20
Logistics,1874.248,154.0753,3249.4353,38.8779,62
Logistics,1770.0337,62.3536,2060.1223,37.2711,18
Logistics,346.0872,61.4658,3180.255,47.3904,55
Logistics,774.1682,23.7781,2822.23,12.5297,98
Logistics,1461.6371,52.1004,4185.1482,44.6886,83
Logistics,203.0922,233.6983,2564.2549,25.1512,61
Logistics,277.8114,66.5724,4097.8459,20.1093,95
Logistics,690.0919,169.2461,2248.749,20.5396,35
Logistics,1453.4926,100.2396,3106.8218,93.1634,0
Logistics,1742.6166,97.4594,3508.9701,29.8823,5
Logistics,1511.7817,208.1818,1649.3507,77.9847,48
Logistics,882.6143,42.2892,3526.7474,100.0,8
Logistics,873.7133,89.8202,2167.138,88.9923,66
Logistics,1070.8743,126.7255,2262.3565,8.2226,95
Logistics,354.4813,83.0822,2258.2744,33.9166,42
Logistics,1745.2238,67.1367,1877.127,8.6169,2
Logistics,1595.7874,54.643,673.7639,73.3072,42
Logistics,1098.4571,79.3249,2197.7037,12.6798,17
Logistics,411.6359,222.7019,2710.0755,53.5914,73
Logistics,1592.8506,14.4498,2015.4878,79.2711,60
Logistics,1203.4824,220.3179,3626.5451,88.5046,90
Logistics,969.2019,56.4901,2409.7358,72.0497,24
Logistics,1469.8433,52.2124,1770.5668,27.9005,0
Logistics,170.544,54.9364,2682.3168,32.2617,92
Logistics,1893.1793,209.0187,3689.3837,28.1301,35
Logistics,332.7465,227.1106,3577.0578,2.4665,0
Logistics,1333.3661,210.6897,4229.6139,27.4252,47
Logistics,1810.7232,84.7459,1686.4679,94.8801,87
Logistics,1617.1196,196.6152,826.1293,6.5325,70
Logistics,1745.8999,37.3318,3772.9989,58.1471,43
Logistics,334.8377,228.7173,832.5885,75.312,55
Logistics,1551.6916,87.4291,2849.8653,57.6412,32
Logistics,839.5845,20.2864,4039.2325,98.8117,46
Logistics,1606.1038,82.164,2881.5006,30.6885,51
Logistics,1805.7599,122.0136,2187.2578,21.3744,29
Logistics,364.6872,195.4817,915.9359,29.9386,19
Logistics,249.2436,0.1,1691.5465,77.5742,8
Logistics,548.6257,7.1541,4396.386,54.4439,74
Logistics,1204.4729,31.8399,2998.5372,41.6316,94
Logistics,886.225,98.0431,3470.9747,21.4898,20
Logistics,1250.6389,212.6465,2567.844,15.148,64
Logistics,719.9031,228.8203,1426.9354,7.3044,77
Logistics,1558.9452,0.1,66.9964,68.6089,31
Logistics,1715.1335,223.1388,0.0,62.3317,52
Logistics,1629.4521,126.1146,905.6863,3.9938,14
Logistics,761.9352,21.6956,1093.5092,31.9702,40
Logistics,190.5483,145.7354,43.5112,51.89,69
Logistics,164.4568,134.8217,4476.1867,28.8597,64
Logistics,1169.4063,235.552,1494.445,0.0,80
Logistics,1935.7009,40.3338,1467.5422,58.1759,10
Logistics,335.3935,194.254,2765.6878,46.9894,0
Logistics,451.5039,104.6373,4298.0633,30.3444,95
Logistics,807.4036,60.5053,7.769,92.0587,21
Logistics,923.5583,145.8996,3732.3125,22.9868,13
Logistics,254.7986,142.578,2212.3519,55.5848,25
Logistics,318.1245,7.9955,1537.7756,62.6123,18
Logistics,897.7626,6.0694,1583.6994,73.9902,82
Logistics,1779.8799,210.1992,1398.0011,50.3756,19
Logistics,510.7218,179.8602,1286.1871,23.2982,73
Logistics,897.7793,134.0802,4344.4995,77.6936,56
Logistics,1103.8062,185.1483,3578.9663,76.1089,35
Logistics,949.0679,20.8363,4965.5923,22.1454,66
Logistics,769.3683,145.131,3282.0877,17.3523,65
Logistics,1858.7626,98.6479,3416.3598,38.945,5
Logistics,356.1881,114.5499,4685.3831,71.3169,73
Logistics,1744.043,206.284,4668.2252,45.0582,67
Logistics,82.032,206.2938,3620.0486,2.9102,59
Logistics,658.2272,168.0687,3256.36,31.5343,41
Logistics,214.8012,42.1493,2875.7963,91.4356,58
Logistics,843.2129,85.2832,4455.3284,12.4867,16
Logistics,1959.064,229.7208,4509.1429,14.5455,52
Logistics,479.0188,109.7402,1188.5297,55.7546,1
Logistics,543.1619,150.0663,861.9356,88.9295,23
Logistics,543.4856,175.8322,2650.4612,20.2153,61
Logistics,781.6089,74.8685,4233.7474,51.1359,77
Logistics,150.0819,80.514,1677.6074,87.5187,58
Logistics,715.6291,92.7099,2159.7613,59.1497,47
Logistics,792.8275,22.0249,3215.916,25.6883,19
Logistics,1828.5129,195.4582,2608.4853,37.8719,0
Logistics,1886.1045,164.6495,2628.2854,46.4895,13
Logistics,145.0018,160.3153,2641.4922,73.8624,73
Logistics,569.988,123.0659,371.495,71.6295,34
Logistics,1806.3399,109.8518,1516.5916,34.9426,45
Logistics,214.3396,176.691,3683.4288,79.0606,71
Logistics,1343.5555,121.073,4860.9612,80.1914,62
Logistics,196.572,103.2215,4257.3942,60.7431,61
Logistics,1076.5573,5.85,3774.0622,70.5519,59
Logistics,291.9988,159.9023,1893.3361,28.5446,5
Logistics,560.5003,72.0799,4530.6915,18.5354,91
Logistics,213.5501,69.1958,1515.9861,61.25,76
Logistics,1311.2898,195.0094,2151.5326,88.1292,79
Logistics,974.0126,226.5384,1721.2159,15.5016,77
Logistics,339.1261,62.8144,871.0716,29.4265,69
Logistics,527.7363,131.334,669.9318,16.8274,18
Logistics,1756.9095,198.5339,147.0231,98.2948,87
Logistics,1135.7993,99.9656,1595.4129,88.5978,78
Logistics,1523.8709,129.2728,4333.6784,15.8651,21
Logistics,1063.2569,127.5091,3301.5659,40.4964,83
Logistics,151.1878,61.0291,1942.5133,39.0417,85
Logistics,1864.8884,96.1683,4011.7669,94.077,93
Logistics,1326.6927,14.2336,2188.5204,53.0873,88
Logistics,1804.4672,172.0796,2853.279,71.617,90
Logistics,1.8914,217.7042,3304.3062,42.8697,54
Logistics,24.2362,36.2761,1631.9597,42.9111,77
Logistics,1625.6621,228.6775,1000.1211,0.0,33
Logistics,1647.5016,37.8479,1224.161,40.5612,32
Logistics,487.3863,165.6069,691.3471,6.1255,85
Logistics,118.7076,143.416,905.9766,59.5935,60
Logistics,1643.7789,47.8744,1709.8283,78.7196,54
Logistics,288.5248,0.1,548.5616,84.623,68
Logistics,584.6524,123.7809,954.44,26.1067,20
Logistics,239.6325,49.738,1166.8609,49.7605,5
Logistics,1440.9335,202.8535,2901.8092,36.6596,75
Logistics,1494.6476,198.9699,4239.4538,71.8028,20
Logistics,1987.648,23.7298,1572.308,87.6703,75
Logistics,1725.0581,27.5559,4846.2996,63.0337,76
Logistics,1401.2957,25.2992,260.3963,79.7611,89
Logistics,96.3082,227.998,523.2366,73.9513,87
Logistics,1332.2337,12.8375,1444.4638,33.8027,33
Logistics,1901.4934,142.69,3263.2273,11.4603,99
Logistics,106.2535,87.5069,4650.9332,91.9803,93
Logistics,1421.8501,194.6832,2286.4499,69.6305,100
Logistics,1143.6286,217.7807,184.5393,63.4505,14
Logistics,707.8704,101.0463,250.189,74.4679,15
Logistics,1979.6583,206.9174,3986.9075,82.3697,99
Logistics,1756.1937,80.7749,2011.6341,33.0776,15
Logistics,1165.2349,0.1,2207.0986,38.7912,24
Logistics,299.4848,128.3485,4277.9847,66.3429,54
Logistics,7.9405,43.3589,552.8021,72.1092,100
Logistics,1516.9827,25.844,571.2185,39.0998,46
Logistics,1730.3728,140.9202,537.7113,6.6301,73
Logistics,1289.0565,105.8146,4431.6299,58.863,49
Logistics,1532.017,206.6282,3188.771,67.6997,43
Logistics,1088.9376,14.8764,1976.2819,88.2669,68
Logistics,624.3783,77.2113,4531.0398,74.6101,83
Logistics,1072.2821,42.9652,2322.1696,75.1583,93
Logistics,1234.7169,42.5882,623.3446,10.5916,9
Logistics,243.7246,237.9324,1668.2529,87.6905,32
Logistics,846.5724,237.0237,4673.7843,69.3009,77
Logistics,1909.5128,82.9082,3576.8045,97.118,33
Logistics,692.6035,56.2386,1002.4968,63.7402,4
Logistics,1279.8188,182.3838,4334.1968,51.4626,66
Logistics,1407.9069,40.2822,2202.7772,39.5443,75
Logistics,1514.6528,113.1071,29.5896,49.4134,38
Logistics,705.7122,64.1478,2591.4623,5.0545,66
Logistics,523.745,126.9746,2784.3547,43.4441,83
Logistics,893.7318,182.3635,813.5771,85.3782,60
Logistics,111.4873,129.6511,1610.0976,40.0403,2
Logistics,887.1253,232.8397,4683.2649,72.3448,45
Logistics,104.1938,60.9677,2284.8907,89.8442,30
Logistics,558.6027,42.2582,3948.7965,39.2751,28
Logistics,358.8137,230.8635,4030.7976,24.464,78
Logistics,995.9688,188.9828,185.1838,9.1373,13
Logistics,148.53,162.3953,3710.9864,44.2311,23
Logistics,1195.3999,68.3397,4396.2531,80.7077,93
Logistics,955.0519,98.4735,3596.7428,9.9949,86
Logistics,245.7932,121.6651,1239.5401,72.8294,78
Logistics,910.2114,48.8456,998.393,40.8622,66
Logistics,1742.2347,187.3525,1624.4958,51.3417,52
Logistics,1112.0335,80.9211,3466.3596,88.4717,91
Logistics,336.1612,175.5666,2498.3047,34.2457,99
Logistics,1246.1932,178.8937,4495.6875,71.983,48
Logistics,2000.0,74.582,4159.2405,59.6184,77
Logistics,39.9595,40.2737,4402.0094,88.9555,30
Logistics,1797.4809,153.4432,2081.3644,2.4387,36
Logistics,888.0493,111.1665,332.4696,65.7027,51
Logistics,1681.572,170.4584,3505.346,32.6836,54
Logistics,2.3303,129.615,3714.5665,18.6823,70
Logistics,1229.866,230.1172,4778.0724,95.9101,31
Logistics,28.5536,43.9226,2595.8745,69.5046,37
Logistics,1950.8039,149.6627,3078.4027,34.4803,32
Logistics,503.9693,44.7273,2536.767,5.2174,32
Logistics,1630.9562,28.0191,4738.4453,89.1099,70
Logistics,392.9368,28.0574,257.8219,66.4504,27
Logistics,1169.649,155.8794,1109.4768,60.473,99
Logistics,987.6362,42.3317,4757.7637,37.7372,68
Logistics,1011.9333,15.0561,2835.0272,16.1924,12
Logistics,1.0,199.6648,1544.6871,54.3801,62
Logistics,1879.4788,229.9743,1978.6248,93.4525,41
Logistics,724.1136,225.9154,3585.5218,100.0,6
Logistics,1173.1177,184.6647,2568.8968,13.0227,57
Logistics,1534.3486,137.4639,2641.4327,41.0658,93
Logistics,1703.6578,58.2734,523.7834,42.5355,41
Logistics,413.5589,11.6031,2571.9842,60.1644,7
Logistics,433.9907,124.3147,4602.0367,84.4817,58
Logistics,1238.3915,49.5832,554.8988,8.0922,13
Logistics,1772.0398,70.3534,2431.1023,11.0127,60
Logistics,1034.0596,166.9041,667.017,57.7255,72
Logistics,1271.1848,94.0252,1730.3263,6.1247,52
Logistics,781.8034,149.3919,2732.8995,63.1888,98
Logistics,875.3335,39.794,1248.7901,64.3977,36
Logistics,712.0741,162.4923,301.9836,51.2574,51
Logistics,557.1199,144.6805,2944.5332,93.2893,38
Logistics,298.9162,103.9133,387.3074,78.7293,6
Logistics,1550.5356,6.345,1617.6742,80.9802,74
Logistics,1713.7018,117.0716,4624.4012,52.4059,81
Logistics,1152.9863,149.5587,3909.0382,10.5206,84
Logistics,1382.0748,215.9529,1197.7244,28.3071,42
Logistics,1409.4113,230.3109,2808.1289,16.8226,50
Logistics,1221.4995,41.0435,1888.1944,70.4351,29
Logistics,977.5015,171.4089,918.3775,77.4995,37
Logistics,108.4148,149.8842,4915.1661,42.1232,88
Logistics,1613.2267,163.0602,1785.2247,71.0915,67
Logistics,1082.5438,11.2598,4424.2752,45.9285,35
Logistics,1515.2082,4.9862,413.304,98.2014,97
Logistics,453.5722,206.7486,2227.3083,70.5685,85
Logistics,304.7454,208.4427,1696.9634,16.5486,22
Logistics,1621.504,116.3511,4641.3083,66.5146,25
Logistics,325.1995,141.0141,865.2981,39.2315,84
Logistics,395.6151,113.3978,231.6757,82.1781,58
Logistics,1165.9862,98.8197,3384.962,54.1758,54
Logistics,987.4176,5.9797,4223.1289,87.1214,33
Logistics,430.9516,117.939,917.481,9.2207,30
Logistics,66.9219,164.9279,2714.8565,26.9465,23
Logistics,1406.9233,92.5494,1215.8179,30.8579,21
Logistics,1251.7852,185.5992,2939.5499,20.5673,17
Logistics,565.4751,0.1,1575.7183,40.7048,22
Logistics,349.8373,189.2879,3478.9595,31.3237,95
Logistics,1536.6233,237.2728,621.3126,60.5925,56
Logistics,836.9009,80.6383,2028.8073,65.0941,51
Logistics,430.4527,120.5257,3339.8955,87.2386,69
Logistics,1990.5461,215.6519,1527.8325,53.5743,69
Logistics,613.0948,181.6685,2526.0884,99.1943,4
Logistics,1901.0643,201.5858,3107.6805,59.157,1
Logistics,1976.2348,149.7186,3256.9909,33.4766,65
Logistics,777.7721,4.651,4462.0439,32.5584,100
Logistics,185.8872,191.0145,3479.0848,36.7103,28
Logistics,928.5232,183.8977,2846.5259,95.2033,69
Logistics,1132.6904,186.5857,4185.8411,81.0405,19
Logistics,1863.9478,15.2639,4234.9326,13.9214,48
Logistics,895.1347,1.3256,3683.9961,11.414,8
Logistics,859.8944,223.0253,3504.5675,82.2711,15
Logistics,22.4683,54.8954,2982.4067,78.5512,42
Logistics,827.8647,37.7188,901.7349,60.2345,89
Logistics,1959.3179,92.1145,1343.1843,11.9483,57
Logistics,1499.9614,174.8126,461.7062,78.7796,67
Logistics,483.0024,195.4539,3958.6055,66.8383,92
Logistics,1912.6548,202.7114,2868.5459,56.7982,41
Logistics,794.7611,105.6043,4869.06,96.9496,71
Logistics,1541.1214,32.6749,1874.0557,98.6788,11
Logistics,611.2754,231.0096,3134.1296,20.4877,19
Logistics,1151.2178,132.2852,4855.2052,30.4463,13
Logistics,1917.8541,102.6507,494.4629,7.0847,75
Logistics,919.2984,222.6443,3905.1693,71.6166,19
Logistics,1931.5782,30.6155,799.5084,26.2481,47
Logistics,361.7309,18.346,559.634,74.6788,0
Logistics,346.0626,236.0043,2707.338,57.2496,99
Logistics,1040.4918,186.4211,2914.8216,27.1642,67
Logistics,1641.9584,35.0131,1366.9407,32.6659,71
Logistics,1474.8621,77.4023,4042.6904,77.3059,99
Logistics,1890.6234,109.6573,0.0,37.5719,37
Logistics,409.0514,80.6968,368.5589,86.1951,0
Logistics,1547.2591,70.2791,42.0045,82.612,29
Logistics,1439.5733,183.3899,2788.8271,35.0944,95
Logistics,822.8431,53.6543,732.193,32.64,2
Logistics,1603.6781,116.7453,2722.9097,46.7447,26
Logistics,1069.9667,162.3544,4816.4763,14.2705,62
Logistics,1747.2585,105.5779,615.9534,71.7441,60
Logistics,1133.9432,97.2641,1669.9134,89.7377,50
Logistics,1893.9484,95.3024,3456.9282,43.6,88
Logistics,162.0222,196.0389,1780.8078,7.4218,92
Logistics,330.0329,180.0674,282.0395,68.8451,89
Logistics,1409.9508,13.3286,3338.0819,36.7977,30
Logistics,1191.1087,152.5011,961.0422,18.0083,14
Logistics,720.8945,89.2635,4912.1455,73.6051,41
Logistics,600.7864,194.2406,3290.1037,29.26,12
Logistics,379.1417,59.2637,1321.2347,79.8539,13
Logistics,699.3468,120.3532,3465.39,80.0185,25
Logistics,566.3959,205.6452,4984.8059,60.2896,98
Logistics,101.1296,37.944,2569.792,51.7389,98
Logistics,1491.7452,165.0657,1153.3395,56.6612,59
Logistics,275.7696,201.6021,3340.5671,34.8621,62
Logistics,1.0,204.6997,1033.6373,38.3483,81
Logistics,1456.3772,5.9006,4345.119,84.6516,91
Logistics,1046.4499,60.3694,684.996,64.4593,13
Logistics,645.415,48.0243,2479.8496,83.5772,4
Logistics,1959.0841,180.3562,340.7393,39.4129,32
Logistics,658.2196,167.2973,4394.4168,87.5539,57
Logistics,577.2847,6.4436,1884.6219,23.6348,49
Logistics,463.8152,108.0372,589.4065,71.1911,78
Logistics,1314.3727,117.4953,2709.1653,95.5202,99
Logistics,410.5398,10.5076,2.8043,47.9395,63
Logistics,169.4287,229.8081,3742.0166,83.3665,44
Logistics,387.9948,195.8699,2564.0881,42.1343,53
Logistics,165.6363,108.0229,2813.6821,94.3529,76
Logistics,56.7729,155.0482,4709.9459,48.7607,27
Logistics,775.1105,83.8822,2265.6515,89.6172,100
Logistics,1521.4377,17.5168,1668.5046,11.6794,4
Logistics,1289.9671,68.0519,528.83,87.7431,83
Logistics,602.1834,156.9516,3303.6492,21.7274,97
Logistics,467.5839,140.6979,4330.3627,39.3915,33
Logistics,692.4116,101.3786,1032.7768,34.8894,80
Logistics,1145.1757,184.093,4059.8262,79.3499,68
Logistics,135.9627,162.1905,2513.0807,26.4038,58
Logistics,1063.0669,141.0901,1684.5175,36.3926,21
Logistics,1477.0792,180.4866,4782.0084,14.3237,15
Logistics,771.3791,114.1329,2354.8374,75.3597,77
Logistics,1614.9147,124.041,3698.7906,86.7443,40
Logistics,1323.2783,111.2126,4337.7326,88.8353,16
Logistics,1082.5185,125.9256,2839.7527,18.6688,69
Logistics,864.2511,64.3494,3602.4437,37.6083,67
Logistics,1817.4557,117.2766,3333.4474,91.5475,0
Logistics,343.2885,172.2009,3196.471,60.4171,85
Logistics,1433.1723,49.3551,2794.0308,38.3272,40
Logistics,1366.7048,175.7145,4359.5005,25.4998,44
Logistics,227.7739,208.9568,2686.2042,7.6966,39
