Application,EngineTemp_C,Mileage_kmpl,RPM,CO2_g_km,FuelRate_L_per_hr
Automobile,9.3891,14.1441,6415,186.8179,12.1095
Automobile,137.0594,24.203,2389,195.1006,27.6436
Automobile,144.9493,16.1015,698,134.2244,46.7964
Automobile,17.0042,17.4155,5507,393.153,31.3185
Automobile,103.4932,3.8726,2507,277.0054,37.6315
Automobile,105.811,17.7319,3645,64.8831,31.4749
Automobile,93.0779,24.078,1811,167.1765,18.0745
Automobile,80.5383,4.5229,3448,175.194,9.905
Automobile,63.4824,2.6246,6279,152.3724,20.0098
Automobile,18.4107,25.5318,5454,249.1218,34.5016
Automobile,2.652,4.1397,2750,189.176,22.5491
Automobile,45.2435,10.7771,6460,365.9558,23.8362
Automobile,15.4878,23.8278,2080,157.2049,35.1523
Automobile,121.4739,30.6179,2559,342.632,32.813
Automobile,86.4795,13.4211,7721,317.0206,42.3988
Automobile,101.8955,24.7343,5753,354.9075,40.9802
Automobile,66.4049,21.661,3898,186.513,8.9465
Automobile,-2.1445,21.995,2684,93.7203,24.068
Automobile,112.0172,4.4786,4137,356.0745,16.4016
Automobile,83.8192,12.2905,7569,195.6165,47.6813
Automobile,85.308,1.0,2704,189.2812,19.4345
Automobile,33.1122,20.9553,4099,81.6343,28.4731
Automobile,77.9627,18.1365,7431,343.0961,26.8797
Automobile,138.728,23.2036,6075,330.8406,35.3363
Automobile,46.9094,5.2284,6344,59.8774,8.5284
Automobile,83.3826,31.3509,5545,310.0201,47.062
Automobile,-1.3216,30.4551,3232,130.8254,3.2681
Automobile,45.7791,24.572,5201,336.673,32.3028
Automobile,141.3473,7.1448,864,62.2184,50.0
Automobile,21.9674,22.6726,7429,162.4057,48.778
Automobile,119.8144,32.6993,2192,78.7462,12.7186
Automobile,139.7204,16.4077,1304,276.737,20.9769
Automobile,144.7698,11.1169,7064,294.9959,26.0848
Automobile,50.7808,21.6213,1236,325.4538,10.8068
Automobile,14.4971,1.7939,2086,241.5756,40.1236
Automobile,62.4556,30.9767,7349,216.3345,26.665
Automobile,75.3942,12.6361,4150,389.1633,15.4892
Automobile,121.5502,32.5941,3517,240.6377,46.6969
Automobile,3.704,32.3375,5761,356.9843,11.6853
Automobile,48.9603,3.1596,1169,171.6249,12.8602
Automobile,140.6176,32.9576,7558,253.4104,48.567
Automobile,144.2223,22.9089,4939,100.3177,14.7667
Automobile,80.5297,25.755,6070,236.9052,37.6534
Automobile,72.3286,32.0893,632,378.0368,22.1895
Automobile,2.9255,11.5987,5146,165.7824,34.3207
Automobile,150.0,17.2688,1033,50.9057,50.0
Automobile,13.7869,11.7224,4254,349.6832,36.2801
Automobile,-11.5925,8.1949,7915,209.4479,25.7225
Automobile,68.4851,32.5863,7273,71.6136,34.6089
Automobile,95.2597,9.6517,521,285.3762,25.0121
Automobile,89.3024,7.3968,3975,317.1426,39.5111
Automobile,116.6738,16.8785,7724,222.3048,1.6093
Automobile,107.2302,33.9999,1777,89.5197,20.7791
Automobile,14.7961,3.6066,885,385.6821,4.9011
Automobile,138.6623,28.8913,7560,137.1881,14.8401
Automobile,19.3613,12.0398,3943,278.5299,42.6849
Automobile,47.8743,16.035,2918,309.5102,6.712
Automobile,77.5157,26.5897,3417,208.0609,22.5556
Automobile,21.5375,15.0058,4783,346.2038,49.4517
Automobile,21.2391,8.9567,1581,232.4956,41.0266
Automobile,86.1089,30.9418,7398,129.7535,21.6606
Automobile,147.6612,29.1668,5698,303.3668,14.757
Automobile,17.8068,8.8411,6162,232.262,30.019
Automobile,86.3807,22.1466,3121,308.2255,41.634
Automobile,78.4894,33.2587,1751,213.5852,24.0945
Automobile,-20.0,6.7201,7862,353.9238,12.3035
Automobile,-11.8649,7.8571,4454,388.2342,38.521
Automobile,145.3427,4.5597,2605,268.954,43.5673
Automobile,102.2115,10.2427,6133,330.6474,11.9929
Automobile,12.2167,12.6266,7790,61.665,12.4945
Automobile,43.1354,2.2908,4262,114.3273,17.6582
Automobile,75.8807,31.6452,4827,97.8141,4.905
Automobile,104.3128,23.4884,6278,244.5468,48.277
Automobile,-3.6231,22.7007,6642,149.5986,37.9277
Automobile,-20.0,25.9936,1279,189.1527,3.3773
Automobile,88.4485,4.2097,3506,208.4233,47.6388
Automobile,77.9164,35.0,7763,220.8536,24.7801
Automobile,112.083,2.6865,1035,348.0136,12.5241
Automobile,5.9437,6.6803,6590,168.5044,46.8829
Automobile,66.598,28.827,6129,134.1504,43.7344
Automobile,101.3826,19.2841,1377,94.6203,18.0678
Automobile,139.0997,26.1558,4288,132.0838,36.0777
Automobile,91.3689,14.3131,4233,280.6439,11.5124
Automobile,111.6523,2.9946,832,364.032,48.0434
Automobile,-7.9194,20.5624,5115,115.35,7.532
Automobile,-17.5828,2.7309,6903,381.8585,15.9694
Automobile,97.3735,3.3187,7329,82.3265,42.9639
Automobile,50.9264,3.5896,2772,178.2523,44.5283
Automobile,-14.1179,8.6422,7826,220.5234,36.3867
Automobile,41.6736,3.7083,5503,72.1332,5.3387
Automobile,77.966,25.6335,4119,361.4695,24.299
Automobile,129.6849,24.302,3873,163.1252,15.86
Automobile,9.6639,16.271,6495,253.6456,14.4953
Automobile,135.9945,33.1413,4058,110.2273,16.5074
Automobile,-16.4937,2.6756,3826,358.5879,31.8608
Automobile,44.339,18.5803,6893,342.3616,6.8915
Automobile,90.3305,35.0,843,95.3138,39.6731
Automobile,6.736,6.357,5525,238.4679,15.0069
Automobile,115.5202,15.1982,3773,101.9258,17.514
Automobile,140.8688,15.0118,6887,363.1705,40.6319
Automobile,-14.5092,12.8749,6942,218.7992,21.4363
Automobile,-18.0171,5.7739,6341,88.9254,29.7329
Automobile,148.8117,9.2099,6358,192.5088,26.8178
Automobile,15.7249,14.2777,6484,154.139,20.3507
Automobile,12.2087,19.6361,2141,157.5172,34.1171
Automobile,26.9984,25.878,917,196.734,3.6412
Automobile,111.5659,18.1151,6005,247.8143,39.2085
Automobile,-11.2018,14.0689,5766,286.1866,34.2583
Automobile,-7.2145,4.6512,741,114.4583,14.4215
Automobile,118.652,32.5322,1200,147.9073,13.9061
Automobile,91.1182,14.3307,5079,125.1759,11.2807
Automobile,79.4983,32.3921,7619,387.6445,36.2576
Automobile,43.4364,2.2779,3770,344.8968,29.4801
Automobile,-3.244,31.1546,503,301.1323,29.2062
Automobile,4.0628,1.0,5351,132.5218,46.1389
Automobile,12.981,15.2143,6529,212.1455,49.0289
Automobile,104.9506,3.2298,1350,185.2004,28.6184
Automobile,-11.6143,20.7707,6611,215.0734,33.2028
Automobile,9.7461,14.9847,3993,388.2322,29.6215
Automobile,60.6029,29.9251,1896,312.193,5.1253
Automobile,91.1835,9.9727,6787,177.7542,21.6252
Automobile,15.9104,34.7389,3467,87.2047,20.2192
Automobile,20.0835,24.9502,2670,155.217,3.466
Automobile,21.1798,11.3461,5687,89.1223,41.2022
Automobile,129.6943,27.8541,578,333.775,4.8079
Automobile,92.4915,29.5218,864,95.7267,29.7532
Automobile,22.1178,2.6535,6237,97.3681,5.8344
Automobile,145.9478,1.0,4945,157.8495,27.1564
Automobile,59.6535,27.3058,4733,293.0032,1.5887
Automobile,80.8199,31.0609,5540,105.0098,29.8269
Automobile,85.5856,2.6067,7336,187.7943,28.7085
Automobile,100.0599,28.1229,7455,130.0708,0.7239
Automobile,77.6419,16.3907,2477,313.3282,1.505
Automobile,44.86,28.2742,4777,161.9301,39.6064
Automobile,16.2433,1.988,1469,196.9953,24.7875
Automobile,62.8011,10.6607,1482,303.706,10.6418
Automobile,87.1538,10.8324,516,207.3709,27.3745
Automobile,70.9111,13.5074,5099,175.2548,7.9575
Automobile,73.7491,14.4838,7309,77.3183,27.789
Automobile,-2.2823,1.365,6583,173.4367,6.4585
Automobile,18.8107,8.6995,7237,337.0079,8.6234
Automobile,92.6669,23.4194,2895,253.0979,21.1473
Automobile,101.3807,11.5883,4994,148.0195,41.5345
Automobile,21.3911,4.1573,3656,350.388,20.5653
Automobile,115.2279,14.1293,2408,354.6606,20.4267
Automobile,74.4604,24.096,5720,210.8757,14.2445
Automobile,74.4181,33.1285,7793,244.4762,21.5233
Automobile,123.5229,12.0357,5165,130.4772,42.6075
Automobile,145.8862,10.9713,5944,300.8778,29.2628
Automobile,88.0561,32.5469,4044,113.8524,29.304
Automobile,35.9434,34.7797,3495,300.1603,2.6415
Automobile,17.1085,10.5556,6496,74.9155,21.5141
Automobile,39.5485,31.344,1747,325.5612,35.2201
Automobile,41.7962,14.2702,6929,122.5258,9.1889
Automobile,130.6232,22.4443,1591,373.2312,9.3225
Automobile,42.4664,31.3959,2221,204.7152,3.8312
Automobile,130.3069,1.8753,7736,266.6267,11.4865
Automobile,126.5841,7.5524,2607,324.1172,7.2345
Automobile,67.0244,30.1056,2830,77.899,47.07
Automobile,24.7131,29.1172,6497,308.4189,10.956
Automobile,57.2146,3.975,675,140.9386,36.1103
Automobile,142.6397,19.7451,6475,113.1196,38.2656
Automobile,32.6647,11.3094,4979,332.6202,23.6576
Automobile,74.132,19.4219,4028,207.9528,30.2877
Automobile,-13.516,21.4906,803,355.7046,11.3256
Automobile,29.6815,1.9444,4140,122.4478,34.0571
Automobile,132.4155,3.2635,6103,272.1715,36.2253
Automobile,108.1784,24.7771,3818,255.8435,14.4285
Automobile,135.7288,11.6314,635,340.1648,39.4238
Automobile,45.6116,28.1926,5137,292.4661,50.0
Automobile,128.6508,8.5647,7801,156.4572,45.4857
Automobile,103.8668,16.0797,6341,253.083,13.6557
Automobile,128.1194,11.8983,5311,352.1382,37.4521
Automobile,135.4299,20.1715,6278,353.3504,9.093
Automobile,102.7127,14.861,5108,366.5793,23.9513
Automobile,127.176,29.5215,862,234.6638,45.7947
Automobile,83.2085,15.5767,6537,316.488,0.3268
Automobile,53.6535,20.7169,3424,136.9779,35.0036
Automobile,8.6081,29.3431,3923,384.2743,48.8694
Automobile,-20.0,21.2193,1823,244.1479,17.9042
Automobile,20.9529,22.2599,6530,273.951,31.8748
Automobile,44.595,24.2598,6339,251.9912,5.8124
Automobile,35.3158,14.0138,7436,89.755,18.3141
Automobile,134.7579,1.6117,2850,337.78,37.3936
Automobile,22.483,23.0331,6053,169.2063,0.1
Automobile,107.744,7.9172,3940,380.7404,13.2445
Automobile,9.3112,15.067,948,57.4391,19.9203
Automobile,132.7292,34.2583,7827,95.2074,34.6323
Automobile,19.8501,33.6462,7732,131.3877,10.9476
Automobile,146.3734,13.8929,4703,199.122,17.9086
Automobile,47.0431,5.2085,7021,210.9078,22.4051
Automobile,123.3177,14.8204,2510,68.5808,11.2446
Automobile,29.9438,12.5442,7636,95.3411,36.9607
Automobile,93.9914,30.6425,6596,123.5837,22.5585
Automobile,90.5216,9.094,7934,289.298,42.4186
Automobile,86.814,27.2115,6172,88.2495,10.2609
Automobile,60.3303,9.2643,5061,314.1315,26.2039
Automobile,139.0425,16.2155,6189,270.7025,49.3744
Automobile,57.2821,3.6261,1714,227.8891,4.4501
Automobile,89.05,18.2198,5648,216.1134,47.7037
Automobile,92.5806,23.6179,4382,284.7433,2.4261
Automobile,89.7045,13.6901,2385,225.688,10.8992
Automobile,87.8519,19.9929,7616,60.3788,6.5865
Automobile,19.5223,21.9124,3849,259.5636,31.5104
Automobile,-5.3162,23.0177,2581,99.1983,44.342
Automobile,143.1718,15.9044,3216,340.5426,2.0028
Automobile,56.3238,27.5644,2754,50.0,30.5787
Automobile,71.5103,22.5391,6433,80.2382,42.1275
Automobile,60.7308,11.2792,3623,300.2987,23.4173
Automobile,53.9593,15.6942,6992,365.9105,23.2471
Automobile,133.1552,3.2064,3453,356.3106,48.5127
Automobile,32.1763,31.688,2611,255.601,39.5137
Automobile,8.1563,31.1033,2713,343.1054,12.5413
Automobile,-9.7886,22.5786,6782,199.9689,47.5263
Automobile,135.2861,6.433,5180,232.2372,33.7175
Automobile,85.6908,20.0119,1998,359.5895,44.2445
Automobile,-2.9886,6.8318,5096,229.9775,30.5498
Automobile,72.1973,26.1594,3701,320.7861,25.4643
Automobile,59.6568,32.0047,4571,209.2259,11.5335
Automobile,143.2924,14.3857,5170,214.9589,13.5473
Automobile,72.7007,6.2468,553,153.0213,8.5127
Automobile,144.742,35.0,1641,271.4067,32.3915
Automobile,103.4865,4.4146,7756,349.3351,5.862
Automobile,103.1654,15.0579,3244,151.2585,44.0576
Automobile,28.8325,24.5969,5148,155.2633,43.4143
Automobile,-3.7656,16.833,3895,67.0649,1.5841
Automobile,78.1946,24.3236,2564,146.022,31.3589
Automobile,56.0017,12.7389,558,374.9238,29.5032
Automobile,140.4102,29.2809,4235,328.6727,32.2727
Automobile,19.3209,25.8208,2718,323.1367,36.1471
Automobile,6.5163,34.6043,1670,357.8336,27.5168
Automobile,13.1573,8.9573,5831,347.6552,2.836
Automobile,4.6233,6.3564,7164,153.2435,35.2771
Automobile,33.8567,32.0927,2921,237.7741,7.0826
Automobile,74.708,28.7553,2556,145.696,25.386
Automobile,119.8945,20.7168,6484,252.9515,44.1834
Automobile,138.9772,19.5931,5755,195.738,5.0703
Automobile,121.2452,5.9329,3229,389.6266,37.9196
Automobile,18.003,27.9995,5016,333.7019,47.4208
Automobile,59.3018,2.421,7026,341.9707,47.0309
Automobile,-1.2781,2.3548,7899,72.8791,16.868
Automobile,93.7475,24.4203,3540,376.0132,35.5996
Automobile,-13.6723,12.4739,3359,389.6703,32.9333
Automobile,39.9122,33.1579,2382,342.7106,23.489
Automobile,86.3547,23.8446,3319,327.4815,21.8925
Automobile,107.8355,33.5893,2349,79.4598,44.1129
Automobile,141.8658,2.4929,3276,240.037,21.4168
Automobile,109.5421,20.5758,4675,303.6631,49.7561
Automobile,35.0351,23.72,6763,164.6613,5.8763
Automobile,85.869,17.408,1065,99.4205,7.8985
Automobile,102.4085,28.9779,5830,75.7353,9.7676
Automobile,115.3172,12.5525,4280,147.4078,13.1404
Automobile,-8.1023,13.2076,1209,91.6748,8.5869
Automobile,106.9139,32.9336,4581,378.3005,48.2581
Automobile,2.1065,21.3326,5148,347.3031,3.2583
Automobile,85.3853,34.4508,1672,245.2796,16.3248
Automobile,109.9152,32.1356,1963,60.3511,25.7358
Automobile,132.8461,23.8693,1737,152.9278,4.9186
Automobile,-12.8171,6.514,2766,71.3975,6.8775
Automobile,131.1283,28.5206,7765,124.433,36.4293
Automobile,59.4231,22.2044,7668,298.9411,37.7898
Automobile,120.6412,33.2381,2288,333.7312,25.1416
Automobile,62.9728,22.4116,826,237.4284,11.311
Automobile,17.9151,2.428,7723,134.2671,7.6503
Automobile,64.3357,10.9003,3518,273.6985,32.0472
Automobile,97.4596,24.4134,6459,354.1989,11.0347
Automobile,138.6848,9.013,5855,130.5339,8.9245
Automobile,67.3369,34.5361,2480,62.4384,22.0068
Automobile,77.9113,16.0003,2704,144.8472,17.2771
Automobile,17.2522,8.5571,1759,297.1361,13.8554
Automobile,107.1091,2.5653,7799,181.2296,35.5511
Automobile,18.131,32.2677,1939,374.7515,48.1092
Automobile,70.0019,1.8681,3985,111.0168,30.019
Automobile,15.0788,10.0581,3205,316.7038,36.806
Automobile,71.2133,20.6852,4769,214.702,14.2662
Automobile,90.9064,3.0347,6700,91.2359,8.0738
Automobile,121.6934,12.4983,5504,303.2332,8.9698
Automobile,109.8836,10.4424,7938,54.8451,24.59
Automobile,75.2712,21.0541,2362,272.7794,25.3817
Automobile,90.7447,27.8889,1396,358.6504,26.1084
Automobile,143.6388,30.6057,4858,53.4034,45.3289
Automobile,92.6985,28.4097,4552,272.3168,38.9925
Automobile,35.1802,34.3772,5248,57.1131,17.3151
Automobile,134.7852,21.07,7266,347.0587,29.882
Automobile,84.1118,28.7882,1813,357.4622,34.9759
Automobile,-18.065,3.522,6345,320.8156,43.8692
Automobile,147.4454,20.4274,3175,151.0327,26.8101
Automobile,16.1903,14.0679,3477,163.9569,4.3652
Automobile,24.0109,2.9512,2519,134.665,46.7239
Automobile,118.056,10.5166,780,345.729,18.0266
Automobile,102.7416,24.0253,7359,160.7654,44.4062
Automobile,47.8935,20.4411,5637,256.01,12.5427
Automobile,101.6099,17.8164,3358,267.1952,40.2359
Automobile,105.6996,2.5276,634,146.0873,1.1822
Automobile,130.6702,5.3619,7805,336.812,39.176
Automobile,145.0752,4.3915,2646,243.4249,13.468
Automobile,-4.6191,31.8773,3467,161.0047,27.002
Automobile,27.6211,10.1711,2180,185.5845,11.6948
Automobile,21.1941,29.0102,1539,330.3255,36.7615
Automobile,117.3228,24.9732,1046,217.8106,15.8725
Automobile,100.7938,20.6973,6899,329.5074,41.3782
Automobile,0.4566,14.8211,3959,220.3598,13.6212
Automobile,13.1355,27.5806,6886,50.0,48.2966
Automobile,78.8149,29.5191,5475,147.4135,11.9586
Automobile,58.8542,2.3233,5922,188.3464,17.6734
Automobile,150.0,8.9072,2341,372.3035,47.263
Automobile,89.0989,33.9649,2193,383.6646,25.7581
Automobile,4.7199,29.8194,2748,254.8367,20.5117
Automobile,123.8908,8.637,1695,100.0978,12.5552
Automobile,13.7076,11.9658,3653,292.0354,11.671
Automobile,32.4158,27.726,5426,172.816,47.7707
Automobile,44.0487,3.4733,3502,72.0041,11.0129
Automobile,137.804,22.3813,3135,296.4636,42.3201
Automobile,-4.5412,8.6641,4740,179.3953,12.096
Automobile,52.1946,32.4412,6267,157.5076,50.0
Automobile,6.1606,28.4302,4595,367.0285,23.5516
Automobile,100.0352,2.7666,6367,70.3009,28.3301
Automobile,49.2745,31.8057,5001,358.8112,42.3478
Automobile,7.8539,16.4108,1584,273.8946,30.4927
Automobile,130.5705,23.0376,6438,208.3354,36.73
Automobile,35.5215,27.7942,1975,202.8236,20.5267
Automobile,124.8558,1.9318,7168,102.4618,16.8689
Automobile,-7.2518,8.0635,3775,331.8198,41.873
Automobile,91.1427,16.779,6706,120.5163,17.2728
Automobile,25.4977,10.2451,4945,348.8007,42.2188
Automobile,105.3803,17.0487,610,348.3006,33.7885
Automobile,99.3471,11.6644,1547,320.5711,12.9711
Automobile,144.5733,17.5202,892,400.0,10.0604
Automobile,22.1211,15.9559,1458,311.5249,42.1392
Automobile,36.2873,19.5692,4052,354.2831,48.4291
Automobile,26.2594,1.6092,7566,288.4189,28.6501
Automobile,6.4257,9.0342,7001,396.3083,12.7949
Automobile,133.225,30.0651,4831,178.7494,13.7229
Automobile,86.2656,13.7283,2217,147.0727,50.0
Automobile,69.2539,26.6914,1554,250.6601,22.9406
Automobile,141.4831,23.9816,3119,246.9919,41.0665
Automobile,69.625,29.6136,1804,226.0368,39.4968
Automobile,106.6537,23.8206,4518,109.8069,17.941
Automobile,140.2326,4.2562,2511,162.958,32.7501
Automobile,80.6805,23.9953,6703,102.6751,37.1729
Automobile,4.8926,24.4276,1015,135.2704,39.5868
Automobile,118.0714,11.4253,3363,365.9683,48.8776
Automobile,-0.7095,30.0848,5814,60.2409,27.4041
Automobile,139.6287,8.1046,5405,333.6086,9.0614
Automobile,57.7487,8.2473,4317,99.3532,9.0085
Automobile,98.9766,9.1049,6026,165.1776,31.5981
Automobile,127.412,33.0395,1186,263.7317,39.5677
Automobile,8.3394,13.1137,1898,390.4828,11.8616
Automobile,37.3901,4.0724,1096,338.2905,41.4956
Automobile,90.647,15.2804,1633,388.1582,48.9502
Automobile,117.3843,15.7236,3563,392.5681,50.0
Automobile,49.7046,27.7797,5662,314.8341,44.9201
Automobile,125.479,17.4805,5408,83.1092,1.1934
Automobile,147.3042,32.2085,6963,52.4308,0.1
Automobile,103.9284,22.5613,3525,383.7923,47.8419
Automobile,57.5216,34.268,523,301.8778,4.1744
Automobile,56.5885,24.4224,6621,116.8157,12.6532
Automobile,106.7073,32.5226,2204,287.8741,44.0629
Automobile,141.2596,4.1468,5239,229.779,20.9641
Automobile,45.7605,3.899,690,52.135,13.4547
Automobile,33.7591,12.8901,4067,147.0557,8.366
Automobile,-12.1602,20.0008,7642,143.4706,42.4496
Automobile,24.719,31.9842,6400,275.925,27.5471
Automobile,19.5612,27.5532,5482,321.0378,13.6375
Automobile,69.4688,16.8299,3443,391.2607,28.3598
Automobile,98.9313,30.1302,2133,244.99,46.7665
Automobile,84.2039,7.1921,7611,207.2429,5.0437
Automobile,-9.6857,19.9299,2779,353.8897,25.9211
Automobile,101.4852,6.8327,2005,275.198,29.6037
Automobile,107.2802,34.494,2341,186.4004,5.7573
Automobile,62.9708,25.4508,1137,294.0934,32.9014
Automobile,112.6739,23.0364,3688,322.1589,37.8696
Automobile,106.2742,32.716,2993,365.4101,38.7874
Automobile,31.6126,6.7693,1767,129.1399,8.5021
Automobile,-18.8996,21.2577,5587,135.545,31.4765
Automobile,26.4838,3.8278,4271,120.0234,30.6242
Automobile,-7.0866,15.7603,3153,266.9476,10.7291
Automobile,24.3372,13.183,5318,79.9713,0.609
Automobile,29.6412,24.9954,3862,345.8756,47.2201
Automobile,24.0483,13.6769,1925,354.4271,40.2652
Automobile,150.0,2.4786,6003,382.6325,34.714
Automobile,-2.1779,6.4005,3909,315.3025,14.7062
Automobile,80.9928,23.9496,1415,93.3172,23.3203
Automobile,79.3863,18.7681,7840,358.4241,29.3776
Automobile,25.739,33.2094,1120,239.0347,2.1485
Automobile,120.8622,2.7793,1141,384.5745,24.7929
Automobile,11.3021,34.1877,1825,263.288,21.9822
Automobile,9.0489,3.0961,1358,228.1442,19.2528
Automobile,61.1116,2.9923,3324,72.8628,28.8578
Automobile,85.3824,14.421,5716,163.1225,13.7763
Automobile,6.2952,10.9662,1055,377.7796,9.7878
Automobile,57.2325,16.2172,5093,254.427,39.8639
Automobile,49.048,1.0,4418,186.7905,12.7001
Automobile,118.7802,25.2826,4305,183.8327,9.6766
Automobile,20.5771,14.765,771,262.811,9.4871
Automobile,16.3869,24.7542,5510,277.086,30.3484
Automobile,148.7406,15.0469,5538,278.474,23.479
Automobile,84.2778,16.9136,951,87.4393,26.3978
Automobile,61.8439,29.448,2126,249.6238,28.8817
Automobile,11.8731,21.6015,7993,268.7879,5.4726
Automobile,119.0721,4.9573,7624,152.0703,21.8147
Automobile,-3.7972,26.7113,6235,181.4442,31.2677
Automobile,3.3459,28.7979,858,122.9529,9.2367
Automobile,31.6945,32.4819,2240,103.3233,13.856
Automobile,62.1846,32.6256,5225,95.0091,14.3638
Automobile,139.8103,22.8167,7912,200.1065,35.376
Automobile,146.2048,2.7187,1267,290.3695,2.8058
Automobile,1.9592,18.517,7466,374.8498,40.0043
Automobile,56.209,21.1021,5997,260.5309,35.3693
Automobile,34.5099,33.4726,6031,234.8523,14.8151
Automobile,1.6839,24.1555,7912,364.0532,33.5835
Automobile,80.1038,14.2102,3044,181.0567,35.9857
Automobile,95.71,6.4875,2776,229.1513,18.2433
Automobile,36.6469,12.0889,4741,216.4071,10.8855
Automobile,56.3097,19.9024,757,191.0461,45.6118
Automobile,118.6729,14.688,5525,287.46,38.2639
Automobile,-12.735,16.6396,4948,346.1048,27.1585
Automobile,139.8857,25.5191,5900,377.5561,3.0373
Automobile,129.2914,27.4066,2550,238.0245,14.1753
Automobile,18.9046,29.7537,1830,334.0851,25.2256
Automobile,56.7198,23.0214,7860,268.0707,20.5801
Automobile,11.3691,10.6245,7754,172.6101,33.4159
Automobile,24.5418,6.707,6967,339.2003,47.5587
Automobile,104.5695,29.2529,2883,377.7207,29.2902
Automobile,110.7816,22.5505,3432,127.9345,12.7955
Automobile,107.0008,13.6384,4475,342.579,13.5079
Automobile,-11.2991,8.9455,2747,279.8037,46.263
Automobile,-2.3709,7.982,3426,366.5891,21.5197
Automobile,94.5074,20.0794,1668,302.643,25.1526
Automobile,66.7517,12.8216,3828,390.3946,7.8956
Automobile,48.9208,14.3412,7225,112.9226,18.9875
Automobile,89.8196,34.24,6497,124.825,19.9033
Automobile,132.1711,29.2164,7648,184.9782,44.9007
Automobile,20.0394,33.9281,1739,309.573,39.6511
Automobile,109.4201,22.8342,5728,158.3149,12.9279
Automobile,21.9108,2.9138,3687,83.4588,36.3066
Automobile,35.6702,8.3705,3295,140.5958,16.1896
Automobile,102.0584,26.8115,3538,318.3296,3.6229
Automobile,135.6353,31.223,1726,400.0,41.7019
Automobile,126.5974,5.4605,2863,107.553,20.2297
Automobile,10.8004,25.8964,1730,370.7603,0.3466
Automobile,37.4269,2.3289,6676,50.9047,14.1089
Automobile,28.9456,12.692,2091,233.8985,38.1098
Automobile,-4.1297,7.4039,4073,80.4525,9.8655
Automobile,-11.8423,3.3041,2131,400.0,27.7187
Automobile,103.7917,25.7571,964,248.5591,34.8937
Automobile,29.3233,15.8395,2881,170.4606,33.9104
Automobile,66.9372,15.2139,1742,382.8324,0.6375
Automobile,11.0076,33.5716,7931,241.4255,24.3492
Automobile,129.2541,12.2202,3363,400.0,17.7129
Automobile,-13.3102,10.9581,5014,261.7936,28.581
Automobile,36.1116,14.3242,7781,400.0,9.1057
Automobile,120.6762,5.8205,2178,294.4321,6.9837
Automobile,40.8273,12.1948,3066,325.7827,38.758
Automobile,119.845,26.8414,4482,221.9537,18.6258
Automobile,-3.2157,28.1813,6218,289.6474,2.4334
Automobile,17.2863,15.784,3667,72.0959,46.1819
Automobile,63.9876,20.1426,6476,86.5595,34.8223
Automobile,121.3149,31.5241,1295,82.2853,47.3419
Automobile,3.6418,7.7374,2659,198.586,1.0228
Automobile,115.501,19.9587,7022,318.0229,22.4979
Automobile,132.514,5.9659,5981,334.5312,25.664
Automobile,-20.0,12.1477,1348,387.7016,20.4244
Automobile,19.1155,2.9741,6829,92.2849,15.5859
Automobile,2.8517,5.7086,7793,267.179,4.391
Automobile,1.2141,7.6592,6776,168.3806,9.4344
Automobile,108.8586,5.0117,6888,125.6221,30.0262
Automobile,4.0638,8.5033,853,305.6987,4.9639
Automobile,49.5454,13.6339,7757,151.5602,10.9058
Automobile,103.5277,12.1851,6077,124.511,8.0572
Automobile,-15.2664,9.4898,741,270.7959,32.0763
Automobile,146.7653,13.6987,6567,284.7445,38.9701
Automobile,6.3983,1.1944,1667,63.7156,18.5773
Automobile,98.9067,21.1441,6936,236.8536,35.8045
Automobile,139.5266,14.0653,2323,129.3741,16.2954
Automobile,93.2759,18.9289,3463,163.4005,26.1733
Automobile,88.8076,16.165,1839,313.7424,27.3035
Automobile,23.9541,20.5641,5896,271.0982,28.6608
Automobile,90.1502,27.6563,4179,236.5625,46.7914
Automobile,17.0539,26.6961,7190,268.7769,17.0309
Automobile,10.0011,20.5225,2479,260.0261,40.5118
Automobile,102.004,11.604,5412,149.1374,2.5388
Automobile,94.9068,33.3542,7184,279.885,37.7091
Automobile,14.6592,3.0954,6866,140.1698,5.0913
Automobile,71.0023,6.9139,4208,359.4039,33.5025
Automobile,39.9805,33.0569,3271,102.3009,23.2672
Automobile,82.7128,20.1641,4218,339.2462,31.6679
Automobile,126.7923,19.5404,2078,241.0666,34.9307
Automobile,26.2881,20.9445,4913,300.1076,45.4389
Automobile,70.1239,8.2677,5542,69.0208,12.7325
Automobile,120.3286,3.8495,772,334.4525,13.1609
Automobile,150.0,6.7459,3671,351.8272,38.9659
Automobile,22.2474,11.6875,797,150.8002,49.0674
Automobile,3.6112,31.0982,3417,291.4724,17.2036
Automobile,49.1053,33.2809,6629,60.8902,10.8901
Automobile,19.9393,10.8405,5779,331.7377,12.0436
Automobile,13.7288,27.9773,3780,355.2914,50.0
