Application,Voltage_V,Current_A,Power_kW,Frequency_Hz,Efficiency_pct
Energy,187.0364,630.4896,1871.4858,57.8385,72.0284
Energy,565.4902,1413.8401,2839.561,52.8156,66.9439
Energy,454.5432,1258.5811,728.5112,65.0,73.3673
Energy,343.4116,910.8474,1833.3309,49.1757,36.4692
Energy,470.4061,135.5729,911.153,51.0722,21.4074
Energy,208.3723,1554.1107,4066.0745,58.6322,17.0645
Energy,618.0405,1587.9659,794.473,49.3957,70.9002
Energy,289.2992,181.797,3685.1615,53.119,67.0175
Energy,539.0372,2000.0,255.9541,57.4205,11.4792
Energy,696.5316,638.1693,3225.3058,51.7197,60.974
Energy,145.4134,796.2246,3932.0551,45.6049,24.8833
Energy,358.7802,852.9095,492.521,55.3961,14.4076
Energy,218.9492,1265.2204,3777.835,59.8159,55.3729
Energy,681.9679,1093.9487,2782.047,59.2234,29.2529
Energy,326.9736,1150.9009,3329.3572,57.2874,54.3113
Energy,251.4639,1597.6849,3570.491,60.0717,74.6736
Energy,545.7966,1790.337,811.0485,49.2123,92.3753
Energy,474.2743,1727.2651,4020.9911,58.8936,43.7519
Energy,655.4487,1482.2601,3911.2741,46.1725,48.2016
Energy,579.4026,114.3435,3286.7009,60.1885,26.9161
Energy,762.2514,462.6127,2504.7492,46.4579,74.7999
Energy,173.0084,182.9841,4272.7611,60.6986,86.3341
Energy,187.5952,1667.1753,4305.8488,62.8371,71.9815
Energy,697.7808,1246.0119,1736.7662,61.3118,50.8422
Energy,745.8096,76.367,2702.1186,52.4143,59.7017
Energy,384.3011,1438.7687,2357.5771,64.9004,32.1273
Energy,428.0603,710.9141,2246.8238,55.2531,74.7253
Energy,316.464,1109.9464,4392.3147,52.0959,68.6846
Energy,598.7227,1179.3399,3476.3613,56.2463,93.9952
Energy,628.5326,327.9528,2405.9997,50.5071,59.9446
Energy,273.1061,764.8719,4084.4361,48.2214,79.0749
Energy,370.5628,880.6046,4888.8275,48.5438,56.0758
Energy,232.6942,1240.1823,1982.3302,48.782,89.6586
Energy,136.4587,1773.7117,575.194,49.3567,65.8573
Energy,160.2616,1213.9233,4441.7832,62.5324,52.5793
Energy,202.4158,1359.9032,4779.951,52.8185,22.0956
Energy,127.779,1289.4798,1937.4771,45.0,83.5917
Energy,405.8463,220.0498,3426.4063,50.6606,82.416
Energy,159.6168,530.9803,243.9821,65.0,41.6506
Energy,666.2598,809.8385,178.9108,59.5087,49.7962
Energy,581.4485,891.2098,587.8458,55.0412,45.0066
Energy,632.7288,1701.1043,3885.7265,46.4517,40.4733
Energy,513.3192,1031.5733,2376.3602,53.7387,55.0828
Energy,552.2073,1639.8179,3172.8872,57.3869,55.6705
Energy,172.9287,1859.6052,2627.7445,63.6254,18.6328
Energy,159.2294,1367.5875,1032.4428,55.2246,31.3306
Energy,752.6187,273.1618,4121.2118,56.3554,15.2449
Energy,343.6439,397.6114,1144.489,55.754,73.5707
Energy,159.2621,1676.2344,898.9766,64.5333,69.4326
Energy,219.1708,1075.6183,3262.2413,51.5363,35.3494
Energy,685.8448,1073.0978,4364.5268,61.8022,60.6889
Energy,250.7276,2000.0,4407.0742,53.7549,51.3643
Energy,395.4308,697.8916,2237.1532,60.3571,24.1001
Energy,556.9302,72.8048,3226.0245,54.7781,70.5581
Energy,740.8063,554.5506,4175.0689,55.4954,80.0371
Energy,139.8209,527.6533,1149.334,51.8429,40.6236
Energy,461.8926,1057.9725,2071.5804,53.8383,59.1703
Energy,765.0,0.0,3097.3284,55.0002,24.5396
Energy,195.5691,1949.5077,4296.0211,57.1105,11.7362
Energy,193.5132,148.9042,1553.3615,52.2991,33.0087
Energy,143.0059,515.7396,3139.8404,61.7385,83.4012
Energy,422.8466,1378.8817,234.2556,58.868,79.7191
Energy,321.7878,1968.6631,4537.001,53.5921,34.2091
Energy,587.7337,991.5779,4378.675,59.9191,16.5596
Energy,504.1523,685.8957,4719.823,45.4232,84.8442
Energy,496.8633,316.8771,4947.181,57.0859,67.3643
Energy,428.7461,1828.0928,4167.8236,55.9048,16.8812
Energy,732.7662,101.5204,1036.8693,55.0391,70.959
Energy,456.8974,120.5744,2772.8536,57.7629,55.3014
Energy,151.8814,155.6985,1004.1904,60.5598,22.7216
Energy,331.1922,923.2071,203.2669,46.2049,16.1863
Energy,635.6154,1835.5341,575.1807,48.1695,85.5268
Energy,523.8431,1112.213,4025.1663,45.2044,37.0642
Energy,542.9095,679.0532,3896.9437,50.2078,62.2577
Energy,714.6016,448.4079,3876.8802,65.0,25.2148
Energy,374.9807,1076.3369,2050.249,52.7115,72.5157
Energy,119.2902,834.6147,72.8557,56.3476,15.8557
Energy,765.0,249.9736,1532.7952,65.0,83.6798
Energy,405.8697,61.036,2277.3231,57.318,62.5841
Energy,191.0904,1139.283,1916.2506,48.4609,20.6347
Energy,464.0977,1726.0704,2436.9638,61.5075,55.6417
Energy,503.1162,1231.3564,3169.9619,55.8349,48.2097
Energy,461.0034,657.9972,514.0699,64.8718,34.2046
Energy,747.4045,301.6898,4392.071,59.3234,69.0795
Energy,318.52,1462.3314,2799.0198,65.0,83.2954
Energy,127.1137,1373.4549,4353.867,63.3852,19.9649
Energy,728.3022,1675.5389,2463.3724,48.8354,37.7184
Energy,241.7381,2000.0,3545.9016,59.8967,24.7539
Energy,595.7103,287.4541,4625.6289,55.1698,48.7271
Energy,260.6787,449.6353,2903.3204,48.2037,13.1723
Energy,680.59,689.017,2081.6396,56.4636,70.3253
Energy,689.0411,1078.0441,2758.5931,47.4972,18.159
Energy,174.7685,116.9835,866.785,60.363,27.294
Energy,208.9724,537.9569,3494.2371,52.176,85.1627
Energy,751.9654,1615.3845,163.809,61.4982,84.9158
Energy,605.2305,142.5786,2348.0684,58.8534,65.9956
Energy,133.2606,1668.4217,2800.8755,62.4675,72.4822
Energy,245.8144,276.6056,2079.5833,49.0441,59.1516
Energy,398.7876,608.921,2202.9873,57.9489,48.0938
Energy,662.06,1420.6889,873.8916,62.4615,32.5915
Energy,211.1854,1515.0733,526.7391,49.1113,89.7003
Energy,580.5161,428.725,2164.4048,60.9114,92.7888
Energy,140.0044,753.1824,4827.6937,51.0131,91.7199
Energy,404.6778,562.3552,995.0155,61.614,88.8744
Energy,597.0685,1120.8043,1373.2217,55.5579,80.881
Energy,144.3591,1326.8843,4365.1689,58.4337,93.2051
Energy,257.1328,526.8056,1131.4164,51.8183,87.4702
Energy,635.0067,964.8328,1931.0379,61.7081,34.9041
Energy,219.521,1049.1264,410.2738,47.6576,89.6717
Energy,542.6246,893.9689,76.3191,48.9754,59.1094
Energy,532.9253,1112.2211,3453.7316,46.2822,59.4893
Energy,466.3874,287.0381,664.4809,63.9467,23.5184
Energy,217.568,113.166,2992.2016,54.1653,84.8373
Energy,367.8034,174.222,1971.2738,54.404,35.8448
Energy,534.3315,1930.7535,300.3415,50.6265,27.8952
Energy,662.1161,136.0588,2187.5099,54.92,82.7649
Energy,617.9911,759.3244,1308.8136,49.8399,11.1015
Energy,514.7641,1609.6856,4504.5381,64.3394,29.4019
Energy,262.9771,1693.9522,1248.173,50.2785,55.4473
Energy,242.4274,523.4005,3475.4792,63.5454,91.3155
Energy,654.2694,1360.9744,3552.5379,54.3882,48.425
Energy,525.7897,1448.6813,933.0198,53.6702,30.5477
Energy,380.1098,1816.9324,2813.4678,61.1888,57.0621
Energy,755.2839,1832.6619,4032.9442,54.5917,67.1191
Energy,692.1049,854.4551,617.5108,50.6708,89.8048
Energy,566.2246,1099.7413,3357.9166,54.0456,83.1265
Energy,364.7673,1603.9703,769.6749,53.9337,80.4839
Energy,326.6151,1203.3313,1489.4892,50.2456,55.9141
Energy,722.3635,616.8949,3358.7084,53.6855,91.7229
Energy,380.0909,1918.4249,3292.1071,47.7359,88.0604
Energy,648.1496,2000.0,3346.5187,63.1196,79.0973
Energy,737.0432,1899.8855,2727.2192,58.1574,80.6544
Energy,443.5172,771.4532,3972.8023,48.8884,91.0434
Energy,528.1386,450.4544,3270.3487,61.0993,38.3164
Energy,179.3229,948.6219,832.9261,51.5395,96.6487
Energy,531.8315,1601.8389,533.7287,56.5001,22.4363
Energy,267.892,512.4058,237.9811,63.2293,89.5142
Energy,547.6534,870.8702,100.5467,60.4453,29.8535
Energy,159.6908,331.1066,384.9832,47.1246,60.7109
Energy,421.8123,1429.5482,2133.5614,56.7791,62.2065
Energy,443.2991,1484.0034,159.627,58.3841,93.2663
Energy,443.5805,986.1394,1960.2291,49.56,36.6562
Energy,604.9461,1504.1977,4014.8967,46.7856,45.2435
Energy,598.8643,1322.1499,696.4165,47.8475,24.7182
Energy,607.4194,1880.7546,4062.2464,64.572,59.686
Energy,520.6556,1169.2385,1015.5933,62.2514,46.4803
Energy,688.8192,645.8688,1168.6103,62.6193,49.4436
Energy,517.2352,1444.2359,1293.96,50.1702,15.4178
Energy,328.583,104.7064,1374.0879,56.2945,84.2482
Energy,133.7485,978.1543,2433.8778,54.2862,43.2371
Energy,476.6075,2000.0,3491.0328,61.8824,67.7023
Energy,248.6632,1357.1725,3713.2952,52.9528,65.3926
Energy,359.9462,1978.7031,220.8895,56.2622,67.2156
Energy,145.1482,761.5353,740.0178,56.5813,31.0514
Energy,525.9001,751.7908,3642.4856,52.5255,21.4036
Energy,687.8674,139.6493,3873.7236,45.6237,13.6359
Energy,330.857,748.0454,4618.8998,54.6259,61.2736
Energy,635.4087,280.258,1533.1913,55.3972,19.3382
Energy,181.5317,819.5611,1264.2216,45.6728,43.5747
Energy,581.4108,113.6005,2863.0535,54.2144,86.8262
Energy,177.6236,900.6516,560.6987,54.7126,16.5489
Energy,273.4355,1802.2825,3708.7173,47.3779,66.144
Energy,358.6813,1543.4853,2458.3996,47.1398,47.6852
Energy,215.4882,502.4311,3611.4356,63.8405,86.272
Energy,225.1378,507.9525,750.3579,48.8411,78.2434
Energy,559.085,628.6736,2334.6107,50.3,20.8998
Energy,173.1005,210.7414,1745.8362,51.1938,38.7184
Energy,740.8337,1987.2239,2364.7773,57.946,68.1529
Energy,610.5429,1387.1865,2747.4426,57.6522,27.6566
Energy,330.1006,1490.6204,3390.0389,62.5572,81.6905
Energy,511.8751,1389.5844,4163.6123,53.6404,34.7897
Energy,591.5233,873.5216,1044.6496,60.7549,82.3817
Energy,490.6,1575.3755,2090.4834,52.5757,30.0206
Energy,534.2629,430.906,432.5849,49.323,28.8773
Energy,724.0175,804.103,1709.2982,62.9302,97.6622
Energy,676.5326,635.0278,2041.1077,55.0901,68.8938
Energy,707.267,1863.6055,2158.0516,53.027,57.5016
Energy,705.3657,73.5292,4752.2401,62.7455,11.9629
Energy,553.7754,147.7403,4683.2234,64.246,31.4707
Energy,432.3515,1881.1363,207.755,54.0438,20.7342
Energy,441.7021,1386.6329,2069.3722,45.8933,23.1147
Energy,635.1288,1337.3171,1460.6053,45.0,34.5673
Energy,723.7912,1598.4482,1553.0996,56.3213,24.0284
Energy,169.6046,1850.5439,3797.0261,61.8307,90.7962
Energy,679.4036,1744.3582,856.9913,62.3653,15.6714
Energy,649.9598,1834.9252,3573.9319,63.3811,87.7894
Energy,163.323,1631.591,4600.9947,61.4895,55.3915
Energy,536.1705,166.6663,3425.4013,63.0978,24.4926
Energy,755.7475,1284.8116,2021.9411,61.8184,57.3152
Energy,665.5903,943.8097,349.2993,61.828,85.7912
Energy,151.5172,1645.712,642.9824,51.3553,92.1642
Energy,734.0764,1861.0227,3570.4617,53.1395,42.4932
Energy,224.1536,667.1725,623.1624,51.4922,69.9337
Energy,150.3395,1517.062,2058.6007,47.9319,15.0877
Energy,243.7494,334.5681,4311.8711,51.7099,55.1008
Energy,420.643,781.943,2735.9295,62.7093,27.542
Energy,631.5358,1405.7764,1591.2255,63.8696,33.1985
Energy,277.3438,131.1991,1126.7785,48.2066,50.4639
Energy,402.6061,1696.6468,2514.0597,58.2747,93.5914
Energy,198.857,1806.9725,1525.2293,64.0374,82.6382
Energy,305.446,1707.2357,4821.9527,49.4619,44.2724
Energy,726.7021,36.3227,170.9535,61.3597,53.4583
Energy,542.9375,1602.1902,4709.5877,51.0276,88.0632
Energy,556.5672,1794.4183,1069.1099,53.3736,13.1696
Energy,288.203,1965.5239,3004.417,63.7488,80.7822
Energy,210.203,63.3444,1349.3511,46.2747,29.7283
Energy,685.5507,1131.7946,4153.4284,54.1383,32.8374
Energy,735.2203,1784.4668,3468.1681,56.1902,31.3096
Energy,133.4895,1506.2309,1149.2084,63.3749,55.8693
Energy,454.699,1748.6078,2641.8012,56.2054,32.6759
Energy,377.1332,1498.3622,4735.2346,63.9158,47.2342
Energy,601.3215,16.1226,1194.6833,51.7243,12.592
Energy,323.8523,1729.0204,3902.4449,54.6485,38.537
Energy,526.87,1266.5838,3960.2233,45.7418,75.6489
Energy,172.3236,459.015,2083.9207,64.0454,51.0601
Energy,648.7433,1360.8705,152.7808,49.825,83.5832
Energy,259.3628,1120.5779,972.4752,63.5403,50.2239
Energy,297.2999,1505.8719,2681.3021,52.8331,87.8736
Energy,346.3126,909.7054,2344.96,47.8102,44.9786
Energy,235.5899,152.3963,423.9748,53.7311,42.8892
Energy,645.3282,1742.3386,1292.2379,51.742,33.5731
Energy,170.2927,1366.8524,1992.1943,63.9617,50.5635
Energy,724.0731,1411.0786,4086.4659,60.3167,85.6827
Energy,717.9842,1531.3093,4395.0754,49.1487,75.4423
Energy,675.5813,1012.5967,3030.121,55.3591,29.8939
Energy,740.4132,1413.5487,1380.8661,59.0787,95.6109
Energy,590.3344,405.0871,3603.3277,56.6799,51.1134
Energy,477.4938,939.7303,4885.4783,62.6309,29.5795
Energy,576.8523,1430.6698,465.2739,48.3516,91.2947
Energy,110.0,1513.6406,1451.1727,45.8359,46.6155
Energy,573.7144,1922.2251,2679.0976,57.623,26.9761
Energy,140.0118,1678.9561,1619.717,59.9923,84.1325
Energy,715.0915,103.6276,4380.8542,61.2794,53.2376
Energy,712.1294,336.3352,1270.2723,48.9219,27.4082
Energy,177.1329,1404.9144,4455.9041,49.7938,70.2499
Energy,561.7816,204.1261,4054.9899,61.5583,98.1386
Energy,553.6045,1956.2292,985.2227,51.5188,15.8427
Energy,435.3074,953.503,450.8224,58.0588,50.2261
Energy,110.0,1418.2617,3220.2419,47.9402,55.6041
Energy,195.6628,82.5277,2076.7031,60.9705,71.196
Energy,519.2757,859.8053,1310.8582,64.2409,30.0804
Energy,439.0786,453.0694,4582.4891,64.1499,26.8506
Energy,144.457,200.1378,502.1683,55.5195,76.523
Energy,435.5862,1357.5174,4095.8597,50.1798,69.1455
Energy,656.4598,1977.1224,2629.2915,47.3815,28.5546
Energy,695.2918,640.272,654.0971,50.7997,17.3128
Energy,576.3586,1853.9565,1877.0972,56.5904,83.3392
Energy,540.1147,0.0,2749.9841,53.6714,70.0565
Energy,635.3471,1310.3623,789.4221,54.3709,90.5738
Energy,184.3541,1109.1113,607.1038,54.6765,12.1919
Energy,250.8792,795.1752,1355.6709,60.8407,54.0878
Energy,417.4921,829.4702,2844.9242,61.2407,24.3399
Energy,430.0952,1212.3086,3751.0581,45.4559,72.761
Energy,249.9441,1119.7429,4863.1639,63.6373,33.5198
Energy,559.1949,1018.671,699.6764,52.8015,31.4852
Energy,606.8282,1874.4206,0.0,49.643,75.4289
Energy,300.8056,1489.0081,4848.0224,65.0,85.5818
Energy,311.3334,385.6429,630.4062,48.4518,93.5356
Energy,280.6728,1842.1291,3804.9153,50.9989,16.2571
Energy,274.7419,1025.2867,3875.372,63.7593,86.6596
Energy,332.4431,22.7421,557.3376,54.9851,97.3245
Energy,414.1114,1523.3969,3993.5235,63.9289,15.0071
Energy,427.6591,700.322,1289.2553,49.1436,90.5384
Energy,442.3321,2000.0,3906.5284,53.2045,99.8293
Energy,523.6353,1098.4243,1534.4579,46.7106,25.0497
Energy,338.4271,474.7533,3712.2658,53.5832,36.5711
Energy,458.307,1464.9856,4137.2891,45.2114,39.6478
Energy,457.5801,529.8993,71.0662,51.0537,94.5384
Energy,164.1579,0.0,2683.5189,59.9327,11.0326
Energy,504.687,175.5578,1610.7119,60.2162,59.4514
Energy,279.6648,1350.1783,4076.9176,53.9121,63.7166
Energy,158.207,387.2417,2490.3784,45.2658,69.5914
Energy,545.1029,508.3229,1967.0308,47.577,31.3224
Energy,122.2026,317.2111,896.3698,49.7857,55.7395
Energy,397.953,492.689,1365.8783,45.2566,48.3336
Energy,531.7758,1533.1814,4985.5299,49.3121,47.5636
Energy,753.2912,1009.324,4285.5101,55.8859,40.9468
Energy,447.6886,455.1429,1642.3405,47.2486,96.62
Energy,331.8938,582.0549,3178.0464,62.7195,66.7318
Energy,442.5417,836.5439,4975.3613,47.477,78.534
Energy,222.6024,1903.5122,3459.343,60.6494,41.4421
Energy,406.3143,333.6815,1679.7578,54.23,10.0
Energy,685.0884,1584.8172,0.0,56.5822,95.7947
Energy,210.3411,1756.7197,3956.4951,54.857,89.8093
Energy,449.6728,1950.4155,1327.2808,53.4777,50.3858
Energy,528.8721,1238.7287,607.8895,59.1324,42.6898
Energy,321.1665,216.9397,658.9449,50.2094,50.0338
Energy,612.1811,6.8811,423.1333,54.8846,36.7619
Energy,543.0426,939.1412,564.0135,60.88,64.6443
Energy,404.313,681.4,2550.3905,47.8349,96.1266
Energy,513.0659,1666.1171,3732.6064,46.1517,16.4439
Energy,677.2968,1124.5353,4483.8045,56.9137,76.8128
Energy,474.5352,1675.1559,3606.2484,64.0607,14.0767
Energy,461.618,1182.4992,349.9247,54.1569,85.7655
Energy,517.8614,413.9572,4905.428,61.904,25.0365
Energy,544.9609,425.1547,0.0,55.2718,55.3079
Energy,355.8961,762.1532,4021.125,49.4169,56.6666
Energy,665.7753,35.3407,4879.8466,54.438,65.9063
Energy,723.4151,934.2639,4464.8507,53.4576,64.6939
Energy,520.3355,577.5339,3327.6576,50.7747,74.9163
Energy,703.8654,68.7737,2766.8041,52.4009,87.7868
Energy,601.5492,960.2104,4955.2497,53.5716,11.5717
Energy,359.6167,1279.568,3057.1279,62.3827,75.0459
Energy,430.4873,192.6485,4250.468,51.7093,15.8394
Energy,486.4546,1218.9637,1141.8038,63.4021,81.1929
Energy,733.0374,1908.7253,3291.4612,45.3442,82.1948
Energy,538.5694,791.1056,0.0,47.3028,27.6206
Energy,450.8257,1928.762,3993.5855,45.5972,28.5262
Energy,183.6344,1527.3461,1867.0546,60.095,18.4245
Energy,546.8441,103.0093,1365.6677,47.8176,29.1604
Energy,481.1072,1886.4377,1272.3673,56.5198,54.6647
Energy,755.45,1040.6765,4880.4811,60.7477,42.8628
Energy,321.8209,1166.2426,4393.8191,55.3143,29.7776
Energy,639.4031,1175.2573,4026.2581,47.02,65.6698
Energy,280.3798,753.4827,2437.8157,61.665,57.1059
Energy,214.91,872.5761,1975.0377,48.7526,21.7954
Energy,131.2054,1044.174,2756.8576,46.7119,38.7924
Energy,700.8596,2000.0,2756.4461,59.9926,92.984
Energy,398.6574,456.3342,4437.3476,46.0896,69.4821
Energy,323.4297,1791.4344,4730.6722,57.4227,95.4294
Energy,366.6907,1940.0695,4480.1607,53.8911,50.1499
Energy,582.1054,816.6066,3860.1895,53.7418,10.349
Energy,377.1591,418.5906,1974.2491,61.4749,81.1619
Energy,236.4206,921.9976,3851.3513,46.0216,19.1595
Energy,164.8526,153.3335,3778.0106,59.7994,96.4247
Energy,501.4961,1671.3776,920.8762,59.578,39.4146
Energy,716.6941,617.9593,4103.1674,62.7276,68.6765
Energy,530.6586,616.0017,4499.5315,56.6312,88.1741
Energy,736.8852,1327.5338,3755.5914,48.6799,50.7129
Energy,677.1654,1152.1914,3349.2951,45.1737,52.8198
Energy,198.9819,1231.8196,975.0538,53.8437,26.619
Energy,705.8703,928.2526,3066.078,60.1998,74.9808
Energy,136.395,903.6386,3361.1788,46.495,39.6537
Energy,451.86,680.5495,2076.279,50.2519,64.625
Energy,453.1931,645.2822,494.2976,60.1712,35.3649
Energy,578.1281,2000.0,2151.3435,50.0877,78.347
Energy,608.993,811.0038,4783.3147,52.316,74.7422
Energy,260.9775,1032.1979,3918.1734,60.1825,12.5256
Energy,696.895,761.6629,1914.0798,53.9873,20.9078
Energy,243.7244,1408.5989,1199.0989,61.154,20.0042
Energy,743.9077,342.6546,2324.7843,50.7014,12.5074
Energy,756.0693,105.9678,3833.5901,64.388,14.025
Energy,546.8995,1938.8166,3557.6093,46.826,40.2301
Energy,540.4662,1079.4221,4393.9046,59.6939,79.8926
Energy,759.8573,1097.7432,1711.8922,46.1478,58.7392
Energy,282.3064,985.6523,2486.5618,61.913,19.6135
Energy,507.8323,125.8696,1529.8212,48.1709,13.6827
Energy,380.5153,1287.8197,3870.6527,55.9838,19.8029
Energy,210.8643,1113.0697,2185.9333,51.9501,42.4663
Energy,203.2302,277.6545,2125.9065,57.6769,35.8588
Energy,571.4981,1109.5396,3946.6021,45.9354,74.4799
Energy,251.6122,447.9925,3768.3718,61.3367,64.8913
Energy,524.5752,1311.414,2491.1958,59.1003,90.5301
Energy,260.6144,1275.26,1682.9435,51.7932,93.413
Energy,399.1131,576.2074,3319.6091,54.3006,11.6187
Energy,590.6155,217.2392,4752.4118,56.9646,27.6333
Energy,431.4473,1626.9183,2100.9072,57.2244,15.1848
Energy,659.8799,1334.9052,281.0865,58.3215,40.5183
Energy,470.4258,1233.2576,4187.03,47.2985,66.245
Energy,237.8145,1230.9154,1034.7842,60.8018,31.8399
Energy,704.1925,1425.6325,4453.6248,54.1156,27.2205
Energy,386.8141,465.9073,4152.7524,61.1505,42.5522
Energy,682.0247,836.9263,3328.7497,63.9602,12.8425
Energy,261.6932,485.1685,4399.1866,47.0341,98.091
Energy,518.4586,126.6169,1151.0959,52.7956,96.9613
Energy,226.2116,1815.4897,4294.4535,55.3646,21.2257
Energy,164.8901,106.0507,2682.1211,48.4197,28.3663
Energy,749.7665,129.3322,989.2416,50.1116,61.512
Energy,125.0263,660.9678,1237.293,45.5621,35.203
Energy,517.7637,595.8426,3995.7242,58.0799,11.0199
Energy,123.4829,103.173,4174.6372,55.207,13.2991
Energy,463.3745,1610.0242,4586.9008,45.3321,70.9067
Energy,178.6405,183.0331,848.0724,51.2361,28.8937
Energy,635.8952,255.3303,4569.2677,53.4695,58.7858
Energy,287.6369,158.8974,2246.9348,51.4862,35.8896
Energy,329.0392,1257.7408,5000.0,45.6195,55.1797
Energy,275.6607,318.6585,2226.925,50.2317,100.0
Energy,180.4358,1153.8876,1443.511,46.2403,74.1854
Energy,440.0929,400.93,231.287,45.3897,42.7131
Energy,421.6765,1677.2264,3225.3339,52.3451,95.9427
Energy,443.9176,303.4917,54.3478,52.7327,13.5349
Energy,501.9877,881.7572,4046.0001,63.1008,24.1707
Energy,162.6637,1165.6485,1470.1332,47.6034,56.1369
Energy,384.0107,1696.3019,3353.6661,59.2117,35.0854
Energy,481.5117,438.8161,2441.5356,50.0776,72.1546
Energy,345.3717,1196.4488,3380.3975,54.6427,14.4676
Energy,247.067,15.4439,391.3438,53.5992,38.0817
Energy,490.0029,1587.3302,1046.577,55.2262,88.7968
Energy,581.3079,1133.7305,4335.8801,59.8928,48.4913
Energy,606.9705,1888.8173,2009.9179,45.5884,26.3564
Energy,312.033,1583.396,2720.1109,52.1934,58.5792
Energy,152.7209,703.6454,2258.1561,51.6206,44.8004
Energy,699.1743,790.5734,4598.2559,47.5092,36.5649
Energy,573.3402,0.0,1037.5372,45.0,83.9082
Energy,714.7513,1721.7306,4380.5651,59.0271,88.5917
Energy,222.6475,1660.0533,486.5686,63.0385,49.1761
Energy,527.9259,1177.8122,4340.3564,50.6891,64.2726
Energy,204.6849,768.5027,4581.7448,58.4075,74.0113
Energy,693.0962,1556.2216,3824.43,65.0,75.1329
Energy,443.9894,1181.0578,1484.9048,48.7196,37.5972
Energy,455.8392,479.2774,623.4512,49.9784,68.5854
Energy,723.3924,431.9341,2550.1653,61.6405,95.9512
Energy,291.7265,1161.0425,3349.7101,45.0,13.3271
Energy,501.0547,1350.0114,4254.4388,57.2818,19.6742
Energy,199.3272,272.8589,2721.2882,54.2994,86.0619
Energy,361.1811,1743.8562,2747.7806,59.2375,63.1575
Energy,241.2906,1024.7778,4740.293,55.9987,14.2606
Energy,245.349,411.4506,180.5238,55.425,79.9436
Energy,555.8961,1129.8677,1623.8105,59.4779,23.2316
Energy,308.2091,1739.5406,2259.7768,56.1714,85.0106
Energy,263.4343,126.9224,3029.6311,65.0,52.4272
Energy,629.0923,430.1531,378.8298,58.7634,36.6272
Energy,427.19,1208.2144,4438.1333,60.797,65.0855
Energy,356.9835,0.0,1607.6812,53.13,27.3508
Energy,642.4305,307.6621,946.4401,63.4103,59.5249
Energy,403.5103,467.2508,2970.0351,54.0278,54.6243
Energy,643.5916,1718.8492,819.759,51.7674,35.618
Energy,328.8331,1100.5016,1746.279,63.7258,66.3571
Energy,735.2662,1281.0686,4264.3472,51.8395,40.9721
Energy,712.1593,44.6051,4078.9271,52.3739,86.3731
Energy,669.5521,743.7958,1405.6878,55.9893,19.4181
Energy,240.7667,828.9344,1935.3251,62.3473,80.5609
Energy,609.8633,1692.3156,2587.181,51.6446,47.9574
Energy,624.5663,408.3151,2692.5316,61.4788,36.0015
Energy,354.0735,183.5013,1566.6404,48.4805,93.2839
Energy,179.6658,1651.7396,2604.3539,48.3302,27.5369
Energy,294.5018,441.5834,3640.3966,54.251,50.6497
Energy,481.2228,1423.7338,3455.2949,50.53,52.8766
Energy,259.2142,178.0023,4913.3089,54.5816,34.8724
Energy,535.3407,1339.6271,1141.1907,45.1325,17.3178
Energy,358.0022,797.9266,3432.6187,51.1065,93.6586
Energy,256.7243,1867.5196,4773.8612,63.9127,90.1823
Energy,521.4068,362.9152,263.0086,62.1844,68.5394
Energy,174.2848,177.2701,2832.2294,45.6944,39.801
Energy,544.6589,1086.2636,4980.2546,61.5366,67.6702
Energy,745.8268,1784.0129,262.9378,53.832,100.0
Energy,572.7847,378.6821,1779.736,61.1126,89.4085
Energy,326.9108,1674.6462,391.4283,50.876,23.1274
Energy,694.051,627.0877,2990.35,56.1477,82.3507
Energy,426.0429,221.0523,4126.422,64.5979,81.8472
Energy,459.5431,1165.4944,1047.3993,51.699,92.5801
Energy,342.0853,1019.7032,1090.588,62.6091,13.2155
Energy,144.09,1759.16,2561.8254,63.457,81.4452
Energy,280.5534,187.2719,1871.7787,48.2606,59.388
Energy,630.9872,1347.1154,4148.8585,50.3489,59.6302
Energy,271.3525,1293.7197,604.2279,47.4842,38.8802
Energy,366.6206,2000.0,4457.6672,51.2684,78.1088
Energy,526.7203,622.326,3720.6968,55.4734,46.9601
Energy,289.1237,77.2639,11.7025,63.8053,43.6275
Energy,643.9472,863.5101,1397.5014,53.2856,93.6152
Energy,681.8252,921.5343,4594.2085,64.8778,49.7443
Energy,155.407,716.8646,4114.6526,52.7955,77.9776
Energy,507.3034,1309.436,2397.6808,56.5536,18.679
Energy,342.4498,524.5434,2871.6472,63.9297,77.394
Energy,486.8572,409.1286,628.1864,56.0896,73.1249
Energy,464.6068,919.705,4068.0663,53.113,57.1842
Energy,112.4426,1442.0998,383.0132,55.4027,22.9435
Energy,543.3332,1669.8189,3063.4699,56.2245,20.3183
Energy,248.5149,1316.5318,571.8861,46.7474,71.4582
Energy,490.1149,785.0951,2111.9244,53.0949,86.7635
Energy,694.9914,1462.8235,1961.6836,55.533,62.1415
Energy,238.8061,320.7948,2035.7849,60.4156,50.7426
Energy,280.4465,1513.7656,2977.6148,45.5336,57.6789
Energy,134.7974,934.0578,672.0183,61.6513,20.7599
Energy,430.3972,484.82,1238.2521,50.3111,10.9066
Energy,676.7556,1440.0229,519.5041,59.7247,86.8236
Energy,459.6937,839.0718,3309.5106,60.8513,84.7193
Energy,347.1583,1266.8985,260.4232,62.6371,80.124
Energy,717.6351,1294.4837,3358.8255,64.6148,80.4368
