Application,Altitude_m,Speed_m_s,Fuel_kg,Payload_kg,Thrust_N
Aerospace,696.7731,797.721,72246.936,47364.3043,438855.6391
Aerospace,10925.1888,689.8868,84126.0307,26920.2633,926750.3789
Aerospace,18533.4031,379.1127,61760.2757,47595.7296,394710.7729
Aerospace,12668.4352,640.2923,6035.2051,32251.4647,902246.1443
Aerospace,2476.1772,798.6077,90834.4247,5842.4949,848157.5955
Aerospace,16670.3821,621.3879,32633.1101,46529.1517,607667.7777
Aerospace,17676.1033,463.3112,60071.824,5591.7839,70228.8367
Aerospace,13005.5432,390.0944,71785.0004,41965.8857,53755.7342
Aerospace,3687.893,780.6172,73699.1579,20823.924,366743.9853
Aerospace,3319.3662,321.7953,1055.9362,9787.0741,674502.6748
Aerospace,2806.6903,677.3027,61688.9993,35504.778,498660.6524
Aerospace,15711.2308,726.5351,45724.5108,46552.2164,638795.7337
Aerospace,10583.2936,537.6925,12736.1158,3606.7507,552621.7072
Aerospace,122.7662,746.1033,68423.8117,45845.5985,112294.2666
Aerospace,6223.2838,837.2866,67063.5438,43091.2527,196573.9283
Aerospace,7895.8908,59.0406,76863.4597,9966.8549,582610.2941
Aerospace,10918.8404,535.6534,83906.369,34445.5241,336113.951
Aerospace,14832.6288,197.3602,9085.0533,25006.3825,299663.1187
Aerospace,12792.4272,779.0761,4648.0512,36590.229,89700.7334
Aerospace,10156.4283,451.0687,29821.9653,12531.7573,858310.1368
Aerospace,14396.148,885.0728,57412.131,17197.3279,316824.7234
Aerospace,14498.9966,651.3244,654.5179,17350.0701,290005.6006
Aerospace,2684.7014,107.5082,71010.5226,31477.4473,982987.1995
Aerospace,20000.0,261.7536,66746.6726,22249.1441,175106.1672
Aerospace,13808.642,369.4642,18833.4598,47417.7176,796309.3341
Aerospace,11473.2053,368.9982,15450.0266,39308.8864,603650.4839
Aerospace,1931.6574,384.0628,12628.6359,31292.2633,227485.266
Aerospace,7513.143,883.1513,96162.9338,25995.8847,321247.7939
Aerospace,10848.6004,470.0789,70693.2459,11050.6132,890971.5568
Aerospace,4282.8564,69.0351,24357.6762,21343.3891,720280.8957
Aerospace,731.672,260.8687,19201.9873,16069.4196,655722.7743
Aerospace,14822.4392,453.1067,36129.0384,43348.3942,312225.8632
Aerospace,4063.0268,352.1497,96256.8469,5594.7835,936180.9631
Aerospace,19841.221,229.3,4532.6946,34799.4542,861864.3876
Aerospace,18436.13,430.8965,35133.3868,26871.5156,149870.8586
Aerospace,0.0,889.5018,83788.0961,10414.4478,768980.7058
Aerospace,16586.7518,438.2507,80460.0377,10264.7452,770955.3271
Aerospace,9089.2359,355.0072,59251.6129,8787.5249,967144.1195
Aerospace,7009.898,409.4666,63886.7927,38390.3656,169983.8157
Aerospace,10329.3385,686.7277,70234.7478,1855.8655,149773.4356
Aerospace,11170.4202,0.0,88280.165,37185.4664,931730.0157
Aerospace,15390.8571,390.2203,6457.837,3491.4441,131036.0982
Aerospace,18856.6883,414.1985,80948.0208,242.4188,854796.9025
Aerospace,17746.3623,686.956,30702.1243,19405.2937,755784.1675
Aerospace,14323.3777,929.7202,36402.4992,2698.9957,323971.8515
Aerospace,12216.8661,305.7341,79164.4904,49510.3502,360517.5805
Aerospace,9899.1442,72.1083,28123.6709,25481.5862,97157.553
Aerospace,8392.7223,800.2861,75944.9353,7534.7711,186017.4652
Aerospace,16638.5983,469.3192,69466.3752,46272.9173,397766.6148
Aerospace,15020.8197,327.7933,93813.6416,30146.7807,748849.7914
Aerospace,2856.0543,424.5262,65096.4474,13848.7156,561190.447
Aerospace,12950.5409,694.2003,41692.9105,2338.9712,524301.5783
Aerospace,3674.944,50.8773,1575.0608,45308.7297,403242.709
Aerospace,0.0,590.029,58652.8026,49399.4912,434468.0111
Aerospace,13358.4088,463.321,22678.9084,42355.8478,605352.7632
Aerospace,11885.2142,593.5678,8824.2153,45041.3118,139870.3154
Aerospace,13975.9794,570.4378,27133.1981,34129.5895,813807.5639
Aerospace,17507.0092,157.2453,3001.2432,4599.3997,131399.1288
Aerospace,9660.748,578.5186,23524.2577,28993.3746,327610.3167
Aerospace,6069.2767,1000.0,92471.7201,24560.0691,661486.2894
Aerospace,12956.013,163.9252,12273.3035,19100.1447,745806.9463
Aerospace,516.8145,729.9485,73142.9086,18983.9329,262730.1045
Aerospace,11512.8312,881.1782,40602.7611,5605.8089,272265.8477
Aerospace,2155.1625,256.8503,13490.1015,18041.4131,559482.5968
Aerospace,15101.2325,270.6717,36954.3407,23172.956,365891.6319
Aerospace,6926.1915,312.4897,31590.6504,33476.4247,796098.1093
Aerospace,16006.8661,954.4532,12493.2534,40512.8866,780658.1781
Aerospace,9745.0929,416.8167,71389.803,22696.0391,596646.8357
Aerospace,2354.5785,798.3769,29910.3833,18600.6882,318302.8171
Aerospace,9660.5644,171.1348,31299.7418,7571.2347,249401.8776
Aerospace,8452.802,82.4491,29740.8045,25469.7303,427239.7263
Aerospace,2048.9017,392.3146,14290.4311,15441.574,606445.4443
Aerospace,16676.31,565.1334,68656.5154,22188.8505,179933.6032
Aerospace,10999.0177,706.4695,25528.4671,35535.2615,278757.8175
Aerospace,9781.5055,815.2555,6756.1652,46367.105,732468.9907
Aerospace,13040.3111,196.8264,19789.9351,46262.4822,119358.1774
Aerospace,9822.1854,827.4079,64512.4888,7893.3991,889366.1571
Aerospace,13385.5944,779.1583,77309.4587,3547.5499,475671.9171
Aerospace,18492.0727,48.4538,60611.9471,2741.6283,314733.8008
Aerospace,7248.8428,918.6315,18435.203,50000.0,74637.4128
Aerospace,14928.7095,336.5815,85042.8248,31969.8785,612008.6022
Aerospace,5391.2077,960.5339,79089.8518,31701.6526,462502.9521
Aerospace,18830.6294,535.0869,44415.9986,48391.436,430469.5814
Aerospace,18970.8735,895.9363,58918.8113,2987.272,683439.1133
Aerospace,5182.7379,650.1192,89824.7146,6813.3642,628117.0349
Aerospace,7663.1277,278.4818,44371.2838,9239.1088,812399.0433
Aerospace,2607.3224,290.7153,45745.0873,12720.3416,752803.4156
Aerospace,5576.643,624.2787,51988.2093,804.1018,116498.9563
Aerospace,3191.2193,748.8742,65645.0066,38514.4909,87715.798
Aerospace,125.77,279.6991,27711.94,39310.8069,37247.5478
Aerospace,8832.4236,583.2248,17970.4742,26593.3304,68326.7158
Aerospace,5345.8412,541.0934,24167.8222,20207.4876,501907.6574
Aerospace,18712.9366,761.8437,81182.5691,31062.4524,0.0
Aerospace,13276.125,560.1352,51908.1987,2558.897,759873.0152
Aerospace,6480.9341,524.4042,73538.8576,5007.7371,657560.6403
Aerospace,16724.2749,505.0431,25694.6893,40545.891,441753.0803
Aerospace,6957.7105,538.2748,70596.9636,46521.2879,19792.2752
Aerospace,14097.4738,483.8674,20237.3799,1622.3681,518534.2685
Aerospace,17542.4568,333.978,55179.5376,12637.9174,407248.2185
Aerospace,1946.3718,377.1305,89986.5198,45680.3337,658229.1749
Aerospace,11554.0026,38.541,98466.1382,45346.4789,410170.8379
Aerospace,11568.8854,660.2418,10918.208,18528.3183,126704.2714
Aerospace,17169.6701,898.5793,73686.8252,20154.069,681764.5917
Aerospace,17158.0171,772.4633,33884.9198,12125.2381,361815.618
Aerospace,6834.8478,694.1962,81277.975,20934.2614,591835.4298
Aerospace,1219.9043,791.1748,27815.2671,12401.9011,28876.0745
Aerospace,13139.1195,639.6002,13350.38,4598.1648,968787.1614
Aerospace,2243.1272,444.3271,57147.3502,28717.3411,742857.6879
Aerospace,6186.3811,672.6497,42381.5082,34445.9096,443517.3462
Aerospace,3642.382,69.9963,29502.2707,42355.2071,664768.2303
Aerospace,10761.0858,566.0661,12693.6801,29664.153,139710.2153
Aerospace,17333.6078,857.4403,69827.165,19033.9271,7529.6879
Aerospace,2767.1825,822.6106,54466.2623,26239.4359,394064.9985
Aerospace,17278.7416,936.316,65554.9534,12361.6072,691079.4901
Aerospace,2452.9063,934.7083,36123.0043,40381.417,488413.3055
Aerospace,5965.3893,146.77,100000.0,7779.1513,333041.0327
Aerospace,11873.4642,152.9731,61114.1128,40815.6209,22702.816
Aerospace,5392.2499,386.2447,69035.08,909.682,171550.3249
Aerospace,9246.8486,990.7911,47385.3353,9976.7146,612078.832
Aerospace,12320.5223,246.2059,99908.888,3135.0598,583843.335
Aerospace,15440.0426,535.3331,9875.8948,11378.3476,0.0
Aerospace,3258.9437,451.3843,81489.1838,46422.3494,815444.6829
Aerospace,18098.2563,77.6788,90403.0387,948.7187,545319.802
Aerospace,4136.5016,907.7998,60547.1292,23254.6186,6808.2565
Aerospace,3589.8325,820.8027,78838.3111,25688.5233,584878.8929
Aerospace,1096.072,219.4288,58927.8688,25313.12,739180.5619
Aerospace,319.9786,335.8167,13867.8747,26148.7698,944286.6892
Aerospace,5843.2959,575.9391,70129.6085,41027.9475,701069.5633
Aerospace,16756.0828,481.2589,25895.5141,27923.4634,116474.4682
Aerospace,6806.8204,163.0201,78724.7829,30074.7008,200126.827
Aerospace,16884.3622,500.1216,42949.1916,24920.2572,922241.9641
Aerospace,1295.6776,373.369,83435.8124,2308.9412,411054.9624
Aerospace,12816.0586,604.0656,17224.61,12171.6831,169207.7131
Aerospace,16123.2611,169.3871,87079.7942,13627.8409,63409.4941
Aerospace,5042.4271,710.393,53845.505,9284.7687,29291.7028
Aerospace,9456.3448,807.2253,59835.1337,12796.4664,647017.5442
Aerospace,12262.5602,965.3364,54045.683,1996.557,171204.6341
Aerospace,7206.3572,207.6544,24382.7291,829.1264,906406.9883
Aerospace,7571.8961,989.6784,81002.4438,49978.9897,390932.6307
Aerospace,19172.756,568.1695,17033.2951,28643.588,660584.8709
Aerospace,18992.1192,602.5678,5561.9178,24261.7222,148992.6134
Aerospace,12540.8341,866.9678,58051.5873,9690.7869,90779.5448
Aerospace,15052.1748,631.5278,14697.9516,48845.8191,36185.5101
Aerospace,4560.5214,672.2852,93834.206,4826.2087,614466.8467
Aerospace,10025.6941,426.0702,70807.8353,39915.124,98657.8362
Aerospace,13482.3403,734.8805,44849.0092,43459.2495,15853.3042
Aerospace,13782.9424,39.3896,80749.2538,27674.7625,942700.995
Aerospace,20000.0,155.6201,11933.6651,24557.9661,963175.5972
Aerospace,18222.7714,1000.0,15199.315,23141.1268,550558.1797
Aerospace,9989.553,508.1518,39633.9535,44295.3566,32957.7018
Aerospace,800.9805,741.8478,45304.9484,48027.2881,697623.6786
Aerospace,6075.0655,382.9689,12448.0714,48944.631,257996.2413
Aerospace,12245.3862,397.5085,29478.0593,2310.4189,108390.7187
Aerospace,1048.8291,196.5555,82816.9768,49048.0694,413663.7643
Aerospace,18663.1244,646.6643,54544.2343,42506.2285,734495.4527
Aerospace,11942.8636,671.5231,61012.9671,7959.2153,384748.2073
Aerospace,4454.3476,844.6869,18882.5449,15863.004,201887.6194
Aerospace,15282.2139,530.0815,71841.6696,40193.2496,1000000.0
Aerospace,4423.9067,380.037,43819.5295,7679.3764,328023.0664
Aerospace,12643.8404,471.5531,21970.6287,17154.9839,617938.0372
Aerospace,19685.8972,90.1115,20399.4539,13113.0088,341499.6409
Aerospace,5595.8237,668.6188,52909.4928,6427.9025,760801.4833
Aerospace,746.9292,580.3174,61700.4082,30603.8783,120773.7858
Aerospace,18100.1769,0.0,23257.3136,18282.0195,930034.6141
Aerospace,1852.5311,606.733,88239.1559,3651.9132,608403.1325
Aerospace,17231.8476,597.4172,52987.5357,21099.4473,447211.0491
Aerospace,4836.6105,828.3532,54737.1712,43364.022,164432.9729
Aerospace,13762.5306,945.6522,31682.2804,33615.514,834320.6371
Aerospace,0.0,835.7367,41128.5381,6709.1123,707572.769
Aerospace,11129.3133,743.4953,19917.4753,29286.9088,681243.1422
Aerospace,1206.5179,157.7906,25499.7552,556.5455,538489.3187
Aerospace,18851.8494,330.3255,93795.9177,1721.1003,809732.902
Aerospace,16020.3215,815.278,53564.3756,5974.3143,783241.2965
Aerospace,3601.1898,265.0916,89294.9108,40572.8588,634965.1989
Aerospace,2141.1933,264.801,52964.6265,10378.0039,761165.9486
Aerospace,16612.3728,904.5531,6166.7128,21866.651,451500.3863
Aerospace,3007.1503,275.0105,32150.5116,5266.5799,847788.8192
Aerospace,1011.3549,18.3732,70581.7062,35926.4423,596014.1787
Aerospace,5942.6138,666.7155,91981.9865,44806.1088,271681.825
Aerospace,3331.7917,944.3524,90331.565,45026.4333,66672.1244
Aerospace,11416.9332,306.0643,69706.7458,11978.944,944855.0829
Aerospace,2169.6278,412.8372,8847.4644,11492.2288,953819.4089
Aerospace,2525.029,227.3226,89063.0417,48788.6346,384809.6807
Aerospace,15727.442,35.3792,43136.3883,36267.0342,651008.3104
Aerospace,18720.9308,478.6799,80254.0914,1941.8293,109735.4622
Aerospace,9185.0075,177.7646,41265.6665,24999.7744,27956.5798
Aerospace,15092.3898,484.0408,70630.6354,30597.1617,999576.9015
Aerospace,11435.9819,391.4828,5773.6853,9591.7949,1000000.0
Aerospace,7115.2478,435.6383,59438.4648,15118.0779,358839.6363
Aerospace,16309.7014,784.0954,32658.7333,48317.634,531210.8834
Aerospace,422.3687,247.6037,12250.1208,42450.9062,140079.4187
Aerospace,11362.5725,829.9331,21589.5238,0.0,373865.7792
Aerospace,13244.4697,221.2433,50471.9518,28397.5646,728153.1011
Aerospace,6691.7403,839.414,45885.7937,19839.5981,97761.9662
Aerospace,11445.2246,981.7403,64336.1078,27800.2342,507061.6691
Aerospace,13072.0621,598.096,13545.9145,40604.6699,873596.1355
Aerospace,2793.961,447.0433,58423.1298,4437.3054,773401.2476
Aerospace,11250.5976,0.0,61933.2592,38040.0171,204822.2746
Aerospace,14224.4611,730.3642,99344.68,38245.4468,324956.65
Aerospace,8655.3854,568.4863,53217.4783,30232.4691,763345.3903
Aerospace,3374.9035,519.2136,64085.5243,17825.6118,300153.4473
Aerospace,13051.5212,139.2275,76316.8768,22669.3482,497529.2413
Aerospace,8850.5446,119.4315,6563.4841,22839.2473,354467.2028
Aerospace,4481.5857,954.3824,94667.4084,9224.1667,496325.0237
Aerospace,13527.0848,675.9512,72592.8978,17431.6616,192576.4729
Aerospace,13802.6102,215.0656,39500.4155,35251.2037,898815.0557
Aerospace,5952.8208,574.1813,61783.9445,7646.8118,878399.0733
Aerospace,11106.1703,678.285,31738.0541,34770.4494,370664.9218
Aerospace,17044.5575,667.7155,96088.8001,43907.3197,127328.79
Aerospace,18773.1581,31.5469,42546.366,29776.166,521636.5486
Aerospace,11555.8238,969.7541,38950.5088,29910.2264,666357.7008
Aerospace,4816.8506,490.477,5233.0515,35031.2864,88242.8059
Aerospace,16079.8197,766.3346,80394.3907,19483.2986,255023.7424
Aerospace,954.5842,706.938,53292.1789,46826.6714,910148.7666
Aerospace,5996.1381,975.8075,52071.2122,32209.4493,889941.7539
Aerospace,7842.6563,305.1468,60374.041,46813.8653,201157.2577
Aerospace,1549.3627,690.7723,93607.2064,33896.102,32033.5006
Aerospace,16221.1226,36.5913,93501.414,12860.4658,22979.7347
Aerospace,11194.9862,66.0369,56096.1452,5033.8099,965903.2986
Aerospace,8660.8391,695.2944,84542.2082,5363.5112,722919.2148
Aerospace,1965.176,359.3441,90698.6102,4926.6665,106883.2388
Aerospace,16777.8981,199.2326,0.0,7675.0446,0.0
Aerospace,19862.6509,543.5744,60158.9668,20074.1614,648525.7486
Aerospace,8558.5839,626.0064,13708.1393,42313.938,838986.0968
Aerospace,16026.8526,14.675,76071.1643,12790.1777,33739.0725
Aerospace,10691.0945,951.414,28357.6005,29948.5796,758352.2734
Aerospace,7893.1486,415.0002,23397.3491,34290.0088,326815.905
Aerospace,8829.4931,171.707,62801.208,34259.8624,303504.2673
Aerospace,15201.3937,80.1451,99634.7676,49923.1056,57497.2486
Aerospace,12768.7264,213.5409,12316.4596,10229.8815,310514.5591
Aerospace,17882.5494,740.7386,82056.1657,25225.3681,992644.4696
Aerospace,14487.891,977.0566,57922.1679,10420.7881,1000000.0
Aerospace,5532.2819,174.9719,5428.4431,40569.7572,429722.2516
Aerospace,8433.621,970.8203,22787.3585,7713.0568,715042.2475
Aerospace,16949.994,298.4499,61379.3228,14605.0613,955660.3186
Aerospace,4742.2958,602.9137,40956.1067,43225.1904,819202.1075
Aerospace,15985.2217,962.3836,27345.5684,20264.1578,579123.2647
Aerospace,16029.3946,402.2455,26949.9021,14848.0198,463814.2078
Aerospace,15993.7426,252.3224,26761.0328,17209.455,310633.5256
Aerospace,3471.527,304.4399,59184.8115,19968.7947,224959.8919
Aerospace,9645.6738,908.895,73161.2697,12595.6094,974593.0895
Aerospace,18506.6914,947.1959,45289.109,24457.1141,417645.6089
Aerospace,2231.227,305.5923,60888.8601,8970.4932,952204.8929
Aerospace,18663.3661,760.2854,85240.585,50000.0,813965.9803
Aerospace,13486.9995,526.9326,95806.1957,26227.777,817168.4085
Aerospace,13971.7929,108.9478,12037.2879,42719.9618,905473.5275
Aerospace,5734.0229,902.9978,7200.4027,13725.6405,893066.0172
Aerospace,5926.9689,351.8103,7100.9182,42834.875,919592.394
Aerospace,1654.1098,664.5904,61580.3685,17371.2519,741654.2678
Aerospace,12432.143,910.8356,3332.3984,7514.2956,868116.3821
Aerospace,4446.3839,970.6651,35080.3592,28074.5982,738916.3139
Aerospace,9970.43,783.3207,86129.755,44640.8476,166413.1633
Aerospace,11986.3186,834.0781,12891.3169,24868.7888,780565.6401
Aerospace,6285.9014,167.8166,87380.4908,38726.1865,909184.4936
Aerospace,1990.3543,451.2118,44400.3172,24174.641,17466.0037
Aerospace,19022.0103,81.6857,64525.7645,44501.3704,147220.7795
Aerospace,12661.5271,604.81,95400.8312,15347.094,755246.7691
Aerospace,649.3103,533.4643,27629.1915,44361.1331,169712.3614
Aerospace,348.4488,480.7559,94924.7787,12726.1025,35003.3833
Aerospace,14196.6157,337.5749,92604.0505,32332.4105,75798.1075
Aerospace,14784.8309,485.705,83644.8464,20823.951,657190.689
Aerospace,16779.2217,689.0808,1679.4349,35831.7325,631184.9914
Aerospace,3937.8198,138.5306,65847.6762,45757.46,852081.4275
Aerospace,8440.8277,827.8544,81411.3737,910.5934,316206.1471
Aerospace,6526.8793,308.2145,38870.6054,14124.2079,723451.9065
Aerospace,8974.0363,573.709,97504.6055,40651.6671,185265.2982
Aerospace,956.3383,552.3892,19260.2022,17161.4544,477880.2803
Aerospace,11424.4397,318.845,82383.2075,13267.113,540364.4331
Aerospace,7046.4792,678.8185,59748.2179,8633.0862,177909.0226
Aerospace,13153.573,735.3981,46099.3294,36556.3794,846498.4687
Aerospace,4500.0616,736.1346,79268.6361,17229.1369,1000000.0
Aerospace,11528.6104,213.7642,20485.0971,46700.4798,914839.6669
Aerospace,11012.2129,537.5924,20489.1315,39478.7159,759035.3517
Aerospace,12090.3633,588.7305,43770.4724,23567.8931,160560.082
Aerospace,6797.9329,175.5902,68515.1422,8259.8402,918951.9635
Aerospace,16954.514,275.2043,67035.1485,3216.0326,45525.6506
Aerospace,4862.2809,142.6168,8095.8125,11890.6962,462182.3838
Aerospace,2584.7833,173.1328,35695.2035,48091.6761,228367.0502
Aerospace,6291.2015,122.2661,3665.0594,46554.6882,964657.845
Aerospace,20000.0,490.0793,64365.5249,48250.2053,545609.3323
Aerospace,11143.7222,965.3497,39589.3336,15441.8025,248195.8542
Aerospace,8232.1867,87.1755,61059.6683,29689.1244,104020.2788
Aerospace,11791.1893,358.2708,13170.7858,38028.6987,408343.7242
Aerospace,2628.2987,464.2593,71763.4963,9174.6299,615652.5306
Aerospace,9136.921,116.7447,51520.1933,16112.3514,741589.6238
Aerospace,16498.608,654.8016,83763.2834,28787.5772,898429.4368
Aerospace,3582.8336,97.1683,75930.1132,1336.5665,946388.655
Aerospace,16009.2801,708.0691,96508.0791,28497.3108,203940.0574
Aerospace,2924.175,145.5114,31398.7426,3050.1412,200310.1286
Aerospace,14758.7836,165.774,82904.9332,18898.8793,896566.2706
Aerospace,1257.1057,138.7618,80028.8906,39882.5658,648030.2423
Aerospace,8370.9429,197.2627,7509.2404,22082.212,349494.272
Aerospace,14072.9229,253.7768,64632.7999,50000.0,279161.3177
Aerospace,7205.0514,863.8645,17342.5558,37503.768,166425.0897
Aerospace,6078.9849,552.874,65533.2222,29973.0228,642821.0937
Aerospace,9106.5377,491.6566,91843.0634,13132.1064,197436.6218
Aerospace,9625.3544,656.1249,17977.9216,3408.2912,753191.2597
Aerospace,1130.4379,26.158,21051.225,46721.178,401589.4323
Aerospace,2905.2162,593.238,52986.5101,839.6369,959290.1841
Aerospace,10636.5663,41.9032,17314.899,33335.1455,456669.4865
Aerospace,9880.1639,553.1624,64114.1483,21061.4246,909454.5547
Aerospace,9105.5176,711.8676,27626.496,46151.3324,294636.3509
Aerospace,8500.3497,0.0,77301.1898,20093.6037,191547.4883
Aerospace,1038.0841,81.9541,73779.1152,28050.1896,880575.9593
Aerospace,1219.6384,209.2239,56303.4369,34571.6628,220963.994
Aerospace,17854.7066,740.136,48277.9676,25741.0269,203825.2382
Aerospace,8117.3859,806.4042,77541.1778,35671.3938,381389.9423
Aerospace,7437.5664,702.6625,4831.1453,1040.2757,335198.7393
Aerospace,732.2132,108.0377,52805.2891,36921.9397,539178.4757
Aerospace,1966.8964,596.1557,100000.0,35704.6863,384707.6801
Aerospace,4303.0955,323.1589,64155.8921,30641.3978,627040.3936
Aerospace,14214.7772,77.3294,6741.4608,5444.0901,863275.4585
Aerospace,18628.2528,485.4135,53144.5311,11339.5884,336645.4991
Aerospace,12219.6823,914.4519,24562.7407,40543.8219,120645.9648
Aerospace,12432.8705,247.2581,76908.8544,34850.5363,158845.7352
Aerospace,9396.3827,597.691,43032.6962,2934.4278,0.0
Aerospace,2875.6392,610.6117,83443.1795,7204.5778,103803.0971
Aerospace,7390.3475,885.0083,6735.5292,5043.5177,803097.868
Aerospace,18699.5338,535.4645,26182.3281,16174.2712,872320.6474
Aerospace,8356.1656,173.6936,80106.3413,1493.7574,603675.8464
Aerospace,5275.6708,38.2427,21112.2244,23063.8916,709992.8459
Aerospace,2533.8508,513.522,47727.0673,10071.8119,563210.9541
Aerospace,9379.8823,411.2476,77963.9631,5383.5544,869259.8981
Aerospace,18278.3992,326.729,13793.8222,25966.0216,455188.3931
Aerospace,17261.9136,956.1248,12626.3008,8433.4147,341342.5278
Aerospace,5973.8848,980.0821,43936.7144,33316.69,103934.9675
Aerospace,11215.5967,645.2817,56399.9932,15688.8043,661370.592
Aerospace,7853.1093,661.6258,18322.052,27162.0278,850198.8026
Aerospace,3969.2303,306.2735,78694.5871,32887.1016,491619.4452
Aerospace,18825.0033,69.609,64441.2876,34119.1066,926098.4397
Aerospace,11033.6421,290.1533,67956.2185,3239.386,447081.1373
Aerospace,7824.6036,186.0359,46633.2522,27115.0082,380541.5823
Aerospace,3255.8917,967.7501,84204.4072,27305.146,45666.4547
Aerospace,19759.3202,471.4579,11978.2571,45573.8059,486111.7944
Aerospace,5610.2493,18.8958,43915.6655,21768.5625,311108.2836
Aerospace,14214.3363,215.2577,24356.7684,23962.3484,392493.8979
Aerospace,19234.7323,775.7019,81671.2351,20122.436,76314.9524
Aerospace,5171.4114,420.9948,85123.2309,3712.578,483393.3371
Aerospace,5014.5339,954.1031,12948.9551,46443.8554,861668.0117
Aerospace,16578.0381,733.8972,33315.2927,17086.86,289157.6504
Aerospace,14615.9145,671.6393,36207.8279,36331.8129,707964.543
Aerospace,10048.8727,878.1095,35176.4606,36430.8416,520372.9611
Aerospace,16897.8861,480.1381,53381.242,40004.2444,8589.7263
Aerospace,12285.7683,639.6837,46360.2249,17863.5095,180738.7221
Aerospace,5879.3378,674.2429,93039.0213,36250.8016,62212.2044
Aerospace,10084.4935,178.4735,26255.4433,24076.5304,41607.3391
Aerospace,9152.8603,112.24,89469.493,21148.4388,95770.0264
Aerospace,5948.8814,286.6288,31642.3446,20325.9875,143686.8951
Aerospace,15369.345,454.864,45493.9342,12710.556,174503.6087
Aerospace,10578.984,102.0507,40653.7773,10314.9639,520987.9731
Aerospace,7039.9795,350.6386,67320.5563,5306.4934,682010.4295
Aerospace,17026.0999,166.4417,34363.6152,48489.216,234361.4387
Aerospace,11008.3076,234.5046,53477.6228,11546.5327,409342.628
Aerospace,2448.8199,258.9008,8011.364,33479.6472,853105.8985
Aerospace,16015.9086,530.5639,72357.6777,42949.6238,563870.2425
Aerospace,13958.8203,166.2269,40148.0493,34991.8848,934308.1173
Aerospace,19368.1303,208.3583,69244.0566,18713.8287,0.0
Aerospace,15346.0602,865.9601,72150.5862,40474.5576,137122.3814
Aerospace,10620.0492,522.5257,65995.5566,4564.6471,661300.7315
Aerospace,17730.5046,526.3919,82303.6421,46807.5142,388869.4546
Aerospace,7076.9482,724.6954,92684.424,49547.8266,133339.6702
Aerospace,15249.7002,159.2692,34195.8423,41597.205,368845.6635
Aerospace,984.6818,293.2445,35871.3374,7031.372,215444.3133
Aerospace,3517.3942,436.1128,45568.1856,26609.2212,61518.6778
Aerospace,11602.3109,820.138,72451.8994,19613.7661,71362.4784
Aerospace,13607.6344,123.5411,83045.0977,30865.1094,24769.6477
Aerospace,8645.1544,964.4266,48650.3057,22265.283,811687.8858
Aerospace,13450.4858,359.4906,80871.1251,36234.8342,768855.2422
Aerospace,20000.0,965.2854,71014.682,15188.4541,946070.4675
Aerospace,12698.1312,546.0864,22707.898,44338.3798,548830.8393
Aerospace,15878.9977,403.7409,81311.6601,34765.1881,990962.5451
Aerospace,4207.1261,586.3772,65449.6748,5368.7507,287994.1366
Aerospace,10060.868,345.6723,78848.9809,37852.9334,222388.9327
Aerospace,17724.9864,269.0954,5904.9452,21497.0223,72295.2725
Aerospace,16661.2846,470.783,29180.0757,12720.5708,232340.3122
Aerospace,3467.1421,238.0825,89966.9723,13145.3627,181516.7772
Aerospace,18078.5656,973.1624,41125.1859,1641.4968,299257.9358
Aerospace,11453.128,418.8603,97252.6411,14342.545,329054.2889
Aerospace,10689.2861,339.6777,62600.8117,19880.7215,466057.2734
Aerospace,12298.231,411.3788,26510.5773,33869.8799,439914.9505
Aerospace,13688.4606,422.2872,8202.7159,27438.4293,834947.2469
Aerospace,2966.8188,630.8437,77765.6053,30018.9496,720551.0318
Aerospace,5913.397,384.3932,63194.6405,4657.847,589780.2482
Aerospace,4065.7758,466.8189,3381.7616,6152.1041,913751.2236
Aerospace,5929.8104,538.9813,19210.8971,30400.7811,594545.7579
Aerospace,15594.7905,425.1,17454.6288,33113.2284,469165.5745
Aerospace,13735.8947,237.9544,98008.2737,37098.1371,654697.4201
Aerospace,18305.6394,31.7442,90445.1079,47982.3155,756225.345
Aerospace,18385.4418,438.4734,7964.2577,2050.0114,768677.3878
Aerospace,18974.1781,770.41,76138.8536,22251.0724,989459.4235
Aerospace,17811.3973,329.318,66816.8877,36331.1524,332036.2787
Aerospace,4667.7301,482.0555,47599.2553,45550.0595,692171.1501
Aerospace,3941.1354,337.8015,78191.489,32321.0837,282016.9111
Aerospace,4245.4575,657.5934,47541.0642,39080.5849,491508.5897
Aerospace,10057.8339,300.2078,92279.9519,22369.6189,474705.8887
Aerospace,18923.1724,170.9749,6957.0853,47859.0454,698224.9352
Aerospace,14539.0364,323.522,82528.9392,27106.8575,315046.9718
Aerospace,19293.254,916.5622,10372.9419,17868.1853,76617.5154
Aerospace,10637.8954,115.661,91491.4562,6155.4076,355652.0261
Aerospace,15562.5593,568.5168,39103.6941,40017.7513,676859.1683
Aerospace,17164.8178,684.7022,52328.6754,25532.7733,193011.7894
Aerospace,5503.1788,316.8092,11321.2348,4678.7327,404848.5421
Aerospace,4292.9596,846.651,51841.9405,37006.9679,772625.4329
Aerospace,2930.9351,650.0719,87940.2814,5624.5991,914026.2545
Aerospace,155.0928,197.8729,57182.6657,15330.4822,596828.503
Aerospace,9461.4283,263.5656,39860.9741,12764.2846,952062.9184
