Application,Ore_Quality_pct,Depth_m,Pressure_bar,Temperature_C,Output_tonnes
Mining,47.3006,1904.4505,78.1505,-10.6744,8440.0541
Mining,83.5373,270.4866,97.0612,143.7526,478.5284
Mining,76.936,227.4381,330.272,139.4856,3192.1838
Mining,95.8635,333.0555,335.4944,110.2606,5530.3061
Mining,94.7154,1152.6122,431.0053,126.8535,8931.2522
Mining,86.0757,1243.4257,121.004,144.6077,7867.9829
Mining,30.7317,68.8978,273.2143,79.1733,3930.7714
Mining,18.2805,1928.215,6.524,84.3822,4222.3768
Mining,21.9069,1576.5124,191.3459,185.2572,1414.2639
Mining,34.2828,437.7316,118.3627,-13.396,7026.984
Mining,0.0,1284.4839,422.7605,195.3277,2776.5143
Mining,77.4978,1250.2229,188.5473,134.8396,863.0689
Mining,48.4307,1298.994,69.1767,75.925,7780.8792
Mining,96.1904,1864.2997,10.759,61.3168,1250.9844
Mining,35.2015,174.2822,101.9751,99.2327,7168.0755
Mining,63.1774,1481.8701,351.012,140.4163,1368.8734
Mining,67.3957,1946.1555,26.1085,36.76,2752.5812
Mining,20.8519,1810.9953,427.289,-6.1857,6379.2504
Mining,0.5335,776.5821,37.1806,19.7431,5756.4968
Mining,3.1776,1331.1911,347.883,163.8509,4885.4066
Mining,41.5503,634.2554,169.5613,27.6266,7720.4498
Mining,63.1699,1321.63,141.8238,174.7404,7467.3363
Mining,5.138,1032.2824,188.1214,39.4443,9738.2384
Mining,56.8018,1705.5816,120.8175,177.054,1344.6644
Mining,39.3666,1518.3539,269.3076,93.3166,8180.5283
Mining,24.5056,1.0,422.1005,58.3288,1651.6623
Mining,53.1378,1965.7585,472.2688,91.8938,924.1527
Mining,6.5892,762.0656,286.8231,186.0022,245.9238
Mining,54.5395,282.1586,12.2198,162.2936,6549.6235
Mining,26.2127,1770.8104,366.3639,48.9515,7528.0098
Mining,28.1722,1331.5995,124.7199,64.6671,1639.9421
Mining,85.7701,1396.5294,266.2006,198.9856,8310.7427
Mining,52.8986,304.6043,0.1,17.0362,1359.703
Mining,53.6585,1510.1084,265.0641,76.7932,2175.8871
Mining,46.6449,1474.9967,335.5625,153.8098,3173.6819
Mining,66.9934,2000.0,33.982,64.144,10000.0
Mining,61.247,1292.6722,314.2249,0.6495,6107.8544
Mining,94.6656,196.5647,142.9696,57.6554,3198.0014
Mining,92.6134,719.0856,131.4997,158.9296,4028.0182
Mining,20.0756,202.8114,151.8166,105.3817,7032.5256
Mining,61.5391,1016.0826,355.6851,90.7465,1951.9209
Mining,4.6895,449.1955,38.6723,-20.0,1971.7945
Mining,29.9973,135.2409,157.9693,139.2372,2827.5801
Mining,11.3491,1022.7647,196.1134,148.4946,5980.6989
Mining,77.2865,805.6915,118.7726,14.7878,2850.1457
Mining,20.7139,239.586,220.9689,106.8889,5714.2581
Mining,58.3773,1815.1125,262.0886,171.7511,6371.1476
Mining,11.5663,815.0453,466.4946,101.558,5157.023
Mining,8.731,1392.6137,135.8132,73.4477,8143.6927
Mining,2.2628,39.9284,276.1607,3.7718,6373.2489
Mining,11.984,240.1331,159.4378,197.8394,2131.4606
Mining,98.1868,1502.4102,249.4045,106.4184,9821.599
Mining,76.8456,501.2495,39.6845,37.101,4844.8495
Mining,18.2915,1282.2569,257.8122,147.5894,438.1406
Mining,97.5327,1648.6215,239.6956,77.2141,1944.2069
Mining,71.1036,1713.1885,299.0742,36.5863,6784.7472
Mining,2.7683,1499.1901,136.278,156.4747,1042.5116
Mining,62.0437,1458.6815,263.6302,185.8133,4333.5053
Mining,0.0,105.6418,456.716,148.7872,2132.9107
Mining,79.202,1542.775,70.5257,149.4009,4854.7334
Mining,28.3957,326.1157,498.7701,-8.7339,0.0
Mining,64.8276,1435.9505,122.8441,-17.4674,1382.013
Mining,5.4336,1190.1404,144.4986,113.8522,8767.7882
Mining,30.5287,242.2759,483.0663,21.7752,1478.7372
Mining,17.024,938.6305,155.9696,168.343,3752.2208
Mining,33.6762,1541.7599,191.3097,-12.489,2087.2875
Mining,80.8058,784.4994,324.0961,47.7544,0.0
Mining,93.1112,1817.7647,238.0488,57.6401,356.2834
Mining,92.4979,1316.8247,220.8448,141.5063,8047.4898
Mining,82.3897,262.3497,233.2059,146.6864,7067.5243
Mining,47.2807,364.4469,346.7495,86.2798,4460.767
Mining,39.6181,595.9564,373.9973,14.2847,8626.7139
Mining,62.5101,1684.032,48.4781,71.8918,1156.942
Mining,7.3283,1573.6252,165.142,178.4967,534.9229
Mining,88.3458,1287.4727,51.05,11.2032,7831.5947
Mining,53.5143,1471.2204,479.1512,2.1806,297.0757
Mining,99.2063,1631.3865,405.2447,188.39,1548.8911
Mining,15.6802,1426.1254,255.5071,26.4362,3486.2989
Mining,56.7352,990.6555,349.2776,147.8116,1860.1208
Mining,95.8578,667.8018,100.5872,78.2128,6495.8062
Mining,27.3363,1716.819,461.7301,157.7962,4723.2848
Mining,64.8031,1197.6422,27.2155,157.6011,7755.7976
Mining,52.8767,833.3036,447.3508,5.6543,5054.8489
Mining,94.8936,773.9834,323.3462,161.0292,2192.7418
Mining,69.2136,815.8568,420.2709,13.3741,1590.6963
Mining,73.9403,495.5258,116.0322,51.166,4121.9143
Mining,42.279,407.8081,318.0855,32.3304,5416.5783
Mining,37.8086,1138.1397,310.1265,130.5875,7108.0631
Mining,18.6191,32.1962,7.9296,159.0945,2664.6411
Mining,26.2548,120.2933,32.284,153.6873,3329.3503
Mining,33.2331,1756.6598,444.5361,25.0087,8272.9616
Mining,26.6964,450.9901,58.4544,42.6266,6997.9727
Mining,61.03,129.5207,9.2376,17.9561,7538.4171
Mining,23.4907,1959.0325,308.3518,95.6911,8197.1337
Mining,15.1314,369.3872,322.1984,103.1615,765.0775
Mining,80.3527,972.5792,222.5083,108.545,0.0
Mining,42.5754,1580.344,43.0411,89.6378,7754.9818
Mining,59.2096,1405.924,457.8371,171.2814,5369.1867
Mining,61.0678,658.9036,347.5767,56.5493,5801.5541
Mining,89.1504,224.6067,61.164,68.9966,8472.8275
Mining,57.6465,1165.7243,319.1234,115.3935,9442.1947
Mining,29.0766,889.946,387.7156,54.6045,8617.1364
Mining,96.8952,121.6421,139.4252,61.6682,2360.6594
Mining,10.9893,959.1838,166.6956,118.9921,5315.6418
Mining,86.248,290.3258,353.5491,102.8913,2579.403
Mining,70.8114,1152.6147,13.4951,93.0987,3721.262
Mining,15.7403,2000.0,387.5883,-4.9156,3031.9749
Mining,32.343,115.4954,99.4249,131.0601,4749.5043
Mining,95.4125,1254.6755,61.4963,166.8137,5399.4926
Mining,70.5671,1894.3833,89.4261,194.5379,4956.9009
Mining,83.96,634.5324,104.4755,178.9417,383.8059
Mining,23.6571,1224.6817,431.2993,-9.124,3767.0739
Mining,15.2805,1965.1992,380.6101,191.6661,3213.5442
Mining,95.9827,1176.3558,178.009,-5.7095,4171.4507
Mining,53.243,1688.8156,106.3435,150.0171,4376.642
Mining,14.0498,2000.0,195.5901,0.9646,9496.2534
Mining,56.3845,1860.7721,90.9123,8.3508,1823.5548
Mining,75.8138,1845.3787,479.3593,34.0182,9525.7034
Mining,19.9895,1497.6974,432.5118,93.6015,5939.6511
Mining,10.0806,832.5321,274.311,53.8051,9703.1229
Mining,85.2471,1073.1058,473.0405,146.0535,2367.1974
Mining,62.4047,234.658,425.1366,137.0477,4878.8518
Mining,6.194,491.1323,223.1457,109.7454,6894.601
Mining,20.6204,498.3848,67.8912,42.3273,5885.835
Mining,55.8787,878.7326,419.8658,-3.4036,1669.4957
Mining,95.7293,1461.614,108.1164,116.3964,3350.5745
Mining,20.4098,295.8649,74.925,-4.287,3571.5061
Mining,21.2966,1252.5266,66.0927,87.4007,6340.772
Mining,54.0187,1818.9052,111.1208,82.5652,7682.497
Mining,89.8396,606.412,235.2813,183.168,6411.4957
Mining,97.7464,732.1723,428.713,150.8109,3095.0407
Mining,0.5438,311.5945,143.5874,151.2353,6524.9192
Mining,64.4957,1270.3795,14.3777,-12.5012,0.0
Mining,10.3498,1019.3609,243.565,141.5952,5506.3512
Mining,28.0489,1532.3048,219.4724,44.8188,5219.2482
Mining,0.9231,1939.3939,105.2188,42.3181,1657.5472
Mining,37.2856,1477.2349,37.4381,-3.2637,6682.1554
Mining,58.0137,397.1454,190.6067,-1.0139,8574.9694
Mining,0.5115,1495.5195,281.0347,61.7078,5508.3684
Mining,46.8067,1656.8848,431.5478,194.7173,5238.4736
Mining,31.6013,1465.433,222.6626,66.0807,1989.1246
Mining,4.5264,1932.9983,214.73,5.3161,9075.4421
Mining,51.1751,373.9517,232.2512,103.4752,8712.3585
Mining,80.0055,612.8962,374.2538,144.2839,4584.1955
Mining,90.8438,660.6254,487.8009,144.9142,1233.4922
Mining,71.2931,1326.9642,471.4014,180.3845,9655.6535
Mining,76.1971,1501.151,400.6218,95.8259,5320.6584
Mining,73.2194,662.0749,233.7429,172.8255,2084.3454
Mining,25.9083,1945.8617,144.3208,-14.0979,5188.0021
Mining,38.7081,1673.3707,418.795,177.0885,3448.5503
Mining,40.7464,801.4203,370.5809,29.9609,7105.5709
Mining,25.3269,226.2743,299.9389,13.8864,5287.9852
Mining,40.5223,854.5776,463.0368,177.7191,8934.3523
Mining,66.6647,1428.9378,0.1,2.1463,6876.9971
Mining,16.5257,547.0925,248.9638,105.0464,6360.9493
Mining,2.8645,782.562,454.2886,101.6224,7771.5633
Mining,53.1086,207.7013,56.2874,-15.5117,1524.8135
Mining,68.1298,1712.3428,11.3022,149.3567,4441.3716
Mining,42.7094,1713.4753,239.9939,46.949,6885.7173
Mining,32.4341,461.0237,8.565,-5.5569,4173.4635
Mining,84.0835,1081.9675,67.7163,-3.3426,1124.5122
Mining,68.215,56.5842,7.2542,41.9383,2328.5308
Mining,56.1275,1756.9523,268.2947,121.6205,3826.9433
Mining,41.8019,1698.9441,415.9832,135.9956,8335.054
Mining,69.9714,1468.0212,173.8549,179.9163,3022.3061
Mining,88.0025,1996.1411,365.5341,98.3193,393.3096
Mining,51.9227,1728.7944,466.5005,66.3645,4721.4049
Mining,58.2744,586.0128,49.1661,169.6607,4536.9629
Mining,66.1649,852.6709,90.9676,64.6958,7753.7909
Mining,45.1859,1777.8204,188.7453,86.6089,2982.3986
Mining,47.1261,1060.9246,53.6204,75.9855,2140.1522
Mining,1.3922,1524.5879,68.2677,123.0449,8292.0012
Mining,91.5463,472.0324,292.894,133.428,9901.6599
Mining,96.0157,1054.4841,320.9269,103.2717,5491.5355
Mining,95.1061,879.1955,97.4268,119.4791,8189.338
Mining,4.429,1.0,35.1406,15.472,670.6854
Mining,0.0,221.244,227.6412,155.9238,4432.7927
Mining,7.2294,1398.0512,93.8838,143.9619,4712.1256
Mining,55.6841,1458.1589,290.1968,-4.1773,598.3106
Mining,43.3942,692.0804,48.0631,111.4197,6705.4714
Mining,100.0,282.5495,379.8592,44.9393,4152.5831
Mining,79.3354,1.0,253.7918,144.6987,5380.7865
Mining,66.8955,1410.0952,447.099,191.4958,1515.3434
Mining,17.2082,1178.2853,500.0,-0.6696,6045.7548
Mining,35.1147,1367.8087,371.8839,123.0451,1655.8102
Mining,84.5249,344.1794,439.4876,161.2444,5732.0608
Mining,68.7576,230.1977,127.8436,27.2431,6903.3755
Mining,2.2399,938.9518,37.7304,30.6391,7451.0123
Mining,32.0716,479.3668,320.1567,87.7519,3146.5475
Mining,60.0925,850.8351,295.2676,17.6908,4626.4971
Mining,54.2788,1577.0451,132.1312,69.4844,5401.4073
Mining,100.0,435.1674,272.5349,60.0163,8738.3549
Mining,55.0389,702.5594,166.1249,86.5538,9381.017
Mining,68.4678,1528.6182,264.8423,170.8828,9118.3048
Mining,72.0744,836.8225,372.9201,192.2648,8685.7886
Mining,30.7076,1144.4547,196.5908,178.1779,153.1537
Mining,87.7396,431.2325,149.6587,43.7376,5511.6951
Mining,3.8256,1788.1849,274.594,139.0186,6508.7185
Mining,94.8894,639.2666,281.5891,62.8654,5732.1721
Mining,56.8883,945.0055,486.0507,185.6792,7725.1946
Mining,5.2048,445.5273,35.2835,47.9846,9324.1593
Mining,61.9028,412.9394,444.0902,23.3129,391.7165
Mining,20.8091,860.006,451.3462,161.917,4255.109
Mining,82.0838,363.725,193.0237,41.5453,4184.5633
Mining,43.4754,1973.4916,116.0263,126.3937,374.5399
Mining,59.8449,1220.0566,485.0353,91.0549,610.744
Mining,96.3798,218.5112,46.8597,26.6717,3996.0523
Mining,16.2607,251.4558,250.075,134.5826,4299.8914
Mining,13.4727,956.775,80.9475,105.6849,8884.0345
Mining,9.8471,69.1909,281.1983,69.9112,1506.5051
Mining,12.3041,1500.0235,289.0192,84.1013,7688.8607
Mining,58.4916,1439.8397,108.12,-3.3465,9171.2766
Mining,12.3823,1541.4289,0.1,76.1385,5803.1559
Mining,35.6283,1493.9996,468.057,12.2938,1767.1884
Mining,12.3866,348.0306,392.4711,-19.0721,6331.3681
Mining,47.3776,1849.9826,286.6631,28.6625,3157.2335
Mining,0.019,1675.1332,68.6193,103.4537,5674.8599
Mining,33.3932,1075.4704,97.3127,92.7538,5684.9884
Mining,90.3144,492.7416,175.9926,14.0762,927.3007
Mining,39.167,1824.2765,191.6877,-20.0,6821.3041
Mining,83.5994,1554.1959,282.3924,57.3928,439.6852
Mining,17.9459,88.2516,155.7298,30.7221,1245.9986
Mining,45.1001,776.6749,388.1,110.1478,1924.1846
Mining,63.5154,711.5714,376.165,86.9397,8986.2061
Mining,3.1456,1183.4822,45.9604,123.8052,1978.1765
Mining,91.8199,560.5512,373.1872,24.2973,1467.495
Mining,100.0,1763.526,76.4128,146.8722,5803.8124
Mining,21.3381,291.7883,166.5964,-19.6607,7135.1452
Mining,15.0665,587.6453,160.7458,77.9937,6500.4745
Mining,66.0919,518.6554,395.7051,71.1925,3372.767
Mining,15.7428,277.7838,234.7413,185.4417,8990.1497
Mining,65.3284,710.2727,189.2076,108.9093,1268.138
Mining,70.3088,441.1951,300.2442,168.3694,9192.4225
Mining,52.5831,1003.4745,478.1295,122.2389,8179.8465
Mining,24.4028,1933.8617,463.6433,71.0707,7363.1902
Mining,87.4337,65.8397,37.2472,181.1413,444.2423
Mining,29.3454,1521.3649,158.7894,177.1514,9305.5839
Mining,53.916,1642.9009,81.5602,199.066,273.3422
Mining,24.8339,219.7546,493.0333,60.5505,5048.9296
Mining,82.2693,779.6929,129.0846,-5.3282,8619.3007
Mining,56.4881,1724.4313,140.4048,4.8746,2156.9777
Mining,83.595,1205.7723,3.6232,70.7521,1737.8218
Mining,45.1399,1069.7481,319.6,-0.3656,2211.6669
Mining,21.8234,690.1532,148.6197,184.0159,2308.0128
Mining,55.4756,143.5909,406.6122,43.8912,3262.5995
Mining,31.0419,729.0539,20.2395,137.4841,379.3896
Mining,75.0377,73.165,270.8413,99.1141,4878.1456
Mining,24.8983,696.3011,235.8056,183.8515,9421.2193
Mining,58.9651,1797.5369,89.6677,108.2321,3399.2562
Mining,16.7732,1657.7671,239.1668,194.1704,235.3933
Mining,86.6616,392.5015,219.6126,0.5953,8633.9644
Mining,55.0754,843.2864,208.4956,126.4504,2345.2376
Mining,69.5315,1532.6945,115.654,116.405,8426.6726
Mining,19.7385,1933.2164,156.9678,120.614,5474.3057
Mining,79.1768,1154.6823,293.7609,46.8824,3898.9706
Mining,30.4293,605.5198,110.3874,0.0808,5332.6553
Mining,35.2412,1064.5654,85.4513,28.0121,8981.403
Mining,1.0957,1912.7821,194.584,162.3072,5489.4927
Mining,6.8017,1442.6227,247.544,173.6758,9331.9412
Mining,18.4007,36.9403,269.4025,29.7286,3496.4576
Mining,5.9334,1453.5227,66.0213,-13.961,6753.6563
Mining,2.8617,1360.9433,190.3635,125.7201,2042.9995
Mining,35.2062,1530.6416,263.464,26.1978,3385.707
Mining,74.7043,1473.1362,291.2671,86.3037,7071.3879
Mining,25.0122,534.2309,112.3701,70.5911,10000.0
Mining,38.2721,1920.2744,365.6736,129.7452,2870.7085
Mining,55.234,1327.0248,233.9743,56.0478,1290.7
Mining,36.7984,1675.2871,268.715,81.3623,6024.461
Mining,95.6969,1.0,236.9302,157.7621,3028.4664
Mining,21.1428,490.9238,330.8509,55.9461,10000.0
Mining,43.8823,1759.2472,41.4053,19.3178,2917.0658
Mining,85.9946,91.3754,139.0749,68.7526,5575.3152
Mining,32.8341,604.1294,118.7409,35.9632,1696.5069
Mining,15.3815,171.0035,383.9604,173.2789,931.487
Mining,87.761,215.8153,181.6604,-18.5559,8451.4295
Mining,58.9717,910.2157,37.0345,159.2316,2673.9255
Mining,51.4329,684.3095,302.7867,36.9795,4654.1525
Mining,13.2101,1917.7709,292.1511,41.8635,0.0
Mining,6.7596,592.8069,412.7987,4.7864,9382.6721
Mining,91.8714,1547.6362,73.1046,102.8132,620.3421
Mining,10.5696,271.0576,47.4657,-11.1344,5969.2191
Mining,47.1813,85.2154,199.2694,72.9931,8542.4494
Mining,79.8902,821.425,350.4299,134.9929,1628.3269
Mining,71.3924,1425.2776,288.5344,132.7723,9276.6808
Mining,65.7844,1411.2993,303.7911,7.4464,2311.6176
Mining,4.6135,166.2357,116.0161,55.4563,6760.1444
Mining,68.6001,1232.6026,252.6598,155.4214,7866.2212
Mining,18.8106,377.5467,339.9966,10.6483,774.3777
Mining,59.9406,1054.2307,385.3668,32.3363,1105.5518
Mining,64.3004,1727.708,458.9121,18.0333,2638.7528
Mining,23.9193,105.2494,285.6589,186.7565,0.0
Mining,47.5536,1169.909,242.521,-20.0,3004.4485
Mining,29.3951,868.2126,425.0175,2.5662,6329.4276
Mining,97.1865,181.2748,364.7018,198.8705,9947.2897
Mining,85.9643,1643.7083,233.6522,148.5949,9772.7922
Mining,23.4681,1970.7238,117.7883,139.8637,4110.7943
Mining,5.9491,1619.96,37.0677,33.3748,3412.6303
Mining,50.5289,525.1962,42.1301,123.324,7314.5544
Mining,29.6105,630.9671,155.8528,84.5732,331.1758
Mining,91.9378,1461.2871,436.491,54.8705,5132.834
Mining,23.8329,1232.662,70.8395,0.5469,4584.6513
Mining,23.4973,685.4073,73.9926,198.726,5302.0819
Mining,29.2003,439.2542,190.7627,-3.9911,3167.4044
Mining,9.3788,689.5338,396.3335,86.0505,3078.0617
Mining,51.8972,1589.9012,389.5717,94.614,806.513
Mining,27.0404,1626.964,255.5137,138.1369,1228.2121
Mining,38.3378,688.3431,431.4193,16.138,6657.5614
Mining,57.9201,1075.7896,253.3364,168.0433,5928.5783
Mining,58.2003,80.8437,12.4599,146.1268,6933.3037
Mining,33.4437,741.5017,97.8456,107.0307,9112.158
Mining,18.8633,1072.4531,0.1,121.2246,648.088
Mining,67.2797,1864.1428,53.6596,55.4899,2860.9261
Mining,1.0949,126.3599,31.7105,-4.1875,8154.5236
Mining,68.2699,1558.505,45.1757,28.3957,9359.5862
Mining,58.2613,1189.4336,103.7929,141.1164,3530.5726
Mining,41.0614,635.3413,363.1898,-10.9994,7322.5308
Mining,20.7543,1436.0456,334.0161,7.2165,3055.1886
Mining,84.0974,224.8775,202.712,166.481,6008.0122
Mining,10.0705,1355.6327,114.5063,159.2631,2630.2993
Mining,92.7288,85.7336,384.3186,156.6592,7082.615
Mining,19.6792,466.3514,61.6457,94.1192,7179.3744
Mining,24.4084,506.9582,189.9891,154.9385,3740.131
Mining,69.7913,164.6167,269.3907,108.6077,5638.0247
Mining,100.0,462.7304,152.4184,76.8196,3193.7847
Mining,20.8466,1529.1418,50.0797,197.3638,2363.5068
Mining,58.2236,1.0,213.0141,187.3517,9858.8152
Mining,87.5678,849.7608,251.2467,30.0423,8833.3924
Mining,42.6805,958.4052,168.5373,37.3798,3917.7448
Mining,69.1968,1529.4709,211.8284,40.2418,1130.6701
Mining,7.2716,1824.9291,426.3776,-19.88,7957.5732
Mining,20.5399,1562.2122,326.1942,123.629,960.7191
Mining,99.6234,1413.9648,455.2959,144.9089,8652.8986
Mining,56.6432,1386.3224,441.935,12.5969,3123.5097
Mining,47.951,181.5825,394.4852,179.5791,4187.3255
Mining,7.5237,1617.5332,464.1558,18.2229,2732.7131
Mining,23.3248,228.2942,69.0296,118.4553,2825.5872
Mining,77.0562,282.3591,376.0658,156.7382,6506.8748
Mining,48.9727,929.606,10.7494,93.6966,2490.6019
Mining,71.9874,1940.7402,408.2151,26.989,6362.9651
Mining,93.7737,1468.7844,418.3594,-4.9892,8598.3322
Mining,82.3288,218.6666,364.8181,109.7634,7317.3626
Mining,19.8794,115.1795,445.1156,68.8499,9160.3064
Mining,66.3849,1282.0582,218.2004,0.3366,9082.7117
Mining,71.5873,160.5487,387.8997,167.9,950.8213
Mining,99.953,359.9984,183.2363,-16.397,3741.0385
Mining,51.1146,1407.5532,96.7009,147.1675,9305.984
Mining,44.8,1308.4754,150.8414,150.1687,7340.7184
Mining,71.325,303.6397,111.5969,-20.0,8761.8056
Mining,77.2724,446.481,259.0994,15.7775,8297.2999
Mining,61.4638,569.9794,104.5037,135.6851,8104.1169
Mining,68.1994,1487.1923,473.6709,80.0267,738.2386
Mining,89.2382,656.3481,283.5465,111.1514,6153.6634
Mining,82.3015,1304.6035,6.3443,36.106,9677.8508
Mining,13.1081,1509.1114,444.0408,40.1897,3769.6568
Mining,86.4702,1090.8287,357.4526,103.0033,5301.2529
Mining,53.7561,1490.2226,231.4036,53.3558,362.4195
Mining,72.7083,319.2227,121.0451,-14.5055,8461.7141
Mining,92.9242,1062.5126,313.5573,28.7424,4718.3606
Mining,75.8849,1890.2754,211.9196,33.5266,2215.8402
Mining,74.8881,679.0327,96.488,40.7042,1653.7296
Mining,60.5817,267.368,286.3187,137.3352,9956.5181
Mining,91.6159,639.5948,106.7692,-6.6219,2847.7014
Mining,28.3528,591.2534,53.4491,-15.6006,6534.6252
Mining,34.7783,1788.4664,302.6633,71.3168,7025.4149
Mining,100.0,1873.5002,102.7963,65.6979,2736.2065
Mining,92.0039,1319.8736,124.324,153.5724,1070.7366
Mining,22.6733,1088.3304,360.8584,173.5935,9249.8037
Mining,6.7112,719.2431,460.7542,79.1563,6970.7066
Mining,63.735,1176.428,159.0509,29.1814,362.5917
Mining,43.6738,248.4034,56.7527,41.4016,5132.1222
Mining,70.4314,1641.0643,181.9734,148.6816,4521.9405
Mining,30.1428,1.0,137.7655,-1.9187,604.1272
Mining,79.9952,254.5247,154.7489,95.6598,8079.6548
Mining,51.0344,715.5655,462.0713,172.0759,3940.4948
Mining,96.7867,398.1033,222.4899,26.0541,1436.4415
Mining,8.2497,1167.035,118.8785,-15.1596,958.797
Mining,93.9417,1979.944,384.0267,90.3865,6336.598
Mining,87.7968,1761.0265,314.0462,61.2445,4254.3764
Mining,73.139,1768.6828,296.4202,137.7946,1158.7338
Mining,74.5727,259.4416,127.7677,167.1447,5403.9976
Mining,38.7583,1140.383,259.0971,33.8849,1723.2304
Mining,55.6965,2000.0,475.1594,51.8387,3624.748
Mining,41.6695,1092.2622,448.9642,-10.9506,7019.3034
Mining,83.5882,669.9802,46.2095,108.7706,181.4134
Mining,52.7823,345.4233,127.0341,105.8002,5591.1678
Mining,66.4675,1284.3123,289.8583,91.5186,4967.7528
Mining,46.7451,1000.197,44.2513,34.0481,7175.8232
Mining,34.8961,284.6827,312.346,110.0792,9495.6673
Mining,40.9685,789.375,329.3606,123.7802,9135.7589
Mining,36.2816,1186.7134,192.3501,166.6048,4236.6188
Mining,4.2373,904.0945,66.9674,55.9799,2257.159
Mining,71.7437,1487.359,36.1985,161.4909,605.3489
Mining,77.4294,1078.9431,153.7375,149.5558,10000.0
Mining,61.7541,1840.0725,295.4067,162.1323,7629.5848
Mining,25.6593,254.5344,263.1643,15.4276,5546.5158
Mining,68.1129,338.9923,291.7567,15.8059,5822.6255
Mining,9.9318,261.5568,227.6024,159.6007,9381.9207
Mining,92.4692,1020.9987,63.4422,112.119,1747.9215
Mining,65.2047,731.3158,90.5305,118.4353,7902.9545
Mining,73.1607,1151.3477,448.6399,92.7725,8723.3961
Mining,52.4785,1371.7672,343.5848,138.8483,2133.7311
Mining,62.4393,252.6948,362.857,106.4065,6946.3228
Mining,59.4547,989.6946,221.9095,8.1921,2861.6245
Mining,15.3307,1352.1656,38.991,40.7659,2531.5268
Mining,60.8096,1167.5683,317.8913,180.8536,1729.0006
Mining,51.4733,1761.7607,370.6256,86.506,8891.5571
Mining,7.5575,1615.9133,278.9331,22.2602,6245.2516
Mining,50.5605,966.3619,461.0968,62.9205,5473.4185
Mining,97.6761,624.8735,251.9656,42.801,145.9225
Mining,78.7405,867.5999,221.8202,119.2701,1475.3284
Mining,22.701,1924.6607,450.8131,101.5013,6845.1954
Mining,58.9982,1689.3465,21.9239,11.6327,4445.1603
Mining,21.6164,1606.3737,126.0123,164.6272,2536.3188
Mining,83.7323,1176.1678,485.4357,60.6456,6258.6105
Mining,76.246,869.0748,315.5264,132.6357,727.6746
Mining,99.5213,1946.6755,59.8625,83.1149,1941.0102
Mining,24.7606,118.1619,49.4785,200.0,5797.5048
Mining,57.0946,314.8934,403.0857,119.2283,7607.0013
Mining,88.2966,1237.8655,237.6003,196.9272,4692.9442
Mining,73.3766,257.8511,256.2056,156.0873,1731.5348
Mining,7.6528,10.3233,490.6454,111.2951,1186.2154
Mining,8.704,510.3666,84.2684,120.9474,3833.6111
Mining,16.7865,414.2986,227.6624,133.6242,6551.9069
Mining,81.2908,1889.6064,432.5225,118.0301,5212.9021
Mining,14.0863,1474.8707,474.0058,-0.0298,1707.8964
Mining,23.4104,1163.888,156.5845,115.2335,9257.8668
Mining,73.808,810.2862,438.1204,47.4479,8717.0433
Mining,59.048,1024.0178,109.4655,64.465,3989.1335
Mining,82.6846,1097.8224,16.4766,-1.1291,7073.2344
Mining,46.5595,948.0084,47.746,146.4174,2398.4037
Mining,79.3432,435.4594,166.5648,38.1341,4080.6903
Mining,36.0916,386.4562,143.9781,62.5591,8020.2403
Mining,25.2105,943.8385,250.6248,127.5013,8568.4811
Mining,71.1541,572.2606,372.5513,197.2472,655.5055
Mining,40.0378,286.6658,242.3033,-6.3523,5988.018
Mining,94.9782,30.559,333.3528,-6.4373,3663.0669
Mining,67.8132,1.0,115.6295,52.596,5113.2115
Mining,77.2773,937.072,174.4125,145.0631,4138.5318
Mining,3.6551,1768.3158,272.7096,177.3529,3931.0309
Mining,42.9982,394.0739,391.6295,2.2148,6662.1264
Mining,79.5654,308.796,401.9222,55.0834,7907.5219
Mining,99.4991,1914.6242,141.2146,48.6774,1521.7517
Mining,86.4215,129.2915,177.5978,41.1063,1395.6303
Mining,17.06,325.1106,405.4571,135.5928,8405.4014
Mining,88.037,540.6268,243.3769,83.5195,2979.9978
Mining,77.1392,1001.4008,288.5161,-17.4344,5998.5505
Mining,79.6949,117.1055,348.0448,-11.3891,7614.9754
Mining,87.3004,1401.377,243.22,87.0889,7695.1883
Mining,19.735,1669.0471,346.9976,41.9182,7519.0239
Mining,42.1493,1176.262,411.7578,-6.8927,3608.15
Mining,5.2976,1641.6974,217.6874,15.1161,9683.8772
Mining,6.5292,1219.2308,328.0653,3.2886,5892.4048
Mining,85.5228,1030.7297,500.0,174.8523,4566.4456
Mining,74.9721,1430.2236,255.8707,24.8683,4976.27
Mining,32.3435,1766.3305,164.4842,96.715,689.7784
Mining,54.9755,1411.7808,292.6329,-2.2023,393.3142
Mining,24.4056,474.0473,123.2916,152.2019,508.5364
Mining,48.4533,428.8589,175.3603,-4.5957,3112.6609
Mining,21.3363,534.566,378.5972,19.4871,7863.7838
Mining,57.5683,1021.4257,133.0925,133.8364,2155.4554
Mining,82.3436,896.6502,268.7507,195.4379,8443.327
Mining,84.0137,746.4532,476.6904,30.1839,1405.3284
Mining,48.6053,224.8955,285.1487,-11.6586,2351.6597
Mining,89.8869,1942.4216,427.6544,62.267,5762.7862
Mining,77.6269,1474.1686,158.8759,89.8977,4786.3367
