Application,PageViews,Clicks,Conversions,Revenue_USD,BounceRate_pct
Ecommerce,4364,3826,3384,145003.9842,82.9563
Ecommerce,13203,5561,2373,158979.0084,42.3056
Ecommerce,13639,13947,4237,101298.1956,62.098
Ecommerce,2413,19483,219,57350.7051,7.0283
Ecommerce,32017,12532,4735,163771.2592,11.4673
Ecommerce,16569,9539,1958,157318.482,22.7891
Ecommerce,17219,1632,1302,27794.4901,79.6294
Ecommerce,4054,9783,2730,177800.5337,48.6305
Ecommerce,3350,9220,870,43644.4865,31.1235
Ecommerce,25667,2440,3255,70446.9498,83.632
Ecommerce,42881,15933,1168,35521.4322,18.3282
Ecommerce,27629,4433,1017,200000.0,26.6165
Ecommerce,19883,9183,4147,66603.3687,77.1211
Ecommerce,12373,14302,3206,200000.0,0.7856
Ecommerce,25074,3707,2424,129264.6258,20.5042
Ecommerce,38577,12199,2065,33428.5301,53.1702
Ecommerce,28474,8154,1231,108747.0749,92.8979
Ecommerce,27691,3428,2181,171328.07,28.5291
Ecommerce,36928,1659,1427,111184.6755,20.6354
Ecommerce,9161,3179,4732,25690.3579,100.0
Ecommerce,36727,16771,342,59390.9614,54.4252
Ecommerce,44449,5128,4609,39803.5071,6.1678
Ecommerce,24990,12999,152,21279.9184,27.7328
Ecommerce,12941,16109,4974,60381.4573,54.6704
Ecommerce,43315,14213,4522,133573.1164,5.6447
Ecommerce,20335,3360,4839,79182.6339,66.3845
Ecommerce,35474,3408,156,94028.4935,52.5653
Ecommerce,29037,6604,3016,60854.3146,71.1862
Ecommerce,48156,12949,3213,197979.6725,32.5692
Ecommerce,35555,14513,782,113503.7431,40.6605
Ecommerce,5405,14098,4978,163345.4462,94.6835
Ecommerce,36154,8987,1215,90133.2952,21.2895
Ecommerce,43093,1652,4395,44405.6991,0.7209
Ecommerce,28993,12985,3592,167242.6549,93.0913
Ecommerce,20774,19710,347,145983.872,0.0
Ecommerce,41496,362,2883,73703.3308,91.9335
Ecommerce,49964,11160,2535,114586.6283,81.3004
Ecommerce,5639,11591,1675,17310.352,48.2512
Ecommerce,36703,18284,4474,5430.1936,75.3515
Ecommerce,36459,10143,2944,167080.6218,8.5802
Ecommerce,37062,19886,1696,193932.5893,78.1516
Ecommerce,21077,3832,723,67819.3063,77.8665
Ecommerce,4828,6218,2414,127200.4707,6.8576
Ecommerce,28026,14757,905,142576.1987,50.6935
Ecommerce,23553,1519,3655,143888.4399,90.8614
Ecommerce,45034,12826,1421,95952.8959,93.2569
Ecommerce,40176,15652,4924,121606.3149,96.6076
Ecommerce,2958,12269,3354,129564.7185,66.1125
Ecommerce,40949,2408,2124,24522.7997,12.8725
Ecommerce,30966,3745,2741,122910.0602,41.8071
Ecommerce,45715,10638,4871,104519.1401,73.8478
Ecommerce,35673,4707,4311,75954.6521,31.813
Ecommerce,42122,2636,3524,47893.5855,82.1113
Ecommerce,32040,6534,2113,128202.7722,85.9942
Ecommerce,11760,9660,3540,39447.5269,76.7599
Ecommerce,3571,6636,2661,164675.8049,30.8076
Ecommerce,7235,7680,3034,32069.9565,73.0441
Ecommerce,46851,7656,3783,157700.7096,5.2512
Ecommerce,2351,5524,4683,158297.5676,35.6971
Ecommerce,12032,9116,4553,189771.1768,78.0534
Ecommerce,36694,19026,1734,99267.1144,75.7907
Ecommerce,29911,90,920,7701.0926,33.1784
Ecommerce,8508,5359,3865,139493.8762,97.8035
Ecommerce,30874,4698,2675,52324.4422,25.8213
Ecommerce,49734,11519,3481,18368.0746,67.6397
Ecommerce,2081,13398,453,165019.6508,88.241
Ecommerce,11971,9518,4949,32577.7181,52.5773
Ecommerce,30209,19131,4607,96763.4344,38.4329
Ecommerce,5999,19572,1382,156654.8798,26.2341
Ecommerce,30499,7423,1675,44824.2033,19.1821
Ecommerce,46326,7705,1945,181518.9792,16.6106
Ecommerce,39381,163,4876,69978.0418,41.2933
Ecommerce,16873,3293,4177,83387.4934,58.2151
Ecommerce,43752,12724,708,27916.9401,85.5563
Ecommerce,19162,14531,1054,136643.0385,22.0442
Ecommerce,32087,9554,398,101301.395,78.9189
Ecommerce,30514,3068,4065,194219.4663,66.4206
Ecommerce,8596,7229,3605,138462.6985,62.0857
Ecommerce,18298,137,2039,150502.6606,34.006
Ecommerce,12785,12217,271,39568.6049,30.5989
Ecommerce,995,1840,1411,146297.5699,77.4902
Ecommerce,591,18102,2912,106133.411,28.4815
Ecommerce,39141,18482,4443,73118.5675,35.3803
Ecommerce,37142,1685,2985,149299.4432,96.866
Ecommerce,44979,16135,4631,191992.8848,97.844
Ecommerce,46194,15362,4651,19098.1352,0.0
Ecommerce,31124,17064,259,163290.4443,69.8364
Ecommerce,17132,11687,2969,183934.2384,52.8964
Ecommerce,30229,14265,2106,64096.2568,46.2439
Ecommerce,5859,10897,2161,74885.0434,26.6651
Ecommerce,38218,2353,3336,161917.8219,51.7386
Ecommerce,19901,14293,3757,196047.392,46.7234
Ecommerce,45128,7178,780,185961.6756,44.9169
Ecommerce,13715,7528,3582,9524.151,81.722
Ecommerce,39356,6718,3450,172423.4169,27.7016
Ecommerce,16230,17522,4148,123220.4752,63.9073
Ecommerce,47255,1671,60,87557.304,88.8145
Ecommerce,459,2642,2436,169691.3946,100.0
Ecommerce,23206,7752,843,168989.7419,58.1482
Ecommerce,29272,19271,987,100508.6268,52.117
Ecommerce,20698,5134,1408,78267.5389,81.2759
Ecommerce,13993,18318,1691,89038.626,17.1318
Ecommerce,12096,1384,818,65760.5473,65.8147
Ecommerce,17163,16596,580,131017.6719,4.0839
Ecommerce,49408,18541,3232,181045.1902,65.3843
Ecommerce,1228,16793,4062,48943.2233,77.7164
Ecommerce,13990,3392,3406,162453.342,6.8778
Ecommerce,20465,5977,2368,75453.5008,81.8859
Ecommerce,39207,1371,2419,23946.781,12.3442
Ecommerce,33413,2568,2839,5146.9749,19.4024
Ecommerce,10396,4249,520,95761.3503,82.9343
Ecommerce,4526,6765,2466,111320.636,15.1622
Ecommerce,46614,11025,4412,4401.8924,68.3974
Ecommerce,49764,11828,327,136185.4316,28.7952
Ecommerce,6657,17627,3911,112957.6183,23.4198
Ecommerce,4355,9924,534,197724.564,67.0475
Ecommerce,31538,12378,4541,18320.1073,10.0475
Ecommerce,49110,1251,4523,135351.796,57.2185
Ecommerce,34452,9188,2234,44936.4258,96.6607
Ecommerce,9753,10317,720,46305.8631,87.2034
Ecommerce,32487,13765,602,0.0,83.5284
Ecommerce,7069,13082,3338,0.0,30.4805
Ecommerce,6816,18440,3670,48881.7632,72.1125
Ecommerce,18949,12597,3591,29883.1655,76.7062
Ecommerce,595,9860,498,0.0,92.9935
Ecommerce,14790,18946,4185,134388.6916,27.3051
Ecommerce,16669,5465,519,89802.2773,80.6654
Ecommerce,106,13197,3186,78385.7496,22.6783
Ecommerce,29416,3848,2081,25941.7721,3.9391
Ecommerce,16184,7888,3171,66724.2707,46.746
Ecommerce,35847,9648,844,85654.1554,76.4111
Ecommerce,14224,1389,3677,199342.698,20.2579
Ecommerce,17770,18253,1406,95384.8968,6.9239
Ecommerce,48219,4233,3776,0.0,34.1051
Ecommerce,25903,9718,2555,41873.8208,14.6343
Ecommerce,11784,2428,2296,70277.553,38.784
Ecommerce,27691,4998,1181,92139.7706,92.2241
Ecommerce,37675,3109,3480,139061.0797,72.853
Ecommerce,39139,13033,4256,117937.798,37.5057
Ecommerce,24879,10916,527,98756.9589,28.5997
Ecommerce,3081,15348,494,169839.243,95.2633
Ecommerce,40416,1500,2844,32515.5603,87.3135
Ecommerce,38221,16965,2317,15782.8942,62.4925
Ecommerce,32,14855,2284,172807.7723,33.4578
Ecommerce,7669,18648,372,89650.4082,76.5372
Ecommerce,7718,9284,3973,108246.2434,64.4942
Ecommerce,37375,17737,3479,174897.7867,56.5507
Ecommerce,6327,278,2426,190073.003,75.6638
Ecommerce,6577,15460,1720,110810.1831,16.5966
Ecommerce,10858,17263,1488,163541.845,95.163
Ecommerce,411,17457,105,105219.4377,94.4709
Ecommerce,3943,16050,1045,11266.3952,35.0525
Ecommerce,13412,2936,4967,197397.8192,93.6873
Ecommerce,45151,15912,4369,162414.1667,79.4186
Ecommerce,32730,7122,4408,152316.6605,94.8645
Ecommerce,15171,16715,3840,92221.3412,90.2019
Ecommerce,13666,13535,868,192555.0399,24.0342
Ecommerce,20831,8116,1881,102559.6238,25.1492
Ecommerce,8970,7756,2742,138247.7707,27.5564
Ecommerce,31092,10016,2065,22829.2,6.5099
Ecommerce,45590,1716,3780,49900.5077,43.7256
Ecommerce,8878,7171,3849,87194.4415,37.6055
Ecommerce,32827,15479,1375,122432.8984,33.801
Ecommerce,31126,15105,2342,161085.5897,35.6039
Ecommerce,29542,17927,4259,49701.7311,7.0702
Ecommerce,6050,14613,3890,154730.2743,18.983
Ecommerce,37328,6598,1902,180143.8799,29.0431
Ecommerce,816,4476,4750,166868.3108,86.3795
Ecommerce,43475,18640,4410,119747.2074,95.8099
Ecommerce,34154,7965,4512,162296.154,28.8974
Ecommerce,15217,19530,1859,175611.2414,67.8867
Ecommerce,13343,5034,4402,108844.1077,84.5166
Ecommerce,8357,10422,3714,163313.1569,52.955
Ecommerce,43053,17166,631,80715.0947,78.0176
Ecommerce,16836,7228,4196,100956.4239,97.0166
Ecommerce,26173,9026,4769,7951.1803,15.1221
Ecommerce,33439,10010,1833,171732.8265,6.0705
Ecommerce,19826,10333,1800,25226.2039,66.0799
Ecommerce,35214,13231,4715,62512.3679,53.4451
Ecommerce,41800,5647,2543,59045.1201,29.147
Ecommerce,48196,6067,101,19567.9039,92.9352
Ecommerce,21345,14933,1412,184869.4038,83.9325
Ecommerce,40724,15217,4338,189802.5067,23.7173
Ecommerce,45762,6921,4443,169430.7227,78.6307
Ecommerce,10397,12931,4128,64420.8068,82.5191
Ecommerce,29828,13790,80,11106.7118,32.257
Ecommerce,8061,5325,3846,35643.619,11.5185
Ecommerce,37591,7556,1831,156212.7433,82.369
Ecommerce,179,10819,2210,58018.5006,5.4269
Ecommerce,18447,4298,4806,183160.2268,48.5946
Ecommerce,27269,4469,3591,164895.4953,22.8212
Ecommerce,48295,18904,3442,42713.7149,94.6788
Ecommerce,24546,1547,2539,135284.0169,9.1868
Ecommerce,40089,6494,2526,95686.382,12.2468
Ecommerce,21995,3914,4215,34997.3224,71.2054
Ecommerce,41271,18150,4100,122470.6783,21.6909
Ecommerce,7296,842,215,171891.6607,12.0479
Ecommerce,27321,9286,3709,186420.8411,15.6129
Ecommerce,6995,15680,3788,8104.2401,54.9427
Ecommerce,37045,13912,2773,85847.0442,22.7089
Ecommerce,21229,45,601,117584.3561,39.2517
Ecommerce,45386,12636,1872,65647.7125,86.9175
Ecommerce,5011,6162,2130,64431.6645,15.353
Ecommerce,17190,19282,177,152369.7029,82.4987
Ecommerce,6403,7796,691,152107.3316,77.3565
Ecommerce,36773,14748,2077,145004.4331,81.3976
Ecommerce,39085,7796,726,181703.9412,36.7756
Ecommerce,26921,3767,1934,103519.8014,47.2292
Ecommerce,2979,10709,3926,160219.6699,69.6865
Ecommerce,13164,16860,3674,8437.282,6.0098
Ecommerce,35605,13846,2053,198482.3684,67.616
Ecommerce,32423,12199,1757,183114.481,10.6523
Ecommerce,37777,19285,2052,175384.002,25.3171
Ecommerce,6020,7124,4159,116037.1005,79.4276
Ecommerce,19243,7779,1037,112330.326,63.7446
Ecommerce,477,5809,4659,35052.2842,61.1601
Ecommerce,8102,5615,3344,1387.1262,20.3196
Ecommerce,32498,19295,679,51357.5985,66.2835
Ecommerce,25933,11068,3038,25802.3197,9.7344
Ecommerce,28362,4633,4442,107533.9216,97.579
Ecommerce,46579,8309,3268,63163.1128,29.4458
Ecommerce,40724,11727,3280,70337.4246,83.8637
Ecommerce,28603,7397,3102,8540.3188,94.5954
Ecommerce,5578,18672,184,108630.1811,15.8513
Ecommerce,30044,12290,4685,135550.7725,0.2479
Ecommerce,42306,1864,4566,68015.4831,85.0262
Ecommerce,28044,3962,3932,26045.8937,77.5641
Ecommerce,19833,17836,1638,137296.1293,17.4914
Ecommerce,32303,1990,2478,24313.1313,81.7696
Ecommerce,49627,15449,2635,164991.9025,81.4514
Ecommerce,5342,17728,955,108044.1919,43.1334
Ecommerce,1893,10092,3961,45078.3737,94.331
Ecommerce,40421,18024,3349,179717.0704,56.5054
Ecommerce,23036,18338,4381,33044.8235,44.5391
Ecommerce,11493,4945,3237,120893.4198,2.5021
Ecommerce,512,15351,1786,127790.8451,93.3638
Ecommerce,11615,6543,723,0.0,10.1278
Ecommerce,5351,16942,2041,122421.9349,29.4323
Ecommerce,8386,14172,3766,138340.133,72.8074
Ecommerce,12483,7956,411,178332.6645,0.2835
Ecommerce,37502,3464,514,142489.1133,51.7188
Ecommerce,5840,6108,1466,100137.1762,13.3778
Ecommerce,30434,8455,1122,171015.5028,2.7282
Ecommerce,28029,16713,1469,65783.7234,60.5242
Ecommerce,22230,11745,2494,172954.7299,57.8347
Ecommerce,45788,5331,3602,173429.5331,76.8442
Ecommerce,20920,14031,901,121345.0185,60.6889
Ecommerce,26049,12652,69,68687.3777,41.2657
Ecommerce,11629,14686,1518,115529.2556,45.2503
Ecommerce,44283,16033,1469,182705.7511,24.4001
Ecommerce,17142,10929,3149,125852.4408,6.9181
Ecommerce,8753,10630,3085,182867.4059,85.6708
Ecommerce,33303,383,1216,73451.2987,68.1492
Ecommerce,4161,11945,2428,59497.2723,9.285
Ecommerce,42379,3889,2805,53075.2764,23.2885
Ecommerce,28036,15993,2604,97695.622,87.1347
Ecommerce,23529,3629,1765,88262.8395,93.5252
Ecommerce,38604,18252,591,173225.8663,83.5473
Ecommerce,4617,1765,1967,19359.0828,53.9498
Ecommerce,18965,12425,3536,109817.6346,84.4927
Ecommerce,48860,7392,4273,81964.5246,63.5827
Ecommerce,29424,19802,4017,189178.1045,70.1887
Ecommerce,2412,10949,3848,156643.6318,85.2622
Ecommerce,36949,2489,4275,85054.1627,36.3015
Ecommerce,22531,14898,4173,130449.7942,80.7218
Ecommerce,43192,15615,1480,151337.8072,23.895
Ecommerce,41753,9389,2696,12452.6358,18.7984
Ecommerce,4629,8009,416,126417.4096,77.3151
Ecommerce,12489,9763,4852,30249.8433,59.2919
Ecommerce,44022,10931,3742,41292.1765,43.2578
Ecommerce,17981,4574,4041,94664.8461,53.3833
Ecommerce,20242,7654,294,200000.0,100.0
Ecommerce,18088,9921,964,193681.5392,89.2561
Ecommerce,21,4037,721,181502.8238,49.5597
Ecommerce,48666,1178,4448,3213.7159,56.8977
Ecommerce,19220,4549,1392,170288.9135,61.9503
Ecommerce,42072,1,337,154410.929,78.6317
Ecommerce,16405,12281,3513,100689.6252,90.4244
Ecommerce,1928,4598,2379,60083.3623,17.3254
Ecommerce,24222,10286,472,153351.5154,61.693
Ecommerce,11948,17596,831,19019.2957,19.7968
Ecommerce,47261,7949,885,131417.5056,60.2363
Ecommerce,39352,7256,1050,132422.5319,15.9525
Ecommerce,23584,17093,616,110217.7057,79.8179
Ecommerce,21588,3694,244,171925.46,66.637
Ecommerce,42613,6385,1800,62575.8902,92.6948
Ecommerce,11791,5270,688,97623.9058,96.4695
Ecommerce,31812,3520,2239,155439.2713,95.8354
Ecommerce,5786,17486,4300,143123.9692,14.4574
Ecommerce,7577,5607,4670,117487.9898,38.1389
Ecommerce,6162,4517,624,58482.1469,49.3359
Ecommerce,29461,914,4097,59801.9843,81.3099
Ecommerce,47566,10376,678,144282.0411,3.4267
Ecommerce,24801,800,3000,2140.6455,93.9547
Ecommerce,27426,3060,2927,131947.9966,39.4394
Ecommerce,9357,6060,1341,51789.9649,59.7044
Ecommerce,21334,10016,4876,133167.8287,100.0
Ecommerce,4464,3587,4984,34542.9785,89.7298
Ecommerce,1670,8529,2350,68715.3584,34.9559
Ecommerce,42093,5144,3596,151226.5684,52.93
Ecommerce,16601,18658,694,150662.1382,75.3058
Ecommerce,37641,2293,4250,46787.3121,74.2853
Ecommerce,44539,4454,857,71315.3572,69.9913
Ecommerce,26671,17617,4629,100358.7067,0.0
Ecommerce,3117,14752,2367,113113.3298,18.8746
Ecommerce,20077,6007,1045,155017.2069,20.9252
Ecommerce,35926,924,987,3286.2688,23.6147
Ecommerce,16073,744,2537,17549.8149,10.7331
Ecommerce,2329,11598,0,31747.8203,82.3732
Ecommerce,3829,2247,3011,38855.2567,32.8641
Ecommerce,32657,302,3535,3502.2415,76.5572
Ecommerce,30656,10872,3414,184009.2205,93.911
Ecommerce,33794,19622,4133,28370.0576,31.7857
Ecommerce,44648,8407,1448,12501.1015,45.6399
Ecommerce,5148,14184,2531,92112.4547,9.1503
Ecommerce,11652,2751,1538,198996.4502,30.7013
Ecommerce,39935,19595,3371,197343.9578,56.831
Ecommerce,43844,3107,3520,135281.6008,16.9194
Ecommerce,6286,11789,3156,35001.2974,54.3755
Ecommerce,14937,13791,1793,5636.8878,30.3139
Ecommerce,9497,11058,3895,71644.7708,95.0337
Ecommerce,11299,16717,2259,23710.1406,35.7789
Ecommerce,1881,18587,4411,160358.6906,7.4834
Ecommerce,42737,2602,21,192439.6606,49.3405
Ecommerce,44316,11411,4604,15649.3328,29.3827
Ecommerce,27891,9612,2284,81639.2477,35.6182
Ecommerce,33301,16557,1733,181044.1485,36.7114
Ecommerce,8893,7084,2686,143581.2488,88.1882
Ecommerce,16320,9296,4139,172806.078,48.7028
Ecommerce,31195,16413,280,182119.1448,26.8587
Ecommerce,43821,8623,3423,82817.82,82.2999
Ecommerce,26982,11879,1078,138058.9204,46.6079
Ecommerce,28882,7568,843,143665.8389,13.4414
Ecommerce,2302,17019,3151,127202.5749,97.1058
Ecommerce,35432,2218,3400,61650.4213,3.9418
Ecommerce,22516,11225,3417,164496.6205,67.9483
Ecommerce,33278,19248,3574,158179.764,86.2243
Ecommerce,40629,12050,3470,88612.9298,38.2345
Ecommerce,46313,16492,323,80160.4174,16.769
Ecommerce,44421,267,2864,1081.584,41.496
Ecommerce,40566,14571,2761,168664.1887,46.2867
Ecommerce,41442,108,943,65453.8013,100.0
Ecommerce,18570,3045,1067,92660.9382,5.5001
Ecommerce,5888,19870,1339,80939.7621,65.8712
Ecommerce,30598,12603,1237,136498.3944,78.2097
Ecommerce,41386,12492,1530,80665.4371,61.5657
Ecommerce,29435,11508,4110,43901.0694,67.2169
Ecommerce,44841,11882,1827,172753.0588,84.5821
Ecommerce,26460,6643,3824,35917.5487,59.2263
Ecommerce,22945,18954,1475,953.4384,87.4923
Ecommerce,6814,18315,3346,34183.727,21.9866
Ecommerce,6267,214,2637,91151.6294,53.4765
Ecommerce,41271,11833,1370,81119.9188,1.8701
Ecommerce,21632,18037,2167,153073.7275,82.6963
Ecommerce,17561,9278,4377,36031.1772,78.7137
Ecommerce,8177,19848,361,150213.0422,56.6619
Ecommerce,19740,991,497,19019.4124,40.3909
Ecommerce,25636,18882,3388,89678.1338,40.8506
Ecommerce,4873,18950,1675,171533.1653,16.819
Ecommerce,21188,10629,3812,84480.8747,44.1926
Ecommerce,42973,12706,2407,191782.7953,30.9564
Ecommerce,32881,19674,3875,125856.4066,55.6374
Ecommerce,38381,4886,4034,146609.2402,81.2571
Ecommerce,24579,905,2883,104448.73,67.2163
Ecommerce,49862,12085,3998,86904.8664,52.8299
Ecommerce,29429,15421,1832,16440.1132,94.0798
Ecommerce,49790,782,2715,24819.0227,24.3073
Ecommerce,27068,15757,3786,113685.2643,65.267
Ecommerce,16851,13066,1966,124449.5626,10.1241
Ecommerce,18267,1846,1463,199802.9535,70.6213
Ecommerce,36810,5145,746,170015.5018,72.5947
Ecommerce,22704,11762,3023,167067.9145,79.3188
Ecommerce,11964,17319,741,55055.3026,63.7781
Ecommerce,42695,18858,3356,79534.151,12.3761
Ecommerce,18994,14610,1038,16870.6115,4.6227
Ecommerce,43509,14730,3412,116106.8106,67.6709
Ecommerce,14074,17279,4237,12640.4433,80.7644
Ecommerce,48071,8562,4570,89187.1031,6.0392
Ecommerce,15612,19793,283,114882.7453,16.7605
Ecommerce,33879,4077,2765,46819.094,81.6253
Ecommerce,6834,16781,3107,160274.4052,98.1834
Ecommerce,4549,15186,2229,135139.1534,52.1815
Ecommerce,41738,18866,1416,28610.6787,11.7181
Ecommerce,2575,31,2267,197046.0346,30.3896
Ecommerce,31859,810,4477,110995.3057,78.3484
Ecommerce,6876,13728,3154,13427.4944,53.2311
Ecommerce,5288,16901,3128,71358.3301,3.9539
Ecommerce,45981,5277,3962,196595.0361,36.2685
Ecommerce,2476,14921,178,184659.4155,78.1593
Ecommerce,11974,5253,4022,28359.9093,36.9532
Ecommerce,14863,16108,4902,170622.6448,42.1863
Ecommerce,30110,9939,1843,124904.346,90.3368
Ecommerce,40146,13008,2364,1150.6618,97.6809
Ecommerce,1357,7553,322,146058.7927,71.9061
Ecommerce,16121,3081,13,85040.7448,24.868
Ecommerce,40398,17468,245,75312.0774,23.3888
Ecommerce,36359,8704,1700,80450.6453,29.4086
Ecommerce,25355,18721,1647,117835.0173,14.5102
Ecommerce,37866,13038,4787,142186.3144,17.7628
Ecommerce,11095,12020,2270,122439.3425,27.1543
Ecommerce,32828,17187,3328,50031.352,64.1074
Ecommerce,18341,8359,715,143344.9614,60.5603
Ecommerce,16054,13682,983,29203.0616,33.5788
Ecommerce,46545,915,3757,197451.3279,19.3985
Ecommerce,47836,9439,4207,87675.3196,60.7359
Ecommerce,32787,5687,474,13237.186,14.1693
Ecommerce,7733,16400,1783,110032.7824,14.6504
Ecommerce,12669,1493,3139,113788.7766,37.7913
Ecommerce,21351,132,4222,4242.7,57.5501
Ecommerce,4073,11072,193,3536.6716,72.5818
Ecommerce,26231,19166,2004,199137.1722,67.0452
Ecommerce,45638,8253,4742,79766.1471,38.4037
Ecommerce,48904,2445,2148,51108.8981,65.7217
Ecommerce,39217,15238,1089,101521.8312,17.2535
Ecommerce,25786,16780,2251,5097.9331,51.3628
Ecommerce,27823,2453,896,997.0845,59.0364
Ecommerce,48326,1560,2178,26256.9211,74.4453
Ecommerce,33842,7979,2082,154461.1771,7.1685
Ecommerce,6724,9108,783,51959.3178,10.4582
Ecommerce,47822,4077,4594,101014.4166,6.3626
Ecommerce,21953,8988,3207,50867.6289,55.2248
Ecommerce,2744,11835,1684,109610.6724,59.6201
Ecommerce,19342,18941,1010,105460.3665,0.1027
Ecommerce,35428,8071,3332,73471.1934,64.8894
Ecommerce,3405,14852,2359,86692.2241,74.9316
Ecommerce,38770,705,1310,127536.7582,12.2942
Ecommerce,8833,2454,1280,167016.0345,33.2113
Ecommerce,28888,1237,3798,63520.7598,85.235
Ecommerce,794,13140,4492,103317.258,66.3805
Ecommerce,47155,18043,3524,173300.1111,30.5798
Ecommerce,27252,13744,2643,37182.8095,70.6498
Ecommerce,7028,7632,3378,192027.9772,89.7444
Ecommerce,1042,6311,3163,151067.77,29.6178
Ecommerce,4713,8280,1414,65747.3117,67.6277
Ecommerce,35823,11654,3129,78856.3758,9.5929
Ecommerce,24733,15313,3532,41371.3012,3.7522
Ecommerce,4592,10335,4589,53191.1314,56.5696
Ecommerce,38985,2169,4113,123962.8493,54.033
Ecommerce,40926,10937,2924,1993.4192,80.9758
Ecommerce,26444,1596,519,15653.4039,79.8856
Ecommerce,13964,1351,2268,192928.7678,27.3555
Ecommerce,10138,16517,2329,43160.6,50.8709
Ecommerce,48557,19574,4909,169223.689,74.1116
Ecommerce,20626,17942,1665,121444.4332,29.8615
Ecommerce,49636,19534,2026,93743.3178,36.7113
Ecommerce,24846,2005,3502,142431.6281,5.2602
Ecommerce,48747,8867,3561,14804.6906,14.1053
Ecommerce,10595,962,3632,150955.7457,59.6856
Ecommerce,46875,6572,441,171513.3134,47.0482
Ecommerce,21280,14763,4439,51058.4214,19.1429
Ecommerce,14123,8644,3818,64990.1782,0.2532
Ecommerce,47158,16395,2823,22444.9138,17.6504
Ecommerce,39032,4160,609,173535.7666,74.4171
Ecommerce,21845,3808,710,156045.3347,10.1683
Ecommerce,29731,8724,2637,84183.8342,36.3538
Ecommerce,6341,18109,3499,75352.6901,22.2885
Ecommerce,33409,13332,4252,80252.465,51.3006
Ecommerce,3562,19034,2020,86889.6339,54.4861
Ecommerce,33962,11655,996,89650.3975,98.5945
Ecommerce,25156,14731,2566,23350.9166,76.6293
Ecommerce,42262,13973,992,2569.1674,92.1424
Ecommerce,44603,11184,4479,155984.6843,60.0529
Ecommerce,20357,10051,2567,75667.3774,77.3274
Ecommerce,16956,6108,3819,101469.1267,90.1657
Ecommerce,44352,13288,455,57469.8761,4.582
Ecommerce,30050,18892,799,72652.1042,92.0917
Ecommerce,2036,15999,2182,16078.6595,20.1393
Ecommerce,2400,9345,141,76901.9567,70.1877
Ecommerce,4889,13698,1220,92613.5642,73.691
Ecommerce,31704,18062,2084,164720.4084,8.8899
Ecommerce,40716,1751,282,67654.5863,96.057
Ecommerce,29776,7729,4180,21949.1391,92.1622
Ecommerce,25999,14471,4684,150593.2429,67.8523
Ecommerce,25726,3687,809,75130.315,13.1377
Ecommerce,8491,4788,1855,185726.7234,58.7602
