Application,Units_Produced,Defects_count,Machine_Time_hours,Labour_Hours,Cost_USD
Manufacturing,17366,31,479.13,2815.1155,197068.9296
Manufacturing,92235,72,879.8589,6998.9306,997996.3761
Manufacturing,18988,939,437.6918,6250.4041,949287.1084
Manufacturing,81632,132,830.9651,6837.6887,713185.8116
Manufacturing,4880,570,594.3271,7675.828,808431.0988
Manufacturing,82554,804,124.0681,9128.3755,831107.7318
Manufacturing,36592,727,729.4082,3416.7395,550647.5339
Manufacturing,32016,537,922.8461,6799.2115,741660.3189
Manufacturing,19400,147,244.9144,9513.3424,302551.4691
Manufacturing,80267,224,187.1617,1424.8546,941584.3189
Manufacturing,62695,175,718.907,6905.5374,371465.065
Manufacturing,30342,657,964.7458,789.9134,858560.3221
Manufacturing,51566,420,516.7569,1740.2797,0.0
Manufacturing,89281,353,68.3608,7888.6782,345380.0036
Manufacturing,48514,709,210.8494,7051.6836,451346.5737
Manufacturing,25214,339,742.8139,8418.5023,205177.0924
Manufacturing,99124,989,225.3902,5016.9498,186718.7675
Manufacturing,23715,378,655.8044,9000.5949,423238.3816
Manufacturing,91890,732,521.7692,5982.8645,95918.8174
Manufacturing,67253,141,748.329,665.8618,407595.0061
Manufacturing,34779,232,332.2243,8707.0225,949820.221
Manufacturing,97831,967,25.9352,3900.7224,696479.9851
Manufacturing,79870,603,46.7732,1918.8446,899523.1258
Manufacturing,94660,988,586.1194,8090.0174,1000000.0
Manufacturing,29189,397,76.3219,9129.0676,886965.1031
Manufacturing,15861,537,382.6153,5014.9973,944883.4676
Manufacturing,28925,737,618.7391,6322.0436,795519.5504
Manufacturing,23464,149,333.6281,4133.4938,636644.1933
Manufacturing,32731,760,406.8437,8476.4272,264962.2755
Manufacturing,17058,855,835.6217,9972.4129,604112.3996
Manufacturing,73248,629,765.3807,419.8644,539397.9004
Manufacturing,51820,752,952.5856,2451.5177,53293.6899
Manufacturing,57475,39,930.4798,8444.6922,844914.5647
Manufacturing,65906,384,745.9182,6497.1396,698699.1589
Manufacturing,56026,202,444.3308,5247.9771,111206.143
Manufacturing,72634,616,461.5043,523.1517,33933.8917
Manufacturing,99876,654,530.3105,5582.111,94847.102
Manufacturing,11859,856,551.7679,2865.5383,971207.4668
Manufacturing,6713,878,336.1118,1008.6778,981837.4802
Manufacturing,99103,592,285.6817,900.6884,301766.4448
Manufacturing,11004,120,11.3038,8719.4236,937841.1223
Manufacturing,8290,17,393.9391,6800.2099,425928.1394
Manufacturing,8188,28,586.9536,9632.0919,783922.3944
Manufacturing,2446,727,530.6062,1255.4094,72160.3636
Manufacturing,58225,504,304.7803,5888.0053,38177.7848
Manufacturing,92896,6,678.527,8632.7496,327931.1696
Manufacturing,84155,478,148.259,9685.3792,283625.127
Manufacturing,91539,386,690.2984,7552.599,310279.2417
Manufacturing,406,142,448.5196,7769.8605,299966.8443
Manufacturing,23649,385,985.9688,5629.8965,701722.6294
Manufacturing,23033,673,617.5522,4475.1739,932609.0884
Manufacturing,15637,618,929.2095,3513.7468,30544.7614
Manufacturing,52341,803,677.8345,4866.7119,307175.4533
Manufacturing,39176,878,106.6894,7772.1257,83240.9623
Manufacturing,34370,52,994.4926,5938.8515,667657.7377
Manufacturing,65753,70,726.9636,2436.1217,29228.8825
Manufacturing,27660,684,633.7125,6949.3939,185128.1855
Manufacturing,60509,815,753.4034,6023.417,408797.0385
Manufacturing,5926,968,737.7813,5934.1074,20875.8369
Manufacturing,77164,799,288.6057,6791.2724,688684.5689
Manufacturing,81770,952,28.9437,3120.0656,771875.6308
Manufacturing,10402,488,40.8626,781.2702,926209.4628
Manufacturing,6839,745,488.3239,6873.8671,739838.6225
Manufacturing,22040,887,219.7845,6191.887,804400.0979
Manufacturing,48959,168,507.5091,6900.5849,982072.0597
Manufacturing,35420,542,1000.0,7912.3637,446969.0419
Manufacturing,66415,87,454.5415,2785.0093,678692.0434
Manufacturing,64209,641,471.445,8733.3856,822565.2377
Manufacturing,60534,266,23.8103,8219.9305,686001.7769
Manufacturing,24748,765,823.7058,9442.0281,486368.5558
Manufacturing,50721,705,927.3286,2222.9779,199008.4617
Manufacturing,48458,967,811.4078,4295.7995,408761.733
Manufacturing,53233,625,197.3911,9350.0752,115950.2883
Manufacturing,75128,956,664.0054,6578.4534,612198.2362
Manufacturing,84577,701,354.0007,6357.7078,894712.1334
Manufacturing,66822,130,148.992,521.8669,692421.6764
Manufacturing,23537,118,732.1856,833.6122,749160.1145
Manufacturing,69162,851,175.2656,1840.4381,840068.3177
Manufacturing,88019,968,13.5612,3892.8512,876936.2821
Manufacturing,35365,330,248.2854,3038.456,658478.9233
Manufacturing,73805,539,16.137,9536.7159,80543.0367
Manufacturing,11465,537,756.7326,2861.8287,194139.2839
Manufacturing,27048,507,33.69,6411.8059,657926.7471
Manufacturing,88982,828,108.768,6011.2849,581812.5201
Manufacturing,35252,254,185.7609,7066.3126,718418.3321
Manufacturing,892,569,136.2509,715.2971,676251.1903
Manufacturing,64990,599,478.7843,8327.7195,706190.5604
Manufacturing,33886,676,662.4553,33.9619,343716.9382
Manufacturing,49943,426,305.2629,3853.6247,966094.9361
Manufacturing,63352,12,323.5257,4444.8149,724240.7099
Manufacturing,21811,787,377.4912,736.0106,646427.4104
Manufacturing,65458,542,711.0203,7017.5511,33427.9362
Manufacturing,16896,465,33.5248,9777.2102,581725.5382
Manufacturing,48581,601,999.7081,5217.5165,866878.237
Manufacturing,13294,127,954.9462,2361.7683,538969.699
Manufacturing,5584,945,469.6944,2179.7953,733061.039
Manufacturing,4389,883,58.8647,958.1143,112008.2713
Manufacturing,12515,947,572.5382,9056.2351,807476.3074
Manufacturing,44231,436,795.3053,8231.9901,58470.7445
Manufacturing,79705,495,603.1352,9382.242,630328.0071
Manufacturing,22616,689,787.2928,8865.2309,462757.7842
Manufacturing,50028,996,284.4514,6078.6889,9169.5365
Manufacturing,66855,65,166.0972,9543.1699,643314.4394
Manufacturing,13794,701,462.0481,7766.7652,417539.7901
Manufacturing,68356,625,98.5612,9460.3114,780425.8043
Manufacturing,77376,346,859.9314,3905.4398,521614.2723
Manufacturing,68844,466,352.993,8786.6317,821162.3588
Manufacturing,90057,977,727.1205,8003.2791,621743.0114
Manufacturing,51970,130,904.7236,8769.4053,376096.3746
Manufacturing,97011,488,210.3608,9821.4523,8867.0899
Manufacturing,15840,857,272.0213,6608.6012,803179.4008
Manufacturing,17110,943,103.8299,3100.1596,353092.2661
Manufacturing,11228,177,0.0,120.392,162001.375
Manufacturing,29809,172,65.4603,7476.4297,307672.5525
Manufacturing,63215,767,213.122,6984.6958,579542.0153
Manufacturing,49122,88,928.9419,6586.0339,469191.3646
Manufacturing,15719,230,594.5454,6743.0918,507050.8913
Manufacturing,49725,896,768.6178,769.6551,436799.2173
Manufacturing,63621,512,888.5027,8208.9265,899856.3552
Manufacturing,1056,477,33.3385,9904.6288,495683.5435
Manufacturing,57824,193,475.4086,4955.3047,666517.9325
Manufacturing,91871,923,362.4542,3694.5997,635865.4616
Manufacturing,91001,410,451.6092,7860.3628,218712.016
Manufacturing,29369,312,128.275,3720.1288,38299.6822
Manufacturing,35739,71,980.193,519.6046,827630.9129
Manufacturing,27781,920,645.4257,5119.7349,311764.4599
Manufacturing,32839,466,947.5978,5830.3191,795372.6874
Manufacturing,82656,652,465.6038,10000.0,625096.2828
Manufacturing,50443,478,310.2105,4759.4874,492526.8838
Manufacturing,24867,899,679.8774,3954.666,104681.0873
Manufacturing,83204,69,186.3808,8632.6548,527170.271
Manufacturing,42845,638,809.5002,7.5714,493702.3014
Manufacturing,42107,700,926.1164,4900.6577,219513.919
Manufacturing,52033,418,359.5826,6574.5571,739369.5615
Manufacturing,95392,631,437.6012,8049.1709,217774.704
Manufacturing,3266,780,142.7848,2874.2825,586673.8871
Manufacturing,6239,711,844.6821,4034.1821,531566.9938
Manufacturing,60023,726,403.3976,277.1006,987621.5996
Manufacturing,71822,162,380.3719,2243.8783,905264.6977
Manufacturing,63602,844,229.8253,8677.7428,617227.2943
Manufacturing,21339,569,958.0892,7178.2026,760141.7901
Manufacturing,13230,494,571.9539,8127.0032,716555.1479
Manufacturing,46869,213,832.1838,1756.3759,257017.8505
Manufacturing,85413,445,403.6233,2361.8322,934211.0676
Manufacturing,87257,243,556.4338,3999.1931,562235.0845
Manufacturing,74128,743,87.9739,8776.5056,451494.7368
Manufacturing,93207,809,478.3598,6543.8452,877841.8273
Manufacturing,86589,156,324.9857,3420.8201,900750.8117
Manufacturing,73162,133,371.8792,0.0,993308.1184
Manufacturing,31315,15,174.6507,7316.6173,375201.0818
Manufacturing,55670,570,654.4971,605.4201,741650.1348
Manufacturing,37934,790,103.1298,1491.3809,414655.4694
Manufacturing,55369,934,969.2794,8235.8192,361500.3342
Manufacturing,68051,551,353.368,719.132,543200.4374
Manufacturing,40242,287,591.293,2678.0805,437535.5455
Manufacturing,6458,726,578.2873,823.3105,352746.278
Manufacturing,49841,2,904.4216,4349.4314,530974.2144
Manufacturing,6583,456,56.9355,6185.3958,948929.1712
Manufacturing,54816,773,472.5289,2431.8292,894313.8724
Manufacturing,93313,643,509.8889,7944.8379,258971.235
Manufacturing,60989,403,871.5501,1121.7328,97688.2429
Manufacturing,43617,612,718.6141,7019.3761,586367.6421
Manufacturing,85380,644,825.3132,5526.4302,961501.0991
Manufacturing,76001,425,915.6585,2421.1753,113066.2636
Manufacturing,52040,909,89.3416,1103.3033,847168.6787
Manufacturing,95696,770,877.3418,9255.1347,49833.5942
Manufacturing,68696,18,238.2885,9955.1795,245391.411
Manufacturing,37606,474,425.6443,5309.3799,164485.3063
Manufacturing,63245,605,855.6457,3001.0509,1000000.0
Manufacturing,69817,994,68.606,1815.5424,746435.3149
Manufacturing,68376,65,135.09,2025.2482,562505.3646
Manufacturing,66790,449,297.1687,8480.8886,646258.7908
Manufacturing,36916,910,790.9946,1380.7505,403949.4193
Manufacturing,31706,455,427.1984,4144.3908,92691.9424
Manufacturing,95369,157,313.4722,9513.4333,277246.132
Manufacturing,16635,485,693.7336,10000.0,206791.1938
Manufacturing,64240,944,784.917,3023.5205,938038.2656
Manufacturing,18127,54,491.569,4608.179,406012.9923
Manufacturing,80383,440,60.4411,1252.8338,833640.8164
Manufacturing,58847,470,822.5742,3025.43,823121.1069
Manufacturing,78176,94,658.9477,645.3577,327591.7249
Manufacturing,97185,544,537.8189,6954.7632,559310.6232
Manufacturing,13015,579,512.0159,284.0304,625801.3101
Manufacturing,55280,358,260.2771,1248.1242,105135.3724
Manufacturing,33624,649,521.8951,5963.9898,320050.8138
Manufacturing,22234,0,697.1918,5324.9815,36472.0019
Manufacturing,37016,409,72.9929,7630.0412,847105.2791
Manufacturing,19639,934,181.0511,942.1072,951783.7397
Manufacturing,68350,748,560.1965,4995.4824,716602.3482
Manufacturing,10001,352,132.9722,9061.5172,826022.5669
Manufacturing,72595,946,680.3702,4990.9039,419720.8714
Manufacturing,11107,155,636.2253,9962.5146,359435.5527
Manufacturing,32603,314,400.7916,6505.2526,956216.4799
Manufacturing,47245,861,806.469,2125.3109,128297.589
Manufacturing,73395,828,305.8196,1399.8337,421359.999
Manufacturing,50570,776,942.9998,5177.1449,49937.6985
Manufacturing,58750,226,50.2662,4634.3928,815806.6746
Manufacturing,57115,297,105.8332,8430.0795,297357.3312
Manufacturing,91293,249,570.0017,704.6203,635499.4057
Manufacturing,83204,353,657.654,6236.7598,809346.3976
Manufacturing,85574,883,1000.0,10000.0,221806.9295
Manufacturing,90790,877,238.3021,4780.2785,969909.8303
Manufacturing,9127,709,745.3102,7141.7336,675541.8328
Manufacturing,35490,658,190.5107,9670.4315,699306.8527
Manufacturing,99202,29,946.4044,7529.6817,899656.0479
Manufacturing,97883,338,498.0579,3841.2821,648549.2069
Manufacturing,21284,202,57.4932,7387.7312,385268.7984
Manufacturing,79683,721,254.9622,792.4917,492171.5279
Manufacturing,60729,318,362.7581,3744.6857,772534.8006
Manufacturing,45169,592,325.2442,6321.9421,0.0
Manufacturing,61194,73,395.9763,6569.6354,824490.8648
Manufacturing,82691,975,635.2849,731.5717,520179.1218
Manufacturing,11587,262,324.5216,3406.9204,506233.3988
Manufacturing,9643,415,7.2297,2057.1273,378282.0746
Manufacturing,87641,372,424.9793,610.0928,447339.6777
Manufacturing,61913,359,407.2994,1322.3238,533727.1291
Manufacturing,96328,392,519.5973,3394.7728,467947.0529
Manufacturing,93772,594,322.6962,4132.789,528474.3371
Manufacturing,5299,949,26.8025,7876.5625,104457.6528
Manufacturing,89678,728,363.6655,959.9046,140491.5405
Manufacturing,27498,993,274.7759,3438.1093,127140.4788
Manufacturing,29850,232,524.8617,9541.859,553933.9104
Manufacturing,40200,252,65.5998,1647.9006,804850.5629
Manufacturing,88081,887,721.4219,281.2193,472734.8948
Manufacturing,92895,960,755.8517,1373.094,719769.7919
Manufacturing,93577,367,692.9408,9797.0609,184897.5675
Manufacturing,14501,2,774.4505,5176.9886,25023.6702
Manufacturing,4515,735,315.832,6570.0225,921876.997
Manufacturing,59173,719,111.7663,940.5049,591788.1041
Manufacturing,69288,533,169.0303,4429.1583,194840.8139
Manufacturing,33801,580,868.9655,5214.5084,736596.9804
Manufacturing,1670,326,864.1412,4911.2166,870218.4896
Manufacturing,14414,378,32.2318,8350.5612,270173.3652
Manufacturing,35978,673,983.4571,2130.6643,391876.2159
Manufacturing,94399,104,702.6539,3937.2246,79072.216
Manufacturing,21385,206,1000.0,6307.2614,751976.317
Manufacturing,93060,557,173.7172,7929.6029,719655.5806
Manufacturing,9676,866,830.9438,4944.2462,528425.153
Manufacturing,24558,479,754.5499,7022.6827,363605.5581
Manufacturing,96839,175,975.364,244.8052,696044.1094
Manufacturing,15410,877,123.8221,2141.8232,1000000.0
Manufacturing,906,216,794.0192,79.5462,384428.1026
Manufacturing,11905,359,568.2406,7287.8629,687153.6369
Manufacturing,33597,916,538.0411,121.9339,795408.8594
Manufacturing,86928,168,72.365,3799.1539,930993.7974
Manufacturing,80395,590,428.886,1299.0981,534119.7947
Manufacturing,73190,93,503.4785,259.3531,676298.0506
Manufacturing,28337,141,346.8008,7821.6468,209911.4816
Manufacturing,48036,797,386.1916,7582.3143,87153.4403
Manufacturing,17964,918,261.4379,0.0,898760.1913
Manufacturing,71853,3,927.0404,1767.6335,783870.8488
Manufacturing,83429,90,328.135,4656.9009,894535.1078
Manufacturing,12880,23,221.8188,10000.0,148272.9985
Manufacturing,25251,477,996.3616,1212.8849,426400.2283
Manufacturing,87209,845,3.7274,1468.8806,697261.4989
Manufacturing,46943,711,788.6671,9302.7809,991171.584
Manufacturing,76692,131,238.658,2929.154,365277.0864
Manufacturing,24663,989,249.355,7693.0701,866037.8263
Manufacturing,73556,927,788.1082,873.9196,967117.8319
Manufacturing,14724,680,329.358,6852.5585,425780.2016
Manufacturing,42410,651,814.6962,5233.8982,831042.5347
Manufacturing,16735,461,571.152,4086.5569,127747.8395
Manufacturing,37941,260,785.061,6836.1315,712605.8641
Manufacturing,3086,154,76.7093,6784.142,483370.0573
Manufacturing,78866,624,730.0342,4505.5912,67735.5704
Manufacturing,81855,355,619.5621,9301.236,806003.0667
Manufacturing,53961,506,825.955,4931.9629,640978.7576
Manufacturing,84552,906,170.0851,6451.3707,466220.8177
Manufacturing,56202,456,537.4868,7917.8507,241792.7613
Manufacturing,6039,893,635.5434,5876.1109,562030.5687
Manufacturing,25149,703,23.0557,1877.6942,136123.3988
Manufacturing,43232,621,685.8474,1147.8319,114614.662
Manufacturing,13615,16,597.0805,1623.7515,590264.2922
Manufacturing,57009,518,514.5306,2391.58,214076.9042
Manufacturing,96606,986,59.6026,2877.7687,830704.7697
Manufacturing,81047,935,732.4759,8300.6985,58596.1138
Manufacturing,3845,391,728.5986,3507.0828,134446.521
Manufacturing,50464,730,554.1992,1319.5008,721227.6748
Manufacturing,48889,281,214.0439,1974.7178,874812.6544
Manufacturing,55991,484,383.6411,5886.9103,238574.2779
Manufacturing,98809,578,557.3117,3783.3252,102472.2158
Manufacturing,35835,85,491.7818,3734.0434,289902.1151
Manufacturing,85554,145,347.7207,3455.9117,100131.698
Manufacturing,67075,840,277.6764,4775.6032,133981.6556
Manufacturing,56070,689,251.255,5517.1924,698559.958
Manufacturing,23080,348,341.6958,5527.7608,696242.8317
Manufacturing,59845,631,421.784,5551.722,882377.8264
Manufacturing,47478,352,684.5511,1409.5126,736733.7256
Manufacturing,33930,300,11.0114,8217.934,177439.5281
Manufacturing,23158,262,784.7172,1011.9664,762073.1652
Manufacturing,33284,352,65.3676,3032.6393,602598.6245
Manufacturing,45643,580,183.7353,9864.1567,640258.8307
Manufacturing,60287,164,547.396,10000.0,446980.4488
Manufacturing,25246,329,53.0595,4781.0734,137590.0263
Manufacturing,79502,367,816.8935,5695.7277,918424.8325
Manufacturing,79284,7,755.9118,9960.3871,0.0
Manufacturing,71038,0,712.1374,5027.309,448917.3755
Manufacturing,6433,378,162.8219,6014.7017,200805.9063
Manufacturing,5718,807,287.9273,2895.5098,227876.0102
Manufacturing,31321,912,778.3694,5067.9249,522700.4862
Manufacturing,93573,973,430.8477,410.3683,128742.787
Manufacturing,8378,243,472.6261,8455.7374,67941.9071
Manufacturing,27222,285,118.1009,6416.8914,554730.1828
Manufacturing,65605,788,935.4621,0.0,596671.9452
Manufacturing,65067,228,986.4411,77.2384,110802.6678
Manufacturing,10513,309,715.7896,8437.6171,181386.519
Manufacturing,50899,596,759.8321,9426.474,100074.2615
Manufacturing,10745,751,196.3667,3905.1971,863255.605
Manufacturing,53169,72,364.9298,1484.929,869207.1264
Manufacturing,22910,211,333.9117,8349.8336,276904.6819
Manufacturing,21945,395,175.8794,5542.7979,544903.9867
Manufacturing,72935,605,280.7965,1813.7278,710024.9883
Manufacturing,4752,65,902.1505,9782.5757,942476.1042
Manufacturing,41782,707,333.7932,3194.5129,115785.9153
Manufacturing,19888,95,234.7515,5519.5884,768392.82
Manufacturing,94243,642,661.4455,1003.9628,195109.5722
Manufacturing,56496,350,261.8502,4414.0082,999982.4176
Manufacturing,11067,796,907.0399,6079.696,710452.6848
Manufacturing,38914,879,211.3819,9625.8102,677383.3913
Manufacturing,97769,333,947.3972,4635.8833,242932.1305
Manufacturing,75565,215,743.6354,1241.0743,440108.4342
Manufacturing,44505,95,636.6827,5233.3439,66382.4006
Manufacturing,40763,908,391.4605,3371.9884,0.0
Manufacturing,29033,401,284.006,6460.6653,257107.6362
Manufacturing,93520,248,675.2499,7857.7505,861322.3351
Manufacturing,10265,499,306.2651,184.8864,387262.9549
Manufacturing,12428,661,763.3187,3253.4848,388472.2452
Manufacturing,37882,574,963.9931,4105.681,102308.8443
Manufacturing,53462,714,271.6661,4782.8434,171664.6148
Manufacturing,85789,575,455.3237,7072.9958,722289.3458
Manufacturing,33479,762,452.1744,4995.5839,459175.0118
Manufacturing,11963,286,488.0182,5938.9933,52597.584
Manufacturing,59459,239,411.2499,5961.3558,469054.3576
Manufacturing,75854,621,461.544,6382.6258,924403.2667
Manufacturing,94063,311,136.5173,581.8266,447776.1795
Manufacturing,77216,663,249.9332,7166.1179,158315.8172
Manufacturing,59771,516,824.0943,1232.7384,224850.8025
Manufacturing,98983,519,170.3728,1237.9484,657657.6436
Manufacturing,76465,204,422.8368,7385.4184,412518.3147
Manufacturing,1023,427,109.7748,6411.1829,533686.3958
Manufacturing,88273,269,47.0216,1199.9571,784522.9251
Manufacturing,92270,766,710.8486,8846.8753,617402.1492
Manufacturing,15092,329,373.0973,8166.0512,501817.3966
Manufacturing,43956,150,946.7136,5898.3983,859606.3397
Manufacturing,44686,140,729.8385,5252.0266,955580.5646
Manufacturing,21701,2,902.0788,6891.1942,557697.9294
Manufacturing,11205,265,347.8641,2904.366,936751.2934
Manufacturing,70976,870,675.9336,6858.4212,88062.4009
Manufacturing,29766,409,8.2601,8437.9158,296688.0267
Manufacturing,53443,737,683.9572,1269.3153,563359.5578
Manufacturing,9621,698,402.3575,1192.7636,813392.351
Manufacturing,64204,283,307.8489,4300.6099,0.0
Manufacturing,40794,429,891.9169,6695.2132,861462.4688
Manufacturing,34269,937,956.2068,3424.5873,191894.4394
Manufacturing,12461,852,670.5721,3972.0328,906246.9252
Manufacturing,48394,364,302.3969,4671.1552,411727.1001
Manufacturing,7156,138,919.9901,4138.7578,315876.9379
Manufacturing,36584,275,809.0802,7742.4642,671645.4157
Manufacturing,23184,791,914.8995,3448.8517,756999.5388
Manufacturing,3464,749,340.7947,8865.2627,169385.7508
Manufacturing,32910,277,222.102,2401.6279,666355.8843
Manufacturing,91012,904,503.2055,9225.7643,702226.0384
Manufacturing,22342,611,960.1142,911.5412,88834.3361
Manufacturing,10441,308,164.2031,5538.755,144126.1605
Manufacturing,61110,492,612.5552,2574.9004,143621.0069
Manufacturing,78915,762,118.2372,8101.335,275458.735
Manufacturing,6604,561,293.2393,8861.0505,815791.086
Manufacturing,53033,219,152.3135,4526.879,787721.0598
Manufacturing,17183,661,85.2712,3692.9845,411079.5908
Manufacturing,61441,542,1000.0,667.173,765039.6168
Manufacturing,25312,868,173.142,4517.4125,85090.9688
Manufacturing,63213,403,231.9827,0.0,916404.3376
Manufacturing,69292,176,168.8684,5480.7471,416517.5701
Manufacturing,73593,212,870.2582,8536.0644,974835.3574
Manufacturing,90886,572,358.3179,9036.0527,106721.9168
Manufacturing,91793,947,59.122,3789.9353,602402.809
Manufacturing,78721,226,536.1351,5830.5108,818009.4178
Manufacturing,613,520,158.0351,3338.55,904787.9317
Manufacturing,43172,246,646.5656,9178.0138,238491.9528
Manufacturing,82340,292,442.7579,6251.0701,134570.6174
Manufacturing,58379,252,558.7946,4985.3529,729592.4951
Manufacturing,95217,548,980.1962,1094.5092,137518.3623
Manufacturing,7942,700,626.7417,1623.685,245421.5746
Manufacturing,19595,137,71.1035,8369.5033,956260.3443
Manufacturing,81997,568,811.7778,851.2063,627698.4272
Manufacturing,89111,472,841.9328,1584.9682,846727.3521
Manufacturing,32352,73,863.967,3039.0904,684363.3323
Manufacturing,38451,704,334.8118,1645.5958,583995.426
Manufacturing,45053,75,228.6823,8423.3537,615087.8483
Manufacturing,42437,361,576.7958,359.7063,947690.3382
Manufacturing,10523,191,620.1655,8570.047,957476.6385
Manufacturing,88128,481,556.2815,4199.4571,967299.3238
Manufacturing,46373,889,774.4086,7285.5851,231853.0482
Manufacturing,42484,788,553.5442,3852.8968,65610.4987
Manufacturing,95527,990,971.1648,9693.0736,690661.0172
Manufacturing,48741,439,336.4436,2470.9309,476990.8335
Manufacturing,92802,824,107.3166,2459.7751,904962.8899
Manufacturing,46172,159,480.2964,7865.8965,557178.3069
Manufacturing,56497,590,320.645,35.0525,421057.2221
Manufacturing,66467,211,138.0738,381.1671,296179.3854
Manufacturing,98225,929,553.9622,2360.286,93697.8446
Manufacturing,69,134,367.7745,8138.4721,196267.0388
Manufacturing,33027,626,177.3219,2101.8778,500124.8315
Manufacturing,68201,615,595.7043,5536.5401,232112.3816
Manufacturing,78445,117,697.838,1642.1102,928847.0626
Manufacturing,92186,603,187.0887,9392.4005,909863.9156
Manufacturing,51403,2,881.4422,3165.0025,511700.9469
Manufacturing,95257,969,599.4762,847.0323,194753.5997
Manufacturing,64228,178,102.2273,1517.4396,320208.09
Manufacturing,68301,119,483.8404,5205.891,851910.573
Manufacturing,74679,981,681.2247,1952.1027,668881.6055
Manufacturing,44319,121,10.1506,7370.2713,764863.5111
Manufacturing,10156,620,112.0512,2885.8159,295808.8365
Manufacturing,24683,887,697.0606,1610.2632,0.0
Manufacturing,50707,275,286.0061,900.2493,27779.1593
Manufacturing,75132,657,347.099,3185.5031,727290.4074
Manufacturing,74166,607,318.3948,9486.2604,574630.6272
Manufacturing,48629,835,374.8346,651.4103,443412.9099
Manufacturing,85132,672,568.5836,9535.6112,817518.1683
Manufacturing,27124,449,124.0828,7407.3291,892252.3227
Manufacturing,36708,399,817.0984,6213.3981,874357.6837
Manufacturing,17698,693,297.2309,5184.197,758099.8347
Manufacturing,18610,631,789.9219,1230.3888,983636.117
Manufacturing,2746,967,617.4769,684.0298,8069.0791
Manufacturing,87022,676,707.6387,6394.9799,226655.0299
Manufacturing,53512,52,591.4553,2372.8957,764188.4803
Manufacturing,60764,262,445.6927,5224.4236,327013.0333
Manufacturing,14486,244,47.2052,4334.757,875076.8254
Manufacturing,86425,16,424.4824,7436.4975,697796.9176
Manufacturing,19187,985,0.0,2650.2126,14830.4987
Manufacturing,88773,298,5.5127,1350.2181,474254.7952
Manufacturing,31101,247,241.0413,6147.4237,131227.7181
Manufacturing,81662,895,762.2548,8087.4075,858627.0968
Manufacturing,23953,461,264.2456,9292.3277,196826.0214
Manufacturing,64758,7,747.6547,9099.1742,98612.8626
Manufacturing,19501,658,574.787,500.6151,718396.6411
Manufacturing,26662,539,704.4647,1499.1569,310786.5795
Manufacturing,74973,652,157.1434,7231.2588,628230.7044
Manufacturing,7840,36,230.4723,7157.9163,757344.8155
Manufacturing,6981,66,679.3369,6168.6527,582036.6378
Manufacturing,56267,584,793.0982,3710.8564,581206.4958
Manufacturing,45995,487,592.0354,2786.041,143216.5634
Manufacturing,59341,175,23.7504,1244.9656,43969.8799
Manufacturing,51659,169,960.2078,5924.9259,825541.4185
Manufacturing,4931,141,741.2015,2241.4893,407452.9595
Manufacturing,73380,906,989.4053,8986.1046,239876.0231
Manufacturing,71792,227,447.0031,2302.9737,899801.8079
Manufacturing,30598,973,3.2204,7936.8417,919449.6913
Manufacturing,39008,725,275.2804,3715.8721,929408.3494
Manufacturing,88421,537,85.423,8318.3266,244649.1449
Manufacturing,58110,826,927.123,7188.5695,687956.8311
Manufacturing,9377,638,633.931,500.6829,514507.456
Manufacturing,85420,743,562.7352,6605.4992,563766.3014
Manufacturing,69193,927,268.6536,5891.6256,441345.5025
Manufacturing,26942,623,235.3826,8054.1037,153779.7942
Manufacturing,92660,234,762.6027,2213.9541,391465.1861
Manufacturing,93005,291,269.6733,7522.2199,37680.7694
Manufacturing,85243,114,621.3951,8802.5435,773009.5704
Manufacturing,39371,154,407.9826,7709.3864,486215.3239
Manufacturing,91528,139,621.8113,9272.6978,146131.3681
Manufacturing,57030,381,548.193,3038.0462,557668.3601
Manufacturing,42191,163,192.4312,4252.6592,43672.1169
Manufacturing,61048,980,283.4347,3920.0401,112041.7972
Manufacturing,51710,566,881.1012,3160.6966,621875.883
Manufacturing,47812,381,0.0,1570.4591,159023.7425
Manufacturing,19366,770,107.2004,13.4549,284216.7366
Manufacturing,9719,350,200.103,2873.4967,657839.1082
Manufacturing,15899,892,46.0016,9622.3579,500067.6154
Manufacturing,70439,235,439.2084,3057.6284,154027.9004
Manufacturing,79545,490,483.6701,7949.1683,254062.4341
Manufacturing,27559,530,263.7586,1539.9585,900463.1065
Manufacturing,26758,145,431.3116,5391.9705,688382.0563
Manufacturing,98722,752,590.0409,1191.0399,328940.0781
Manufacturing,97695,333,108.4548,6390.069,75983.3173
Manufacturing,81967,50,419.4867,972.5142,824160.9785
Manufacturing,22902,419,263.2603,2887.8573,833884.5481
Manufacturing,89914,252,652.4597,1344.4499,278347.3562
Manufacturing,84816,825,842.0359,3678.9119,525227.1101
Manufacturing,62868,346,829.6577,2927.1941,238830.368
Manufacturing,28158,484,470.5936,2865.1831,444116.7045
Manufacturing,17375,233,50.1813,1287.5949,94180.328
Manufacturing,91008,579,648.2202,5295.4955,58829.7604
Manufacturing,78522,384,992.506,1814.514,197338.1058
Manufacturing,63149,173,633.6219,8265.7873,75366.9166
Manufacturing,29362,979,4.7354,6567.0541,910655.9858
Manufacturing,43949,963,140.3756,8646.9272,576817.7116
Manufacturing,35841,64,377.039,9086.5386,712005.2197
Manufacturing,67746,728,757.0378,3544.3473,257334.3642
Manufacturing,47964,146,187.8948,621.2487,121990.4391
