Application,CO2_ppm,PM2_5_ug_per_m3,Temperature_C_env,Noise_dB,AQI
Environmental,868.3122,0.0,40.2773,38.3653,317.4808
Environmental,390.0295,47.3536,12.2214,70.5734,185.9305
Environmental,559.2304,245.9967,-7.1496,112.6189,402.2896
Environmental,832.6247,39.8046,47.8758,86.2084,304.2373
Environmental,924.9591,147.6199,-16.8561,105.7191,472.9489
Environmental,380.5401,400.301,-11.9053,40.9435,32.1786
Environmental,551.9034,154.6679,31.6237,80.8867,115.6247
Environmental,795.4803,130.448,-9.0745,73.9874,85.5844
Environmental,888.3132,285.6741,15.8651,84.1863,347.6851
Environmental,910.0709,413.8406,3.8128,74.7589,484.8134
Environmental,372.6311,439.6598,11.0005,58.3476,300.8884
Environmental,346.4145,437.9281,4.9615,67.5624,392.7269
Environmental,677.2324,286.9139,2.9226,119.2277,445.5671
Environmental,765.3146,178.1177,-13.8917,91.5145,431.923
Environmental,537.2195,40.132,22.4311,54.7152,479.5323
Environmental,801.6374,4.7781,20.5919,45.0193,215.2325
Environmental,440.5879,278.9026,-27.9911,45.3033,407.4833
Environmental,381.6154,321.8739,-15.0374,127.9966,45.5037
Environmental,637.0167,258.625,-8.4957,73.6663,308.1892
Environmental,620.3558,115.8828,5.4177,39.7658,431.8399
Environmental,602.454,345.1581,-12.8084,106.3335,89.4963
Environmental,548.1884,265.3094,-25.5326,82.4406,191.1456
Environmental,724.1239,350.558,-17.8,94.2941,208.4355
Environmental,991.2146,72.3509,1.0974,111.6643,175.7775
Environmental,530.6349,395.9109,33.5266,36.9994,99.7246
Environmental,880.3596,404.7436,-5.5578,73.3322,315.7981
Environmental,365.6176,440.3354,-25.7729,83.8094,481.9163
Environmental,354.0853,165.1195,19.7099,125.0928,255.5536
Environmental,423.3501,93.3874,15.9838,30.7874,403.6108
Environmental,346.544,124.6487,-26.071,125.681,205.5202
Environmental,604.0526,228.8002,13.6067,104.9086,126.1785
Environmental,430.43,339.7519,29.4304,46.34,33.8425
Environmental,542.4615,234.3237,-18.9235,70.6173,168.3457
Environmental,473.4566,296.4555,-19.6148,53.5241,376.8158
Environmental,529.4485,159.1294,36.2624,33.7699,483.9435
Environmental,720.094,357.6246,39.355,102.3003,348.5419
Environmental,702.3936,386.4105,47.5377,26.4361,329.7368
Environmental,597.6729,109.3057,-27.6574,107.4495,425.3439
Environmental,699.415,96.8745,9.606,78.3436,151.4666
Environmental,808.1065,217.5538,1.8607,122.7248,500.0
Environmental,770.3993,389.4204,48.4426,40.5211,355.7016
Environmental,325.6196,290.4422,-19.2065,50.9756,322.636
Environmental,424.5021,102.3392,41.9226,106.3846,123.0729
Environmental,385.4556,88.0477,-14.4548,116.9582,138.769
Environmental,739.7566,480.9273,26.1648,39.8942,353.2831
Environmental,708.7577,204.1381,-20.4043,20.0,465.4308
Environmental,982.7829,138.9474,40.2297,135.1477,354.6668
Environmental,782.3078,315.7268,7.202,125.3191,416.8245
Environmental,859.0963,85.4859,11.8707,106.0934,312.5468
Environmental,831.5219,225.4313,-23.4388,41.0295,355.9568
Environmental,479.9199,177.4612,-11.4878,41.679,115.1458
Environmental,971.5152,160.6513,46.4867,97.1204,24.2752
Environmental,612.1638,286.946,12.9556,105.4932,189.2679
Environmental,572.0207,409.712,17.2873,91.0501,42.0634
Environmental,771.098,433.9467,-9.6424,119.5602,63.3701
Environmental,660.0709,326.9178,38.6402,50.0547,463.1281
Environmental,424.8401,97.7659,11.323,125.7246,454.0512
Environmental,613.4325,2.0624,39.7929,24.7797,487.3885
Environmental,345.2433,22.0795,28.4853,36.9095,43.2201
Environmental,580.0191,464.5614,17.7018,95.2587,251.6007
Environmental,301.9193,283.278,24.2193,42.0678,487.2912
Environmental,777.759,162.4162,27.6679,49.347,71.2085
Environmental,826.0692,197.6121,37.8057,74.4663,246.0762
Environmental,416.92,9.2048,40.0852,89.6858,420.8665
Environmental,705.0245,342.521,40.5725,119.8816,97.108
Environmental,689.2747,86.7489,14.7409,135.5098,345.9179
Environmental,306.3333,255.1254,-3.9162,20.0,397.2614
Environmental,796.8025,2.4461,-29.8562,29.5886,91.8852
Environmental,420.1049,197.9056,-23.0277,26.5661,255.9583
Environmental,342.7113,30.7131,36.4328,138.819,237.0776
Environmental,334.106,6.5565,29.7396,111.5464,106.5714
Environmental,804.7895,68.3914,-11.3312,78.449,159.445
Environmental,859.6615,203.7882,-25.2983,103.3858,432.3613
Environmental,812.6648,209.1004,34.138,92.5671,186.3549
Environmental,699.097,65.0194,4.6123,111.8166,4.7776
Environmental,738.3161,453.8988,20.1696,47.5372,80.4316
Environmental,734.5365,139.4626,25.3498,127.8774,163.5841
Environmental,611.8269,486.8698,-11.4751,111.9085,317.4567
Environmental,727.479,345.1091,29.1602,93.4175,415.0069
Environmental,322.4514,243.3884,34.1961,27.3563,31.0737
Environmental,710.5522,164.4475,-4.9716,52.9242,241.0604
Environmental,699.4265,391.2933,33.9139,110.5243,120.4825
Environmental,423.8909,44.3881,-23.4169,31.0232,97.4784
Environmental,654.8108,84.9326,-15.9702,27.4915,400.839
Environmental,563.9375,281.2585,22.8358,84.6935,355.8855
Environmental,682.6917,445.2803,25.9519,52.4017,72.6415
Environmental,885.9172,224.0475,-0.5344,128.4862,95.1078
Environmental,760.2243,47.859,-15.8983,49.8758,166.3053
Environmental,346.8178,499.2575,-28.6312,78.8868,326.9103
Environmental,514.7239,118.2502,-0.0327,104.0451,382.1345
Environmental,434.0475,6.629,-24.9828,58.6845,95.6683
Environmental,569.8075,480.0525,34.9008,105.8146,200.2342
Environmental,868.2026,362.8918,41.3127,83.7902,464.2837
Environmental,724.7251,494.4923,6.2339,69.6751,200.7799
Environmental,715.6354,5.2492,8.7702,124.8304,313.7074
Environmental,909.7071,412.1332,-11.4002,136.0789,190.0592
Environmental,804.9687,41.0095,27.2991,93.903,496.3808
Environmental,933.5616,305.3412,-27.0549,58.0825,164.9379
Environmental,705.518,304.2195,3.0929,128.6843,383.2419
Environmental,492.9094,493.7516,-27.7103,84.6359,464.3443
Environmental,731.2479,50.3055,6.4783,114.3302,413.1487
Environmental,854.7605,282.6969,3.7526,24.6387,335.6634
Environmental,600.1295,102.2434,47.4414,90.8456,362.8148
Environmental,300.0,74.2803,-3.3585,20.2271,467.8095
Environmental,788.2588,168.6308,-13.6517,125.6424,223.6642
Environmental,657.9938,144.9714,39.1078,122.7771,449.8089
Environmental,608.5759,138.356,15.8276,80.0189,168.6291
Environmental,649.1159,441.2288,15.1385,114.1464,461.803
Environmental,708.5671,194.2503,25.1912,40.8947,442.6103
Environmental,740.1829,165.142,-7.0872,89.805,113.9703
Environmental,494.3483,109.8819,30.3747,82.2837,128.1658
Environmental,415.6826,21.3504,20.8882,99.0637,268.1042
Environmental,795.1817,57.1487,-29.02,127.0041,455.1472
Environmental,691.8147,325.2418,18.366,53.8957,53.1151
Environmental,430.3965,197.4907,14.6965,80.0407,410.2207
Environmental,971.4233,180.3076,-5.5289,99.3949,386.076
Environmental,542.4007,0.0,-14.7474,56.5639,338.3673
Environmental,379.756,470.0612,21.2963,94.835,348.1254
Environmental,582.476,320.8371,-5.4331,110.6202,423.9647
Environmental,650.4304,205.1724,14.7998,44.2246,11.0505
Environmental,861.8056,459.9789,44.0668,119.4123,238.4953
Environmental,663.8254,243.9526,20.1201,125.2348,490.0991
Environmental,956.3744,194.0916,7.0539,75.151,388.5038
Environmental,924.9253,50.1736,-9.5286,139.9559,215.8515
Environmental,526.376,25.1544,16.017,80.5514,192.7949
Environmental,844.3325,60.0246,-9.9036,65.9551,440.79
Environmental,954.9337,162.3442,-20.8934,68.3456,196.4135
Environmental,564.9967,151.6595,41.6352,66.1522,282.237
Environmental,757.3762,482.2512,40.0016,94.4788,20.3424
Environmental,362.658,90.6409,15.2318,27.5675,125.0089
Environmental,726.0807,221.479,40.9604,59.1868,361.5828
Environmental,938.4146,246.225,19.604,123.0896,0.0
Environmental,724.1438,43.8591,7.2362,35.6634,6.249
Environmental,702.8283,351.992,29.2095,100.4518,459.7274
Environmental,969.5617,162.1058,23.2754,109.3146,171.5487
Environmental,798.8363,365.7801,-10.472,115.6158,315.7691
Environmental,941.8588,207.1318,-13.7852,23.8104,182.5759
Environmental,907.6912,268.6907,27.9656,133.9489,216.2214
Environmental,963.191,403.4101,21.9417,99.3087,187.6699
Environmental,918.2146,394.5742,49.359,137.5044,339.7121
Environmental,417.7669,10.0282,33.8195,139.4236,108.8839
Environmental,968.1969,483.5226,5.0689,132.983,407.5991
Environmental,505.1612,13.391,23.579,77.4278,255.0075
Environmental,382.8947,302.3902,18.2024,133.124,417.7889
Environmental,899.5421,207.5869,8.3306,63.9013,154.1988
Environmental,580.5113,316.9708,-5.7604,115.2512,280.1687
Environmental,531.0719,0.0,14.0976,121.4524,176.45
Environmental,800.0063,287.8095,3.4844,49.5937,159.18
Environmental,416.4212,435.9366,6.8131,126.4442,40.9826
Environmental,567.7308,75.351,15.2562,83.8695,385.8547
Environmental,674.3835,242.2317,44.9135,29.1088,323.6131
Environmental,949.2664,262.2348,17.6601,99.458,112.3826
Environmental,989.5146,353.2803,29.015,46.4441,370.5418
Environmental,429.0977,384.7692,0.1934,49.1576,407.1174
Environmental,420.7928,12.2004,7.8907,124.9596,41.3619
Environmental,413.5549,282.6556,-21.17,88.95,341.8701
Environmental,972.2644,160.8791,-27.1903,129.0798,384.8531
Environmental,920.1023,188.2026,17.4639,109.6126,83.6337
Environmental,569.2767,156.6662,-3.3656,85.0565,184.3667
Environmental,453.4627,174.9078,5.6724,70.2132,10.7931
Environmental,392.4274,255.9428,-16.2659,98.0253,432.0719
Environmental,809.2889,129.4283,-7.3912,129.3067,288.1075
Environmental,766.4854,453.1258,-12.6144,48.9688,188.4826
Environmental,955.6541,384.4165,-11.6934,81.8249,341.4262
Environmental,475.2482,428.3085,38.2372,140.0,123.2006
Environmental,837.0002,355.9065,-25.7045,86.3656,500.0
Environmental,471.1911,278.6551,-18.2474,53.8787,462.8909
Environmental,971.5762,391.6902,-2.3086,24.6114,174.3069
Environmental,574.4695,442.8691,-0.4743,116.6718,318.3594
Environmental,542.0716,442.5589,40.1239,74.0264,352.3153
Environmental,571.7998,87.6114,20.9353,27.0585,391.3838
Environmental,526.3416,184.0611,25.3257,38.8025,73.0646
Environmental,789.6563,180.1009,10.8009,51.5932,456.7447
Environmental,756.5415,421.971,26.4056,106.6979,117.0531
Environmental,998.8193,346.0592,-26.2078,127.7421,154.7994
Environmental,377.6918,425.5313,25.9641,61.7324,78.3246
Environmental,804.6949,196.9071,-22.3891,56.8157,226.4997
Environmental,559.5658,385.6766,8.9781,130.2125,482.4463
Environmental,869.7766,446.0952,-23.5275,45.688,281.7124
Environmental,552.8336,0.0,14.0606,80.1497,346.3361
Environmental,383.0954,462.5211,16.0255,95.2475,3.0725
Environmental,432.583,211.2107,-3.7881,131.4412,198.1236
Environmental,852.3149,166.0834,33.0784,21.6855,428.1534
Environmental,376.6598,162.2755,28.2275,116.7347,415.857
Environmental,627.5096,32.5181,18.8205,78.1003,168.8088
Environmental,901.5513,341.962,1.5689,57.078,183.7226
Environmental,726.7418,45.3183,15.1639,60.7561,319.4662
Environmental,414.5337,340.2157,-27.8351,110.1532,436.0358
Environmental,773.1973,483.3043,47.0331,56.4534,157.7342
Environmental,909.955,479.3958,40.517,99.8514,122.6963
Environmental,757.9879,5.04,-12.3592,37.875,36.3481
Environmental,490.8159,97.4622,-14.7186,36.3223,497.8065
Environmental,469.8003,132.6314,-23.6869,32.2734,467.0823
Environmental,379.5173,387.5902,-7.8221,110.5978,500.0
Environmental,946.699,298.7784,26.2122,124.2133,157.9448
Environmental,874.1866,114.3533,4.5793,56.2699,91.906
Environmental,648.0121,87.3452,-25.3408,90.3719,390.7912
Environmental,615.5935,141.4968,7.6517,128.1437,453.9482
Environmental,760.8682,175.9722,43.7614,71.6647,140.8894
Environmental,503.1638,77.1666,35.9693,79.849,313.8738
Environmental,485.4903,7.3014,-8.3927,128.2496,6.7059
Environmental,431.2794,173.4782,-3.6694,52.5246,4.694
Environmental,353.3961,348.53,-4.3717,107.0623,115.456
Environmental,348.7335,282.076,11.7251,93.0239,447.7032
Environmental,969.032,396.642,48.8539,38.5932,19.2732
Environmental,447.3645,394.5586,-3.072,105.9427,347.9322
Environmental,375.5488,314.5591,-1.5143,59.5622,179.6945
Environmental,948.4866,374.4599,20.7032,30.5502,7.8671
Environmental,927.1601,374.1061,13.051,44.6661,218.0333
Environmental,445.7004,228.6867,-6.6297,98.7235,378.0494
Environmental,592.2859,176.1739,-17.1806,95.8851,328.1219
Environmental,845.6546,447.6326,35.9453,57.8397,238.2891
Environmental,361.4848,259.488,8.448,98.2282,118.3541
Environmental,571.9982,407.572,7.3988,119.9402,485.7327
Environmental,644.4273,444.2756,24.6941,42.8658,369.0811
Environmental,764.1004,106.1535,26.209,82.1844,111.5826
Environmental,744.315,189.9144,9.0903,76.2074,383.8948
Environmental,946.3625,216.2423,-16.2823,21.9553,300.7546
Environmental,355.7163,266.6004,-18.4722,105.0896,250.423
Environmental,527.2025,311.9955,-11.0016,25.8279,21.9537
Environmental,635.1307,27.563,49.1734,122.9095,405.6688
Environmental,959.4519,132.9671,-15.9577,67.9597,71.9223
Environmental,524.2547,490.6925,-24.4341,64.4733,420.8364
Environmental,887.6313,368.7116,8.3585,57.6617,321.5739
Environmental,488.6799,367.048,23.5033,64.2443,373.7569
Environmental,422.2522,386.7416,13.5312,135.124,447.589
Environmental,882.7155,237.7558,40.0282,140.0,290.3824
Environmental,749.4049,468.5031,-25.6201,51.349,314.2421
Environmental,889.1817,150.3236,-24.6566,88.2176,84.5611
Environmental,841.8668,124.111,27.635,81.3159,288.884
Environmental,348.4848,251.5181,20.2118,56.5172,275.9786
Environmental,545.2146,61.845,4.988,120.2951,329.6597
Environmental,595.9029,221.1519,17.9614,79.1345,315.8516
Environmental,569.4683,360.3829,23.5182,48.5438,289.4676
Environmental,798.6389,259.9067,-15.2975,124.0722,480.2793
Environmental,912.0476,469.0709,48.6194,27.7622,57.8206
Environmental,314.8531,466.6845,47.2648,89.261,284.0777
Environmental,555.0554,309.0761,-20.0302,54.8411,329.3038
Environmental,762.2125,28.571,8.9126,66.4953,13.0223
Environmental,682.9091,378.5057,-8.2052,43.7318,497.8145
Environmental,995.0878,187.354,-4.9169,87.0187,459.1396
Environmental,405.3047,150.0724,10.4655,56.6185,481.2422
Environmental,729.5567,128.5634,20.0857,44.4865,226.2387
Environmental,972.2774,202.506,-10.0639,26.2918,184.8249
Environmental,333.5671,439.7946,42.6195,131.7173,112.5639
Environmental,946.0578,57.8869,29.0416,133.93,26.6688
Environmental,959.07,0.0,-17.2788,136.0599,463.7843
Environmental,611.0265,71.7381,32.8815,117.8202,433.456
Environmental,675.1725,51.2576,24.4637,104.565,362.2215
Environmental,890.1659,82.466,43.1079,137.4969,217.3026
Environmental,587.9187,280.5767,42.2925,81.0394,106.1643
Environmental,647.9629,491.101,46.5055,83.9401,328.6304
Environmental,384.4587,490.4662,-5.9804,71.3286,325.8601
Environmental,989.6233,97.5289,5.3513,74.1884,230.9763
Environmental,882.7815,439.112,38.0005,67.7816,288.3275
Environmental,710.4327,467.7481,1.3773,63.3065,12.5279
Environmental,344.1965,27.3054,-21.0524,42.6644,371.0996
Environmental,442.0933,308.9792,28.7153,100.7649,180.4399
Environmental,779.4624,88.8662,14.3402,70.097,389.1705
Environmental,687.8862,72.9586,25.1809,31.675,381.3995
Environmental,335.1691,251.6189,-19.9893,37.9538,235.0273
Environmental,998.7196,6.0485,22.0665,108.1517,130.9065
Environmental,300.0,81.7826,6.0522,137.8568,491.0994
Environmental,701.5562,456.2788,31.4104,137.5681,253.2186
Environmental,304.1329,109.4478,-9.6919,97.23,269.1416
Environmental,434.5666,263.3055,-26.2685,20.0,28.4307
Environmental,499.8302,320.616,31.8221,136.5044,25.9731
Environmental,743.4193,24.817,26.3011,98.5006,11.3584
Environmental,962.7059,52.8158,34.0437,32.3958,13.4584
Environmental,668.3217,180.0956,11.5223,90.8329,172.8343
Environmental,667.8351,222.2044,4.9066,98.9894,137.0814
Environmental,826.9463,110.6693,28.3437,136.1449,492.6045
Environmental,474.3201,416.1943,-15.3495,39.346,27.4894
Environmental,351.7492,177.0131,18.9034,137.4028,392.6861
Environmental,907.3698,465.5506,11.5831,140.0,241.0007
Environmental,844.0107,26.7013,10.3962,36.4145,223.8991
Environmental,688.3164,12.6531,-3.3692,69.2315,291.6466
Environmental,506.8458,11.1759,39.4817,131.9271,47.1816
Environmental,913.3431,387.8859,50.0,107.8345,168.0179
Environmental,311.3315,148.7851,36.4887,99.3733,288.5049
Environmental,839.7359,283.6868,4.3691,82.1922,115.058
Environmental,665.4671,277.0432,8.365,27.1232,451.602
Environmental,942.5552,304.1824,22.0592,118.2308,103.9405
Environmental,706.4456,297.1192,33.4558,29.9299,38.3537
Environmental,300.0,320.5667,14.8757,97.337,301.8356
Environmental,427.185,53.1723,47.7698,106.0612,411.7271
Environmental,445.1922,471.5023,10.9195,118.3314,291.0255
Environmental,563.1917,39.591,-12.6443,84.7662,332.2152
Environmental,361.4011,257.8143,-18.8162,116.8312,244.2328
Environmental,546.4058,333.3074,33.9746,129.2812,213.793
Environmental,508.3324,309.7137,43.9948,106.0239,208.4296
Environmental,768.4113,37.4682,35.5179,117.4811,500.0
Environmental,472.1821,344.7053,29.717,77.9923,122.4655
Environmental,687.5158,462.0312,-10.6963,127.3747,89.4341
Environmental,811.4399,192.3399,27.671,132.909,84.2894
Environmental,350.8375,261.8032,45.6246,92.8416,453.1529
Environmental,484.0628,480.6715,1.2505,47.1107,440.5688
Environmental,621.9371,294.1885,26.6577,97.9885,266.3045
Environmental,597.2597,331.2001,-18.9383,121.0636,15.9774
Environmental,468.203,124.9925,39.9829,71.1406,131.8971
Environmental,314.5531,492.0467,18.411,25.6274,395.7024
Environmental,365.6778,40.9417,-14.2664,88.8843,277.9304
Environmental,557.8866,248.1278,19.7,96.7741,478.8643
Environmental,304.2201,420.5284,-8.9467,129.9378,442.0703
Environmental,949.7411,387.1182,42.0455,47.5715,67.4434
Environmental,990.0713,139.7471,29.6801,127.5423,174.2286
Environmental,840.0823,399.7746,-1.3343,132.5212,16.7237
Environmental,325.8292,355.4971,17.8509,99.9994,29.7074
Environmental,606.0128,151.8003,-9.0174,115.5848,198.1417
Environmental,738.7763,348.1133,-23.9493,93.7092,470.0606
Environmental,626.1229,270.439,41.763,23.1592,367.6821
Environmental,957.5022,231.2955,33.4012,88.5343,288.7152
Environmental,780.6861,282.9234,46.136,86.3496,103.9757
Environmental,662.4686,72.6744,46.6159,86.2297,125.3256
Environmental,660.7129,244.1008,9.148,46.6462,296.6208
Environmental,589.1954,388.6744,-15.1232,95.8932,316.001
Environmental,684.3458,379.7526,33.1612,85.9531,152.6004
Environmental,922.6912,396.4092,48.9994,21.326,175.5854
Environmental,544.5119,234.3511,-6.2675,52.8109,142.4579
Environmental,392.0799,365.86,37.1074,82.1774,189.9114
Environmental,300.0,382.6906,7.5786,103.9695,146.64
Environmental,718.9338,397.3445,15.1463,124.9974,18.4456
Environmental,941.3755,18.9799,-16.9521,81.4382,313.2526
Environmental,586.3716,335.2,-1.9227,118.9645,109.4727
Environmental,828.915,110.8492,36.4333,109.9342,13.261
Environmental,697.3962,262.9907,30.6161,52.1359,295.1
Environmental,348.3211,465.8397,13.4394,53.0294,146.7055
Environmental,362.2433,57.9426,-19.185,85.0781,432.5866
Environmental,812.3062,127.5042,3.4992,60.1917,212.1474
Environmental,638.3356,469.3136,-28.2313,25.974,263.8368
Environmental,855.3316,292.0828,35.4296,54.873,298.3306
Environmental,444.1932,110.322,-12.8015,61.9645,218.5941
Environmental,908.1164,238.638,-3.654,99.114,178.0772
Environmental,364.408,405.4922,2.1326,94.7978,227.3471
Environmental,858.7074,103.994,-3.7059,119.8571,283.3756
Environmental,710.8545,2.7699,21.4943,33.9161,261.6142
Environmental,528.272,85.5784,14.1782,140.0,321.8514
Environmental,700.7089,471.4552,18.0597,51.1474,290.1487
Environmental,920.9838,266.8959,-4.7857,130.9611,105.9927
Environmental,542.2853,109.8815,6.389,70.315,15.0721
Environmental,743.0966,375.5479,46.3961,76.2183,278.6837
Environmental,863.6408,49.8279,0.5398,117.6128,186.4863
Environmental,836.8863,80.72,-21.1625,103.7478,192.3389
Environmental,916.4825,382.8761,-11.2322,68.5963,427.7448
Environmental,605.8693,88.6818,-9.1709,84.616,481.0103
Environmental,870.6909,107.3448,-16.9343,81.4049,22.306
Environmental,691.1323,129.1577,48.3504,88.4994,351.1239
Environmental,823.3459,113.2896,22.3826,69.18,185.335
Environmental,956.1042,497.4125,-24.5663,99.0492,353.6142
Environmental,544.0691,151.363,-25.1259,83.3613,283.4623
Environmental,979.7268,55.8146,-6.8271,107.2126,0.0
Environmental,630.3239,375.4635,-20.6161,30.0062,487.7048
Environmental,854.3047,386.9179,7.0123,54.9752,301.189
Environmental,830.359,371.9458,-18.9044,134.5179,273.2329
Environmental,380.3858,277.3323,1.7001,42.3997,25.7616
Environmental,749.7516,26.962,38.0835,39.3155,182.0036
Environmental,963.7662,438.1407,40.9447,46.7915,410.2768
Environmental,316.0744,139.3319,-11.8418,48.4147,239.8891
Environmental,366.9279,55.7721,-23.7899,30.3212,431.0344
Environmental,640.168,494.8506,33.2962,37.7763,165.9281
Environmental,692.6188,264.8714,27.0872,37.4001,287.1754
Environmental,944.9331,443.4265,38.5515,74.7732,296.4536
Environmental,715.4625,212.7203,45.6435,43.7576,19.1429
Environmental,342.491,46.7941,-12.5385,107.8928,250.0001
Environmental,503.3194,100.0504,25.1722,125.222,119.0145
Environmental,965.9709,171.8114,35.5687,27.4152,426.003
Environmental,537.7365,65.9094,22.1339,55.2408,448.604
Environmental,863.3535,188.2863,44.4838,138.087,444.0237
Environmental,649.0026,313.6766,4.5607,99.2759,254.8252
Environmental,681.4284,281.565,-30.0,112.5177,161.72
Environmental,663.2287,400.2766,-14.9991,56.3462,56.0333
Environmental,546.4964,415.9729,-4.2048,96.382,456.1162
Environmental,306.8435,463.1343,2.275,45.4577,63.5642
Environmental,433.1366,207.8371,9.6857,36.5002,171.8371
Environmental,647.1402,95.6762,-29.5006,28.9512,58.6352
Environmental,634.0108,13.1202,49.1466,99.9933,247.036
Environmental,757.9085,279.8215,-18.4783,79.4548,470.2454
Environmental,727.5231,24.6142,28.271,43.1591,274.9665
Environmental,747.981,6.0509,9.8225,121.5392,277.3024
Environmental,422.0343,178.5606,8.7762,127.0396,7.3542
Environmental,677.9091,97.2598,16.5115,122.683,358.0365
Environmental,933.9828,118.1408,8.1488,32.12,460.0575
Environmental,520.1879,340.7172,13.3243,65.8747,355.4569
Environmental,496.9277,244.8166,40.8472,37.3098,59.7715
Environmental,689.1439,486.4216,29.0514,45.3876,444.3807
Environmental,359.1956,298.3825,0.0107,75.2693,400.1379
Environmental,600.8496,387.1988,20.4021,61.2349,473.1457
Environmental,776.5794,486.4424,19.2849,79.9959,151.106
Environmental,852.1309,132.8011,33.2447,91.8288,417.1061
Environmental,374.549,112.0327,27.2938,25.7905,236.5067
Environmental,905.769,309.8582,-27.8359,69.6066,21.4231
Environmental,735.5323,322.4086,20.881,119.4914,105.0223
Environmental,363.9013,248.5971,35.1197,136.7118,309.8613
Environmental,889.9577,197.5358,-26.7114,39.4162,435.353
Environmental,959.6068,119.8278,13.5403,67.5576,199.1531
Environmental,439.0597,424.7535,36.7661,100.6615,85.9199
Environmental,948.8073,165.8262,-27.5667,72.0119,53.1425
Environmental,446.3791,106.3162,-0.9596,70.5112,62.1583
Environmental,577.099,398.1161,6.1708,25.5951,336.1026
Environmental,640.7853,130.521,20.1474,86.8436,229.1422
Environmental,363.9563,250.3796,22.2944,103.968,341.7106
Environmental,746.5632,285.7011,-10.4788,130.3709,164.2614
Environmental,925.6608,52.2644,41.7088,60.8131,390.1388
Environmental,576.1282,498.433,15.2146,27.0351,246.1615
Environmental,464.6326,237.7136,-10.501,84.1969,274.3511
Environmental,592.0846,30.6123,-25.4955,55.0675,286.1882
Environmental,886.3109,160.3569,36.4283,114.355,142.7522
Environmental,852.5951,276.4094,-29.5868,109.0513,496.732
Environmental,768.6829,349.8627,36.6117,51.369,353.3889
Environmental,372.2334,358.3962,49.0307,128.781,473.7176
Environmental,454.9355,139.6955,37.8578,83.3984,443.6008
Environmental,402.8205,164.7084,5.3845,80.5328,130.0889
Environmental,470.4551,28.4339,3.2327,53.0087,33.1349
Environmental,919.1085,466.6983,-15.5453,29.3746,234.2929
Environmental,694.2247,15.2544,17.7248,126.1848,46.6432
Environmental,907.6389,393.9839,23.5501,90.9971,44.1401
Environmental,873.2445,259.2057,-15.3174,25.5948,321.0952
Environmental,556.5739,280.5654,46.2849,131.1412,208.9005
Environmental,628.5392,407.6375,-14.0223,74.2851,224.7737
Environmental,863.3592,243.5946,36.9383,20.4792,120.2634
Environmental,483.4749,361.8919,-8.1118,120.2037,371.2847
Environmental,508.4926,199.5924,-19.4345,51.2543,12.1077
Environmental,830.8221,409.7756,-10.9885,112.9803,251.684
Environmental,401.8753,168.6134,1.1965,61.7566,37.894
Environmental,599.8495,60.3378,22.7295,71.3485,119.0896
Environmental,402.4043,177.0019,13.1185,37.5413,156.105
Environmental,846.7317,500.0,-5.1353,107.097,258.0836
Environmental,381.3832,343.178,-23.4223,111.9545,353.23
Environmental,340.5611,148.2066,-16.3633,101.4684,219.215
Environmental,873.0862,362.6214,16.0244,138.0479,23.6281
Environmental,421.4201,479.3931,-2.677,99.2167,331.7192
Environmental,532.6449,6.4355,50.0,91.7856,333.9397
Environmental,606.1347,392.2517,46.814,125.0311,233.58
Environmental,415.4519,262.5901,-12.1211,54.3557,245.6689
Environmental,665.6221,137.8128,25.5473,58.1607,355.5914
Environmental,879.1275,310.5596,17.1571,107.272,25.5547
Environmental,453.8971,366.2652,-11.0679,113.2733,49.8531
Environmental,559.3775,366.0589,47.1382,46.2361,453.476
Environmental,759.7365,163.4928,47.3653,108.8967,294.0481
Environmental,885.0646,164.317,-16.0347,109.9887,377.0433
Environmental,701.8282,68.9217,49.7249,120.2665,367.7764
Environmental,317.2084,349.9282,24.2982,134.7342,295.4901
Environmental,707.9303,0.0,-3.2824,42.7211,102.214
Environmental,716.2815,434.3194,15.7307,132.8605,109.0854
Environmental,809.8124,212.3187,13.6469,101.36,256.0849
Environmental,793.6758,168.3805,48.043,94.6272,446.9463
Environmental,605.6448,442.1091,2.5115,56.9148,84.5153
Environmental,616.6569,206.4701,-0.3461,105.4923,440.4576
Environmental,633.9073,82.6089,-25.1527,46.8377,250.8918
Environmental,547.6812,56.5091,30.8504,64.7757,146.7666
Environmental,844.717,160.6627,17.2958,131.9104,218.9769
Environmental,764.0736,267.1062,46.3905,125.7525,274.729
Environmental,480.9218,384.9122,32.5989,42.1343,430.3644
Environmental,881.9691,52.1469,-19.9311,104.2274,253.5003
Environmental,854.6125,51.4762,-8.9165,138.3507,307.6716
Environmental,913.5067,450.3698,40.8016,65.6204,61.487
Environmental,598.3267,191.6718,18.5375,60.9739,384.6816
Environmental,601.2879,393.9716,22.2509,57.6025,107.5677
Environmental,300.0,423.3455,-19.4603,42.2024,423.2258
Environmental,838.9131,413.2639,13.2539,111.295,407.3571
Environmental,348.0671,452.8855,-17.1208,20.0956,426.3531
Environmental,662.1274,88.5602,12.0572,24.1397,364.6166
Environmental,586.922,128.2917,48.5659,57.8718,156.8458
Environmental,927.569,73.4341,38.4228,86.7637,470.4433
Environmental,537.4493,117.3838,-2.6681,69.75,438.5138
Environmental,662.9827,361.8337,-14.5545,51.8846,25.6771
Environmental,817.3415,391.4878,27.0471,55.4629,40.0714
Environmental,495.9752,190.5295,-29.0422,71.656,439.9883
