Application,Sales_USD,Discount_pct,Footfall_count,Inventory_count,Returns_count
Retail,132016.5215,71.2382,36258,37406,3210
Retail,233577.2366,11.5625,32974,58943,315
Retail,324835.8828,78.074,29629,53289,2496
Retail,118251.8707,96.3152,24911,10909,3776
Retail,109531.7494,24.9317,30594,96817,70
Retail,401425.5185,32.1887,6851,36947,3548
Retail,16480.923,63.2252,6993,82883,1387
Retail,417195.0367,51.8131,10159,38415,2059
Retail,137055.9386,73.296,24951,59141,4536
Retail,496547.8451,50.5528,47845,43943,4349
Retail,34602.5901,5.7829,22740,86471,2796
Retail,173495.4709,95.5943,49215,85035,2525
Retail,95942.7424,70.6045,41213,76608,2199
Retail,432154.6339,95.6479,42825,16313,3188
Retail,323753.8335,62.0053,13030,69102,3014
Retail,115856.2691,87.1809,36265,27021,755
Retail,463316.9966,96.0592,32567,9387,2763
Retail,177884.004,68.1201,41562,66230,3252
Retail,174287.311,53.1491,16192,52332,2386
Retail,166935.1285,46.6264,47515,10507,4989
Retail,395060.5173,7.3945,27277,48362,2237
Retail,245311.5475,53.7692,10477,30233,2034
Retail,369536.9563,48.5959,38941,53177,2533
Retail,187275.514,17.864,32958,55384,3350
Retail,291398.6537,93.8801,48644,59129,1585
Retail,81802.7098,28.7372,33551,82700,2859
Retail,141404.2609,95.763,5848,82312,2235
Retail,433402.45,96.0255,12355,90976,4091
Retail,36175.5743,12.4887,43410,12128,151
Retail,334366.8586,13.3045,9999,41540,2847
Retail,364010.0623,94.1625,45887,81638,3354
Retail,299474.3716,73.4347,10221,61163,3482
Retail,91988.5795,76.566,47438,26164,2328
Retail,298622.4984,70.8492,40515,38596,3437
Retail,66140.1352,28.0494,13881,95650,3418
Retail,273712.5882,62.6866,23421,41422,1587
Retail,264106.1256,0.0,25499,46092,2448
Retail,165143.4145,27.1018,49784,24622,3920
Retail,142899.2151,41.7941,48197,49223,4716
Retail,266706.998,44.4718,19531,41361,4526
Retail,249814.4433,5.2701,2720,45938,3482
Retail,41978.0121,8.2637,20744,84341,2875
Retail,279571.9368,47.1064,43847,78591,3349
Retail,366624.4717,60.8361,36997,89993,2349
Retail,103607.2524,4.5452,17422,53255,126
Retail,109456.6022,90.6543,30760,95962,2582
Retail,330980.8335,15.1083,34883,25171,4535
Retail,99609.2279,37.4305,16533,37687,1425
Retail,490686.8782,11.7567,6375,74387,1988
Retail,115781.2114,90.7152,23873,74713,1116
Retail,238398.2627,92.2251,43706,85748,4092
Retail,156520.1517,34.6398,9763,57021,851
Retail,227574.2465,40.6865,45352,85987,1779
Retail,361896.4603,0.0,14273,1385,641
Retail,61511.5193,26.9196,26851,80472,2698
Retail,338695.2751,17.7549,45047,31723,639
Retail,384278.5743,28.1558,46069,20724,4657
Retail,374264.4628,21.1618,41119,56564,2657
Retail,281025.9252,36.7256,15540,57535,4148
Retail,437565.7712,24.3756,2353,63805,111
Retail,142719.6873,94.6079,9256,41872,3558
Retail,388665.6128,31.3001,16427,35623,1859
Retail,342786.8517,99.3173,27779,31882,4079
Retail,167132.8033,97.5686,28918,17543,525
Retail,97801.4945,55.1976,48406,91749,857
Retail,469789.0906,8.1536,38407,7468,2754
Retail,485645.2477,89.1305,36179,23360,564
Retail,432154.5536,90.6237,10568,53884,1176
Retail,244923.9194,52.1337,24412,28814,869
Retail,147490.525,35.2586,10402,2983,1581
Retail,267395.2354,26.8863,20788,45830,4699
Retail,145364.4079,79.4628,25977,59882,1948
Retail,418962.5551,74.6734,24043,82997,2724
Retail,459315.0895,39.584,48154,75759,1554
Retail,326054.9521,59.5759,19703,85590,2741
Retail,236386.8365,50.0624,20415,13769,4931
Retail,229801.2925,23.8069,9849,16844,680
Retail,446998.1508,46.3675,22902,28617,3016
Retail,207719.6251,42.7757,23571,36647,1249
Retail,14125.6316,1.6762,22930,59180,4670
Retail,291386.5886,41.689,2992,98572,800
Retail,355456.645,72.1357,26779,61092,1400
Retail,311366.1636,64.4669,7787,68144,599
Retail,38984.9687,20.9381,6614,81467,3687
Retail,86433.0651,34.1728,5485,79156,975
Retail,24122.5899,35.1338,19429,36653,1215
Retail,481788.9158,12.0819,17067,58382,3473
Retail,377558.9172,99.2679,31531,40247,262
Retail,284889.8961,80.7002,20837,97023,1002
Retail,182840.5557,54.7888,28384,22488,3920
Retail,227632.537,53.6941,25934,45648,3850
Retail,331032.0134,55.8854,1602,13626,3966
Retail,118777.463,18.7236,33192,80965,3843
Retail,322310.648,0.9876,848,29917,3498
Retail,50386.2805,62.7544,36376,14882,418
Retail,498943.8325,35.9935,969,95660,260
Retail,238909.4736,69.4586,22326,71149,3944
Retail,232390.5747,67.7292,28769,79813,2822
Retail,419609.6326,5.6884,38953,12331,1136
Retail,368552.4223,31.0526,10628,38452,2786
Retail,491619.8604,59.8893,18529,81681,4534
Retail,148142.8334,75.805,38912,45856,4428
Retail,313287.2457,98.54,43428,53973,2867
Retail,127303.5868,92.3952,2693,14611,4172
Retail,0.0,46.8562,16537,19702,3332
Retail,334061.6095,69.5469,45847,46092,1240
Retail,250330.4463,64.9605,15036,78737,1865
Retail,334718.2856,10.7929,35588,66471,1643
Retail,394998.4959,88.1579,4326,28283,1598
Retail,439983.9878,0.1652,15143,35218,2136
Retail,140957.1169,33.3945,25637,43900,4207
Retail,493177.3819,43.3588,19908,90453,1248
Retail,456016.6423,14.096,11089,5587,1216
Retail,226491.3675,84.8523,4633,73056,1122
Retail,435485.278,47.5859,43772,90519,3728
Retail,248541.0377,95.5935,3196,53954,4808
Retail,401221.0178,44.9148,18851,87980,1213
Retail,375468.2612,81.4442,10725,93265,2074
Retail,336971.6397,55.2615,13660,90991,4823
Retail,329490.6642,66.8568,32465,61400,2886
Retail,202843.5867,92.9609,42003,71443,3900
Retail,143455.1355,3.0051,24729,54301,4715
Retail,232338.0956,47.0741,45528,77682,3552
Retail,154706.7435,45.4266,20082,77291,3431
Retail,338401.7102,72.8133,32279,27412,79
Retail,204020.4699,0.0,32669,80445,4128
Retail,293952.2144,34.913,16744,72762,1495
Retail,208544.381,73.9266,43960,62561,3819
Retail,171589.025,40.8085,31648,45133,2034
Retail,242964.7896,45.0597,35688,12160,1060
Retail,45001.0779,8.2435,15525,52639,3309
Retail,258979.928,6.106,17549,9855,3855
Retail,185922.1612,29.4683,37588,78522,24
Retail,117044.6236,6.4556,16245,24286,2309
Retail,190473.4561,74.9587,34558,14608,432
Retail,390255.0182,92.571,34826,14551,1782
Retail,269361.8618,58.1641,17798,63429,876
Retail,290738.4784,34.6735,16613,97486,4149
Retail,407520.7014,10.3204,33052,24151,336
Retail,89398.2382,78.6435,27207,22870,2173
Retail,192222.1783,46.2877,21363,74360,4644
Retail,7559.338,4.0586,41214,69649,4842
Retail,387200.9218,34.0043,22881,78091,2205
Retail,335756.3052,13.4197,5685,58810,4900
Retail,213648.4554,93.0484,49637,29221,534
Retail,201338.8661,87.4947,10084,46206,1605
Retail,476828.9811,46.068,14284,69166,4261
Retail,112817.6331,14.8414,40911,6776,3568
Retail,289373.5865,84.6359,26269,52667,164
Retail,466928.0472,63.3116,43051,17828,3623
Retail,103841.9358,73.5977,4866,57249,1018
Retail,99886.6436,91.8828,45975,98989,2654
Retail,394305.3977,26.2011,24533,21747,538
Retail,202547.4995,44.3785,38337,77577,4546
Retail,101663.9708,69.9874,32301,77186,3638
Retail,225367.9465,64.5593,2558,73893,757
Retail,492950.0004,6.1003,17789,83867,3297
Retail,139954.1121,39.5528,14185,39346,2073
Retail,378995.321,40.3859,16426,74894,971
Retail,55631.6772,95.3217,32186,34754,3157
Retail,330630.2383,45.9008,8129,21679,3989
Retail,400097.7506,39.6134,15200,2576,1504
Retail,239624.5026,95.8843,49917,16905,2508
Retail,397584.1834,15.1122,32069,70373,2530
Retail,417514.7082,65.6983,25608,6527,4
Retail,194979.1337,32.3859,22513,57724,2561
Retail,303722.7879,74.071,9874,4553,1037
Retail,88392.6262,75.4286,26861,64522,4048
Retail,490638.3007,55.2793,2144,18153,379
Retail,56896.061,91.3954,40069,15769,4414
Retail,284445.4923,86.1503,39101,63764,606
Retail,249990.5587,68.6031,36222,29746,3492
Retail,182924.5227,52.9367,24245,97809,1200
Retail,143336.4772,36.1771,35413,48535,2303
Retail,303497.6978,45.2031,792,63235,2903
Retail,470653.3925,50.8377,39260,60454,4823
Retail,281570.9481,82.1421,23896,30797,476
Retail,126454.7992,90.9723,23354,87205,1810
Retail,203875.5069,29.6595,36072,10504,3316
Retail,202186.0847,58.0533,41065,19044,3126
Retail,259915.6603,90.0884,7260,91262,3764
Retail,93223.4584,77.6301,27536,14709,4370
Retail,494500.4425,20.3021,32314,92466,77
Retail,140885.6715,72.7566,4702,67053,1803
Retail,4220.7301,0.0,15396,56943,3989
Retail,111349.5912,33.9878,26011,47489,620
Retail,246395.3345,39.5345,2000,57816,932
Retail,330935.6009,9.1554,13527,20929,300
Retail,342140.0519,61.6788,12868,15460,170
Retail,405555.1615,9.877,17781,37593,4119
Retail,473839.1958,53.1557,3144,16009,4591
Retail,44463.8388,3.4312,22641,65995,3887
Retail,258941.6619,33.8257,10124,69783,2848
Retail,250369.2168,91.5702,20407,29029,2895
Retail,418817.4556,11.5953,17027,44206,4863
Retail,270664.3921,30.2773,4411,28260,3300
Retail,86699.8911,76.8992,37511,22793,2317
Retail,140674.2205,93.7508,36356,77709,1983
Retail,169460.5661,50.778,31525,80983,1322
Retail,335478.7864,3.2923,24890,62860,2688
Retail,144450.4586,42.4558,35028,9656,1480
Retail,157148.0973,6.8811,43857,69139,2494
Retail,168767.7201,93.6442,38697,97137,4344
Retail,296713.1492,66.1386,625,31852,1105
Retail,252030.555,66.5377,34312,54724,492
Retail,429785.1773,43.1336,36698,55710,3150
Retail,275626.2204,59.8284,37498,89008,897
Retail,322116.5048,70.0046,8870,89667,2204
Retail,322184.3279,8.8996,23715,8633,4255
Retail,373417.341,32.8237,24905,12158,3772
Retail,418121.8611,76.7102,6308,42894,3898
Retail,241464.7871,92.5966,48788,19677,2160
Retail,29870.0252,81.3486,36148,61942,2463
Retail,58182.7715,47.4915,35639,90147,3016
Retail,103194.0547,64.3008,45592,3516,4391
Retail,469005.6807,80.1724,17324,93147,154
Retail,341668.9647,61.1823,30790,27776,1999
Retail,76945.156,18.7476,42850,38674,384
Retail,215436.2845,37.2631,4750,85255,3926
Retail,423921.0528,53.9032,12774,39087,1245
Retail,420934.7801,67.7619,37292,33948,4357
Retail,462878.1746,76.0079,8337,19261,4139
Retail,228389.684,4.8028,41972,93629,4927
Retail,492286.9629,56.674,10614,93515,872
Retail,106442.6354,88.5998,5138,41107,1466
Retail,228711.3145,46.1752,4097,29670,2306
Retail,380552.0965,58.7205,47420,3901,2059
Retail,374737.4115,75.2591,33102,31287,3432
Retail,313091.8335,17.5495,43005,97076,2196
Retail,434685.9061,19.5125,44806,70463,3358
Retail,295443.5673,96.162,32842,21998,2628
Retail,242585.9664,40.2685,13952,92357,3133
Retail,50548.5492,21.8417,6656,37988,4180
Retail,34368.137,15.4257,30739,1189,715
Retail,217812.6859,53.3365,39484,66822,297
Retail,454673.8441,26.336,43327,29132,3358
Retail,312289.4169,43.7214,21039,37862,2867
Retail,39084.6723,95.0912,2071,57622,821
Retail,269403.9046,64.1152,29615,52599,4248
Retail,228713.5444,88.926,37104,2624,1859
Retail,410677.5566,48.8166,366,52713,4315
Retail,198899.7677,89.7252,35582,34159,3998
Retail,74816.0698,81.2585,30256,75217,2054
Retail,500000.0,30.3651,13737,53082,1263
Retail,388275.94,67.2861,46506,90048,3835
Retail,18434.6895,78.8205,38642,96813,4248
Retail,485048.5682,77.6843,18343,81299,1464
Retail,293014.104,43.7427,23591,18916,787
Retail,49077.8153,75.8158,39113,59645,4156
Retail,198463.5138,58.0096,47405,16773,935
Retail,698.9168,100.0,22256,67944,716
Retail,225025.7833,11.9589,17997,3299,4030
Retail,93408.4881,57.9495,16962,47903,2755
Retail,30767.8004,47.4339,48154,92915,1753
Retail,387665.8776,5.7064,30683,92584,2583
Retail,41961.3148,39.996,34212,9458,3969
Retail,267423.86,80.0948,42435,51992,2659
Retail,380084.0054,19.627,34317,30475,3457
Retail,422586.2878,8.7742,16204,44628,4449
Retail,419155.8859,85.282,11111,48862,2153
Retail,202116.454,75.0454,14109,42085,2094
Retail,57259.6636,66.1794,17238,96794,3411
Retail,188016.4924,94.8915,23900,5420,420
Retail,45055.0207,52.8492,49324,45504,4296
Retail,381340.8857,49.0707,30497,45205,3318
Retail,282363.8698,92.8106,11703,40084,4219
Retail,412221.344,35.1451,22330,23291,1977
Retail,235082.8172,78.3002,39800,30662,701
Retail,375600.7569,49.7807,43967,95552,1142
Retail,156273.2657,32.8561,22851,90506,4290
Retail,59191.4918,6.3836,46095,1306,2659
Retail,401577.63,91.4904,39998,86575,4943
Retail,6314.4003,11.1539,6946,37780,626
Retail,284124.6841,56.6948,3937,90032,4551
Retail,365697.9917,96.1529,19953,88149,2961
Retail,93616.0608,83.9273,18683,75260,2232
Retail,59420.3275,86.1161,9845,13396,2520
Retail,154024.399,66.6178,848,13195,4020
Retail,118317.2437,82.7584,5316,46071,4916
Retail,81192.0272,5.0321,2856,70424,3988
Retail,264978.2236,73.83,5041,24137,3107
Retail,263148.8747,58.149,10332,64661,2184
Retail,299790.0922,72.1805,28114,77047,2677
Retail,344693.1649,80.6797,21476,56757,4405
Retail,432358.329,44.5079,183,79135,2248
Retail,137058.4511,49.6778,9876,1152,282
Retail,500000.0,36.5956,48100,25249,3574
Retail,362912.6222,37.3409,43118,5562,17
Retail,257047.9755,42.8996,12919,18704,3502
Retail,99802.8541,60.1563,45924,28273,4304
Retail,24468.7834,52.9377,43159,30271,786
Retail,325430.7906,88.8162,45016,57025,2507
Retail,45697.871,54.9394,42416,11878,1507
Retail,386615.1773,24.3232,8266,84843,1304
Retail,247433.3392,30.9402,7569,63367,2194
Retail,294847.417,8.3339,27845,67990,2639
Retail,372926.5595,16.3935,41723,72647,4389
Retail,398790.4803,42.3242,28032,88785,4054
Retail,500000.0,87.9824,41171,32424,4243
Retail,411140.9256,56.5985,43670,97528,3746
Retail,438031.9541,1.1871,20469,80411,1590
Retail,389869.6972,7.0071,18855,96438,2431
Retail,291966.43,99.627,11446,10634,3953
Retail,430063.3888,85.4091,44509,71474,4451
Retail,445760.58,17.5675,576,4021,4409
Retail,34170.5229,4.1905,15295,26212,3763
Retail,9193.885,11.1135,32578,52355,4760
Retail,399830.4482,95.1987,41433,92182,487
Retail,233481.3094,16.0094,19343,48907,858
Retail,270446.9825,95.0715,35654,67144,771
Retail,386191.4243,75.7573,29115,35087,2675
Retail,94572.5726,2.5123,35514,28560,498
Retail,398726.0419,5.6927,325,11229,2643
Retail,431620.2138,89.4719,33478,26220,212
Retail,137554.2888,87.2437,8823,42544,4454
Retail,302259.0006,70.9749,10057,1943,4247
Retail,485099.0584,70.6241,13745,53697,657
Retail,322502.1744,54.7321,27020,75692,4334
Retail,113755.2397,88.5681,24364,75929,3178
Retail,287936.8129,59.1043,36240,96921,308
Retail,479740.9321,59.619,45129,48102,1976
Retail,445115.5263,69.7664,45545,18816,703
Retail,82500.9181,61.6835,3697,46303,3757
Retail,173729.0119,76.9847,25124,19710,4844
Retail,18823.3376,29.3518,10999,20863,1146
Retail,241816.466,34.9994,2764,90398,895
Retail,312619.8021,47.0871,8111,6120,2326
Retail,64942.5008,42.1785,29279,11485,2334
Retail,123467.6941,83.6935,32501,75424,2490
Retail,380359.1006,58.9834,45203,48778,730
Retail,385304.4574,74.6827,12648,57047,1114
Retail,402070.5355,30.0052,30804,94798,2295
Retail,64786.8345,80.3943,37385,69969,177
Retail,273075.6937,95.6464,45877,12008,405
Retail,104936.0779,22.8109,25767,20661,3518
Retail,428665.2693,15.2071,10641,13785,1096
Retail,118053.2733,84.3367,33876,70304,2782
Retail,466811.0484,61.041,41438,54153,2319
Retail,411130.4636,33.4962,43640,16311,1
Retail,220886.3848,97.9605,4751,26437,1058
Retail,199479.8568,55.2121,28938,8491,2611
Retail,140164.3357,31.6769,40729,88702,1906
Retail,464259.0048,87.2333,37568,69095,2109
Retail,93419.0353,53.755,13362,48395,1205
Retail,303869.2685,7.2468,40907,29912,2795
Retail,196953.4932,25.5871,1461,32462,188
Retail,29210.4152,40.808,28120,2634,4295
Retail,221865.2644,33.8897,30611,54119,3440
Retail,354869.7545,26.601,10725,90098,2163
Retail,392848.3738,30.0097,19388,1925,359
Retail,390349.4366,71.5649,20490,9669,1688
Retail,88786.4189,95.3636,40924,78599,341
Retail,465435.8379,85.9375,9023,35732,1744
Retail,302333.8197,41.6278,40832,85065,1018
Retail,154343.092,68.9626,23332,50710,1251
Retail,213061.1586,4.5361,6142,24626,4667
Retail,288769.6451,30.3675,43357,73615,3982
Retail,107524.1792,36.9076,10670,71960,3252
Retail,487325.6219,47.3669,32971,95328,145
Retail,89855.7977,45.3703,23420,51589,4698
Retail,197334.5886,50.2806,45506,59428,3381
Retail,346038.006,89.6864,42763,50115,2698
Retail,290573.9686,93.5386,24093,89491,2745
Retail,144176.3401,21.0994,1474,83485,3364
Retail,319810.5089,25.4583,30396,63615,2935
Retail,363134.3099,70.3454,47120,15317,1188
Retail,14564.0612,88.8479,45934,75774,4376
Retail,147.7011,71.2246,8891,80741,1122
Retail,123878.7157,76.7847,5173,23393,3507
Retail,333503.1788,34.7367,5252,8678,3534
Retail,288795.8093,71.6912,2239,98496,1314
Retail,289021.7132,65.1437,14925,4219,2763
Retail,118669.989,74.0297,2627,37696,824
Retail,356459.3596,20.1113,8258,36083,2173
Retail,498055.4155,27.4577,5150,20158,1466
Retail,204624.8771,83.7348,7170,50708,1769
Retail,238479.2555,8.0648,3793,54727,3739
Retail,385702.2091,26.1037,37285,97079,1419
Retail,332633.338,48.5369,45414,70325,2166
Retail,340246.5266,38.07,29132,37338,40
Retail,182676.9382,92.7058,3310,7175,4816
Retail,282036.0992,35.1693,20111,65507,364
Retail,244361.93,40.1308,7623,19771,4841
Retail,80333.6319,20.5662,49446,49438,4176
Retail,230913.6539,90.4004,1268,40851,2647
Retail,50950.4982,100.0,29346,86629,4175
Retail,111856.2366,22.6476,15075,61159,399
Retail,173609.1008,65.2489,34000,58246,4592
Retail,127755.5337,92.8557,26835,36884,2197
Retail,156920.7299,38.1186,38336,77267,2519
Retail,458945.048,17.4914,26277,27090,2538
Retail,26236.691,20.2444,43161,27816,1668
Retail,95404.769,89.0818,27077,60608,4060
Retail,250071.5698,30.9378,32939,15888,1310
Retail,204684.0456,78.6414,16474,50768,312
Retail,430697.3242,41.136,47020,82449,107
Retail,14697.3942,77.1119,48690,69362,3213
Retail,101032.9483,39.2109,36585,14794,266
Retail,332489.3127,76.0096,11118,74864,1140
Retail,92959.7418,9.6141,25271,89959,4143
Retail,329710.5514,52.6291,28669,83428,3641
Retail,381421.9154,52.0224,8830,11724,4523
Retail,417243.7554,64.5788,7742,8027,282
Retail,152711.2325,36.1894,25402,37341,497
Retail,144303.4862,14.866,12317,50869,4763
Retail,179247.262,20.5201,33050,18791,365
Retail,350371.2806,69.7706,45383,14187,120
Retail,264446.8077,89.5276,7737,89711,2077
Retail,83651.1405,58.3161,18408,29301,4031
