Application,Speed_m_s,Stamina_min,Agility_score,Strength_kg,Accuracy_pct
Sports,11.6413,116,23.9768,110.4544,61.2272
Sports,8.4168,106,90.3584,207.8726,51.5622
Sports,1.096,87,73.3682,75.3091,27.9987
Sports,4.6442,150,96.0223,140.9932,73.7471
Sports,12.0,112,45.4315,12.4951,49.7976
Sports,10.1438,70,13.7848,177.8181,85.9132
Sports,10.6715,222,92.8312,232.9084,84.1583
Sports,11.4729,189,59.7438,72.4609,98.0029
Sports,8.1527,68,61.521,96.8136,6.9213
Sports,9.6166,220,60.055,44.0392,38.3867
Sports,8.1071,159,46.1128,190.8865,50.1963
Sports,6.9007,57,24.9503,176.7616,26.274
Sports,6.9832,191,59.9276,245.6009,91.9145
Sports,1.0158,122,73.2153,297.7201,9.3256
Sports,3.7466,33,94.2839,300.0,43.5347
Sports,1.4887,126,2.1818,45.2002,19.3114
Sports,5.9158,115,25.202,173.5469,64.7127
Sports,8.6662,76,81.6386,225.7263,72.0805
Sports,11.1457,227,79.3859,196.1871,88.3833
Sports,1.5118,230,22.3624,262.1167,41.0415
Sports,6.7353,18,16.465,143.4922,80.2608
Sports,8.7822,72,38.8465,139.5384,57.1756
Sports,8.8799,47,6.5353,20.1475,82.0619
Sports,9.2996,117,74.9362,13.0792,7.6234
Sports,10.0282,33,71.8538,209.3294,45.9265
Sports,10.7425,61,83.6243,169.0936,14.8804
Sports,2.7107,122,46.2738,206.1014,80.2673
Sports,11.6022,235,63.4586,78.5426,15.2601
Sports,9.7583,37,98.252,263.1377,1.3393
Sports,10.7679,25,95.0611,264.4033,90.6004
Sports,4.7734,173,5.5075,205.3862,50.1593
Sports,12.0,117,2.0543,89.1054,100.0
Sports,1.5494,133,93.0324,75.6155,44.5797
Sports,10.6529,159,52.3533,185.8957,58.2047
Sports,8.6712,6,68.8656,293.3968,73.1438
Sports,2.7039,68,90.2574,172.5224,31.8946
Sports,10.2434,183,44.9087,251.4141,14.9263
Sports,9.4854,130,45.4662,167.5787,66.0536
Sports,7.0692,122,16.8228,201.4217,49.8667
Sports,7.8576,239,89.3755,173.8539,80.6431
Sports,2.2581,186,64.7646,177.1426,6.1163
Sports,6.1557,78,15.7815,222.9827,53.9544
Sports,1.8167,78,53.7219,127.8605,19.4919
Sports,7.4361,162,31.6652,285.8087,64.5254
Sports,5.9115,133,12.0862,259.2842,74.0215
Sports,1.8871,227,18.7267,217.4366,25.0428
Sports,5.6861,231,57.3726,233.5815,49.2309
Sports,5.7705,161,56.7197,124.3436,41.6058
Sports,9.0715,145,77.0308,261.0018,75.1698
Sports,1.4591,205,24.136,269.8151,61.6545
Sports,7.6311,236,93.6813,246.4011,13.5676
Sports,6.8818,47,54.4616,43.0851,96.9958
Sports,4.0583,45,18.2556,232.4454,90.1543
Sports,9.0737,207,42.4699,147.0125,57.7462
Sports,7.2129,220,90.9459,191.8245,80.0072
Sports,6.8408,93,50.439,300.0,0.0
Sports,11.2707,190,90.204,110.2283,19.9342
Sports,10.0549,81,11.2573,116.0889,78.0537
Sports,3.4069,146,89.7675,81.4746,9.3984
Sports,5.6535,45,44.1503,45.3981,1.5269
Sports,8.3864,199,89.4081,55.4244,59.4345
Sports,6.7414,186,89.8013,158.2679,4.1291
Sports,5.883,10,67.0353,270.7012,18.1442
Sports,11.8583,50,64.4135,245.9115,4.2158
Sports,2.8572,209,23.3733,55.0751,52.4435
Sports,4.9916,133,62.5211,176.309,70.2479
Sports,5.4614,33,56.331,252.6918,18.2125
Sports,1.9133,210,34.5061,160.3371,48.0323
Sports,5.9956,208,52.4749,280.3025,1.8322
Sports,6.8751,127,90.8958,284.0788,28.095
Sports,3.8125,158,1.0698,114.2167,19.1392
Sports,11.4823,190,40.2551,264.8291,16.638
Sports,6.8039,91,35.7517,177.4285,20.7347
Sports,7.099,135,96.1936,141.4331,81.416
Sports,10.7665,64,92.9833,237.882,92.213
Sports,3.9898,146,55.6228,229.9169,71.5959
Sports,7.8284,102,54.967,208.5601,8.9806
Sports,6.2837,27,89.2365,235.1251,61.8285
Sports,5.0957,194,0.0,287.0894,71.0986
Sports,5.0715,14,54.7244,270.6581,13.0893
Sports,1.1188,8,0.7998,33.6482,29.454
Sports,10.3261,43,97.5617,262.9301,42.4937
Sports,7.3094,117,33.5181,245.1811,31.4404
Sports,11.2812,206,52.6074,278.9845,50.9042
Sports,10.461,92,43.0853,235.2286,9.9822
Sports,11.5752,38,89.4886,262.9432,43.3527
Sports,1.3065,220,96.8905,10.0,73.3726
Sports,8.182,124,9.8332,287.8292,46.1454
Sports,11.4803,29,76.0669,70.8925,17.5281
Sports,9.5447,184,38.0464,259.2099,79.6816
Sports,4.5064,19,11.4427,277.0664,42.7394
Sports,2.4127,16,37.5961,14.9386,42.6029
Sports,8.1153,133,98.3441,265.9179,37.5074
Sports,8.347,110,40.0596,265.6959,30.1306
Sports,4.2115,124,28.4864,270.7236,58.908
Sports,9.8789,141,84.6589,64.8645,17.5511
Sports,8.0315,63,87.0456,238.6062,77.7252
Sports,5.3133,146,33.1103,150.535,47.0817
Sports,6.0612,109,29.748,91.1669,90.6574
Sports,3.9469,35,64.9194,234.065,93.2787
Sports,6.7387,220,19.3654,146.6074,39.956
Sports,6.5598,57,45.9462,274.599,16.6483
Sports,11.4121,195,14.3518,203.3367,51.482
Sports,6.6559,142,28.9393,48.0208,25.8225
Sports,9.0114,110,31.9105,85.9266,44.8168
Sports,8.0881,175,70.4733,82.8811,42.4154
Sports,3.2724,150,28.0164,109.2966,43.1812
Sports,1.8514,71,88.4158,202.1944,51.7387
Sports,8.5125,63,99.6673,259.4446,62.7509
Sports,9.9185,80,9.5497,187.4547,0.0
Sports,10.5292,103,38.8518,228.7716,23.5231
Sports,8.3418,112,30.8986,95.0206,15.3043
Sports,6.3587,27,33.483,172.2336,69.5848
Sports,6.3645,90,26.8645,157.2942,80.9089
Sports,9.0503,207,36.6307,214.6963,74.7791
Sports,3.2748,50,13.1633,159.6508,97.4485
Sports,6.164,181,29.7082,117.9879,8.5507
Sports,1.9363,155,77.1446,86.1414,44.1705
Sports,1.8635,144,31.6216,79.7917,92.34
Sports,3.3403,33,20.4757,282.411,30.8448
Sports,8.0127,221,12.1998,117.608,82.8266
Sports,11.041,92,32.7137,243.1803,57.0699
Sports,4.8851,63,63.5469,28.6317,95.9442
Sports,6.6575,57,26.4226,35.1345,37.8336
Sports,7.0068,72,41.1667,198.5386,41.6559
Sports,3.8664,105,92.5802,143.3843,14.4406
Sports,8.6522,195,54.5666,263.8964,13.8287
Sports,3.1213,33,52.7715,257.4546,87.7427
Sports,2.9806,7,44.1084,229.526,43.1457
Sports,3.3103,99,60.3932,255.4877,59.9598
Sports,6.1231,93,99.1288,260.4882,75.444
Sports,3.5634,115,25.5707,244.4973,40.8721
Sports,6.0467,169,91.9709,163.7405,97.0558
Sports,5.0988,67,12.1143,94.5458,93.9727
Sports,10.2841,27,13.434,237.9909,65.3518
Sports,3.2813,181,62.5234,97.0768,98.6227
Sports,4.3321,90,26.439,93.3489,0.0
Sports,11.5217,225,49.2118,65.6832,0.0
Sports,3.6927,232,70.9216,200.1917,8.6583
Sports,9.8174,119,49.6514,83.8138,92.6688
Sports,3.0275,81,2.3352,119.073,63.8421
Sports,7.6638,135,33.1555,221.3752,94.4978
Sports,2.1355,114,4.4882,243.6227,12.0515
Sports,5.7543,154,94.5302,98.2093,7.7716
Sports,11.4189,117,81.96,257.142,53.5964
Sports,8.4315,40,99.1486,24.821,14.7495
Sports,2.9573,142,87.7154,288.4685,87.9737
Sports,10.0136,124,49.1481,130.544,40.3227
Sports,8.4996,13,87.216,100.7159,79.5442
Sports,10.8928,60,67.1535,290.0607,48.8722
Sports,3.5362,187,51.7318,42.2782,51.1699
Sports,2.2183,151,37.6266,111.2371,67.1105
Sports,7.6912,76,68.4491,110.7773,34.6876
Sports,11.0969,37,58.9617,137.6047,93.9203
Sports,9.4805,152,60.9343,257.485,38.9569
Sports,5.7679,226,41.1731,267.3866,41.1267
Sports,5.7359,39,72.4727,190.3256,73.0913
Sports,4.4235,127,6.5121,298.2227,63.0356
Sports,11.0567,35,74.8878,248.5228,97.5858
Sports,9.8216,215,74.9354,209.6857,87.9293
Sports,4.2636,182,50.21,69.2001,28.1653
Sports,4.609,123,24.8188,160.7667,10.9922
Sports,9.139,50,50.5308,70.8646,9.7189
Sports,6.0966,82,8.6169,98.6407,35.3916
Sports,7.7743,14,30.4037,209.1535,46.7743
Sports,2.6171,71,42.8519,57.81,65.3805
Sports,10.0224,123,65.5287,36.2739,88.1513
Sports,7.2382,166,20.1369,163.4694,97.928
Sports,9.9191,55,17.5858,13.1081,40.0888
Sports,9.5406,224,60.6794,181.3073,57.0177
Sports,5.7848,215,68.859,278.1856,63.8727
Sports,8.5222,43,9.2273,68.0508,56.9969
Sports,1.2582,222,3.2874,113.3315,9.7273
Sports,5.2975,200,14.7738,277.3121,15.3587
Sports,5.6562,144,90.8345,214.3677,89.3713
Sports,5.5092,158,67.6776,48.7482,68.058
Sports,2.137,203,91.2212,112.2569,66.9441
Sports,6.3209,71,65.3686,227.3956,82.8807
Sports,8.9452,94,99.7178,199.1032,7.1722
Sports,4.6881,125,43.1386,52.5371,40.7097
Sports,9.9933,134,57.3477,33.3827,24.1268
Sports,7.5405,16,62.4762,203.7824,67.2455
Sports,9.0255,63,0.2289,199.3323,20.9182
Sports,10.7019,129,2.5962,41.5769,71.006
Sports,6.3873,36,14.4136,294.7823,36.8681
Sports,10.5928,55,53.624,75.7581,43.2749
Sports,2.3832,128,41.1062,114.4952,82.0403
Sports,9.7833,106,56.1709,64.2549,35.1991
Sports,10.4544,15,80.7133,248.9301,27.1455
Sports,10.9645,36,84.0624,284.9331,83.2373
Sports,1.8577,196,96.7931,71.9323,68.6551
Sports,2.2275,177,61.1206,84.5851,38.4721
Sports,1.2733,211,34.4986,228.7124,51.1464
Sports,7.0782,58,30.6789,166.4248,33.8814
Sports,2.9805,10,32.2541,49.9666,56.775
Sports,7.3636,30,32.1268,284.884,13.9133
Sports,10.8942,12,37.5729,191.6517,89.0924
Sports,4.8288,140,11.817,92.2061,60.7191
Sports,1.05,42,59.747,136.7767,40.5479
Sports,10.8643,140,52.162,161.1162,58.5396
Sports,7.6682,21,45.079,162.4803,16.151
Sports,3.0911,107,8.8441,167.0206,7.1559
Sports,8.6015,87,12.0334,170.4313,53.876
Sports,7.6013,129,54.782,124.2063,9.8413
Sports,5.0981,135,2.993,50.4436,64.9008
Sports,3.4344,173,72.4927,210.471,81.1786
Sports,12.0,117,100.0,225.8017,97.7379
Sports,7.9562,205,57.4013,256.1972,75.227
Sports,1.002,57,74.3135,12.5835,96.6374
Sports,2.3875,114,40.1677,127.7784,3.6813
Sports,3.6011,125,66.2514,300.0,58.0509
Sports,9.8638,101,64.9808,21.9295,16.9725
Sports,6.3888,100,79.5547,231.4929,24.3117
Sports,2.1469,228,71.2023,57.4925,74.6416
Sports,3.9751,202,74.0289,247.1082,24.9987
Sports,12.0,66,56.1489,201.8634,17.2861
Sports,9.1502,57,49.0281,217.2717,35.4593
Sports,1.1285,191,46.6153,283.9426,10.5692
Sports,10.5619,97,38.1861,291.495,13.6625
Sports,3.3558,105,26.9064,106.6401,12.798
Sports,4.5961,213,5.7542,108.7756,22.2465
Sports,2.5191,130,68.7034,126.1026,88.9005
Sports,1.1871,87,90.7021,53.28,31.0431
Sports,6.242,99,91.1154,125.2158,27.0815
Sports,3.9669,87,52.8724,297.3973,11.7716
Sports,5.1182,155,5.4386,146.2067,6.1129
Sports,2.8095,179,89.1454,283.6907,14.5833
Sports,9.5409,167,73.1692,38.5774,72.3994
Sports,2.9564,18,22.5817,20.5876,95.7628
Sports,6.5571,69,79.0455,173.2415,76.1923
Sports,5.5697,117,46.9283,229.1409,87.1821
Sports,11.092,229,88.9278,73.5238,76.6906
Sports,11.4759,53,23.2943,163.4418,30.1112
Sports,10.9467,168,81.9204,268.7157,68.5077
Sports,9.0444,133,70.7543,234.6878,75.3798
Sports,6.2542,88,0.9392,72.1126,20.4242
Sports,2.5655,26,54.4843,114.7346,92.8041
Sports,10.6381,167,75.4516,98.7235,99.2615
Sports,9.1593,7,15.3111,219.1135,53.3861
Sports,2.3588,144,54.2759,282.0608,32.7947
Sports,1.8773,239,30.754,87.2934,35.9152
Sports,8.2554,169,72.1129,175.2748,56.4691
Sports,11.2191,62,52.3176,299.6493,2.283
Sports,3.394,81,63.1971,60.9472,30.7227
Sports,5.3865,16,6.624,199.5515,5.7536
Sports,11.782,6,14.1581,107.1145,61.8159
Sports,11.1415,130,54.5183,297.199,60.1276
Sports,8.4981,88,21.9453,51.7895,62.2558
Sports,6.1479,197,49.6443,127.385,13.986
Sports,5.1243,190,65.8917,77.6392,95.0549
Sports,5.3744,64,80.7185,17.4971,54.0398
Sports,6.5059,45,14.5672,291.2874,53.2976
Sports,8.6171,167,74.4498,171.8948,55.0639
Sports,6.7887,220,33.7736,203.772,49.267
Sports,3.8672,106,65.5253,193.7197,97.9255
Sports,9.2928,222,18.2453,62.8695,63.0518
Sports,6.3526,15,51.0657,50.37,44.6003
Sports,7.3316,184,83.5123,193.9609,78.9075
Sports,9.4776,184,14.821,242.713,25.3346
Sports,5.1123,111,84.3724,189.858,16.258
Sports,10.9451,66,45.2086,181.5566,40.3463
Sports,6.5095,195,82.7987,224.1557,1.4917
Sports,8.905,19,99.8292,75.5294,32.67
Sports,9.1376,74,14.6985,229.7698,46.7383
Sports,4.8367,44,69.1262,131.4414,58.4486
Sports,3.7295,13,24.8723,206.5933,52.3211
Sports,11.292,118,13.676,91.0722,40.4306
Sports,4.3066,202,61.7162,41.425,32.4687
Sports,1.7731,149,11.6043,14.7067,0.0
Sports,6.0673,155,46.5119,244.0558,89.4755
Sports,9.8778,62,65.0334,77.1481,25.7682
Sports,4.114,227,46.6854,109.1745,33.5198
Sports,6.3727,84,76.0731,228.7729,1.9851
Sports,4.9496,55,81.3301,143.9498,96.9907
Sports,1.5701,61,88.1925,59.1334,44.6369
Sports,2.8939,90,60.0977,65.3248,0.0
Sports,9.5304,148,26.4134,121.1955,21.8379
Sports,10.9975,177,49.5771,186.3803,88.4541
Sports,1.2771,193,38.1156,128.3769,38.7659
Sports,10.4887,16,26.9372,266.9577,71.3541
Sports,8.9681,205,52.7215,11.5713,62.0453
Sports,8.3153,10,7.7811,120.9596,51.9224
Sports,5.4414,136,59.4916,219.393,84.5882
Sports,4.1057,106,76.9219,260.9125,6.7191
Sports,5.5378,213,96.5791,109.862,93.1548
Sports,7.8084,126,93.3477,207.612,72.3536
Sports,11.5344,206,10.2771,185.2299,89.591
Sports,3.3335,236,16.9684,62.242,3.0322
Sports,11.493,167,11.8063,202.0441,7.3089
Sports,3.2575,51,53.4481,95.4443,20.9841
Sports,10.4498,89,1.7025,238.1075,58.7109
Sports,7.9968,121,93.0708,259.3629,7.6954
Sports,9.0121,23,6.8819,143.9143,91.7872
Sports,9.9773,31,41.6945,21.8733,76.1146
Sports,1.1261,143,91.2828,224.1091,77.9989
Sports,8.9753,74,95.2004,152.1536,58.9348
Sports,12.0,191,51.8979,30.9246,62.0681
Sports,6.4486,45,48.9485,104.62,20.0994
Sports,6.9382,175,59.1002,104.6503,90.8241
Sports,2.4176,32,38.1012,211.7494,65.1813
Sports,4.6098,67,32.6876,140.3153,45.8537
Sports,7.7428,71,71.2733,192.4148,86.1091
Sports,2.0928,237,62.172,155.5561,86.9966
Sports,4.7005,177,48.6337,227.6668,0.9811
Sports,5.0047,28,12.7744,207.1207,92.2905
Sports,9.8037,105,7.4424,138.5954,39.2215
Sports,7.2784,209,46.2354,55.4178,42.7215
Sports,7.1057,196,64.9736,119.9183,10.2886
Sports,4.2277,83,65.6393,64.0237,86.4974
Sports,4.1089,205,89.4791,300.0,51.4358
Sports,6.2719,43,82.5776,281.3177,90.1918
Sports,10.2259,231,13.8029,146.7455,77.6731
Sports,4.0525,126,80.5815,23.5995,89.0899
Sports,4.2329,49,68.107,127.9553,95.3894
Sports,7.4348,65,82.7186,262.9511,87.6682
Sports,10.4457,214,81.4766,89.7356,20.1115
Sports,6.1328,175,34.6421,194.1207,9.9112
Sports,2.5732,199,26.0932,63.8694,60.0917
Sports,10.922,96,56.6613,259.866,18.1756
Sports,6.1596,212,31.463,266.877,88.0199
Sports,9.4644,174,34.5955,185.9218,97.0263
Sports,1.3079,45,6.3054,193.034,14.408
Sports,10.1444,51,100.0,121.7913,23.3574
Sports,1.4381,175,32.3927,214.3567,61.1615
Sports,11.5088,126,76.7098,143.4099,71.905
Sports,10.5375,155,96.1911,227.0149,51.2182
Sports,4.2062,36,100.0,293.557,34.5611
Sports,3.3466,78,65.0297,243.5579,31.4192
Sports,9.8291,126,55.7531,153.4339,65.7697
Sports,2.7931,106,28.6811,296.0276,74.8193
Sports,10.7913,189,87.7727,204.0021,28.4994
Sports,1.2515,170,31.8636,36.1546,34.4501
Sports,8.1228,81,12.8098,220.7297,47.0791
Sports,3.8829,19,29.1638,246.6292,43.7951
Sports,10.0001,160,28.8502,50.1119,84.4375
Sports,5.1641,17,72.2258,203.6414,39.3467
Sports,5.6925,39,18.0057,279.4675,96.9496
Sports,2.8618,134,32.9057,74.4433,31.6394
Sports,8.2023,65,7.7656,177.0749,67.3618
Sports,6.5752,69,80.7949,97.5945,77.4187
Sports,1.0,173,75.4186,238.8053,60.4456
Sports,9.192,100,44.9925,182.4814,37.3184
Sports,2.3352,226,43.1252,140.7593,25.4346
Sports,6.6371,90,19.2095,16.5587,62.6109
Sports,7.2646,8,35.8317,275.97,64.7492
Sports,4.0707,185,89.9579,155.6039,25.4044
Sports,3.5607,114,15.8853,245.9702,36.307
Sports,4.2174,220,80.8564,133.7841,88.8917
Sports,4.8444,18,3.8026,252.2719,77.2447
Sports,10.9464,149,27.6159,54.9849,15.4241
Sports,7.8542,146,86.1592,84.0376,96.1411
Sports,11.5235,236,47.2619,111.9209,65.1346
Sports,1.6513,235,66.7402,27.248,51.2988
Sports,1.7547,45,10.0712,145.5075,19.8745
Sports,1.77,66,70.5904,161.0888,72.9726
Sports,10.2486,56,84.8603,40.4028,89.1472
Sports,9.9508,31,77.3754,140.6309,5.6279
Sports,5.6916,89,43.3839,71.1812,53.8629
Sports,5.7076,44,89.4101,258.972,87.4853
Sports,5.9706,39,55.4649,150.2644,97.0989
Sports,11.2733,222,82.2009,288.5179,9.3199
Sports,3.902,99,22.012,115.5364,81.0229
Sports,8.7805,191,24.6177,107.0441,29.0434
Sports,2.3342,229,70.5824,101.4717,53.6115
Sports,4.0357,181,65.7286,75.3161,78.8479
Sports,7.8432,195,66.0377,238.2425,52.5353
Sports,7.7777,15,21.3069,87.7089,7.7529
Sports,6.558,84,39.4207,88.7748,59.4544
Sports,2.0238,138,26.4062,33.5363,10.5918
Sports,9.3475,102,5.6402,294.4557,33.3706
Sports,8.8743,129,19.8653,271.0576,55.498
Sports,8.4282,45,99.4973,94.5446,100.0
Sports,2.6338,164,24.2433,164.1512,75.03
Sports,3.7604,25,18.2087,151.8212,28.4648
Sports,10.867,97,69.2914,33.4623,91.582
Sports,5.9663,79,60.4143,163.9483,23.4294
Sports,5.6936,61,74.673,50.0133,39.5038
Sports,10.4647,137,68.8295,137.954,62.7388
Sports,3.7744,223,23.2704,49.4301,40.956
Sports,10.1502,160,50.8638,188.3008,72.7594
Sports,5.9538,227,17.5837,23.8519,61.5489
Sports,7.6811,118,25.4049,193.5242,66.6506
Sports,4.9779,207,94.8011,215.2318,43.6264
Sports,11.1495,81,72.0174,183.7881,4.4553
Sports,2.4911,111,79.3483,139.4342,85.7646
Sports,3.5241,74,3.0253,26.9421,9.5278
Sports,2.8991,159,37.8825,17.4478,46.7984
Sports,4.1891,98,58.377,112.4978,30.0636
Sports,6.3734,185,15.7596,242.4063,29.9669
Sports,2.3781,52,82.4973,195.4173,23.807
Sports,1.675,215,10.8037,37.3219,28.9078
Sports,6.9589,210,65.5483,212.5169,97.5371
Sports,6.5318,62,53.5199,177.9987,98.0638
Sports,4.9349,141,85.4794,61.0912,59.6872
Sports,2.9348,59,32.777,226.9067,48.8225
Sports,2.1277,49,28.9475,254.4772,7.024
Sports,10.5581,160,87.8011,76.1348,79.9671
Sports,5.8429,160,21.8069,198.4277,14.7462
Sports,11.6438,178,75.2154,118.924,16.3695
Sports,4.326,157,18.2739,36.2045,42.5042
Sports,7.6209,30,87.0092,249.5822,36.6304
Sports,7.7592,66,85.5108,237.7761,9.1816
Sports,2.9293,200,80.5973,106.065,15.5283
Sports,6.3772,199,46.0393,155.6385,98.9321
Sports,6.5474,166,1.8381,159.5875,73.5445
Sports,6.7328,153,13.667,58.6855,58.7291
Sports,4.3718,213,46.8335,60.0734,28.0059
Sports,3.7269,234,1.9185,255.1804,40.7997
Sports,5.3698,166,5.2401,258.5458,63.2673
Sports,11.3577,48,13.6316,230.0787,77.3401
Sports,7.0874,80,27.5317,34.8462,95.7387
Sports,6.3466,221,75.721,267.1682,12.0054
Sports,3.3577,25,4.4797,283.3055,18.2231
Sports,11.063,150,96.3647,242.615,60.2575
Sports,7.8852,40,26.6356,114.4338,92.6337
Sports,12.0,74,34.0449,132.6892,45.6107
Sports,3.0285,216,26.6213,269.0126,66.8755
Sports,5.3897,185,58.5187,94.7412,31.24
Sports,4.3385,152,5.1287,52.9277,81.8063
Sports,4.7197,228,7.8247,247.9715,59.1609
Sports,1.7498,227,10.1785,68.5832,34.1122
Sports,7.2798,216,64.3534,271.2299,49.0737
Sports,7.9729,119,36.3392,190.5063,68.7018
Sports,1.6474,131,45.4487,175.1577,24.7988
Sports,10.7897,98,95.3717,243.5812,32.6055
Sports,3.1061,7,19.1577,16.7256,23.0242
Sports,2.9905,216,11.3716,217.4133,95.5387
Sports,3.0255,12,45.1829,183.0781,4.562
Sports,5.8945,217,20.4855,171.8221,6.2029
Sports,1.8427,52,14.7661,66.1805,37.8903
Sports,10.1976,155,41.3728,239.8456,52.0516
Sports,8.456,122,68.6384,81.5822,35.4323
Sports,5.8606,5,24.6678,151.4397,86.9957
Sports,6.3407,6,88.1339,62.2828,15.7527
Sports,5.3788,78,37.0083,300.0,34.6307
Sports,9.2074,41,95.1544,65.7159,46.1468
Sports,11.2416,98,47.6977,240.5663,22.5473
Sports,6.8714,55,72.7404,72.3922,28.3923
Sports,7.0373,176,83.9017,98.0065,94.1178
Sports,7.0131,156,54.2701,135.9656,52.5094
Sports,10.9795,164,85.0775,263.0558,84.7454
Sports,7.9684,188,36.7015,215.8302,29.9776
Sports,10.7976,54,39.2295,252.4197,61.8962
Sports,7.7948,196,81.7721,20.8615,76.9274
Sports,9.113,162,26.5,287.1753,41.9703
Sports,8.5539,170,74.3238,31.4305,59.7279
Sports,5.8074,123,8.8863,224.0275,88.4412
Sports,2.4265,130,64.9098,62.3128,18.6176
Sports,5.6068,82,93.8488,251.4329,33.7748
Sports,10.2114,187,48.3406,260.0982,80.5362
Sports,7.9053,135,41.9527,164.4192,21.386
Sports,11.5158,157,52.9384,132.3523,54.1495
Sports,3.7289,49,72.8349,241.7745,46.7234
Sports,5.9594,194,35.1757,270.536,64.4591
Sports,9.2185,139,1.876,235.8897,71.5158
Sports,2.2241,85,51.7618,271.989,61.5921
