Application,Calls_count,SMS_count,DataUsage_GB,SignalStrength_dBm,Latency_ms
Telecom,515575,209925,4266.9226,-117.6786,900.5715
Telecom,454998,226029,9938.1302,-110.7428,341.6892
Telecom,999200,387314,3286.1517,-75.0797,66.672
Telecom,482799,825947,9524.0265,-42.4138,608.7268
Telecom,22897,439937,8107.085,-43.5683,67.2732
Telecom,829514,404724,0.0,-86.898,386.8774
Telecom,766416,59737,2359.2962,-72.586,553.8428
Telecom,886451,452541,1989.0218,-64.6423,510.8104
Telecom,549134,892745,3837.4158,-93.6503,384.2556
Telecom,495425,359072,8836.5032,-107.8516,609.4701
Telecom,365012,585233,836.034,-56.9137,92.6831
Telecom,899135,559145,2021.9734,-83.3803,682.1447
Telecom,56619,532292,649.9917,-76.7129,533.8097
Telecom,960337,321753,9351.445,-50.6213,62.1261
Telecom,345371,57442,1509.0828,-108.9175,750.2331
Telecom,320,828804,7313.7169,-103.1485,822.984
Telecom,236129,860310,3961.2559,-88.2158,802.6991
Telecom,165599,711155,6139.6505,-82.4957,213.9056
Telecom,313265,683713,4582.7311,-32.8049,328.8887
Telecom,806752,983721,1192.5117,-109.7123,598.7067
Telecom,229496,22142,463.3409,-47.0177,686.0181
Telecom,751679,165280,3036.2898,-88.4205,567.6529
Telecom,10058,263913,757.2094,-48.2261,732.2255
Telecom,280367,862126,6280.0278,-82.214,576.309
Telecom,879065,645295,430.9368,-97.6724,410.8507
Telecom,92404,351777,3486.1391,-104.9615,413.1393
Telecom,669595,261400,6174.3166,-102.6498,672.5351
Telecom,510570,989476,3690.2887,-55.2011,295.2666
Telecom,327873,998528,3435.0778,-105.6937,105.1208
Telecom,984948,32209,4300.3418,-56.0958,838.2061
Telecom,518183,222064,3504.4914,-108.2199,980.3558
Telecom,984540,752636,7675.7686,-60.2172,917.4334
Telecom,320528,143117,268.5669,-37.4988,133.9349
Telecom,803977,189325,5089.3234,-68.2726,52.2649
Telecom,749029,977473,4843.61,-97.2761,629.1431
Telecom,757867,539572,2924.0733,-53.4951,406.6367
Telecom,337492,771184,5771.8153,-43.4156,642.854
Telecom,18451,136748,9399.9718,-39.9862,54.2304
Telecom,919319,630325,479.8345,-86.1919,827.2434
Telecom,746811,446404,1539.7805,-100.1228,76.196
Telecom,921797,310160,3820.2187,-59.1045,481.5165
Telecom,214468,5782,7409.8845,-94.7026,646.6644
Telecom,842291,171602,9540.6697,-118.4816,546.0869
Telecom,928757,893376,2191.3519,-118.3044,304.9153
Telecom,325386,274576,3038.8868,-92.3414,143.3974
Telecom,329706,294612,6213.36,-96.2107,763.2502
Telecom,365129,708096,5521.8676,-63.3666,366.4009
Telecom,690077,306687,4780.1236,-40.1749,606.0862
Telecom,334892,634899,3372.34,-107.4522,600.2138
Telecom,893486,617320,5382.994,-32.3605,906.3794
Telecom,649236,104099,6799.1236,-80.0831,87.7534
Telecom,963115,61632,9882.2496,-67.5189,261.52
Telecom,144946,539347,763.8588,-64.114,70.9003
Telecom,787611,660421,3984.8103,-120.0,847.5798
Telecom,662720,605577,4738.9042,-102.687,495.8723
Telecom,957665,364890,5540.2232,-115.5836,939.8746
Telecom,244152,894060,6429.8646,-78.2577,211.8026
Telecom,139968,102316,919.5132,-99.5397,683.0336
Telecom,843084,459652,6282.4589,-53.7117,157.056
Telecom,25862,677566,6129.8304,-108.5234,747.3766
Telecom,339033,164915,4067.3909,-61.4301,568.8239
Telecom,331914,994419,8114.0812,-107.0136,406.6259
Telecom,731122,545755,829.8032,-103.6713,299.4406
Telecom,672971,649234,7004.1412,-35.3957,108.1988
Telecom,956079,763438,3248.2398,-43.7171,805.9981
Telecom,425228,339003,7239.6401,-82.1199,299.4707
Telecom,377596,137457,2089.6442,-80.4718,868.8944
Telecom,376095,441809,6813.4197,-36.6326,426.8468
Telecom,713000,855804,5659.8766,-73.0492,79.8486
Telecom,935373,696937,470.4108,-115.7098,71.734
Telecom,811980,142400,3085.3662,-85.6176,859.6218
Telecom,83262,589581,6437.3817,-106.93,461.6206
Telecom,894185,930657,4261.3001,-40.6788,398.2928
Telecom,949959,316396,9101.3248,-61.6038,556.1701
Telecom,778589,476759,897.112,-46.9717,78.2767
Telecom,938961,526858,2387.4552,-31.4509,824.7256
Telecom,975221,109709,8928.4429,-64.8868,443.5774
Telecom,571482,190287,770.5734,-64.8312,625.8796
Telecom,867440,739158,7269.1663,-86.0299,690.7367
Telecom,952170,467680,3601.8822,-50.5651,739.5991
Telecom,137404,703842,726.2792,-111.9476,425.6386
Telecom,226667,617366,5634.19,-116.3949,419.2019
Telecom,113802,480274,10000.0,-53.1778,351.9614
Telecom,769874,472775,7628.9009,-46.2057,840.4375
Telecom,696461,476672,5340.861,-55.312,440.7617
Telecom,888893,379468,4987.2633,-56.9274,774.3406
Telecom,195082,7883,8471.7863,-46.4797,813.2741
Telecom,497408,532218,6964.2547,-103.165,33.7154
Telecom,9971,114636,2379.3095,-37.4589,83.4366
Telecom,148964,18855,5679.421,-35.6255,384.3998
Telecom,76745,445975,5368.3951,-48.6639,138.9449
Telecom,827147,790081,3002.2508,-75.5787,449.1051
Telecom,17636,992446,7568.6224,-74.3137,316.8089
Telecom,806082,451132,9666.1968,-110.4135,1.0
Telecom,795831,673793,8571.9267,-44.043,226.7404
Telecom,259378,962924,5638.2365,-120.0,349.6187
Telecom,140827,345002,7545.6574,-105.0586,504.9192
Telecom,430274,535677,5806.0472,-117.7058,982.4403
Telecom,576493,777458,5601.5115,-57.1982,680.2695
Telecom,190558,53576,754.1234,-50.3445,750.9553
Telecom,419653,250583,5537.5198,-59.4062,652.613
Telecom,923185,907905,7324.8039,-98.2958,267.0974
Telecom,519355,785015,5533.5336,-108.792,67.068
Telecom,478629,914692,6324.2129,-42.6258,853.3402
Telecom,786894,956381,1577.332,-100.469,269.2474
Telecom,851940,503807,981.8294,-57.3269,391.8011
Telecom,586054,922508,4797.4278,-42.4882,531.5255
Telecom,159493,523540,532.7472,-49.1331,857.198
Telecom,180035,450654,8366.4916,-51.1407,843.6149
Telecom,869658,693677,441.8339,-39.316,154.5492
Telecom,958113,61109,609.6256,-92.9363,181.6116
Telecom,437476,865597,7614.2319,-115.1586,52.8643
Telecom,9504,276026,3005.1938,-75.7668,482.9179
Telecom,457432,664308,5583.4939,-79.8671,174.7811
Telecom,67316,103758,605.9788,-107.899,657.4648
Telecom,554128,911842,2601.547,-118.7593,393.948
Telecom,310355,362188,5308.8724,-101.1567,174.9835
Telecom,274042,707385,2363.1318,-116.6804,11.0975
Telecom,629297,988212,6454.9047,-34.2023,160.2847
Telecom,88811,40363,7806.5828,-77.5686,349.0792
Telecom,573248,729602,3585.1444,-104.0465,639.6375
Telecom,990521,171613,3095.1957,-91.039,660.4296
Telecom,713543,466247,6402.1216,-44.3932,332.2687
Telecom,400945,227705,6902.9187,-49.9161,535.022
Telecom,304450,367302,2381.1087,-30.9158,230.6128
Telecom,835041,713424,2034.3955,-89.4737,204.7543
Telecom,390442,893997,9671.472,-86.3186,819.7806
Telecom,461159,87583,7100.0127,-103.1927,353.6457
Telecom,18849,868106,2566.8715,-46.2937,597.7809
Telecom,345742,751648,6763.9172,-63.9954,653.7673
Telecom,305346,475147,2314.9903,-82.7816,495.7782
Telecom,812835,25343,8452.2245,-97.6898,807.9386
Telecom,337207,321299,6055.8961,-84.7614,604.3026
Telecom,512936,844755,2941.8751,-53.8748,377.0498
Telecom,686733,876746,4470.1256,-108.1141,90.887
Telecom,939517,471996,9225.7039,-67.7969,24.1701
Telecom,68157,717237,5560.9633,-72.4904,812.7037
Telecom,231865,302711,5771.3906,-113.1337,232.284
Telecom,564907,875011,2348.4319,-93.9424,301.4654
Telecom,550213,50078,3801.4848,-52.4264,821.7352
Telecom,439223,215175,8454.9023,-115.38,347.4161
Telecom,312372,121578,5379.0923,-95.8639,737.0631
Telecom,926656,290964,7053.7132,-56.1237,668.8981
Telecom,672340,922994,3967.8905,-71.6725,392.5338
Telecom,476016,77879,9295.4979,-38.2161,856.6308
Telecom,677135,739806,3894.4157,-88.7221,859.3652
Telecom,895394,308060,2438.262,-34.1735,566.386
Telecom,648927,314624,6903.9015,-81.0499,101.615
Telecom,831966,120609,7837.2714,-91.5457,89.7628
Telecom,442569,952146,2211.5383,-62.0001,695.273
Telecom,568707,915242,4594.5211,-94.9138,803.0188
Telecom,349111,623440,2191.8623,-71.0477,550.3128
Telecom,953056,634432,3832.5911,-66.7614,105.6669
Telecom,546288,9549,5472.0813,-57.8511,84.6019
Telecom,540244,914392,8358.8384,-101.1642,504.3289
Telecom,912307,616962,3645.9777,-41.1464,698.4289
Telecom,869683,51317,4849.4693,-111.4554,177.0491
Telecom,896341,719495,1187.5332,-57.6776,740.1203
Telecom,789094,820023,4681.6739,-64.455,751.6823
Telecom,483742,343027,7676.7896,-38.7441,780.6844
Telecom,632385,264025,5572.9735,-38.6176,81.838
Telecom,453094,40049,8458.3122,-46.8966,18.0495
Telecom,541416,569746,5736.9249,-79.0846,843.1695
Telecom,634932,276797,5547.5918,-44.1908,316.4603
Telecom,993851,653751,6815.1449,-41.5247,652.3699
Telecom,905449,710393,7959.9009,-54.112,408.1332
Telecom,526067,877887,441.2052,-44.9118,1.0
Telecom,231997,53022,7076.4696,-116.6111,18.0006
Telecom,818539,852868,1821.4421,-75.8719,903.6466
Telecom,958253,695584,472.3996,-53.2716,346.9098
Telecom,256559,198290,6439.2838,-36.0223,791.3719
Telecom,38537,537662,7624.4311,-95.0853,568.1862
Telecom,705650,948032,5885.2921,-53.8016,261.2478
Telecom,593939,116751,5066.2253,-52.2371,147.2011
Telecom,822350,546749,3084.1016,-72.2231,890.5702
Telecom,771816,988833,1428.2839,-59.5728,339.5046
Telecom,328055,461904,5277.8631,-33.6917,484.8205
Telecom,326424,650876,7427.3436,-88.427,771.3927
Telecom,558365,248061,3160.7093,-74.6427,237.1583
Telecom,334722,60539,2577.3688,-99.7025,915.0483
Telecom,141815,118948,5395.4733,-60.4286,314.9704
Telecom,868209,308680,637.9793,-56.2425,54.3975
Telecom,122902,408899,9317.2512,-115.4086,32.4305
Telecom,574960,988181,6347.4188,-38.9864,924.0266
Telecom,103112,353014,4823.9689,-44.948,156.7361
Telecom,7081,140239,5114.3359,-32.7733,116.4052
Telecom,232019,94513,5894.2038,-107.2113,738.5322
Telecom,627994,387688,9824.0158,-62.272,544.4392
Telecom,306721,119190,2792.1167,-89.4728,640.2614
Telecom,202492,195253,1257.2497,-91.7592,137.6454
Telecom,872589,18920,9131.9684,-108.0109,895.813
Telecom,788327,224688,8964.731,-117.2855,595.3599
Telecom,301649,17668,6592.7509,-111.6216,510.4687
Telecom,621815,389587,6507.7709,-59.5097,461.0756
Telecom,175515,327221,1936.3246,-118.3998,70.0927
Telecom,344566,48749,0.0,-56.2312,560.1555
Telecom,672935,755608,6259.3031,-62.4767,451.8281
Telecom,305059,230973,7789.0317,-34.3349,10.3451
Telecom,94618,769078,438.341,-34.4102,992.7372
Telecom,951110,446986,8493.0478,-112.1042,962.3791
Telecom,443426,340463,5018.6698,-71.5711,517.5537
Telecom,657636,629300,8434.1773,-63.6121,334.6729
Telecom,333304,363518,1105.7425,-33.3465,778.3237
Telecom,221583,446797,6086.967,-72.2069,903.8334
Telecom,185067,334656,7154.4342,-105.6938,945.3043
Telecom,597131,534248,5589.2614,-78.3376,128.53
Telecom,486928,189851,6576.4531,-89.8276,132.5097
Telecom,461562,97552,5635.0193,-103.8534,603.989
Telecom,55742,446129,4388.2194,-60.2671,268.0778
Telecom,654000,805535,7810.5472,-56.6464,511.4818
Telecom,127073,679774,9535.933,-78.4528,972.6052
Telecom,403971,247823,7369.8003,-46.1225,187.9988
Telecom,671045,777168,2026.4339,-56.9235,182.9741
Telecom,238800,532621,6878.2964,-67.2855,633.8174
Telecom,280724,754470,6172.2457,-34.533,165.94
Telecom,123169,359496,567.6026,-106.1226,313.0842
Telecom,484406,272096,7719.0914,-102.8034,622.2131
Telecom,299294,24273,5860.8431,-76.7867,905.7606
Telecom,205523,573231,8629.1835,-113.7878,867.8454
Telecom,959863,472700,7358.3171,-33.4886,384.9175
Telecom,215161,80532,1508.5626,-53.5559,537.34
Telecom,880540,381665,8543.7453,-97.3171,35.9165
Telecom,336861,39981,5048.0707,-85.8465,56.2854
Telecom,41672,720862,1945.0054,-105.2718,917.0931
Telecom,347214,646606,3163.6118,-108.2864,585.431
Telecom,291698,154908,1788.5537,-115.3488,1000.0
Telecom,780118,500068,6417.8987,-106.5591,638.3495
Telecom,827321,78844,6775.7302,-102.2955,494.6266
Telecom,997994,567257,7591.4889,-41.1211,156.115
Telecom,64226,333754,2268.985,-74.2412,562.7098
Telecom,647064,28952,1109.7037,-56.7021,557.7448
Telecom,571551,710614,1258.978,-35.1532,718.7238
Telecom,47534,773531,10000.0,-73.9199,957.6466
Telecom,170682,175271,3221.3829,-77.5615,587.6849
Telecom,885970,57347,2865.1261,-37.7367,694.1242
Telecom,285411,284722,5166.4357,-78.2998,828.4925
Telecom,845060,473287,9828.8521,-107.4804,647.7033
Telecom,388374,762729,9137.8155,-77.1222,495.379
Telecom,381393,683959,7471.2532,-108.3879,72.8438
Telecom,689125,359452,3975.1918,-63.0648,368.9764
Telecom,844229,818638,2062.687,-117.3047,741.7296
Telecom,72717,172913,814.5662,-35.1735,522.5001
Telecom,614288,901317,2598.738,-98.8162,543.298
Telecom,603415,501876,475.5661,-70.4251,838.0067
Telecom,720580,826882,6550.4518,-69.0602,165.6287
Telecom,517284,674775,4449.0652,-102.0178,803.338
Telecom,850710,797232,8049.6271,-33.5838,608.399
Telecom,560318,707682,4540.6205,-80.6812,295.6043
Telecom,451545,983630,3883.0131,-99.7091,103.3971
Telecom,393189,803077,8709.5691,-101.7066,328.6234
Telecom,238384,524524,5905.9435,-72.5363,490.0209
Telecom,572601,42740,9698.8384,-111.8569,313.5558
Telecom,965148,406241,3263.2376,-47.6305,87.249
Telecom,358239,429101,6391.2467,-103.1963,987.8793
Telecom,460087,856841,8768.6653,-32.1108,109.4984
Telecom,407682,801695,5916.936,-64.7203,510.3699
Telecom,431090,101862,2680.6673,-107.2513,892.1277
Telecom,551476,133053,3999.2735,-33.9994,289.0017
Telecom,331955,87069,5988.6081,-67.6188,963.9858
Telecom,908392,241563,2596.1029,-60.7554,66.1076
Telecom,231546,83658,5283.3817,-92.5611,48.8048
Telecom,531832,490176,7176.2602,-96.7846,745.339
Telecom,758209,865966,4073.9166,-96.6526,97.678
Telecom,716420,149326,4944.5112,-65.4936,820.5024
Telecom,747520,353362,5590.478,-62.2216,124.2272
Telecom,427147,457842,9377.4121,-49.1884,631.5576
Telecom,496334,501176,6897.0976,-47.4608,493.6178
Telecom,736428,528892,7307.8376,-30.7259,983.5341
Telecom,872539,54705,4091.7463,-95.64,196.5459
Telecom,171417,790772,1386.4372,-30.5211,859.79
Telecom,190640,273151,5436.9272,-39.1878,653.6463
Telecom,241683,610137,5051.9168,-73.8753,995.9184
Telecom,669448,586897,70.8617,-98.95,747.3444
Telecom,914609,255280,3294.5747,-56.8082,645.9886
Telecom,530019,646772,3611.6981,-73.6641,690.7504
Telecom,727192,565974,8703.6643,-36.4051,131.913
Telecom,638944,206348,7722.2224,-117.3583,891.9414
Telecom,24943,693854,696.0806,-79.4076,847.4581
Telecom,425493,209254,6992.6001,-48.8519,410.5047
Telecom,283834,897555,5636.8479,-95.1824,778.4066
Telecom,98312,963282,5998.1167,-97.1596,497.8624
Telecom,695411,707509,765.1246,-62.0891,174.9226
Telecom,761409,768760,3796.6442,-31.5544,557.8837
Telecom,244869,725464,236.927,-115.2699,846.1284
Telecom,817844,126827,3045.5553,-53.5814,139.5037
Telecom,301876,786464,8945.9053,-75.995,468.5235
Telecom,520950,641436,7559.7106,-115.1502,333.1196
Telecom,996418,223188,6348.1742,-99.7457,811.6201
Telecom,234574,908795,9802.949,-78.9314,908.1627
Telecom,165656,89850,863.8005,-99.2896,746.4261
Telecom,684666,698941,1164.6745,-59.0684,788.3381
Telecom,994670,950897,6048.2252,-98.7836,941.4111
Telecom,791232,554284,6696.011,-52.2322,861.0461
Telecom,886685,475904,8096.3619,-120.0,494.3694
Telecom,984246,518374,8511.1112,-80.6344,818.6398
Telecom,357430,129101,2740.2941,-77.0609,132.7171
Telecom,235359,309980,5251.0736,-35.626,86.7557
Telecom,486226,782122,9021.4843,-120.0,544.48
Telecom,803455,944574,6861.9633,-110.2726,564.5812
Telecom,302188,750716,7031.241,-63.4102,808.5468
Telecom,383596,128167,2300.7505,-67.0111,825.8392
Telecom,340573,664984,7495.0035,-80.3193,713.2077
Telecom,885158,615118,9765.7089,-47.339,71.8919
Telecom,644675,918316,1058.6908,-98.128,569.1416
Telecom,296384,488454,1234.4441,-109.7303,86.9483
Telecom,53868,41159,9032.9422,-66.0574,163.0846
Telecom,902880,249637,7355.4056,-70.8489,45.5748
Telecom,6438,96396,4840.7934,-74.7676,624.7415
Telecom,598143,40001,3127.9151,-66.667,471.3141
Telecom,536282,698897,2112.2295,-80.7781,805.3686
Telecom,857726,998892,2717.2009,-114.3367,632.0388
Telecom,210664,926142,10000.0,-69.5243,234.2225
Telecom,385694,826573,1275.3234,-117.0366,377.8825
Telecom,539038,685732,3435.1029,-32.8759,82.9213
Telecom,534655,868902,8606.1416,-41.7572,48.7933
Telecom,364600,293365,6914.7281,-98.4755,266.3564
Telecom,259459,85009,2098.6066,-86.8812,302.1539
Telecom,141763,487698,9080.2859,-58.0122,940.7151
Telecom,179649,212914,6052.7701,-53.0581,1.0
Telecom,481400,710655,9895.0858,-53.1531,432.7885
Telecom,93113,857578,4938.5958,-115.4166,731.6072
Telecom,966433,694092,9169.8982,-72.5294,251.1345
Telecom,154678,386979,4175.0698,-115.9119,852.5829
Telecom,793784,466947,4174.4138,-81.2126,380.9828
Telecom,682695,522443,8913.8359,-40.4178,30.8471
Telecom,386334,171119,7199.2958,-51.6069,770.9847
Telecom,681783,322342,2926.15,-43.9616,591.1335
Telecom,353302,544095,2780.4887,-72.1431,380.1649
Telecom,6790,658352,2394.7431,-50.023,477.1893
Telecom,920605,435580,6948.5285,-85.2065,712.5877
Telecom,612818,524114,229.8185,-115.5238,862.4582
Telecom,566996,973335,5924.9949,-107.7921,506.4632
Telecom,738772,952045,9411.5044,-70.7706,154.8315
Telecom,817686,135153,570.8957,-91.5842,75.8045
Telecom,231168,160848,3346.1651,-109.4163,661.0727
Telecom,816769,699257,5613.2557,-55.5949,567.5062
Telecom,210608,185048,7599.6503,-108.1711,541.8503
Telecom,316369,854557,6416.0077,-115.8519,121.3357
Telecom,370562,863220,8643.5867,-102.5575,571.8907
Telecom,21238,305345,2272.224,-90.3167,403.7288
Telecom,664326,176731,8052.2111,-37.6834,538.6782
Telecom,348745,248972,2170.3075,-46.6918,351.29
Telecom,46253,724819,3521.5412,-54.1425,572.5257
Telecom,761446,937822,2473.4465,-60.9115,586.9247
Telecom,162403,756874,6968.3522,-56.0041,826.1973
Telecom,325851,642217,1477.3444,-50.7916,743.0578
Telecom,813344,366758,3628.8747,-30.0,616.68
Telecom,838398,583126,6132.9392,-68.1217,349.9634
Telecom,168858,19172,1795.564,-95.9422,661.1595
Telecom,70790,483021,8700.2777,-118.2873,183.5371
Telecom,404533,93865,9556.9715,-94.1118,137.6192
Telecom,75546,299853,6468.146,-75.6386,447.7328
Telecom,426473,933145,1334.5717,-91.6035,415.4432
Telecom,711102,854701,2847.2105,-112.0528,50.3433
Telecom,21552,865872,9508.9948,-44.2787,830.5244
Telecom,735886,102313,961.6609,-69.7181,201.6328
Telecom,394761,983989,8468.4473,-85.0135,24.4333
Telecom,29959,957749,3012.5796,-90.5231,315.079
Telecom,748247,273238,7892.9813,-67.3211,305.5749
Telecom,24148,515614,2849.4724,-68.8562,657.8466
Telecom,315518,716538,9598.1957,-40.1303,749.0648
Telecom,505399,610134,2669.5714,-89.1472,401.4289
Telecom,483116,887517,1670.4614,-37.7683,612.9218
Telecom,836977,819204,1304.9492,-65.0662,482.3855
Telecom,878240,504198,3126.0815,-71.3186,135.6837
Telecom,407747,315340,2559.3949,-74.4305,409.4546
Telecom,737694,176201,950.1157,-58.6994,994.084
Telecom,199462,899136,884.9002,-62.0569,475.9433
Telecom,123506,889629,3789.5138,-55.1521,710.8045
Telecom,929902,215421,4449.1092,-110.2784,547.8466
Telecom,258244,469462,5409.4147,-50.4566,876.3166
Telecom,662217,574176,3661.5049,-85.6828,258.0039
Telecom,332112,815668,2793.5243,-102.6824,83.516
Telecom,706896,447695,8341.3541,-116.47,187.7091
Telecom,425104,741829,7912.7412,-54.5673,386.6324
Telecom,599677,174674,9617.3079,-42.9648,571.691
Telecom,368034,943473,3643.7308,-88.1146,32.851
Telecom,736585,370747,4883.5013,-103.9288,156.6269
Telecom,119208,615255,4167.9204,-85.177,27.2722
Telecom,652439,525071,5313.13,-98.4864,238.6254
Telecom,798558,591491,6696.3479,-52.3249,843.7996
Telecom,736998,531637,9671.6327,-34.1802,767.2602
Telecom,605558,486250,671.0746,-112.9903,1.0
Telecom,232925,348042,4599.4885,-85.2538,114.1137
Telecom,578767,107847,941.5551,-62.5142,62.8278
Telecom,727338,422856,7105.7843,-99.9082,597.7506
Telecom,364157,262657,7110.7428,-57.3485,409.694
Telecom,513942,912360,7618.5355,-48.9245,496.052
Telecom,746770,608392,3826.206,-103.4318,823.3805
Telecom,919238,752474,6928.0222,-77.7382,963.3887
Telecom,28926,598212,2437.7678,-31.2,475.731
Telecom,527752,657807,9241.4099,-118.24,339.8105
Telecom,350779,138336,443.4406,-42.5019,395.022
Telecom,288976,79225,9846.1468,-81.2336,649.4618
Telecom,910324,517338,649.9823,-111.3055,623.1204
Telecom,583,527476,6905.118,-45.3684,922.5569
Telecom,557850,794847,2962.423,-41.4806,66.0406
Telecom,376348,594720,3128.757,-63.0337,642.3578
Telecom,411862,715865,2934.3892,-112.7791,534.6133
Telecom,203892,452015,8188.0363,-38.0738,597.5316
Telecom,27824,774936,1450.0204,-41.1368,544.1865
Telecom,342420,815774,3935.1887,-42.4786,494.0523
Telecom,669554,853831,8180.7255,-76.9882,528.2091
Telecom,840300,263285,9536.4015,-34.8593,240.9427
Telecom,653015,514306,1613.7763,-104.3365,30.3648
Telecom,731778,640544,3645.4345,-43.4037,467.0171
Telecom,696652,570854,8879.5745,-88.5292,278.8641
Telecom,484033,197205,7514.6792,-43.0662,710.5073
Telecom,175614,604535,3733.7803,-77.973,117.1178
Telecom,411129,749452,5321.8962,-91.2181,622.5028
Telecom,520337,12961,324.0606,-52.5272,588.1504
Telecom,949605,543421,0.0,-78.5968,611.0529
Telecom,832817,405960,9163.0997,-74.1267,32.4414
Telecom,757411,128740,2685.9866,-70.6099,340.7734
Telecom,648575,766357,7575.6301,-45.574,831.4718
Telecom,332680,690306,1061.5532,-32.9401,271.8904
Telecom,851282,834833,8271.6333,-84.9789,709.8009
Telecom,298700,374696,6475.0857,-68.4492,965.638
Telecom,404836,317870,968.7838,-80.558,829.615
Telecom,975851,133500,1910.5781,-77.8566,262.3896
Telecom,37930,913600,4378.0027,-49.7685,322.3633
Telecom,730111,108372,7432.5427,-51.5824,720.4801
Telecom,759366,254651,9691.312,-60.5077,719.2951
Telecom,103527,457358,846.6188,-96.4295,955.9702
Telecom,683082,865729,8118.8576,-53.3224,507.868
Telecom,930522,327883,8582.4023,-42.5799,667.73
Telecom,342768,270662,5567.3239,-34.5623,406.9729
Telecom,798534,448842,9551.3033,-83.1168,934.5207
Telecom,837820,627009,8068.3235,-78.4985,87.371
Telecom,64205,99190,8924.0229,-45.4277,170.516
Telecom,328054,153842,4868.7964,-91.8896,771.4956
Telecom,521602,364474,6325.0475,-46.293,849.4495
Telecom,851621,391784,8501.1637,-39.9751,499.5602
Telecom,213817,784462,482.4825,-87.481,887.8965
Telecom,407140,713258,6774.4119,-32.5498,759.0338
Telecom,625813,600796,4776.6519,-80.4582,84.1848
Telecom,721164,557777,10000.0,-89.1347,716.8396
Telecom,687270,525093,5197.8456,-78.6791,879.4569
Telecom,118108,7808,1943.6527,-104.5638,576.3059
Telecom,226954,660044,2591.348,-34.9433,539.3597
Telecom,972489,226692,9038.5889,-75.9808,746.8443
Telecom,398212,897216,1245.026,-57.4611,135.3962
Telecom,921787,825306,2944.1417,-85.6614,490.1373
Telecom,749519,314566,420.4788,-114.9873,369.4561
Telecom,454178,495527,8116.1484,-42.432,647.7728
Telecom,463053,350260,9271.0791,-46.95,505.2127
Telecom,471874,723672,1646.7752,-55.6091,26.0929
Telecom,200025,693642,6431.4235,-35.2888,151.6635
Telecom,675397,9174,6386.909,-95.885,929.2409
Telecom,737273,278081,1285.5099,-105.1829,604.9339
Telecom,438831,227941,2899.1605,-104.0678,194.7211
Telecom,900994,884271,6494.6992,-96.4556,1.0
Telecom,397737,597865,660.2673,-62.7579,530.0037
Telecom,882835,626513,9234.6684,-75.9468,624.3722
Telecom,547887,226660,6986.7451,-41.7069,74.5124
Telecom,15683,253210,3623.4044,-38.1186,791.0313
Telecom,227083,271549,4815.6957,-70.5531,86.8993
Telecom,355101,112804,1606.0997,-72.9107,639.1364
Telecom,221600,209811,2237.2373,-44.833,942.0864
Telecom,427080,360248,9208.4894,-77.0215,322.5835
Telecom,815624,670425,4884.9246,-68.7775,189.9972
Telecom,325325,943472,2347.8115,-79.8486,48.3504
Telecom,994325,623621,6616.357,-101.0531,67.703
Telecom,40888,817519,3587.7728,-101.3534,674.749
Telecom,734566,614799,8645.3022,-33.5341,687.5804
Telecom,792155,290378,7967.6601,-109.2277,318.1532
Telecom,547134,777541,3241.1283,-71.2434,951.4895
Telecom,766218,99813,6430.36,-54.0076,999.3199
Telecom,238968,418784,2095.7598,-71.6046,457.7217
Telecom,26959,712614,3279.8123,-73.2803,531.0426
Telecom,79072,115820,9088.7789,-86.9398,33.8619
Telecom,629742,521449,1489.0462,-108.4019,473.3882
Telecom,982506,196159,1836.7502,-40.747,88.3369
Telecom,380989,166434,4237.787,-53.6552,206.5715
Telecom,435643,742445,6089.3348,-32.5544,577.6802
Telecom,633640,309104,2253.7661,-115.1091,891.4663
Telecom,138606,51227,2092.1214,-55.4718,144.9917
Telecom,793729,414844,8650.5513,-34.5933,959.1981
Telecom,821178,240967,6809.3468,-88.8271,278.7068
Telecom,978079,674267,7521.8766,-73.6118,3.8621
Telecom,195653,846945,9912.5698,-61.7253,677.9598
Telecom,630227,102680,5005.8241,-98.7833,979.7441
Telecom,299933,395010,2390.0159,-92.9447,983.7108
Telecom,494345,805872,6194.9,-90.4597,154.9356
Telecom,122567,507689,114.664,-106.6145,257.7572
Telecom,626763,668850,5179.4032,-108.0064,330.2202
Telecom,802833,985982,7339.5276,-61.3269,160.4465
Telecom,539321,912754,4121.5055,-77.001,496.9094
Telecom,898853,537032,4082.1278,-36.7141,330.6355
Telecom,235056,140683,1220.5876,-71.9944,968.7933
Telecom,532014,273705,5285.923,-67.3913,340.1491
Telecom,485703,984442,3314.5584,-64.703,582.5863
Telecom,241571,714932,7719.0812,-54.2347,598.2053
Telecom,99933,135504,1976.6214,-108.6014,505.0097
Telecom,873661,892447,5245.5596,-76.4603,771.6433
Telecom,893338,914060,1167.8754,-69.9254,505.1685
