Application,WaterLevel_m,FlowRate_m3s,Turbidity_NTU,DissolvedOxygen_mg_per_L,Temperature_C_water
Hydrology,14.3762,2240.3143,749.1833,11.5658,38.5402
Hydrology,93.7734,3452.9228,932.6803,4.1271,13.4557
Hydrology,36.7272,1047.4465,693.1254,16.1907,21.7074
Hydrology,5.5705,1429.6882,837.1557,9.9588,33.7538
Hydrology,13.7093,3938.6767,522.9887,12.3427,3.1435
Hydrology,66.27,5000.0,927.3936,12.5694,27.3301
Hydrology,26.6769,1944.6948,641.2074,9.6181,31.166
Hydrology,78.0208,4776.4151,81.2646,9.6584,17.8694
Hydrology,45.9995,4079.8761,589.7104,18.8859,32.3141
Hydrology,5.2958,1929.8533,40.056,12.8136,15.5168
Hydrology,54.5309,1576.7967,822.4708,9.0427,4.2601
Hydrology,97.3664,739.1633,320.8941,10.1051,14.1411
Hydrology,96.199,3599.4027,169.7782,10.4284,18.1049
Hydrology,9.4224,2078.8331,750.8329,1.364,9.8174
Hydrology,39.1607,1565.9244,832.8535,19.9564,-3.9876
Hydrology,45.6212,4558.5919,485.7389,17.0667,15.1422
Hydrology,63.316,183.3929,1000.0,19.0936,20.1673
Hydrology,62.7918,3210.9099,875.4127,16.0883,-0.0763
Hydrology,25.3227,494.8843,335.6771,0.5736,36.5294
Hydrology,84.7156,1104.2389,153.5467,13.4099,-1.0438
Hydrology,94.0648,3366.2179,509.4497,17.5413,-5.2983
Hydrology,0.0,785.0294,271.0383,10.5967,1.3127
Hydrology,49.8572,3763.6099,361.7421,1.1521,11.4034
Hydrology,44.93,4160.181,1000.0,10.487,-3.1962
Hydrology,67.4456,3726.3568,768.7553,2.5167,18.926
Hydrology,57.15,4984.7283,764.5696,1.0259,25.9612
Hydrology,66.8319,1260.0704,115.045,13.7224,8.3944
Hydrology,82.2489,1818.6706,450.5098,1.1622,25.2958
Hydrology,56.6963,4213.4521,729.2829,10.2567,-6.6807
Hydrology,28.3781,3600.3544,438.9715,2.0331,33.6464
Hydrology,35.6586,2923.8664,980.9513,10.8817,7.4481
Hydrology,17.9148,3179.3741,673.9666,18.914,-8.1335
Hydrology,68.4505,1727.7052,828.7308,7.3958,31.0464
Hydrology,28.8453,2273.0306,120.2721,13.8536,40.0
Hydrology,94.1276,2433.9363,505.9632,5.1278,14.1989
Hydrology,29.276,243.7554,600.6677,0.547,35.5803
Hydrology,39.3776,3059.7678,0.0,0.8261,27.3983
Hydrology,9.1278,166.3826,321.3089,6.9991,13.6136
Hydrology,79.2198,2176.1409,0.0,11.3363,14.5096
Hydrology,77.0203,319.2933,596.4,8.3608,14.3259
Hydrology,17.3034,4510.8915,570.9207,19.1043,20.5098
Hydrology,32.9524,768.3637,383.8831,4.0419,-6.0307
Hydrology,3.7439,3025.4895,755.8278,8.5098,27.4876
Hydrology,5.7237,4658.0502,532.8581,10.7777,3.3696
Hydrology,14.8067,1708.3334,419.1281,5.8183,5.7298
Hydrology,9.28,3055.1749,719.7323,9.3203,24.3929
Hydrology,1.9576,4417.2195,127.412,10.8596,4.8816
Hydrology,65.9468,4470.4256,78.5717,11.6467,19.4355
Hydrology,1.4493,1807.5096,628.2555,15.0738,27.9971
Hydrology,23.7279,1254.7272,22.9657,0.8898,2.7178
Hydrology,71.6459,4958.8765,886.8257,12.3597,11.4243
Hydrology,48.9757,2716.7172,632.0898,12.9274,-10.0
Hydrology,65.4316,1693.1568,533.5444,15.5581,26.4887
Hydrology,26.6973,59.5871,440.7362,8.2135,25.3275
Hydrology,11.8459,3459.9924,185.4573,16.9816,16.8464
Hydrology,30.8874,3775.0034,710.7355,16.8922,-1.702
Hydrology,0.0,175.2296,66.7631,1.692,17.8229
Hydrology,89.8559,1079.1724,979.1381,14.4252,13.0031
Hydrology,99.92,903.9015,460.6537,10.4553,0.1998
Hydrology,95.8797,4776.9848,34.7545,6.5773,25.2089
Hydrology,67.9609,4130.1007,858.0105,13.3473,29.2993
Hydrology,71.7821,1964.4174,685.2853,8.1277,14.0666
Hydrology,40.9506,836.5582,601.3456,18.5661,3.7962
Hydrology,56.8877,4834.97,881.4879,12.7136,7.4645
Hydrology,50.098,3565.7759,373.4742,15.6681,-1.7088
Hydrology,81.3739,3763.0309,700.0128,4.2984,28.8413
Hydrology,17.1595,2216.2636,7.7235,15.2603,3.8426
Hydrology,84.3575,557.8511,928.5838,0.5244,-3.5625
Hydrology,35.5064,560.8022,553.2709,14.2451,1.399
Hydrology,99.0565,3248.8529,235.5901,3.2103,27.5494
Hydrology,83.0057,4664.0748,250.1837,1.7733,5.5807
Hydrology,57.9722,2739.0408,384.3615,18.5041,31.5327
Hydrology,6.561,3895.0397,1000.0,2.3929,-5.2392
Hydrology,51.6767,1296.9646,414.5391,6.5939,-3.9483
Hydrology,81.67,2329.8574,840.2841,14.4689,32.4653
Hydrology,90.334,28.4398,734.2013,14.9125,36.5067
Hydrology,80.8826,3439.6191,379.0926,4.3292,17.4311
Hydrology,55.4985,2751.9413,485.0696,14.9593,26.0463
Hydrology,60.9899,4714.223,839.3494,17.692,27.9571
Hydrology,85.128,117.0792,149.3456,4.7533,8.0976
Hydrology,25.5296,5000.0,422.8606,13.7619,14.7915
Hydrology,71.7423,2781.7899,223.7398,17.4048,25.2383
Hydrology,50.9563,2509.7019,793.1904,19.2575,5.4604
Hydrology,72.4512,1206.0196,127.651,14.8179,1.6907
Hydrology,22.2601,4616.2389,755.7898,10.2552,29.2362
Hydrology,0.2935,126.564,475.8431,6.2379,1.4496
Hydrology,45.1091,131.2922,38.3884,15.7806,36.161
Hydrology,65.1245,3409.5091,388.4372,9.524,15.7361
Hydrology,33.1132,206.0265,741.3694,5.5255,9.5234
Hydrology,3.8255,2641.7634,554.8317,4.6608,30.1879
Hydrology,0.7718,3812.9172,924.0978,1.1458,13.1893
Hydrology,46.6651,4757.6187,535.8369,8.6162,35.583
Hydrology,36.4876,2983.9453,847.2949,14.0859,21.0899
Hydrology,87.6057,2522.1769,598.8967,13.4435,34.7796
Hydrology,71.7707,3614.0492,594.6392,13.293,32.248
Hydrology,27.6187,3150.1569,594.5667,16.5821,36.4638
Hydrology,17.4943,4583.8311,327.2979,0.4643,2.3347
Hydrology,91.0073,2406.2744,436.3165,19.3512,5.8398
Hydrology,0.0,2884.3461,730.4946,2.7899,31.3998
Hydrology,81.6567,1122.7573,287.3012,14.7005,0.0212
Hydrology,62.9098,2830.2329,29.6361,10.7001,0.6873
Hydrology,53.9816,3938.2293,949.9506,6.7067,20.4282
Hydrology,84.6704,588.8843,1000.0,7.2123,16.4757
Hydrology,98.7848,3100.8588,653.2202,2.8655,-2.4782
Hydrology,74.8428,4344.1695,707.3256,1.7045,2.6075
Hydrology,43.8541,3781.2532,96.6366,8.4972,12.371
Hydrology,28.5347,1848.2211,430.9905,19.6162,16.2166
Hydrology,61.3094,2576.133,482.0893,9.409,-4.2998
Hydrology,37.4521,1334.9571,519.2186,11.2812,-7.7051
Hydrology,34.4728,3569.09,492.4984,6.9404,-8.0242
Hydrology,97.7289,728.1619,627.3094,13.4275,17.4077
Hydrology,43.0915,4344.7165,204.0197,0.0,23.9509
Hydrology,12.2942,4686.5579,689.2936,16.9777,28.3964
Hydrology,87.7607,1878.3981,42.1537,5.9112,26.5266
Hydrology,72.0661,3409.1266,292.6907,12.1442,6.4606
Hydrology,98.6976,1347.3278,935.69,14.0714,35.4555
Hydrology,93.0877,4471.8713,609.7262,5.7192,20.9145
Hydrology,26.0759,4633.7076,925.8629,2.3891,32.577
Hydrology,96.7955,2844.4668,719.6081,10.7252,30.2092
Hydrology,59.2643,4543.9153,803.6961,11.6018,32.6016
Hydrology,30.321,2711.0039,74.3291,20.0,18.5389
Hydrology,93.9,3189.6853,587.6697,11.2663,9.5542
Hydrology,84.2433,4918.6122,814.1849,19.5557,32.8167
Hydrology,33.987,2730.9787,93.4114,18.4219,9.1868
Hydrology,3.1461,3425.3676,363.7517,13.7392,38.3128
Hydrology,26.6745,4066.0577,424.9144,11.6466,-7.0377
Hydrology,73.0848,2337.6978,852.7009,3.2194,25.6838
Hydrology,32.7046,996.1538,807.823,12.3556,-8.414
Hydrology,68.2427,2315.9271,333.6065,11.8867,-1.6
Hydrology,76.6867,861.6504,251.4176,17.6448,25.9551
Hydrology,82.8966,3851.2477,698.3161,17.1457,15.5841
Hydrology,56.364,862.1105,199.9443,13.4486,-2.2518
Hydrology,18.1639,248.5315,694.7432,16.8827,-10.0
Hydrology,32.5325,4929.6342,47.839,11.9817,-9.6076
Hydrology,74.3643,3917.6141,118.0559,7.071,4.1818
Hydrology,96.6653,431.8043,279.8018,15.8419,30.3842
Hydrology,95.5125,571.3436,285.7829,6.1634,-3.5319
Hydrology,86.1134,4934.2609,863.9765,1.3409,4.6419
Hydrology,78.9469,1018.6276,198.4414,2.7615,19.8605
Hydrology,13.7096,2307.0596,347.1914,9.4407,-3.4627
Hydrology,79.9192,3413.9624,58.1548,2.7066,12.2364
Hydrology,7.1035,3654.7881,507.1944,15.6596,14.9963
Hydrology,53.8286,2009.949,757.0962,18.6244,23.7635
Hydrology,100.0,2091.3169,922.6648,15.7404,20.7273
Hydrology,43.9605,4190.8178,186.2582,10.4158,-3.7674
Hydrology,10.3554,0.0,55.5512,18.8384,27.049
Hydrology,70.9229,2155.8532,306.0561,11.7386,-3.3277
Hydrology,29.6181,1129.3741,613.5186,15.3155,35.3363
Hydrology,2.1559,4169.8729,786.0865,10.138,15.3986
Hydrology,11.5789,4534.9608,910.0681,2.4199,11.1644
Hydrology,53.1328,1978.1075,786.4958,20.0,-1.4339
Hydrology,96.9417,3488.0677,518.6544,19.9673,27.1353
Hydrology,60.5039,1759.0224,176.3781,8.8313,28.6605
Hydrology,83.8462,615.6757,260.5434,8.1992,11.1875
Hydrology,3.2362,2212.4912,821.8534,8.5633,-6.509
Hydrology,32.7502,4846.071,970.0463,9.3706,4.3564
Hydrology,52.161,2604.1479,17.8189,15.7449,13.637
Hydrology,63.7728,1663.144,130.4612,2.2324,26.4967
Hydrology,67.2429,3306.0899,463.7195,13.9455,19.498
Hydrology,62.7151,1434.725,191.1846,9.3756,-7.7844
Hydrology,100.0,4255.9076,411.2454,15.3274,20.1262
Hydrology,5.3789,2840.5691,900.8581,4.7621,39.0612
Hydrology,7.4232,4128.4348,166.1852,6.2291,34.3387
Hydrology,47.1807,1431.2637,208.9877,16.2355,8.5366
Hydrology,20.2856,1814.4183,55.8317,18.6028,30.9468
Hydrology,59.0985,3241.2314,283.3513,7.515,-1.1333
Hydrology,49.7016,823.7272,189.4529,18.8645,11.3347
Hydrology,81.387,1561.3318,145.073,17.4841,4.4036
Hydrology,18.1077,1884.4638,616.9376,5.2334,30.4375
Hydrology,87.7077,1990.3776,659.7753,1.0138,-8.5208
Hydrology,62.439,240.692,849.1911,15.3088,13.3218
Hydrology,81.6901,3043.6445,58.3198,18.5104,-9.7104
Hydrology,84.2924,5000.0,72.6107,0.3732,5.2004
Hydrology,1.1806,3542.6144,249.6689,18.873,35.8727
Hydrology,50.5362,4221.7512,674.5034,15.5407,16.4578
Hydrology,16.1648,4173.9851,948.6261,10.9992,38.6296
Hydrology,0.0,2874.6992,941.3453,16.1587,-1.9722
Hydrology,10.0902,1844.8764,373.2168,11.0823,16.6426
Hydrology,25.7037,4920.4782,175.7527,2.6274,6.8377
Hydrology,31.9885,1641.8028,332.7741,10.8001,30.8341
Hydrology,60.8142,2615.5506,365.5739,2.341,-6.3458
Hydrology,27.0148,1792.4317,825.0068,2.5682,28.4405
Hydrology,76.3688,279.5623,270.1808,8.3954,21.9497
Hydrology,8.0352,2326.4767,445.6313,19.6658,20.027
Hydrology,87.9421,4299.904,856.9587,12.605,11.2176
Hydrology,30.4612,3128.7018,320.8405,6.6323,-5.007
Hydrology,14.6295,3761.7595,130.9743,19.1647,6.6354
Hydrology,26.5233,2479.4567,487.1036,11.6453,16.614
Hydrology,91.4639,4722.8556,718.0561,16.8249,34.6516
Hydrology,24.4379,2168.1696,164.3737,9.1596,0.5722
Hydrology,77.1499,916.9014,97.0167,17.3834,23.9155
Hydrology,10.7407,3162.1486,171.2515,8.2765,-6.6113
Hydrology,2.7529,4716.8281,256.0231,9.0014,-4.4959
Hydrology,51.6052,3438.6413,143.851,18.9444,39.9945
Hydrology,56.8811,3951.7159,635.3601,3.4126,6.6151
Hydrology,98.9577,1736.1451,743.2458,2.457,14.0424
Hydrology,71.7286,3282.3458,258.8853,3.9849,9.925
Hydrology,68.6341,335.3034,370.6882,13.5755,17.2809
Hydrology,18.1735,711.1272,350.3694,4.2537,24.0703
Hydrology,29.1651,702.9405,557.3871,4.1987,-3.4033
Hydrology,65.7858,1416.6508,813.7519,0.7575,40.0
Hydrology,62.6944,4370.6156,623.7618,10.9453,14.9344
Hydrology,62.473,469.264,673.0481,3.008,35.3253
Hydrology,3.0231,4240.1945,295.2873,5.5382,-1.0839
Hydrology,87.8446,2288.5773,958.5129,15.1194,0.1343
Hydrology,49.043,463.1842,271.4671,14.3962,16.1679
Hydrology,92.3288,3085.5694,989.5986,2.9625,25.1711
Hydrology,57.4128,2293.1426,94.1676,14.9782,0.808
Hydrology,76.2085,3596.9382,813.516,1.135,32.1186
Hydrology,44.3916,791.4729,489.0825,4.0363,3.1128
Hydrology,20.527,837.6423,529.6518,1.0098,-4.9197
Hydrology,18.9523,2201.5374,948.6103,7.6288,-8.0673
Hydrology,97.1688,958.2898,39.3874,10.582,30.24
Hydrology,76.4062,1819.2841,138.3147,17.4638,17.0326
Hydrology,61.6191,671.3141,918.9106,1.09,-4.7145
Hydrology,69.6675,2634.541,148.8521,12.2469,-0.7139
Hydrology,55.3403,1137.2316,248.3467,2.95,-5.1402
Hydrology,73.1402,4653.9773,102.3485,1.0732,39.6476
Hydrology,49.3011,3714.6549,748.3253,7.5746,-7.8113
Hydrology,3.5314,2485.5971,687.0818,10.2226,38.1458
Hydrology,44.4664,4536.921,454.0346,12.4357,12.6072
Hydrology,77.9154,1048.8694,554.5161,14.5147,13.155
Hydrology,58.0368,4102.7283,571.657,6.7768,39.4677
Hydrology,82.8187,1482.585,43.6429,1.8163,23.9049
Hydrology,1.7686,2983.7791,247.4274,18.3255,-1.3175
Hydrology,20.5666,1165.9668,686.1531,6.7362,26.604
Hydrology,89.6577,1156.1297,924.6092,4.5377,29.0584
Hydrology,3.9047,444.2214,845.4911,14.9108,15.4677
Hydrology,57.0717,3455.4483,344.8329,5.1574,-2.3572
Hydrology,94.1526,1955.7631,663.0173,1.6903,30.6478
Hydrology,88.222,836.4095,294.7438,0.0,27.9022
Hydrology,37.8018,702.1433,99.6392,3.8867,23.7884
Hydrology,72.5582,1865.5907,449.0061,19.1836,17.0534
Hydrology,34.8811,3389.2291,207.8333,15.5756,19.3107
Hydrology,66.3152,4820.9918,440.6987,15.0618,34.267
Hydrology,37.4335,1315.1393,598.1349,1.1888,16.295
Hydrology,8.5321,1576.0208,253.8468,18.5521,28.439
Hydrology,56.8998,4523.8898,997.5212,10.4629,21.8424
Hydrology,25.6623,385.4579,350.8719,7.0851,35.6922
Hydrology,65.6537,4594.9269,881.6842,8.6826,28.8989
Hydrology,0.0,4678.52,620.4005,13.8533,1.6556
Hydrology,57.1918,3477.0234,468.0896,7.1697,16.1239
Hydrology,27.4849,2642.9613,162.4894,16.9867,-4.5933
Hydrology,19.2889,4525.5087,745.4925,9.8697,-7.0139
Hydrology,80.3569,4617.0841,656.477,15.0516,-6.5865
Hydrology,23.511,403.2433,888.4594,6.1473,31.4253
Hydrology,58.623,1405.6027,924.255,4.204,12.027
Hydrology,52.3566,1696.4692,828.9975,17.3615,17.2044
Hydrology,32.85,365.0929,124.8731,18.9177,4.4472
Hydrology,19.0058,3503.3353,379.8218,16.1485,2.5621
Hydrology,73.6796,1028.2768,52.023,0.5204,15.3891
Hydrology,84.0,1411.0849,632.8161,7.2663,25.4983
Hydrology,45.2508,3566.7751,344.2842,4.3674,-6.9453
Hydrology,59.9879,1701.2472,449.3514,10.3198,9.9035
Hydrology,64.8404,3407.5155,363.3733,0.8177,0.2758
Hydrology,93.2607,3519.1409,809.9413,11.0464,-5.8211
Hydrology,7.7343,3300.291,743.9143,7.5616,34.7715
Hydrology,38.4441,3092.2671,165.1082,8.3978,38.7571
Hydrology,26.6027,4358.0799,827.8814,14.8536,31.6835
Hydrology,10.8659,1606.8669,240.4337,8.591,19.281
Hydrology,88.6454,992.209,476.1027,9.0483,32.1371
Hydrology,10.4238,4844.2211,311.8978,16.921,33.4269
Hydrology,25.5574,4206.634,672.4843,4.6201,10.3267
Hydrology,64.7181,3487.9976,435.6544,4.031,22.8551
Hydrology,9.0566,150.3031,844.9572,16.5459,10.4033
Hydrology,90.1262,3317.8794,597.6621,1.2799,4.9559
Hydrology,88.5569,1537.9134,122.4289,12.8563,21.7512
Hydrology,36.5709,1564.7168,67.5005,8.0599,27.9664
Hydrology,0.0,4607.818,528.648,19.311,-3.4963
Hydrology,26.7921,52.7093,442.4088,8.7197,1.5278
Hydrology,87.2891,3218.5443,330.2213,3.6882,24.7706
Hydrology,28.9741,1488.7725,745.7023,4.5016,35.4194
Hydrology,66.7915,1410.8734,541.82,14.7045,2.0315
Hydrology,93.8673,1318.3396,690.3749,12.0898,21.7965
Hydrology,40.5802,1971.2644,401.3717,19.1753,2.3308
Hydrology,54.2129,325.7761,396.7343,9.874,7.9291
Hydrology,95.7128,686.7796,363.951,18.4369,6.1098
Hydrology,21.0367,247.3693,373.0055,3.752,31.6985
Hydrology,46.7339,4087.1154,649.96,17.2764,37.1812
Hydrology,44.4051,4407.015,752.0752,9.7439,21.9718
Hydrology,29.6333,100.0232,54.6702,14.2453,-5.7898
Hydrology,36.3995,2050.3814,501.8125,18.7848,-10.0
Hydrology,5.0407,863.0914,540.8875,1.1328,5.8705
Hydrology,73.7198,1083.2409,0.0,13.448,-10.0
Hydrology,70.4837,1853.0942,118.7974,12.1185,22.8313
Hydrology,84.0952,1598.4319,451.5057,2.6732,-0.564
Hydrology,66.7337,2632.3516,801.2837,2.2238,28.84
Hydrology,77.0238,3284.2764,189.4244,2.5778,13.6664
Hydrology,87.0438,3402.9408,856.7741,5.2843,34.7083
Hydrology,47.0212,2005.0374,443.7261,18.5304,6.1691
Hydrology,49.6587,1891.6025,532.8247,11.8859,-3.29
Hydrology,100.0,690.7374,67.2055,5.4418,9.4152
Hydrology,54.9057,1632.8254,594.334,4.1356,6.0474
Hydrology,43.4743,4443.9398,967.5419,15.391,0.0953
Hydrology,89.9935,2201.6743,931.9868,0.6621,23.5873
Hydrology,85.0226,934.9911,486.7279,18.1427,-4.0862
Hydrology,98.7698,2873.6148,330.9337,13.3237,13.5594
Hydrology,67.723,1316.2488,502.6855,4.6718,16.7214
Hydrology,39.0658,4503.0611,501.9647,3.0602,-9.3785
Hydrology,37.6005,4152.3949,181.9152,4.5757,11.0894
Hydrology,83.2251,3472.9513,897.0428,3.8307,33.155
Hydrology,56.056,4407.6746,871.921,17.3109,-4.7588
Hydrology,15.467,2921.7034,499.4575,15.2067,10.3364
Hydrology,43.5907,392.32,482.9269,14.1494,4.2988
Hydrology,38.78,2206.9345,833.2071,18.8701,-1.4018
Hydrology,6.8242,2376.2748,474.8278,9.9617,22.6905
Hydrology,54.2607,159.7727,522.7711,10.0035,-1.4659
Hydrology,53.8384,1447.493,475.4753,12.9883,-6.4976
Hydrology,93.6643,2117.8254,531.6124,5.3864,21.7143
Hydrology,44.7251,3355.2586,760.5384,0.3544,23.8189
Hydrology,38.8969,1532.3495,436.0091,16.2684,10.9444
Hydrology,47.0527,1522.1004,413.9879,13.3684,15.7248
Hydrology,61.2324,1968.9903,768.0531,4.4764,39.4675
Hydrology,19.177,2885.7859,816.448,4.9524,37.0321
Hydrology,11.1438,298.5671,594.0593,17.9196,32.223
Hydrology,100.0,4080.2009,512.6192,17.6148,33.4153
Hydrology,56.8823,1752.3877,382.059,12.6228,-4.5177
Hydrology,87.4513,3610.3139,167.7108,0.0,34.0461
Hydrology,62.9909,2793.419,641.9847,13.6636,26.4098
Hydrology,27.4118,1713.3139,568.9052,5.7142,-0.6153
Hydrology,36.4898,1479.7919,824.5491,3.7983,-5.7556
Hydrology,13.7951,1426.3658,106.9655,2.4261,9.0656
Hydrology,83.2868,1272.4984,567.0639,17.9965,5.9365
Hydrology,70.4786,4395.0536,761.4675,14.2111,25.9494
Hydrology,38.2276,1778.5277,449.9584,9.4798,34.0539
Hydrology,76.4097,2402.3107,63.4043,16.6057,9.5929
Hydrology,23.7978,4501.5537,316.781,18.5543,12.9459
Hydrology,99.301,3288.6663,754.4469,1.8933,-7.7866
Hydrology,67.9248,3439.3339,865.8056,19.7862,11.5007
Hydrology,5.2889,1905.6293,244.4381,11.2729,11.5846
Hydrology,85.37,3128.4866,986.7088,1.0183,20.1577
Hydrology,62.5258,858.0538,958.1701,14.6338,24.7764
Hydrology,97.381,4867.2165,0.0,1.6853,1.0157
Hydrology,22.6467,2772.83,657.9444,16.0118,5.3842
Hydrology,100.0,4211.0922,1.8569,12.1102,14.1553
Hydrology,23.2137,4811.0273,535.6013,14.2247,3.6184
Hydrology,97.1937,2079.8834,858.0335,8.1582,30.1734
Hydrology,25.9752,1290.66,645.5556,19.4679,39.137
Hydrology,94.1743,136.5769,340.3162,7.9846,15.632
Hydrology,55.4698,2019.9165,1000.0,0.5317,6.2649
Hydrology,57.8818,4899.9246,885.3163,11.2563,11.8293
Hydrology,70.1383,4086.2298,25.3974,17.1214,-2.0393
Hydrology,95.0931,2821.8673,698.8681,12.9973,3.0613
Hydrology,98.0065,1041.9889,188.7407,3.1307,12.7909
Hydrology,25.3727,4904.9796,447.2358,6.5276,5.6268
Hydrology,83.4079,1513.6466,506.0243,6.3793,32.9662
Hydrology,12.6721,3197.701,54.5119,0.1925,25.6577
Hydrology,26.8061,1255.6389,601.4548,11.4334,-3.2124
Hydrology,45.0295,3925.7152,94.6444,8.8942,-8.4584
Hydrology,68.7793,2651.6971,293.2906,9.8806,24.3706
Hydrology,29.687,1496.5201,675.7466,3.5339,24.9372
Hydrology,5.4502,3100.914,667.9956,7.9529,10.3132
Hydrology,39.1138,707.2866,577.6072,3.1199,4.5668
Hydrology,68.5011,3060.8718,376.5489,4.7966,5.874
Hydrology,32.7959,2379.2582,302.9654,6.8135,34.8299
Hydrology,81.035,2425.1801,79.2925,8.7591,-3.5544
Hydrology,96.246,1887.542,507.7918,0.1245,6.2015
Hydrology,41.6842,4968.3032,838.1787,18.6548,-7.4448
Hydrology,17.3094,4790.4662,224.2976,15.2881,-1.6487
Hydrology,93.584,1545.3896,141.097,1.7043,8.2274
Hydrology,40.8785,898.0695,834.3171,9.5012,-5.2515
Hydrology,14.3407,2376.2681,449.5121,6.7706,12.1529
Hydrology,23.8218,4184.2906,318.5118,14.0467,30.9502
Hydrology,25.7964,5000.0,164.9774,5.1568,2.0918
Hydrology,57.7338,1254.8978,264.1695,17.7444,25.3368
Hydrology,24.1713,1708.5059,309.6289,11.0752,39.1071
Hydrology,55.3571,902.209,968.9676,3.3391,21.2827
Hydrology,92.0844,3188.3225,523.4698,9.63,-9.0781
Hydrology,39.8456,4219.8735,86.4667,16.0328,31.1445
Hydrology,26.8723,2672.9174,898.4483,3.9796,36.92
Hydrology,11.1389,1191.0861,747.9193,7.6033,-1.0311
Hydrology,58.1826,831.5373,646.9572,3.9365,-6.8325
Hydrology,93.7636,3074.156,391.7994,11.9216,26.8041
Hydrology,58.1628,1764.1107,76.7542,8.5404,-4.841
Hydrology,5.3845,1848.7765,438.7779,17.0617,-4.6724
Hydrology,57.0005,1406.6651,652.8435,4.9199,-6.8719
Hydrology,70.8203,4251.1276,253.7324,15.7731,-7.1702
Hydrology,87.3279,1973.9571,477.2648,1.184,29.0183
Hydrology,81.4836,4815.4317,851.2924,10.0109,30.2402
Hydrology,75.0611,3075.3155,845.4293,18.8055,6.2567
Hydrology,19.0498,2474.087,720.8029,0.183,37.8895
Hydrology,75.8428,3507.9455,385.8389,12.9139,-6.3395
Hydrology,32.9146,779.3872,653.8587,2.9244,22.1976
Hydrology,91.9867,1621.9184,469.4749,12.4111,14.2755
Hydrology,39.1821,1661.9088,713.0985,1.0022,-4.6697
Hydrology,71.6855,3340.5777,585.7697,13.1359,1.1445
Hydrology,13.7756,709.7415,239.7162,6.9736,-5.2541
Hydrology,15.3734,1545.196,504.7422,5.7109,-6.7525
Hydrology,19.0332,1258.1618,716.5761,19.4631,-0.0585
Hydrology,47.6533,1451.0422,468.6044,0.5084,-5.0447
Hydrology,97.8503,3353.376,702.0095,8.1128,-8.1558
Hydrology,76.0007,1572.6982,165.902,2.9676,6.116
Hydrology,9.1992,2899.2585,797.0911,12.1996,10.6803
Hydrology,0.0,2629.8356,442.0633,13.8809,12.4855
Hydrology,12.2382,0.0,989.5504,11.1029,24.2575
Hydrology,57.6986,2470.128,375.1834,20.0,12.3441
Hydrology,41.3386,617.5952,170.6242,12.4393,15.0995
Hydrology,93.2442,2981.1744,675.8272,15.0465,-6.4301
Hydrology,48.4546,2658.3546,835.8986,6.4013,-1.0283
Hydrology,41.6456,1674.88,908.6124,18.0419,-7.6837
Hydrology,22.5857,3633.1899,382.1426,16.909,30.2479
Hydrology,58.8057,0.0,468.3759,4.0736,25.4348
Hydrology,80.4145,2696.8625,912.0879,16.1093,26.5659
Hydrology,70.7871,4333.9995,429.7804,11.0661,20.4416
Hydrology,87.591,1009.8486,74.3969,10.7737,1.3436
Hydrology,54.9135,497.7289,221.0952,4.3395,-8.7533
Hydrology,73.9884,4260.3965,664.035,8.2055,14.7611
Hydrology,58.285,1105.6311,481.1219,18.3286,-5.1094
Hydrology,7.6768,4825.2727,937.9122,8.8194,23.9334
Hydrology,58.6188,4456.9012,628.5172,1.7178,26.7011
Hydrology,30.1639,3956.3423,828.3232,7.6195,18.3822
Hydrology,37.3408,2376.0822,386.0255,3.1729,8.0192
Hydrology,38.4557,4519.2941,261.031,15.9023,26.4902
Hydrology,77.1284,2586.7617,468.4655,13.5251,34.5578
Hydrology,33.0971,2979.4875,511.7216,8.123,9.9769
Hydrology,53.6284,597.8516,174.1058,6.9557,17.4205
Hydrology,89.2456,1194.349,168.6105,8.063,12.9098
Hydrology,39.8788,4013.5779,341.9905,16.674,18.6075
Hydrology,56.8768,2702.1614,233.0074,1.6444,15.2267
Hydrology,15.0864,1908.58,422.268,5.509,-9.1299
Hydrology,52.1316,1224.5302,857.1917,10.2933,7.5321
Hydrology,46.4437,2785.485,412.5932,7.873,-0.9583
Hydrology,37.4241,1864.1197,560.0888,4.2516,22.5187
Hydrology,94.6071,1829.6002,740.804,5.7241,6.5826
Hydrology,20.8225,0.0,170.6678,17.9846,29.0471
Hydrology,23.3839,841.2853,216.6771,0.0,-8.6572
Hydrology,100.0,4487.289,381.6962,6.0883,40.0
Hydrology,41.9943,2505.5552,965.8953,17.2573,-6.0033
Hydrology,45.828,2635.5078,576.7157,18.9021,27.4353
Hydrology,58.9199,3460.0557,289.6087,0.6366,22.9178
Hydrology,91.3286,2847.9658,661.1266,19.8979,11.6209
Hydrology,51.4902,3828.7641,516.1633,14.3775,15.796
Hydrology,88.0892,4124.2108,828.2666,8.8093,14.6926
Hydrology,74.5375,2403.7996,266.8879,10.1616,8.4598
Hydrology,94.2879,2791.1887,460.2852,3.4274,19.0056
Hydrology,8.5589,2364.9217,737.6842,8.8566,10.2495
Hydrology,77.2404,4804.4404,90.9956,10.3087,-5.1684
Hydrology,20.5004,3335.8873,691.3073,2.7982,-6.0879
Hydrology,36.2252,2979.0418,675.6398,2.1571,29.9937
Hydrology,93.7072,2197.645,797.3172,10.3704,16.384
Hydrology,56.0699,2534.933,874.3159,4.1817,22.5317
Hydrology,23.5827,966.1298,321.6338,19.0291,32.3041
