Application,GDP_USD_millions,Inflation_pct,Unemployment_pct,Exports_USD_millions,Imports_USD_millions
Economics,58678.7186,28.8141,22.2819,38191.4815,35821.9798
Economics,75515.6707,41.3903,1.206,87075.5286,20456.0249
Economics,160313.0653,25.9555,22.9705,35962.0761,65010.4427
Economics,119831.6908,27.0621,19.3078,94435.6949,65053.8898
Economics,155525.1375,16.495,32.4985,93216.4401,15043.7254
Economics,51608.0612,24.2958,26.2285,21736.3315,8135.7797
Economics,108078.6444,8.4528,16.1089,33849.771,16795.123
Economics,166886.3546,29.8845,32.6017,88901.5094,37048.1184
Economics,200000.0,3.219,15.3723,62246.9303,75396.7804
Economics,11422.7594,8.6702,30.581,71428.5906,91992.8872
Economics,95336.9677,21.8261,35.8177,22289.9978,67328.8576
Economics,169272.5745,34.2327,28.6551,58236.3531,19941.2398
Economics,105335.8767,0.1434,13.0296,31231.1853,51807.6568
Economics,62462.811,12.5834,10.7833,58571.6356,43854.2201
Economics,153044.5872,48.9795,10.4975,24130.4497,96463.8053
Economics,97069.1449,-2.5305,23.7268,4383.7588,38701.243
Economics,61716.7132,32.187,3.9483,14925.3415,96964.5768
Economics,140666.0808,28.5055,5.9607,9120.6905,71731.9263
Economics,91975.03,9.675,5.136,79172.508,8261.1258
Economics,82425.3312,-1.7359,3.9819,54871.2512,14036.2308
Economics,170722.7595,46.2927,48.613,58686.9603,96213.286
Economics,18935.5547,27.7934,16.5627,56662.7171,44148.6482
Economics,77247.0302,7.538,13.86,45075.73,55012.2298
Economics,172634.8758,42.407,12.6408,55809.6895,88670.1086
Economics,73823.119,28.6543,44.9662,89946.189,55855.5996
Economics,116794.7241,16.8474,9.3567,4749.9779,92186.8836
Economics,31152.3639,29.1667,34.4473,78553.1677,53671.5091
Economics,51120.417,11.1738,28.2151,40455.7076,22164.4537
Economics,57299.3946,-1.9351,26.1136,75971.9167,62824.9049
Economics,103058.4835,3.8699,0.0,100000.0,68265.6202
Economics,142638.7747,10.5929,35.2489,2854.211,12010.1448
Economics,58281.232,8.5805,5.7473,4574.6286,4103.1788
Economics,128979.5002,28.2159,7.6219,53026.8312,22540.2312
Economics,66985.9904,23.5563,38.3836,20651.4919,52941.8444
Economics,33969.7642,0.8066,15.1431,96361.3411,82379.5572
Economics,90027.2317,7.0002,13.1622,8407.0519,74396.5867
Economics,117617.6219,5.4724,31.7282,89164.5376,0.0
Economics,143228.3079,11.5399,19.5274,11352.8944,36607.9923
Economics,84847.9033,39.74,13.0482,69197.2894,55273.6545
Economics,161079.4881,39.3584,8.5209,71635.69,11189.2586
Economics,39792.2167,37.0009,38.0877,55787.6757,74587.0256
Economics,74420.8775,42.2,39.2355,42320.4615,49758.3966
Economics,24286.6077,14.521,6.8153,47486.0377,14979.7304
Economics,176814.5533,-2.291,24.9903,92757.4627,50996.4225
Economics,146690.8256,33.919,45.8144,29849.3124,38735.2588
Economics,133043.1376,1.1843,41.8528,74947.0538,79042.4699
Economics,191424.4391,7.0006,24.6689,12867.6151,66163.5617
Economics,102398.5535,12.1269,27.787,95397.5585,78329.9759
Economics,69772.9316,-1.703,1.8895,98931.0508,33611.3474
Economics,99752.8688,48.2434,18.0341,69263.0844,24417.5436
Economics,38978.0452,23.5253,44.3966,70229.9983,29544.1231
Economics,155212.3152,8.188,17.4667,63930.2964,24626.5962
Economics,173856.058,30.5167,7.6738,75846.7735,3462.5666
Economics,167466.6418,20.5404,24.2815,61600.9128,99297.6991
Economics,125233.336,24.8341,39.6738,58305.4532,41320.8173
Economics,184362.6813,4.5486,0.5315,41074.8728,12081.9525
Economics,190363.2227,-2.3931,40.7682,36564.6037,83324.9388
Economics,28288.5562,-3.1834,5.7776,47847.6904,34158.6744
Economics,133995.8928,46.1947,29.3462,53775.3636,52263.0805
Economics,128555.275,46.5789,7.527,2712.6905,79697.9031
Economics,54115.2919,19.9022,26.658,11976.87,9612.5302
Economics,101835.4999,44.2015,47.6598,31841.0989,44416.5918
Economics,183135.8716,37.2602,5.5989,76551.1827,57891.1955
Economics,196643.8708,7.5775,31.1934,89133.4038,30870.4157
Economics,77733.0366,13.7827,31.2217,95849.7377,36804.2636
Economics,167052.813,7.9776,45.3504,70421.7598,11413.0327
Economics,23887.8442,23.3282,16.1279,69271.1585,94483.5355
Economics,36121.8498,36.5006,26.5163,32031.0019,71456.7417
Economics,198663.4115,2.1532,50.0,49892.4789,47620.1388
Economics,32763.3895,3.9167,38.6456,23643.6443,68920.1246
Economics,14930.9321,43.8256,37.2054,92651.5996,42407.9843
Economics,86427.6592,17.6151,19.9629,69010.093,98826.8738
Economics,51719.3498,14.1989,17.7904,41031.5784,28777.1614
Economics,28073.6834,19.2354,30.7157,73287.3344,0.0
Economics,44521.5812,36.1002,18.8233,100000.0,73117.9981
Economics,192739.6185,43.1136,44.5282,56985.3548,31022.7613
Economics,76581.4056,11.6959,31.3412,57449.5111,99424.9288
Economics,180774.5332,20.8419,33.7776,61219.1236,40124.3388
Economics,166494.1421,43.6165,37.7278,73923.6589,52130.6147
Economics,57416.9962,44.6944,13.9332,87722.29,4462.6048
Economics,136055.0048,20.79,43.026,48275.6922,16679.6469
Economics,94447.8982,11.9614,25.6489,90171.6664,79428.3354
Economics,183371.1253,37.225,30.6597,99404.5747,59400.2555
Economics,182855.64,37.0996,28.1879,38337.5341,38007.9987
Economics,108235.4403,49.2502,37.2379,0.0,90896.7333
Economics,184311.2276,41.2784,30.5953,77939.2568,54855.2149
Economics,116920.2973,26.9846,27.3879,37655.1747,48007.3667
Economics,31019.6695,-2.1937,41.6098,42577.3049,30457.5193
Economics,83225.0545,47.2174,43.4796,35902.0616,25452.1435
Economics,90432.1437,30.3257,27.8829,43460.343,44317.9082
Economics,76410.3606,29.6958,43.3669,77633.8255,84182.1339
Economics,124877.9016,20.6758,1.2978,60566.1815,53634.821
Economics,84448.69,33.5049,27.091,59255.1411,55470.2678
Economics,6699.3601,29.5623,0.0,82555.8332,14408.6618
Economics,56351.6346,28.546,49.023,89212.4012,42398.4508
Economics,134387.3197,0.9584,13.9376,13881.5193,82337.9026
Economics,131905.1082,23.0854,22.9798,33608.9412,65897.5242
Economics,50372.446,24.5095,4.7212,35904.6177,98678.4726
Economics,71273.5844,-2.7763,4.4594,51695.8503,41004.0696
Economics,139349.3452,50.0,11.5849,65087.3356,64791.0573
Economics,72256.1581,34.9427,4.0766,57769.0787,4408.8041
Economics,120208.2328,-1.4754,45.1835,18645.8682,12329.1904
Economics,128070.2058,17.9567,14.0576,20738.2355,87602.3157
Economics,81432.3898,46.7069,15.3723,63497.325,44471.2929
Economics,75150.4333,32.6111,15.8767,83558.4338,86718.4767
Economics,138803.2642,41.4533,15.5484,79247.4667,67146.9936
Economics,188697.9281,3.1576,24.4561,73904.5004,7497.5851
Economics,172487.3812,13.6815,13.3718,19282.6554,10431.4029
Economics,70093.8158,50.0,33.9896,47462.2575,37015.578
Economics,56498.4432,46.5143,30.3332,33482.5879,55092.0958
Economics,68014.3255,8.041,2.8286,9559.5682,82354.4115
Economics,150767.6847,41.3769,45.3317,69964.208,40597.5189
Economics,76553.3993,29.3341,42.6886,14370.1254,31990.5943
Economics,152563.0933,-1.6027,48.3851,22876.8267,13870.3627
Economics,2861.4722,33.0106,16.8036,95541.2463,59439.0735
Economics,133991.2911,7.6903,16.8449,86367.8618,65278.3228
Economics,35574.4942,5.4429,22.2966,546.9189,77082.4067
Economics,105353.3174,46.5293,19.8838,23411.7582,98991.4157
Economics,135860.1617,50.0,10.0503,52010.1668,10456.8184
Economics,19454.615,2.1678,16.1606,61963.0554,0.0
Economics,55191.0432,49.1198,38.8213,51155.3611,49563.7169
Economics,92933.9926,24.1769,38.9672,45413.3201,50408.967
Economics,70076.1282,21.3181,23.6007,17125.4132,90226.9461
Economics,178851.7805,9.4021,23.2468,78652.9028,41686.9064
Economics,153257.7826,46.0696,1.5492,68613.0701,63934.335
Economics,107573.61,14.4211,34.8877,87419.1673,60689.0032
Economics,115390.642,11.9283,15.1018,86783.0167,89648.9323
Economics,191871.1335,7.9737,16.9003,60513.3166,21927.192
Economics,149271.7673,15.7481,33.9846,62955.8392,84946.3366
Economics,39507.021,11.6035,36.9249,73770.0943,52538.7763
Economics,37386.6119,28.4758,28.8099,60138.4018,47127.5425
Economics,100859.9963,0.1567,28.5109,56226.8383,39520.9169
Economics,92810.4497,31.2511,38.2818,46584.4269,18935.5145
Economics,104992.4623,10.032,6.6815,88737.68,60532.1563
Economics,165946.8675,13.6321,16.9112,42944.0551,69904.4374
Economics,106724.3951,0.0241,26.9852,29698.7944,40169.9103
Economics,38660.8467,8.0534,0.6124,23121.5887,81055.7483
Economics,188872.9779,-4.5642,40.0227,86636.3798,85155.4256
Economics,166783.4168,1.1528,2.917,82551.199,57688.1939
Economics,42552.1165,27.9595,7.7855,26406.5962,66316.3172
Economics,190011.4993,14.5037,47.5894,19839.8263,34664.3593
Economics,177462.3439,19.1861,41.0831,68487.5375,95757.6079
Economics,32044.874,46.6123,14.3417,33585.8884,60328.0862
Economics,84916.9312,26.9204,25.1654,35520.6309,52127.5814
Economics,185126.468,5.5657,10.6598,85059.8989,24938.4903
Economics,16187.4099,28.3077,21.3119,16914.2423,21946.3689
Economics,158495.6939,35.6095,12.5305,47950.8721,21072.8395
Economics,181446.3635,-2.155,28.0507,84504.6772,4848.6925
Economics,196971.0481,46.8402,39.8074,95251.2927,35026.7826
Economics,170284.8599,2.7517,6.6323,62285.331,8418.2328
Economics,24162.0661,3.0037,43.9961,47627.7689,49668.8121
Economics,38058.9313,-0.6558,7.0857,7634.8406,32861.3181
Economics,155429.7293,0.0902,23.6144,55179.6378,72147.498
Economics,176601.9841,29.2047,30.0715,18238.0107,46965.0338
Economics,191957.6038,4.6044,30.2491,97922.9541,44107.5465
Economics,23178.4406,16.5841,50.0,14251.1345,47985.7458
Economics,98682.8454,34.0794,18.0179,54406.3872,56030.4765
Economics,31328.3336,20.7998,32.3631,55371.0189,33940.6802
Economics,2167.3537,37.6758,6.3111,89721.1566,26617.6006
Economics,36208.3607,14.9284,46.4323,60678.6069,17607.7514
Economics,110392.4999,31.2508,9.6961,4783.6072,20302.1307
Economics,10281.5635,-1.9211,46.3332,28702.0228,81846.6315
Economics,106085.4115,13.8953,23.3439,43063.8765,0.0
Economics,180075.1976,45.7454,28.7277,19653.5859,54348.7343
Economics,66486.797,-4.6268,6.1926,69778.4638,78990.5364
Economics,102595.168,39.2994,38.0827,64410.331,1925.9642
Economics,144681.6595,22.6874,49.0947,42402.5298,96614.0815
Economics,108850.825,-2.3595,30.0108,939.958,81779.3598
Economics,27974.7751,27.9411,13.9903,73033.4406,41149.559
Economics,35267.9918,45.4993,6.3739,96565.1578,65797.5058
Economics,167547.079,12.9287,49.9196,64325.8316,12178.132
Economics,94095.3265,29.3674,45.2834,57325.7031,24246.6244
Economics,194109.0846,41.0059,7.9286,19436.0193,28066.9947
Economics,18079.2033,27.5945,46.9637,93619.949,49799.4069
Economics,24661.0042,5.947,28.9386,46482.8036,68903.0075
Economics,128261.0399,20.0519,42.7243,80351.2122,87832.0486
Economics,116975.1035,29.0916,40.8794,14378.2353,23970.0185
Economics,89748.1558,47.5028,30.3554,5712.845,35516.7883
Economics,29720.0967,26.4422,5.6217,96948.0081,68985.264
Economics,194926.9056,-2.2926,43.6291,11252.3064,54498.0632
Economics,200000.0,10.3581,1.1422,95900.9552,42907.2971
Economics,190735.4753,40.8154,23.182,0.0,49575.4899
Economics,41828.6436,27.0393,31.3199,30309.8568,37236.1183
Economics,9050.114,20.1933,38.4932,75830.6073,90680.4538
Economics,26239.6034,27.4178,41.378,31738.7973,73435.1716
Economics,164301.9151,34.3267,22.6827,92450.839,84072.0894
Economics,17443.4207,-2.6913,16.4824,2356.1974,73340.1038
Economics,97594.0075,5.2879,37.2221,93771.3721,26583.1027
Economics,52073.2411,39.0319,43.519,60512.3446,23819.5987
Economics,118.8875,22.1114,29.5999,88398.2937,81862.501
Economics,10447.0456,25.6093,8.9118,23521.8806,98212.1691
Economics,160537.5493,38.6731,43.1761,6831.5748,273.0309
Economics,145703.3393,5.464,11.5171,17121.9314,103.9082
Economics,27013.3282,26.5788,40.3389,75262.8292,93134.2916
Economics,96758.0431,37.201,21.4627,78515.1474,52178.0024
Economics,117614.0461,2.3006,15.4617,20862.8834,85443.2099
Economics,100.0,15.7075,37.48,4961.5024,70526.5723
Economics,42504.6182,49.1872,11.455,13561.2833,33568.3369
Economics,61753.0532,0.0901,10.3306,43685.2505,11827.1034
Economics,100.0,24.8517,47.9786,90681.8434,53821.5286
Economics,159260.8844,7.9101,9.4927,79314.981,91561.2299
Economics,52011.2156,4.2889,18.8501,2923.8386,45298.1152
Economics,171661.332,20.4145,24.1868,55450.0782,46666.9069
Economics,35700.694,26.7628,19.6015,58977.0955,26916.798
Economics,117337.3129,8.7663,17.6532,14250.9376,5600.3373
Economics,89051.5021,29.9532,14.5105,70686.46,21885.0239
Economics,62328.4306,11.8072,19.6208,86338.7128,50588.0508
Economics,143042.5456,11.3149,46.5328,74308.4225,51536.2795
Economics,75073.1411,38.537,50.0,83009.5689,32466.112
Economics,136762.5764,2.7348,19.8564,15056.4087,4018.9249
Economics,77184.5245,13.0022,4.053,66952.7923,29031.3341
Economics,33697.5211,37.9209,41.481,48019.8321,93882.7623
Economics,5543.1937,33.585,35.2248,6602.2584,54338.94
Economics,59694.5026,45.2249,33.0872,41853.1843,30650.5155
Economics,104100.5536,20.5662,23.0623,15898.636,41625.6938
Economics,130953.9851,22.5855,11.1777,28665.4355,36757.9031
Economics,39001.9778,31.9515,17.2909,52144.8435,67473.5795
Economics,129864.1844,-0.3642,43.4911,22707.9427,24586.9574
Economics,168740.0898,15.2057,43.3402,2280.7207,48293.7596
Economics,25304.8035,38.1912,48.4752,64597.4814,64284.9601
Economics,140980.4761,48.8626,43.0348,7098.3919,87940.6317
Economics,67824.8372,-3.0667,4.9277,83479.728,47137.2812
Economics,11890.6489,27.0527,33.4887,1927.7678,25599.7559
Economics,33448.1531,17.3598,24.0014,66722.1799,87635.0039
Economics,22187.5074,33.5939,42.3264,65678.6709,74731.7749
Economics,7512.0566,49.8265,37.5047,48697.3135,14645.1541
Economics,108122.8189,-0.7804,15.2742,95143.37,81074.2674
Economics,84434.2634,27.6983,38.1216,10360.5877,55703.7541
Economics,60514.7868,4.3428,35.9223,30753.3981,80804.8216
Economics,129374.6172,38.8417,29.0149,95082.0292,9205.2109
Economics,121507.6356,47.0794,41.3443,61794.3232,36506.3979
Economics,17396.6598,0.7093,9.9168,90845.4318,29092.1713
Economics,174145.9981,47.8887,15.6373,59313.0254,55229.3309
Economics,139556.0404,13.7467,23.91,19628.8249,43717.7213
Economics,27278.7986,-0.7962,40.7106,83692.1056,98477.8851
Economics,4491.4698,8.0267,43.8499,57304.4713,86369.3199
Economics,52104.3408,36.4045,0.3909,96114.6299,56248.3223
Economics,141673.6271,-2.9473,2.4601,88385.6572,62255.8903
Economics,156205.018,25.1288,42.8577,17993.312,48880.7813
Economics,71527.3096,2.6673,3.2211,13278.6949,40240.3646
Economics,190957.4589,24.7319,48.3706,99351.1968,17199.8778
Economics,60421.0733,0.1079,25.5259,106.3291,16272.0392
Economics,91621.4458,-1.9622,26.7971,93708.0838,50307.059
Economics,15186.8139,40.4628,5.5718,42542.9645,28542.2426
Economics,188357.691,16.3018,18.8449,75089.0239,95192.0329
Economics,182177.6329,18.463,40.7948,31672.6506,23992.5404
Economics,138412.8343,41.8372,35.2668,85053.7263,93773.2993
Economics,191018.4569,29.8306,0.5829,89726.3005,24945.386
Economics,172022.546,34.227,27.3605,99198.6503,89449.7781
Economics,93270.4749,44.697,20.3168,9766.0536,17341.5293
Economics,140440.3696,30.6845,1.5412,69880.5128,15911.81
Economics,43223.0308,20.2431,44.1486,32633.972,77833.2807
Economics,21634.1323,45.1506,37.6292,75841.3658,67598.6877
Economics,145174.3106,1.5109,26.4627,47688.0504,59406.2002
Economics,101355.7884,40.1403,12.1489,97846.8043,12329.2493
Economics,21295.8492,23.1624,13.0774,11008.5054,29585.8971
Economics,197579.0623,23.1442,0.0,42822.9989,62646.9916
Economics,57343.7774,38.3376,42.3883,64681.4917,90526.9515
Economics,168146.5574,40.6189,28.3867,19001.1334,51937.02
Economics,65380.8425,31.6574,43.6659,33566.778,29267.3975
Economics,193206.9893,18.1858,6.0476,96271.5098,68109.2048
Economics,30743.2953,46.6393,43.6408,42234.2466,17842.5577
Economics,141024.2569,41.708,5.7012,37396.6663,79401.1774
Economics,200000.0,18.6314,18.8349,35893.0945,29003.4517
Economics,100.0,40.2988,6.6477,6106.4804,28154.3186
Economics,199617.4487,45.4247,20.9532,42993.0085,88923.4243
Economics,182974.3561,6.2989,33.8158,93338.2937,72558.2102
Economics,171920.2057,16.4899,29.0462,94236.5741,68015.9215
Economics,79688.3547,10.7688,36.7529,94591.4094,54150.8298
Economics,184082.4923,32.8758,7.7968,86482.0508,32857.6695
Economics,107331.0914,9.7429,9.6415,80642.6593,3558.3292
Economics,24638.6787,6.04,29.4426,94837.9969,45690.6777
Economics,22927.8056,36.4345,11.8641,19238.6004,81009.8006
Economics,60900.0139,48.4999,28.5775,44805.5836,53759.7672
Economics,186207.9655,34.5301,32.9078,45893.959,870.3497
Economics,10614.8524,22.8343,32.2721,70854.2666,49151.1967
Economics,123157.8879,12.2844,31.5678,70498.07,41277.3194
Economics,10565.3342,15.5743,39.4238,42935.6934,71016.454
Economics,113623.1762,47.6887,48.0126,64560.4486,86756.2264
Economics,119423.2673,27.7764,46.8957,94864.0738,34695.4391
Economics,49131.5316,44.3402,9.9736,32180.2623,53639.9101
Economics,55739.738,45.8745,14.1094,45264.0717,10073.5295
Economics,142590.3394,11.9552,13.4116,18251.43,56633.8379
Economics,170528.0727,48.127,35.5954,98275.4389,36960.6199
Economics,22498.9217,-0.1566,48.8487,35184.2557,91094.5521
Economics,167000.173,39.0885,49.0275,51794.9909,55757.4964
Economics,13120.9806,-0.4165,42.9156,12759.0395,91744.0404
Economics,59671.3542,28.015,42.3628,32735.6689,0.0
Economics,130410.7143,3.0929,23.3915,44399.3684,26553.0081
Economics,151769.0989,10.9336,38.8772,42084.6385,46621.7559
Economics,42626.1721,26.8634,36.5443,81682.6032,19231.4356
Economics,129081.3661,-5.0,14.0585,46963.5609,55014.6815
Economics,131404.2457,2.3401,11.8232,64550.2958,15446.0763
Economics,11263.2221,10.7803,35.1621,20797.1843,57421.8164
Economics,133142.4986,22.2152,3.9577,45939.1111,67.1794
Economics,139082.4871,4.6385,43.9335,32091.9098,5258.4903
Economics,18292.9534,20.9852,16.7552,40204.3889,19753.038
Economics,36844.3713,21.9544,26.9,70120.7437,36481.1057
Economics,35810.8505,14.1763,48.1898,28727.1696,26845.289
Economics,73708.5127,-1.0284,33.4826,71821.1527,7880.707
Economics,141167.1919,46.4542,4.5073,29071.3722,18815.0917
Economics,41610.8424,44.8161,38.109,11166.3945,43935.8253
Economics,72540.0593,7.4224,12.3168,65115.7602,15693.6197
Economics,25170.1611,48.8701,24.4099,57488.9617,61792.8392
Economics,168328.6828,19.056,29.9307,26310.5369,17778.7658
Economics,78632.0516,37.4774,29.8182,43984.6969,48579.8026
Economics,6311.8794,41.804,33.7823,94254.5436,66502.9694
Economics,31091.4154,42.2608,33.151,80035.6117,100000.0
Economics,174244.967,28.6395,5.5403,49599.2171,17962.0761
Economics,16063.7891,17.9707,45.7844,19754.98,44746.1224
Economics,119328.0728,31.2392,44.0313,6228.1297,40824.9874
Economics,44405.3213,14.4137,37.7822,55566.3768,23201.2094
Economics,93783.7546,30.3484,12.2767,37251.9584,3895.2168
Economics,186468.0316,16.1088,29.9376,81039.068,16988.2055
Economics,95848.4115,12.8433,24.8236,46466.0016,45171.7562
Economics,61481.1813,7.5194,40.9163,82115.4569,3053.2121
Economics,6504.9889,17.9768,34.2706,74760.8529,31589.5782
Economics,176621.2599,28.7983,11.9843,25997.9698,96004.584
Economics,150892.1385,42.1518,33.4628,99189.4754,46550.3658
Economics,105358.1726,16.8768,27.2995,88541.3694,46462.14
Economics,39482.655,43.0623,25.051,87824.7137,90394.709
Economics,109366.7069,43.1067,40.3313,6754.1181,32131.5702
Economics,170557.8472,3.4266,10.0319,83212.3101,87195.9633
Economics,149187.825,38.5444,44.854,93460.3634,31949.7404
Economics,192415.0567,-5.0,41.1484,34675.9048,71794.1276
Economics,139030.5958,11.7501,31.6832,17731.3283,80316.3648
Economics,92780.7519,8.2681,17.4908,94934.7512,30686.1406
Economics,41249.8553,34.2685,5.127,67463.6957,77024.4806
Economics,14309.9878,44.6517,34.1468,97514.3311,4711.2921
Economics,14471.7214,48.2395,31.8008,15841.1493,79772.004
Economics,155795.8338,13.5529,18.6677,9451.9676,229.5925
Economics,43778.5422,1.8706,28.277,71324.0718,88215.8245
Economics,62883.6178,18.6044,33.4707,20344.753,56806.6613
Economics,189012.4672,37.2079,5.6266,95122.7555,71306.4219
Economics,55276.884,39.7467,27.0413,1646.6961,3032.3624
Economics,177397.454,41.8631,46.1728,16054.2348,28848.8465
Economics,73887.1838,29.8653,27.4288,91945.3733,5200.991
Economics,71275.049,34.797,34.1444,83745.7374,41077.5657
Economics,100432.8778,40.566,0.2751,79437.7633,6694.2768
Economics,155500.777,4.5192,15.0183,45394.2226,23995.9361
Economics,68513.7112,42.244,11.2971,3942.3679,840.4789
Economics,96487.1538,25.2489,47.8193,53399.9967,47626.4871
Economics,48728.1834,10.0251,11.7734,6148.4763,29403.0215
Economics,36306.141,13.0946,13.2938,84740.1274,87046.1313
Economics,56443.6739,20.7465,48.8886,98652.2539,52387.9753
Economics,43970.8245,18.4787,5.5436,53135.3224,95738.5263
Economics,105553.7877,42.066,7.2171,64266.8462,77930.9656
Economics,13150.9605,35.3561,26.5427,4496.6626,61200.1927
Economics,181377.3159,33.6789,48.1914,93601.327,18086.8986
Economics,78376.3924,34.3655,43.8729,49342.0868,27483.5508
Economics,184971.7296,34.0406,8.1338,95993.911,87639.6201
Economics,82081.7335,4.8349,32.4365,53774.6643,16377.3107
Economics,31252.4722,7.2233,42.1492,9650.2857,49629.1439
Economics,131662.0856,25.4948,17.5897,31878.6826,96766.5109
Economics,13475.1936,28.3205,2.0211,39752.4364,64965.6403
Economics,95347.2639,9.956,30.5265,33204.4599,85781.1787
Economics,57480.5209,35.4197,4.225,65611.9262,6545.5305
Economics,20786.3556,30.3454,9.853,73810.5132,63139.4765
Economics,80978.4523,13.0696,25.7738,60087.4409,67839.231
Economics,164610.0988,25.9857,27.7784,65413.6495,29579.2125
Economics,161019.6405,15.5716,34.6742,23017.327,78337.1039
Economics,137035.2506,-1.4829,45.0716,61395.8102,49417.2111
Economics,91527.7952,45.0625,47.5578,5203.5068,32604.8164
Economics,150955.6924,45.9784,25.2126,34309.0424,73341.0902
Economics,136170.452,43.0019,20.0853,65835.8106,9162.6384
Economics,115485.2266,29.8402,29.1012,46025.8923,13194.2129
Economics,110668.1157,39.4623,45.2402,45141.0282,45439.088
Economics,182996.9048,34.3382,42.4318,73318.0301,92633.4718
Economics,186146.7667,28.2009,28.742,73085.8433,94330.0562
Economics,7203.515,25.3482,22.6862,171.0496,33075.1726
Economics,39359.9928,21.1472,36.3381,29305.0498,19207.7899
Economics,161355.2447,16.3155,15.1717,25378.824,38159.5238
Economics,11576.0429,7.4645,20.8314,1454.6725,100000.0
Economics,63411.3014,2.576,41.5066,49716.9431,4955.0657
Economics,200000.0,0.4579,24.0742,12351.2141,25259.1036
Economics,160914.8302,17.7364,38.9579,76210.3511,77539.1767
Economics,125647.6929,23.8947,3.3574,32710.8536,76799.8762
Economics,97068.1598,12.4865,17.7723,24154.5738,36749.5011
Economics,49884.1578,20.6133,9.9762,75618.4065,55702.4105
Economics,8739.2273,7.9351,6.9399,43427.5944,7313.4292
Economics,175939.9626,5.2988,4.1037,43804.6295,91070.0716
Economics,182127.5134,28.9417,21.5484,59142.1371,58235.0121
Economics,131729.8086,-5.0,12.1199,50051.9962,22697.2175
Economics,17226.2074,26.9632,45.3394,2575.0989,41027.6267
Economics,99672.2339,21.9559,31.5939,12307.3594,16596.7239
Economics,138360.9316,26.7508,22.3667,60028.5799,31583.2118
Economics,107177.9009,34.2717,40.1551,47269.3298,28974.6245
Economics,90499.1532,14.3593,22.2891,76656.1967,51316.2555
Economics,41700.2499,8.3396,8.3377,65914.858,11088.8328
Economics,159673.5039,32.5086,46.0365,57612.8515,18902.3221
Economics,175411.5532,23.9502,17.653,7490.4782,2171.3247
Economics,36562.7771,15.4676,1.6863,2018.7453,32572.9099
Economics,39808.204,30.1655,16.2935,1416.0853,32975.4459
Economics,187696.86,17.4481,25.2164,80743.6088,78316.7565
Economics,90498.6201,4.675,1.5974,77912.0059,83796.1868
Economics,31570.78,2.8309,23.7809,58157.5553,79790.6788
Economics,25426.9191,40.4005,6.0084,2751.6424,71209.4085
Economics,183824.4812,16.2741,16.771,55314.4688,10484.5782
Economics,106121.0401,29.669,12.9697,64321.6344,68645.8813
Economics,184577.601,16.4062,36.166,77171.4292,63293.9399
Economics,40419.6152,7.8511,25.8635,18632.1107,87347.7757
Economics,36228.2365,23.758,42.1711,62186.4757,54398.3065
Economics,28896.7037,43.9793,30.3702,81392.2146,14168.0875
Economics,139668.2285,39.59,38.8122,86618.0502,81521.8114
Economics,190886.4756,1.2649,13.2094,70718.2469,14398.5884
Economics,188375.6393,36.3019,47.1331,68003.983,73245.8733
Economics,12529.6186,-5.0,45.3396,32.7645,81968.1264
Economics,59960.1963,13.9886,5.5759,31683.8967,51665.4511
Economics,99375.3954,49.1913,35.9314,26413.5167,62325.8625
Economics,62908.6093,23.5307,43.0161,16785.7293,11223.8273
Economics,144282.1932,32.8204,43.4482,56220.8527,91048.8714
Economics,44729.7897,2.2019,5.4573,77927.2978,42500.633
Economics,33986.4519,0.8072,25.3085,85764.1649,65462.4249
Economics,158239.1043,20.6428,43.2684,81946.7132,9756.7076
Economics,132128.9677,35.3439,42.8909,42952.0739,30127.1257
Economics,113241.0274,44.919,46.3743,72241.8789,37482.7964
Economics,46088.0839,15.2488,11.9139,58214.0437,91545.8725
Economics,13026.018,40.5217,43.836,18861.9011,87408.7423
Economics,160440.0051,14.7467,37.3105,14564.829,73319.4944
Economics,111387.2307,47.0451,22.0365,1719.322,1105.909
Economics,142843.6317,41.8931,37.0592,25173.0095,42215.2557
Economics,88035.2108,5.5688,26.8086,8258.1601,49124.3813
Economics,188379.6942,23.8291,47.1594,70615.2897,91904.0195
Economics,154508.5552,42.6891,32.7714,17594.0071,77819.0274
Economics,186017.5496,36.1097,37.7335,40899.6931,17703.372
Economics,200000.0,44.5145,42.2947,29651.4404,5051.7176
Economics,147968.0176,29.4294,7.0335,73657.8738,89968.3952
Economics,194385.3647,-2.133,13.0009,84363.5999,54285.7416
Economics,178517.9772,24.1569,44.1946,59459.172,56547.3631
Economics,175779.4231,17.4298,38.699,45985.9455,52439.8221
Economics,183009.8608,-3.5548,16.0043,41753.2912,94251.3371
Economics,168771.5821,2.0035,5.6191,88390.9538,13832.022
Economics,153519.4724,35.6845,33.2368,44938.8484,51673.9675
Economics,127349.8768,23.3222,41.1965,53793.9022,25694.3704
Economics,85748.2024,15.1195,20.2611,66613.1983,27177.8034
Economics,78565.3991,47.6468,4.5199,71332.3191,76979.8691
Economics,166983.7766,3.4572,49.1921,99197.1689,73633.9342
Economics,63792.3318,5.0307,4.2611,73014.2806,82276.678
Economics,146057.3464,14.1816,34.3973,89076.4281,31141.9427
Economics,200000.0,30.4902,29.8035,53978.2718,14974.7481
Economics,187846.4872,18.6071,28.9482,62380.3003,24546.7328
Economics,52626.1081,46.7423,2.2472,2855.752,2981.0937
