Application,Speed_kmh,Fuel_Usage_L_per_100km,Distance_km,Load_tonnes,Idle_Time_min
Transportation,120.5671,26.8927,496.8981,35.5538,179.2824
Transportation,42.9475,10.6715,1135.7124,24.4328,90.9916
Transportation,81.8183,21.9835,1910.4746,5.2769,110.2492
Transportation,45.9692,37.9748,1808.2221,36.3932,157.1679
Transportation,17.6713,37.8974,1187.8472,18.612,354.2236
Transportation,50.5846,16.0816,873.2417,46.5664,379.051
Transportation,23.9456,22.3595,1130.8983,3.5837,314.4981
Transportation,70.5805,9.91,1636.5137,45.9373,183.545
Transportation,78.283,38.1575,218.5582,4.3351,580.963
Transportation,58.4248,22.4105,1541.8979,2.5565,190.4381
Transportation,27.4242,11.7825,1282.0716,29.2848,234.5133
Transportation,12.5288,33.975,507.1817,28.4008,250.8332
Transportation,15.8953,18.9425,1639.8309,10.5204,8.9891
Transportation,17.894,25.882,219.2832,44.249,248.7301
Transportation,41.6026,34.8315,1834.5543,39.6305,204.8657
Transportation,2.1707,14.2304,829.4515,14.3297,29.0008
Transportation,12.0373,25.4001,1681.2082,20.085,502.6521
Transportation,67.5682,4.5769,335.7612,40.8753,425.8208
Transportation,30.2974,12.9278,1121.4957,41.7313,167.5635
Transportation,42.8381,8.91,75.0733,39.0786,136.3117
Transportation,53.7833,26.3701,553.9511,15.1673,527.7033
Transportation,7.4805,11.9462,1688.0309,36.6409,125.9906
Transportation,29.7796,30.7135,968.587,31.1069,569.6947
Transportation,109.6426,32.1217,1354.468,27.5867,55.933
Transportation,49.3744,30.9437,1668.7707,47.2201,500.4779
Transportation,22.8535,8.1967,1040.7072,29.281,317.1095
Transportation,27.4097,21.2648,1172.8529,43.5231,451.7016
Transportation,135.1162,27.0564,1534.5303,38.2302,36.7879
Transportation,19.3792,13.7493,296.4287,2.2652,256.0179
Transportation,127.7469,12.161,142.6831,13.6452,271.3324
Transportation,10.8526,28.7944,1243.2243,30.5675,299.919
Transportation,120.8039,15.3138,1926.6465,21.877,375.8969
Transportation,72.1005,11.6054,1298.5324,47.6598,236.2313
Transportation,84.9778,23.7332,1422.4984,29.0621,247.6224
Transportation,34.5171,25.3631,1332.7331,46.2346,234.2125
Transportation,125.8699,31.1018,1239.2394,8.3203,436.6389
Transportation,83.1867,6.2278,381.2797,46.7475,545.2831
Transportation,90.0668,9.091,1722.7912,25.6489,92.2074
Transportation,78.041,30.2507,1100.7596,10.1331,179.8199
Transportation,22.0292,23.3517,2000.0,20.715,151.7369
Transportation,109.8463,32.526,48.1021,50.0,561.3878
Transportation,24.657,18.9537,522.1752,49.0779,368.7899
Transportation,41.2367,19.2851,215.9196,1.713,89.1291
Transportation,90.5614,17.3848,1677.0023,15.702,229.2531
Transportation,8.6371,28.7911,1633.3288,44.6497,293.2893
Transportation,129.4504,24.4094,1551.2643,2.2626,386.5883
Transportation,15.7246,17.7168,1428.3454,48.9525,130.0106
Transportation,95.3386,10.1006,256.3592,20.4307,300.3435
Transportation,87.2739,3.3276,761.5849,6.8514,494.657
Transportation,99.1569,5.6776,1307.105,14.5464,383.6549
Transportation,61.303,7.5656,733.7224,40.4408,54.5838
Transportation,55.5203,23.4136,1460.2437,48.0703,542.7928
Transportation,135.8757,31.1282,572.6541,8.0192,199.2023
Transportation,113.9622,19.635,1075.9806,31.8013,241.0261
Transportation,71.038,18.366,694.9536,44.4941,403.1382
Transportation,29.0944,8.8185,1798.8533,45.2407,285.6292
Transportation,129.4147,36.4322,816.1162,20.3013,348.1642
Transportation,87.7706,30.913,533.3797,43.2071,265.4665
Transportation,16.5413,18.5749,84.8465,10.057,185.9037
Transportation,26.5791,7.9841,424.8672,31.095,272.2731
Transportation,74.7888,34.6688,1136.961,28.9853,196.1443
Transportation,64.7434,8.227,1389.4548,39.5789,292.3567
Transportation,58.4969,27.2245,1917.0492,10.6143,117.532
Transportation,57.4172,15.0335,1225.9429,31.5088,31.8724
Transportation,24.1642,34.5836,1362.6848,29.2856,427.2627
Transportation,36.5083,24.232,1244.236,4.09,76.1051
Transportation,67.8504,10.3591,1851.6851,17.3056,491.205
Transportation,8.0977,3.4244,698.9122,9.0685,219.1865
Transportation,51.2083,9.2716,1188.3357,49.5525,155.303
Transportation,24.5398,17.7993,1847.9379,48.7154,253.6866
Transportation,20.9173,29.1464,0.1,13.6777,91.8679
Transportation,13.3642,12.1986,511.3716,40.4319,491.056
Transportation,17.8824,11.9683,1515.7738,40.7494,105.2723
Transportation,26.8743,19.0171,924.4304,46.6086,271.1977
Transportation,49.24,5.3093,407.1649,5.8412,90.555
Transportation,14.5303,32.8435,1133.0333,31.7741,21.7709
Transportation,125.4176,6.3399,1041.6268,9.9858,472.0586
Transportation,66.8615,29.3397,846.8008,33.8124,344.7978
Transportation,68.7583,12.8983,650.3951,43.0572,37.2151
Transportation,23.9421,19.1698,2.8557,4.6264,552.8957
Transportation,122.6046,18.8906,1243.419,30.3976,223.5057
Transportation,120.0777,12.7401,1099.0355,28.2982,267.3968
Transportation,1.2006,13.2281,1142.7162,10.4323,322.588
Transportation,102.9891,38.5258,29.998,12.4201,120.1612
Transportation,28.8912,14.5562,234.1444,26.1378,325.604
Transportation,80.4065,8.8131,388.0291,42.1266,149.7452
Transportation,123.8322,12.0388,908.5487,31.745,506.6939
Transportation,134.9907,29.2477,1635.1531,1.8836,494.9042
Transportation,21.9385,13.8138,477.8328,7.462,287.6851
Transportation,129.5376,8.4919,1564.5923,43.9539,322.5085
Transportation,9.4115,18.9493,531.5428,32.842,585.9244
Transportation,129.2474,7.3783,1521.9157,0.0,482.3096
Transportation,110.7042,18.5692,1756.6893,30.2019,48.7673
Transportation,127.998,34.7034,1521.3847,9.445,111.3362
Transportation,52.6573,16.9391,1410.3472,46.5706,375.0719
Transportation,132.7832,21.865,97.7343,5.2579,213.5902
Transportation,109.5647,32.3891,603.7479,3.3308,497.2835
Transportation,44.0508,23.5531,391.3824,32.9336,400.5238
Transportation,41.4549,5.6627,936.6529,39.0518,588.144
Transportation,48.9705,11.7489,662.1154,15.4775,8.254
Transportation,82.213,35.3501,1215.4724,17.3733,246.0479
Transportation,25.6514,32.4333,1209.9752,17.5669,238.0899
Transportation,59.3047,31.2145,866.1957,41.011,254.5261
Transportation,10.3989,22.9467,1528.338,13.1227,533.5638
Transportation,50.1686,16.6445,83.6496,5.5368,230.689
Transportation,91.2134,29.1851,1701.7902,15.747,466.9079
Transportation,78.6927,26.519,0.1,48.3594,372.7092
Transportation,42.1608,26.6648,829.8663,20.3858,277.5054
Transportation,36.7799,20.5882,1815.773,27.8074,406.1497
Transportation,45.5329,11.9023,846.049,39.8756,159.0367
Transportation,10.2857,19.569,1431.9836,28.4682,77.7976
Transportation,36.5984,22.672,744.8701,32.8885,595.4499
Transportation,102.4057,9.4276,1714.8049,43.9832,238.41
Transportation,23.1057,11.6135,2000.0,19.2583,188.2598
Transportation,21.4984,33.0875,1762.0222,5.5947,155.6396
Transportation,123.4792,13.5661,69.7986,5.2002,358.2796
Transportation,28.9347,38.9802,212.4062,39.0099,600.0
Transportation,36.0411,17.656,1038.4041,32.5395,525.137
Transportation,63.3396,25.5205,1943.7461,27.3109,243.4594
Transportation,63.7454,22.6293,797.5422,48.2871,542.0173
Transportation,32.0959,21.4509,588.5791,30.3157,251.213
Transportation,79.4025,35.5902,1884.7422,2.6837,51.025
Transportation,96.3661,7.2278,1459.4447,22.9799,119.9368
Transportation,70.6845,15.1357,1488.2093,10.2063,150.569
Transportation,127.8628,14.7293,256.6199,30.6413,551.4422
Transportation,138.9939,15.1864,507.3685,8.7717,595.3938
Transportation,74.3728,36.4567,1018.4916,32.5829,136.4907
Transportation,135.7992,5.8552,1497.9645,44.9862,232.3762
Transportation,90.0324,13.8062,623.1614,4.5356,597.3509
Transportation,71.6987,31.2219,370.3475,11.1483,490.0379
Transportation,120.2599,12.2435,888.4545,34.7033,258.4213
Transportation,135.2224,34.4859,821.9582,36.254,282.7357
Transportation,138.8362,15.1363,1733.8539,28.7479,536.4484
Transportation,104.2342,6.8439,1861.8447,7.6603,23.282
Transportation,72.8348,22.1817,264.8192,13.1662,581.3393
Transportation,42.6707,22.5557,508.5595,45.0598,56.1876
Transportation,77.2684,4.8374,1573.0529,40.2746,540.3399
Transportation,111.9434,29.0368,498.4858,49.1108,55.7926
Transportation,2.7372,7.4494,612.388,22.2771,588.1612
Transportation,36.0075,11.3872,1325.1448,22.8169,4.982
Transportation,46.8203,25.1064,1022.6001,14.1853,586.089
Transportation,108.6854,35.9169,1378.0158,26.3804,44.9756
Transportation,87.9594,4.4974,147.9799,42.5626,70.132
Transportation,61.38,32.5593,1094.4907,10.225,565.0839
Transportation,129.7505,31.5697,1381.2952,7.7427,473.0305
Transportation,75.932,8.8414,956.7356,38.2155,533.6873
Transportation,100.2835,17.2685,222.0557,35.3604,284.6735
Transportation,96.3403,38.1806,222.4996,41.9167,41.829
Transportation,127.1884,8.9795,1212.6601,38.0413,84.5865
Transportation,113.4886,6.5015,301.6365,20.4334,557.3004
Transportation,138.5215,29.373,538.5338,9.8733,227.2559
Transportation,47.9192,19.1166,914.9403,37.3739,474.1805
Transportation,23.162,13.5263,1134.2222,46.2946,414.183
Transportation,104.318,8.7372,575.5024,7.0869,281.048
Transportation,125.9291,28.425,747.9111,26.6999,502.5244
Transportation,11.4256,20.1525,717.8905,17.293,415.5901
Transportation,43.057,11.9807,222.9763,23.9387,443.4372
Transportation,111.6984,38.1601,1580.6604,1.5587,506.785
Transportation,96.1572,23.0315,1480.2241,18.0243,142.4777
Transportation,109.9091,16.7236,1563.9637,24.5827,176.9466
Transportation,79.3741,29.3637,274.6623,6.7465,449.1364
Transportation,57.0294,20.6951,1088.5013,21.4354,496.1577
Transportation,113.132,3.6541,698.0729,9.1573,367.3086
Transportation,81.3224,33.7621,597.9269,10.343,600.0
Transportation,67.3262,6.5134,182.4147,49.5312,496.7906
Transportation,104.4362,39.7608,1868.4875,29.1714,481.2896
Transportation,26.8693,14.3955,1957.508,19.8613,152.5662
Transportation,86.6345,22.8182,781.9802,25.9822,214.0695
Transportation,41.0141,40.0,1678.6127,19.1941,228.4032
Transportation,5.1755,12.2984,647.7188,29.4339,64.7117
Transportation,110.6426,18.9569,1154.2447,0.0,446.4678
Transportation,66.2053,32.334,1474.3204,10.6637,268.5077
Transportation,127.6722,19.6948,1053.0762,48.2151,400.9883
Transportation,69.9217,15.4556,345.2726,5.7286,419.6156
Transportation,0.0,6.4831,736.6444,4.3733,15.5318
Transportation,55.8831,21.4155,1598.3727,25.0387,13.0601
Transportation,25.3989,23.1532,1550.0217,13.8513,214.3827
Transportation,127.4971,11.8367,643.0291,25.4932,388.6296
Transportation,62.9373,14.6534,1079.0228,48.4842,305.2342
Transportation,69.3575,14.1529,464.8422,6.7169,561.2927
Transportation,54.0868,18.0669,490.6769,23.1024,146.7843
Transportation,75.1504,32.767,304.3506,36.7728,53.6837
Transportation,8.4977,15.1091,861.2138,7.8773,79.4161
Transportation,63.0115,12.9822,1471.3257,36.057,136.1181
Transportation,91.1157,33.6819,1635.2455,18.5156,147.2895
Transportation,51.4692,33.5923,1106.7825,30.8828,217.0425
Transportation,57.1373,32.963,1298.2318,24.5763,340.7995
Transportation,115.3428,30.2315,595.7096,22.0032,156.9313
Transportation,73.4775,35.5887,411.7018,25.3383,337.5193
Transportation,81.4292,30.8013,770.8285,9.3944,270.316
Transportation,42.7502,9.6228,1145.5361,21.8539,187.6491
Transportation,61.9125,4.7066,70.5931,38.0125,251.1487
Transportation,8.6,10.747,180.0332,44.8782,230.9469
Transportation,54.1686,16.2643,1303.9237,32.261,575.2514
Transportation,112.3355,6.0291,420.2999,42.221,56.5437
Transportation,20.9209,29.5748,908.4906,23.8779,457.2756
Transportation,102.2317,28.0304,1945.816,11.3788,195.9615
Transportation,55.0409,29.0739,1680.5585,34.9903,127.2124
Transportation,2.4849,6.939,132.9543,36.2629,510.4298
Transportation,129.994,15.6691,156.7796,1.4984,261.0279
Transportation,26.2506,19.6273,185.1766,22.3924,289.893
Transportation,49.7722,26.0311,132.8192,47.8475,237.366
Transportation,63.8696,33.3728,459.5971,48.1222,241.6458
Transportation,135.6873,39.1197,802.2709,22.6769,421.0763
Transportation,76.9649,5.3476,214.0121,34.8332,440.2159
Transportation,121.0063,27.8148,962.5882,1.3878,490.6995
Transportation,78.0938,8.2365,1091.0459,14.9766,335.8731
Transportation,28.5203,15.0005,1333.9664,35.9009,417.6808
Transportation,81.8761,29.8363,860.9879,32.1128,450.1743
Transportation,12.6875,40.0,583.8548,32.9927,420.9063
Transportation,16.2563,22.1047,1261.1155,36.2826,117.7535
Transportation,14.4488,16.0104,1897.0229,22.4715,416.6501
Transportation,7.694,11.5562,788.1087,48.2839,409.6654
Transportation,19.985,30.5594,610.5714,18.2755,49.0525
Transportation,47.7617,35.9282,1495.7272,42.9474,399.8395
Transportation,9.2312,34.681,1741.0096,1.2244,519.9642
Transportation,0.1815,20.6198,1948.9349,42.2681,258.5322
Transportation,10.1778,25.0355,421.445,13.7562,72.174
Transportation,128.436,33.0779,613.1514,33.7,377.1038
Transportation,69.9322,38.7055,1875.8873,2.5205,135.4151
Transportation,58.8445,38.1661,550.9174,2.1803,346.1543
Transportation,72.7507,29.0656,701.8227,3.1906,404.6651
Transportation,71.5883,9.3538,1257.4873,23.4993,289.4398
Transportation,11.3964,14.5993,1187.9013,20.6045,182.2129
Transportation,83.3384,12.5866,1822.603,16.9988,512.5722
Transportation,114.4393,9.7766,1239.9797,23.5659,64.0518
Transportation,81.2044,12.8188,956.7284,16.97,38.4634
Transportation,126.8409,35.1004,105.5662,44.271,505.5545
Transportation,14.1752,31.5871,1921.8935,29.9285,1.5877
Transportation,111.9085,4.4312,806.396,15.2072,298.8327
Transportation,97.971,9.789,1173.087,22.5578,309.282
Transportation,85.7898,38.6101,923.7955,42.6819,199.8534
Transportation,78.4829,10.3452,1475.4001,20.5295,158.0836
Transportation,14.1129,26.6985,1277.932,21.3593,439.9654
Transportation,91.8546,10.1491,732.645,17.0597,211.8861
Transportation,55.5746,10.8919,1060.2233,12.9948,87.3691
Transportation,9.5055,21.7315,1617.9423,24.5251,287.0069
Transportation,27.0388,20.2479,1258.7888,36.9014,441.0518
Transportation,60.679,27.0034,1942.609,18.3218,177.332
Transportation,140.0,9.0564,1507.3199,11.7422,85.1
Transportation,62.5318,12.652,874.1201,31.7488,204.6692
Transportation,16.7599,25.4376,1609.5983,39.2301,327.0281
Transportation,124.9367,5.9314,810.0215,0.859,66.5725
Transportation,7.4744,36.407,418.3156,32.2387,143.5881
Transportation,9.7768,10.8129,1314.7697,45.0913,598.8638
Transportation,60.1195,18.0764,716.2799,4.1301,131.5677
Transportation,17.7423,7.354,52.5819,45.1156,53.02
Transportation,79.9976,27.4772,391.9009,7.0558,252.6807
Transportation,21.6586,15.2131,330.6034,48.7477,65.8942
Transportation,93.1798,5.7309,1568.1675,25.7091,5.7088
Transportation,10.9112,25.1074,1483.5384,35.3685,24.1434
Transportation,113.9064,40.0,1217.8642,2.2763,186.4118
Transportation,105.6158,35.8968,1883.845,5.2205,49.0243
Transportation,128.3586,28.9538,351.6682,49.0054,117.3615
Transportation,14.1525,4.5615,329.5698,49.6498,414.8123
Transportation,82.639,34.107,1803.9341,14.5146,195.1212
Transportation,102.9976,35.3237,1278.4755,17.3362,348.2919
Transportation,127.3515,5.6781,1114.4383,1.9033,249.7431
Transportation,67.1773,7.6341,1455.8602,48.4341,522.0046
Transportation,131.8671,20.256,620.3966,45.7916,406.2813
Transportation,16.9566,17.1079,1120.2597,6.7681,507.5386
Transportation,63.4928,13.4488,887.3202,18.3156,311.274
Transportation,31.7222,11.4813,680.2557,48.9371,479.2418
Transportation,22.3591,21.8651,1735.8329,7.2481,393.843
Transportation,42.3042,31.7345,312.4889,45.2568,421.5093
Transportation,90.7308,38.6056,0.1,11.8642,396.3547
Transportation,67.4914,12.8313,762.3597,5.3612,186.0884
Transportation,27.7372,29.0328,429.4159,8.1271,57.4464
Transportation,5.9208,30.4843,1578.8898,35.422,498.9992
Transportation,127.9241,20.5504,197.4649,7.2306,57.8092
Transportation,41.3565,37.2939,1863.9898,0.0,372.1111
Transportation,14.6283,4.0242,362.6844,38.353,577.0872
Transportation,20.2715,37.0993,1802.4754,32.9534,97.46
Transportation,36.7459,36.1493,335.9615,44.5679,459.6373
Transportation,32.0864,8.2193,109.2572,28.2349,549.133
Transportation,36.9111,19.5703,976.5644,2.709,301.4379
Transportation,33.036,21.8327,690.8389,0.0,335.7392
Transportation,59.9422,17.9087,1200.4907,38.9767,206.1397
Transportation,104.6363,35.1979,1247.6844,45.3124,262.7281
Transportation,0.5805,32.0385,1911.9327,39.9162,410.8925
Transportation,25.8221,7.9021,1885.7943,20.0969,527.0285
Transportation,98.5832,36.7547,971.8627,33.7939,580.2206
Transportation,19.8067,5.8376,343.8124,2.0464,322.5431
Transportation,108.1639,26.5439,475.122,36.2484,481.8314
Transportation,73.1956,21.9294,202.5706,12.5031,457.1382
Transportation,124.071,5.2108,495.3317,47.9936,148.2423
Transportation,0.0,30.1131,1867.8683,15.5916,269.0564
Transportation,111.0678,37.8119,686.749,17.9481,415.3074
Transportation,78.7612,20.3442,1262.385,15.7919,88.1732
Transportation,70.9549,21.8166,1998.212,33.1746,536.6935
Transportation,24.6522,17.9266,141.861,4.7339,236.8581
Transportation,29.1407,35.9145,1503.9124,3.5968,280.6387
Transportation,107.4666,37.4948,1409.2187,35.2057,519.1609
Transportation,25.3404,17.9567,1661.6365,49.1585,121.2298
Transportation,73.1911,35.2601,171.471,38.0682,22.0826
Transportation,30.2074,10.5966,1010.7617,12.7031,153.3361
Transportation,67.303,19.9251,1233.9048,18.3704,99.9501
Transportation,27.8969,11.8763,1523.8291,9.1417,594.9316
Transportation,45.8787,10.8314,1422.9707,33.6889,336.9682
Transportation,113.2738,34.1214,1176.3178,11.8431,338.3213
Transportation,5.0647,30.1125,910.7276,29.3255,461.1297
Transportation,128.5467,5.5393,1952.9197,40.5457,144.2556
Transportation,44.6001,30.2699,394.4452,26.2545,306.3019
Transportation,80.0643,24.8374,392.1552,28.9632,94.0327
Transportation,27.2508,32.9558,189.5556,47.047,63.3882
Transportation,44.7734,24.726,255.4965,15.0389,248.4748
Transportation,64.6006,16.4584,1748.5946,39.9984,545.2991
Transportation,99.1659,22.3183,1249.6831,34.7585,266.5748
Transportation,124.7539,9.5732,1882.6028,6.0792,281.2918
Transportation,124.2941,15.3768,1677.5593,49.2587,489.1158
Transportation,41.5888,3.7765,585.5593,34.184,154.7031
Transportation,11.1223,17.4864,1284.768,0.8667,285.8867
Transportation,130.8457,4.894,687.47,34.4655,69.1842
Transportation,4.388,28.3376,1791.1287,6.8536,523.1977
Transportation,122.2555,35.6564,1452.9894,15.0934,25.5226
Transportation,5.9595,29.7636,193.4692,16.2553,256.3677
Transportation,140.0,10.3421,481.1658,16.4982,158.6226
Transportation,0.0,22.19,1297.6367,35.9704,157.6793
Transportation,6.562,27.2987,505.2344,38.2017,149.6345
Transportation,70.1913,32.8741,1105.4521,25.4475,217.2443
Transportation,93.6885,14.7459,423.4008,29.1277,553.4974
Transportation,48.8733,20.1744,1385.9669,15.6965,430.9233
Transportation,81.564,7.3881,103.6467,0.8308,536.1985
Transportation,118.8811,29.5234,1452.5872,18.5089,114.8332
Transportation,112.7955,19.2936,611.6102,0.0,500.9537
Transportation,122.0602,4.4341,945.2966,43.988,258.4478
Transportation,16.3935,21.8419,994.743,32.6257,593.884
Transportation,31.8599,32.6483,413.2879,49.004,355.3559
Transportation,85.6228,4.8215,1911.0738,9.4965,309.8968
Transportation,101.0202,17.9642,0.1,31.2542,550.6003
Transportation,13.4345,21.9435,754.6229,9.2834,237.536
Transportation,26.9123,39.922,245.6471,31.8318,434.7569
Transportation,128.5597,11.3625,795.6549,26.2623,276.807
Transportation,2.5035,32.7798,280.6983,32.5068,423.1734
Transportation,55.7531,8.9137,727.8177,34.4138,159.2307
Transportation,28.4051,37.7842,478.4006,26.3205,259.3536
Transportation,108.0503,14.4318,1150.1842,24.6392,194.2903
Transportation,121.7981,8.0466,99.9233,3.0406,539.1604
Transportation,37.8795,17.4405,958.6337,16.7634,552.4713
Transportation,76.4705,3.0,516.6252,14.1974,427.6609
Transportation,116.7136,7.3727,694.9699,30.7506,492.1584
Transportation,87.6466,21.3666,643.1042,13.6969,210.7131
Transportation,82.9954,38.7964,1295.1868,9.7107,91.297
Transportation,60.9081,18.1626,1545.5946,43.791,395.2498
Transportation,91.9576,26.7311,693.8754,42.9505,381.3616
Transportation,138.3302,28.7373,1873.8406,15.3528,140.1067
Transportation,42.764,4.5462,1529.0593,2.9328,541.9375
Transportation,31.3851,15.2252,752.9718,23.8812,205.6573
Transportation,135.0241,40.0,172.7492,23.2187,478.7937
Transportation,11.55,3.4132,1158.5243,43.336,86.4574
Transportation,122.4882,20.3555,1230.579,27.2367,188.4905
Transportation,129.2863,33.5962,237.0446,48.8862,372.1793
Transportation,33.3815,14.2353,1740.4205,24.4239,133.0146
Transportation,57.8991,39.3055,740.2846,34.4258,571.9382
Transportation,17.23,21.279,299.6506,24.8493,345.1535
Transportation,47.7551,36.9485,1041.3915,16.3686,446.8398
Transportation,65.4557,21.39,841.4088,0.1785,364.7627
Transportation,73.6652,18.0123,1311.2631,39.704,227.7944
Transportation,13.959,31.2212,362.2261,44.601,481.6375
Transportation,61.4414,39.9516,0.1,37.0575,23.2524
Transportation,86.4525,17.7457,942.0534,14.6082,258.806
Transportation,72.7651,35.458,299.4214,39.7636,516.5449
Transportation,117.0017,26.5735,247.0707,30.6251,42.4262
Transportation,132.4949,17.3146,1379.6737,35.2127,126.7308
Transportation,106.6246,6.6166,600.7069,4.9717,579.6958
Transportation,6.6623,14.1239,1738.6831,27.5325,581.4449
Transportation,27.0333,32.6094,1060.7167,27.8142,252.2124
Transportation,14.4499,7.1883,1144.7826,33.3878,474.107
Transportation,58.5747,23.6072,633.916,38.5916,363.1966
Transportation,99.6054,21.1637,502.0103,19.6086,303.013
Transportation,4.5063,27.7441,373.6479,6.0222,481.9319
Transportation,39.8818,38.3977,1428.7929,46.051,408.5204
Transportation,13.5763,30.925,1361.1466,37.536,48.7273
Transportation,56.3501,22.5449,973.1894,26.8736,489.44
Transportation,131.0729,34.715,1569.9811,18.6466,177.4098
Transportation,58.7751,29.3219,1513.1881,50.0,395.7589
Transportation,87.6531,36.5844,852.0105,5.1709,455.5991
Transportation,47.894,29.5874,1216.6312,48.7889,550.9293
Transportation,106.2172,32.2659,1741.1152,21.9318,542.7823
Transportation,102.348,6.5065,91.7418,3.7741,547.5071
Transportation,21.4292,3.5131,32.0479,19.0273,371.5712
Transportation,92.9692,38.1448,909.4456,38.86,385.5066
Transportation,50.3485,11.8186,660.7158,22.0758,13.3065
Transportation,118.8899,8.545,177.8759,25.8775,45.3527
Transportation,17.5133,8.5972,242.8593,41.3237,231.5407
Transportation,121.6639,30.3495,456.4394,28.3038,477.8871
Transportation,71.0039,4.9872,154.427,34.655,357.0501
Transportation,37.0838,26.16,636.4407,8.1156,146.6672
Transportation,50.6321,25.1355,312.0116,11.8123,60.9692
Transportation,0.4776,8.3452,1134.1878,20.2651,288.4879
Transportation,129.6799,9.1693,1440.6342,5.8737,548.4773
Transportation,31.6763,8.3172,1587.1205,12.5798,13.9367
Transportation,127.2112,12.8642,1694.0038,43.3059,300.4965
Transportation,119.1877,27.622,0.1,0.7944,23.6174
Transportation,49.4106,11.771,355.8161,1.5503,138.2771
Transportation,35.4112,27.4343,1626.551,36.1737,562.3071
Transportation,61.3272,40.0,50.6977,18.1211,54.6804
Transportation,126.5404,34.9978,1364.5128,38.0032,19.9865
Transportation,120.0133,32.468,319.9972,46.7503,46.6528
Transportation,64.0468,37.9843,1039.2096,13.3726,422.8488
Transportation,77.8443,24.7244,1920.8409,1.7278,9.1713
Transportation,57.2689,29.5277,1257.7758,23.041,224.5218
Transportation,128.7228,31.1865,712.03,47.9358,579.144
Transportation,137.6656,39.3454,1268.3329,26.4256,55.9349
Transportation,40.2694,27.3679,58.8245,21.3848,555.3818
Transportation,138.1308,11.7915,1873.4049,29.594,68.7945
Transportation,128.6373,10.6732,660.6271,7.8065,71.9045
Transportation,66.6513,13.5613,1915.3679,36.7723,351.7991
Transportation,58.6115,31.8985,1400.1667,34.6412,120.0866
Transportation,120.829,27.6962,543.7934,36.4162,0.0
Transportation,131.1332,10.2447,1234.0477,12.5342,484.5715
Transportation,53.5262,34.4301,676.0229,40.0568,219.049
Transportation,69.9882,38.3018,1368.9535,42.4253,530.8125
Transportation,45.5423,31.5792,1545.8174,47.1536,174.3935
Transportation,27.6223,5.2882,865.5969,32.6147,399.2845
Transportation,140.0,25.9615,461.89,17.7192,203.0218
Transportation,28.5072,37.35,1945.2588,17.3513,93.7746
Transportation,117.3219,15.6919,834.0603,27.9649,581.8522
Transportation,57.3902,24.7352,407.7259,29.1652,354.3485
Transportation,16.3307,11.956,1438.9215,40.6828,522.077
Transportation,42.6929,35.6137,1290.5481,4.3164,148.4081
Transportation,10.1453,34.9912,1618.2394,28.6642,253.4598
Transportation,132.0804,18.1505,0.1,16.8429,292.3349
Transportation,33.3544,15.0338,708.8841,41.0937,388.7343
Transportation,108.0359,3.0,576.9181,17.0925,245.4035
Transportation,56.9954,14.8808,1866.1627,23.4086,145.2553
Transportation,96.2658,30.8246,709.5277,9.7828,129.7968
Transportation,30.7566,3.0,1027.198,13.5332,365.0898
Transportation,12.8251,10.35,0.1,28.2044,142.4189
Transportation,104.9221,29.3071,1579.3648,21.1753,222.3637
Transportation,98.0895,27.7562,256.3471,9.0904,30.1164
Transportation,16.7386,39.9818,1820.2517,23.7541,135.137
Transportation,104.8262,17.8129,1444.7714,7.5825,279.8611
Transportation,85.0736,8.1085,1072.3109,44.4424,462.734
Transportation,29.3417,26.1714,1483.9753,46.356,234.1504
Transportation,114.7976,5.69,1571.057,11.1139,182.6991
Transportation,98.7647,8.1372,1495.3971,1.5044,313.202
Transportation,71.1364,23.5883,1309.4346,45.53,32.8054
Transportation,28.1796,21.9571,1766.1445,14.8891,214.2498
Transportation,76.7701,13.3557,870.0307,8.2393,101.0064
Transportation,23.0803,21.3562,1136.3146,46.0293,135.9321
Transportation,30.8576,35.2971,1978.3463,44.3851,249.7623
Transportation,31.4947,30.5242,789.2168,3.7422,33.6497
Transportation,93.767,19.4854,1476.3593,10.2617,499.2188
Transportation,95.2612,15.5947,770.5121,40.6706,171.1118
Transportation,5.4518,23.562,947.3985,12.5703,151.2341
Transportation,90.8856,3.0,716.9951,33.1812,210.3009
Transportation,7.2256,29.9629,290.4319,2.3918,208.9115
Transportation,126.5995,31.8092,2000.0,41.9916,488.4686
Transportation,105.7205,6.5936,865.5691,23.3181,171.7933
Transportation,101.4215,18.1056,525.0566,22.6297,283.864
Transportation,27.2128,7.91,1229.9155,38.7272,307.0333
Transportation,140.0,38.4164,230.1732,21.8742,196.2172
Transportation,125.9281,35.041,1058.4197,6.7639,477.1581
Transportation,70.6023,3.1679,1141.5061,26.6455,373.3073
Transportation,5.3842,39.8678,374.0806,22.5227,422.0045
Transportation,65.9355,8.1367,1918.6026,22.5783,41.9313
Transportation,20.8572,6.3151,1213.9086,10.7042,477.5288
Transportation,82.0552,5.2178,440.4661,9.3917,149.5169
Transportation,135.68,33.8384,1655.6465,36.6652,67.6038
Transportation,108.115,37.5159,580.2806,31.2844,401.7305
Transportation,39.2642,7.1439,1528.8091,1.8189,120.7975
Transportation,51.8403,39.8021,1274.0051,42.2028,242.0862
Transportation,131.7186,15.8416,255.4934,4.2016,425.3019
Transportation,20.3072,28.4666,151.051,39.0719,61.2905
Transportation,127.7538,39.9246,1254.8524,5.5069,80.5765
