Application,Tourists_count,Hotels_count,Flights_count,Spending_USD_per_person,Duration_days
Tourism,94110,2779,1979,17846.3354,41
Tourism,64856,2065,1597,6367.2235,15
Tourism,79039,4355,1402,5828.4772,35
Tourism,20263,2446,481,14308.9739,82
Tourism,55931,1935,1472,12767.102,63
Tourism,46546,4245,215,7939.0816,15
Tourism,67622,733,1424,9248.8881,2
Tourism,88375,1098,560,10534.4091,79
Tourism,9992,3439,1024,7497.5803,46
Tourism,84993,1587,1603,10453.1079,61
Tourism,68398,241,1949,6101.7708,80
Tourism,18747,2880,866,4615.9445,24
Tourism,75277,2563,1121,16751.2267,44
Tourism,34879,3129,1577,19058.9353,5
Tourism,97773,235,1774,12988.5402,56
Tourism,92462,893,1929,17235.8245,80
Tourism,28673,4315,1826,6090.0979,54
Tourism,88546,48,495,2602.4029,24
Tourism,11146,2999,1045,5006.737,48
Tourism,7061,3158,18,5126.5139,22
Tourism,63240,2903,1950,5115.7557,78
Tourism,76076,1070,605,2872.291,79
Tourism,57387,3389,513,12973.434,81
Tourism,66879,788,1340,17702.6813,19
Tourism,14909,1174,1572,14118.4482,14
Tourism,65989,2067,180,12257.295,22
Tourism,88268,3679,288,2921.8374,11
Tourism,56447,2284,753,8871.4831,42
Tourism,20832,892,589,7399.5071,34
Tourism,61218,2463,1304,4152.6189,53
Tourism,97009,1229,1295,5093.1795,1
Tourism,36151,3095,1561,9654.4757,86
Tourism,17890,2019,1467,12220.7268,14
Tourism,89253,1242,916,2230.5029,58
Tourism,48035,1000,269,7363.3811,11
Tourism,53843,744,75,11323.6011,50
Tourism,5577,2698,1064,11415.7117,3
Tourism,82481,3757,1335,5243.836,12
Tourism,70891,4184,1268,13151.4724,41
Tourism,5851,1094,603,6201.7133,70
Tourism,19777,3969,1841,417.6597,6
Tourism,24984,3950,421,14559.6704,84
Tourism,83448,2738,979,8297.5804,15
Tourism,22705,2593,1117,20000.0,84
Tourism,97370,3142,1053,2787.3462,11
Tourism,59974,2387,1900,8177.3583,10
Tourism,46305,1245,1875,12099.2079,47
Tourism,50362,2716,1243,9789.1223,68
Tourism,11177,900,951,4832.4077,22
Tourism,64611,4546,135,18573.6704,28
Tourism,89460,1168,1801,11378.3118,23
Tourism,97381,4341,1433,17262.6752,33
Tourism,19657,3573,1837,14587.9414,8
Tourism,47804,4647,643,8284.2688,80
Tourism,95315,2250,1016,13396.7644,90
Tourism,88120,2227,1027,2300.5313,76
Tourism,21217,2241,224,19025.9297,36
Tourism,94904,4325,445,12410.4851,66
Tourism,24969,3192,1109,1764.1463,80
Tourism,84424,456,894,16846.995,31
Tourism,36142,4686,1111,15809.437,29
Tourism,76676,3172,1511,7651.4206,78
Tourism,46693,3123,558,2205.0542,5
Tourism,40644,4324,1255,7516.3525,69
Tourism,12779,3951,221,12156.9798,23
Tourism,80460,248,659,17859.4135,37
Tourism,10097,1596,172,5372.0472,73
Tourism,85421,1832,1919,7726.6922,38
Tourism,85637,3004,1715,18799.7869,53
Tourism,62043,1995,110,15549.1281,77
Tourism,63588,43,1726,10496.7316,36
Tourism,39157,1151,1573,7808.1903,63
Tourism,2876,2947,1014,12864.3198,70
Tourism,57520,3508,440,16729.6971,50
Tourism,63899,3548,65,2456.4494,62
Tourism,36924,1517,102,18830.3865,62
Tourism,4690,707,1040,3728.5551,29
Tourism,3459,2190,1315,14229.7353,24
Tourism,46136,246,1253,2673.7408,36
Tourism,7067,2559,337,2765.0338,10
Tourism,78643,3859,1303,2546.2975,85
Tourism,9493,4721,3,1179.8469,83
Tourism,68529,1633,1978,18288.4523,7
Tourism,40017,463,1947,2392.6613,38
Tourism,61029,546,1946,15680.0896,49
Tourism,11572,2334,1997,14685.9994,5
Tourism,71997,3639,1784,13735.23,49
Tourism,21013,3398,520,19108.7324,50
Tourism,93909,1578,3,19448.6042,47
Tourism,32665,1229,393,924.3125,9
Tourism,86849,2668,526,18032.229,3
Tourism,28087,2367,1464,557.0718,8
Tourism,87406,2299,770,13504.4591,58
Tourism,56050,927,935,9209.7996,20
Tourism,94085,4984,353,1201.2324,74
Tourism,12301,3627,1478,9911.3746,16
Tourism,22447,1314,1763,8130.7916,12
Tourism,1008,4088,1495,5932.7565,2
Tourism,89210,3248,1442,4891.6961,54
Tourism,6994,84,843,15050.6685,67
Tourism,54311,1662,350,4989.2925,25
Tourism,84997,3505,1633,7145.5349,9
Tourism,20481,4611,604,15386.2555,46
Tourism,39799,4817,681,10603.3841,31
Tourism,9555,3049,621,16771.84,21
Tourism,97668,3151,1913,15212.2292,71
Tourism,24816,3723,592,1252.2015,43
Tourism,71258,4786,633,11898.5258,84
Tourism,87566,1141,71,4330.4003,37
Tourism,8547,4747,803,3221.4682,30
Tourism,97544,1470,1610,9759.9804,47
Tourism,54105,2155,677,14687.6238,34
Tourism,15494,1144,882,17815.3106,4
Tourism,28824,2590,1437,16903.1085,6
Tourism,72740,365,575,20000.0,40
Tourism,19099,684,794,2790.7868,19
Tourism,97964,3094,133,6126.4778,10
Tourism,77440,4262,1782,3488.2154,34
Tourism,1475,4808,1640,8063.2339,16
Tourism,1317,2617,1686,12361.03,67
Tourism,35812,4543,235,18802.8935,86
Tourism,98395,2347,1818,737.9199,16
Tourism,39703,2231,280,17880.7197,31
Tourism,73440,1021,1488,17233.4172,81
Tourism,32745,163,917,10585.0352,23
Tourism,1545,3703,1388,6653.4633,38
Tourism,93004,3216,1904,5888.9757,69
Tourism,86005,4777,372,16543.585,25
Tourism,24065,4470,277,8384.4567,75
Tourism,8947,4589,1404,14178.3774,73
Tourism,65185,1031,1255,20000.0,69
Tourism,75720,823,557,13426.6237,52
Tourism,59648,4347,499,6303.6948,88
Tourism,75426,4433,1982,17607.3353,80
Tourism,74807,2899,432,17597.1522,66
Tourism,35192,3244,186,15412.1739,66
Tourism,49409,1682,1330,18813.3628,84
Tourism,10498,2256,856,16766.8509,68
Tourism,41269,286,538,4435.4143,34
Tourism,5385,2178,779,17511.2312,72
Tourism,54358,2507,197,5695.3128,66
Tourism,74602,2762,1328,18992.3928,15
Tourism,78739,1704,79,11369.0669,72
Tourism,92828,3071,700,15629.0843,88
Tourism,61437,508,174,16512.0363,64
Tourism,43780,1502,1527,19030.8871,33
Tourism,26091,3674,1620,522.3284,1
Tourism,46059,3024,351,4097.2054,90
Tourism,83316,293,763,3965.7054,48
Tourism,94063,3556,1241,2254.2936,68
Tourism,16924,1740,852,18140.0865,2
Tourism,39149,4749,1925,7419.2327,88
Tourism,36083,2580,229,6281.6742,5
Tourism,69589,4651,1313,324.4252,70
Tourism,8907,2623,1552,9275.4178,57
Tourism,85874,4603,401,12783.2166,27
Tourism,35672,3759,1104,12848.6028,49
Tourism,20607,1597,1866,8153.2044,32
Tourism,41750,2864,680,17528.0147,17
Tourism,33501,3949,128,13774.4699,36
Tourism,19044,4151,1304,767.7767,17
Tourism,15189,3381,1388,8555.1414,62
Tourism,92261,2628,1070,13970.468,15
Tourism,23237,4195,563,18758.2943,86
Tourism,14192,723,398,988.7218,14
Tourism,91141,4647,1954,4589.3946,90
Tourism,68824,2691,715,1762.0995,79
Tourism,41161,1632,1640,6231.223,61
Tourism,60524,323,789,17462.8824,66
Tourism,92330,1297,1327,10933.7661,28
Tourism,62536,1987,854,19034.2763,76
Tourism,97873,2216,1727,3201.5906,60
Tourism,99120,1762,1196,17659.2287,6
Tourism,72054,1374,1857,2550.8631,42
Tourism,93343,1243,690,12379.5988,4
Tourism,73401,1478,303,6419.6314,76
Tourism,18028,1589,300,16029.9916,9
Tourism,98760,3120,62,5084.2439,18
Tourism,12195,1087,619,16480.0734,4
Tourism,8626,800,964,7028.3008,5
Tourism,52730,3359,290,2411.6558,63
Tourism,73667,1635,370,17462.2827,66
Tourism,15154,4584,1784,2158.1925,88
Tourism,2262,1176,1883,12379.5993,68
Tourism,90373,1010,512,10774.667,40
Tourism,7774,1539,400,15624.3379,56
Tourism,57644,1655,636,13276.1412,79
Tourism,51687,2089,917,13554.3408,54
Tourism,49880,2699,1,7470.5683,68
Tourism,7889,677,1078,12577.6688,32
Tourism,61716,1823,1216,7425.2345,83
Tourism,45930,3108,1892,9330.9134,86
Tourism,49110,1359,1948,2439.1026,66
Tourism,34415,3141,1615,3082.2937,72
Tourism,77132,4858,1198,18953.3325,36
Tourism,32836,4328,343,16753.5254,58
Tourism,36471,1903,236,16693.6762,72
Tourism,59345,789,1976,1065.4457,24
Tourism,52568,3540,818,7174.2081,40
Tourism,75702,4677,1569,2941.6967,69
Tourism,18428,115,1451,9769.2378,74
Tourism,56075,271,1390,14035.0573,76
Tourism,52420,572,1094,8493.1701,14
Tourism,59019,2668,754,17214.4484,41
Tourism,20608,1787,1650,11684.7575,25
Tourism,76464,4149,913,7547.1085,53
Tourism,83996,4722,714,5150.9008,48
Tourism,82018,4596,150,9974.138,25
Tourism,12194,97,555,17055.1244,44
Tourism,42814,4716,588,17732.7957,86
Tourism,63107,1730,589,792.4619,46
Tourism,10786,2199,145,6944.7908,61
Tourism,84662,2951,1537,11471.2531,68
Tourism,93669,968,1836,15146.5115,19
Tourism,73268,3931,111,4078.2797,20
Tourism,10567,1483,1409,11807.6367,27
Tourism,64199,2225,707,8351.2451,23
Tourism,46312,1800,976,5897.4171,39
Tourism,63273,1942,461,12963.3456,47
Tourism,3828,4835,1685,2770.0267,77
Tourism,95425,1803,1103,4233.339,44
Tourism,37795,4195,702,5346.2658,47
Tourism,77261,270,328,7571.5537,79
Tourism,6371,4400,1102,6695.8967,80
Tourism,47765,58,352,18408.56,39
Tourism,38382,4775,1794,11167.7341,62
Tourism,1184,3177,1923,13654.7441,42
Tourism,54630,3245,1954,19108.7851,48
Tourism,69299,1186,1504,15652.481,90
Tourism,82582,329,1193,7221.7008,58
Tourism,37782,696,1801,7652.7934,26
Tourism,3712,3481,571,7614.5832,7
Tourism,21863,689,1905,7501.4847,65
Tourism,27772,472,138,9805.293,73
Tourism,79826,4519,1998,2243.9585,72
Tourism,61345,4263,803,4618.0176,87
Tourism,50583,2003,110,8750.418,55
Tourism,17892,3485,17,13679.9581,63
Tourism,4160,519,17,3395.3038,79
Tourism,63556,1289,155,4064.4542,18
Tourism,24637,2727,264,8305.2337,54
Tourism,86555,3527,414,10839.8853,61
Tourism,8704,1882,1009,15825.5377,56
Tourism,13618,1346,241,13110.1576,83
Tourism,25286,174,848,674.9135,26
Tourism,95739,1988,596,1860.4406,76
Tourism,47853,2131,1329,5164.9016,36
Tourism,61372,2903,1104,7892.8091,7
Tourism,82487,2245,193,10881.8604,73
Tourism,91316,745,1778,9204.829,31
Tourism,12431,4782,880,1979.3146,22
Tourism,95033,169,10,5772.0552,63
Tourism,11406,1137,22,17652.1195,43
Tourism,88808,603,851,12182.6211,76
Tourism,22120,4731,1391,17438.7748,40
Tourism,36276,2401,1763,7744.667,2
Tourism,76019,3878,1234,11746.0052,53
Tourism,19603,4503,843,326.1903,32
Tourism,37999,2112,515,8454.5514,1
Tourism,56414,3278,121,17897.7311,89
Tourism,26932,3384,981,4290.4038,68
Tourism,70934,3567,1167,3765.5554,38
Tourism,64980,4514,1148,16359.8561,45
Tourism,19964,1447,1291,9778.4273,4
Tourism,80494,3020,98,2079.7555,73
Tourism,82514,4262,427,14870.1679,82
Tourism,3256,774,1834,9034.4465,41
Tourism,14867,3087,1831,15810.3543,48
Tourism,886,1069,850,6295.9259,11
Tourism,58398,492,1453,18433.1159,61
Tourism,77943,1771,1121,14906.5204,70
Tourism,24367,2994,552,9828.142,80
Tourism,57864,878,1790,19149.0906,8
Tourism,44390,972,1407,9776.8749,19
Tourism,65654,2723,177,17739.9378,5
Tourism,39181,974,1888,5527.2422,90
Tourism,54643,2918,1286,16386.3924,89
Tourism,10096,409,1271,11999.6577,25
Tourism,67238,2664,1066,12780.8421,9
Tourism,5936,2081,1473,7361.9405,65
Tourism,98569,2335,1041,9566.3219,47
Tourism,18591,1158,909,6030.5368,66
Tourism,61799,4917,259,10022.331,44
Tourism,79803,4983,529,9328.1136,42
Tourism,41370,4701,1746,19310.9407,25
Tourism,28789,1316,1719,2333.7212,12
Tourism,63315,207,1569,17464.9575,29
Tourism,75688,519,1659,1700.6066,12
Tourism,47666,3289,334,8927.4668,77
Tourism,18754,2613,1803,3668.6768,75
Tourism,35296,4105,1386,13545.8321,71
Tourism,21255,932,595,12452.8405,39
Tourism,16568,3723,1370,4008.2677,86
Tourism,23788,4227,982,8789.2709,55
Tourism,20535,2266,476,7700.4399,73
Tourism,54037,2608,1305,7949.3238,39
Tourism,30842,3361,1217,1456.1204,78
Tourism,10859,3704,1282,4649.354,52
Tourism,87843,4494,1364,6136.6189,29
Tourism,1011,2317,36,7618.1325,42
Tourism,34852,2063,694,6870.0791,12
Tourism,46182,3710,914,18517.0175,31
Tourism,8295,526,1315,162.5177,38
Tourism,31469,322,951,4894.3014,35
Tourism,29426,1988,433,8681.2509,61
Tourism,16156,2474,364,12061.647,55
Tourism,26081,427,1601,19760.7129,15
Tourism,95692,4377,909,8024.5964,16
Tourism,14088,1608,1750,1548.3203,19
Tourism,51571,1624,1969,6954.8486,58
Tourism,83024,2471,562,15002.8761,80
Tourism,2901,2015,448,15527.2876,29
Tourism,51850,4039,1154,15361.0066,30
Tourism,62440,4014,178,10726.7825,85
Tourism,73532,30,399,10979.1953,56
Tourism,52798,4848,610,5316.2702,53
Tourism,15143,689,1696,7024.6349,25
Tourism,22036,968,616,7026.9764,72
Tourism,65873,861,1894,10890.6394,14
Tourism,3096,1357,1252,16467.7635,18
Tourism,98089,3784,219,496.4235,8
Tourism,11730,3235,43,18749.6947,32
Tourism,22576,4190,1496,17441.6222,55
Tourism,98332,1534,1340,9957.6861,15
Tourism,63676,347,1639,13031.6375,18
Tourism,78415,1519,1969,16157.1657,12
Tourism,72744,1956,1961,15822.6276,14
Tourism,35245,3200,599,12493.0561,58
Tourism,64496,2891,861,18709.5744,83
Tourism,55226,2100,673,17204.1779,19
Tourism,28117,1027,1079,110.7334,38
Tourism,29636,128,1119,11064.212,64
Tourism,91651,2495,814,823.6664,47
Tourism,79888,544,1810,8516.6668,68
Tourism,49717,4762,1258,912.0053,28
Tourism,83951,4586,1217,8628.6014,90
Tourism,11756,2857,1316,6316.0108,21
Tourism,78446,1747,761,17785.8028,36
Tourism,54393,425,1421,16773.7421,80
Tourism,14271,3575,1416,5825.5852,2
Tourism,66503,1011,402,12179.6187,17
Tourism,61052,124,1873,5171.7372,65
