Application,Income_USD,Expense_USD,Savings_USD,Investment_USD,Debt_USD
Finance,47718.6045,51897.1698,127241.5885,210897.4087,235430.9838
Finance,145485.7231,49910.9574,65650.9443,83034.2075,0.0
Finance,165894.9709,82797.0344,1676.6673,254223.5123,56159.5929
Finance,159416.6444,72683.973,131966.6048,475590.0065,274805.13
Finance,80959.695,53667.9048,7350.4053,121983.967,261670.5213
Finance,187833.9321,32065.1413,189181.096,148241.1573,48571.8619
Finance,174054.9838,119399.8906,179204.3814,118053.4212,191611.022
Finance,60920.4341,66763.8795,167437.9738,449518.7971,142467.575
Finance,24483.2229,14117.2963,69892.7137,255533.0611,0.0
Finance,177660.0221,9745.7969,143091.0461,406641.6465,232877.5889
Finance,151736.5335,35370.523,11459.8778,415682.7591,272856.4492
Finance,54901.363,88441.3229,20712.6238,365402.6438,260682.6437
Finance,64168.2513,20027.9028,103014.0684,134052.0096,115875.794
Finance,68408.4772,31322.8459,121476.3984,17256.9982,229559.413
Finance,167365.9374,72509.2379,154804.8391,72428.4309,136323.6632
Finance,49781.6354,32388.187,58885.5502,343105.5289,291955.7039
Finance,129956.5719,126097.8558,106284.4502,371947.2931,289145.1187
Finance,168442.5031,87622.5696,14909.0752,402707.8964,233958.9553
Finance,71545.6156,16186.6034,90404.1714,134994.7803,140444.2509
Finance,17386.3887,23123.5348,136023.1653,100269.0831,274001.6512
Finance,154594.043,28855.1817,191214.7737,462604.8505,61560.873
Finance,100.0,94230.2654,156063.3997,320305.5355,58205.8518
Finance,164200.8409,18175.0996,200000.0,349917.7838,174986.9067
Finance,76325.4721,611.1402,96093.2064,53038.7949,255584.582
Finance,161747.7486,107736.2894,86273.3034,191883.9581,10606.6809
Finance,106516.113,75948.4324,166392.7695,49156.4682,236792.4736
Finance,72763.7295,129536.6498,99244.3216,329009.9626,279404.6876
Finance,178305.6387,118200.6196,150189.6002,241931.9512,157750.6628
Finance,148580.3562,35000.1523,200000.0,225455.0722,65457.4845
Finance,15304.2921,23094.6874,146943.108,453937.3986,191106.05
Finance,188039.7908,72150.5644,1786.9242,379345.1172,56403.6571
Finance,90810.5072,8530.9647,42140.5055,481368.499,114934.8064
Finance,31967.9313,92121.5977,55733.0198,24845.5362,203204.3499
Finance,157961.6294,4766.656,155524.1497,313181.105,121134.506
Finance,106536.3799,116091.1411,186564.3138,317141.9389,144810.9427
Finance,136460.6537,131168.7126,138727.5903,0.0,158014.4237
Finance,133981.7701,150000.0,15611.4112,388596.036,101526.2519
Finance,38474.4364,51857.4877,101594.7588,87836.9585,20971.2306
Finance,194971.8964,85442.3197,169171.8093,367979.6829,148531.9029
Finance,20994.2777,129173.9493,71805.7012,35014.0259,141056.4965
Finance,124351.5052,72682.4565,17672.4447,312513.7287,121978.248
Finance,28968.2588,51171.6616,158996.096,256265.359,48709.4385
Finance,179644.0041,3922.5392,132736.2117,255443.2133,15991.8369
Finance,38289.4583,57049.9089,93876.8631,179997.4868,245923.8643
Finance,86299.755,12314.1842,169410.3063,205411.2087,171962.993
Finance,12831.8237,54524.6111,170979.4457,242945.5529,297983.1993
Finance,93052.5373,54462.2846,144755.095,124674.7595,294952.7355
Finance,5977.1128,100557.5994,188496.1127,468016.9254,172145.5557
Finance,87390.7038,57986.6479,92020.3709,483122.8137,145127.5978
Finance,139308.8531,57221.2554,141268.7551,148552.5123,47177.7265
Finance,40399.3084,46141.8258,162777.1567,387826.4579,106650.1125
Finance,104886.2754,94789.1849,132713.5819,390793.1369,229091.9861
Finance,101017.3041,58873.4355,113974.1199,421544.3454,279296.8566
Finance,65662.9844,137325.7376,148416.3997,6286.2157,179447.4542
Finance,140508.0277,130687.7574,75324.0335,175463.6698,175351.4406
Finance,200000.0,33975.4659,74566.6231,88880.0578,284562.9072
Finance,188944.0971,59266.258,196513.763,198765.5454,36999.7863
Finance,200000.0,92902.5758,22365.8636,292996.1696,193013.6139
Finance,5503.9844,1257.6744,169415.8028,454300.3964,177262.4093
Finance,56419.1066,35601.5,153452.7837,422968.4513,54766.8706
Finance,187639.2305,43446.1143,7197.9368,249640.497,224004.6451
Finance,7944.9214,58797.58,137497.9506,0.0,44739.889
Finance,68869.0034,134853.4922,25296.6667,153429.143,13602.9474
Finance,135980.5553,16063.6592,42068.3481,55766.4016,141826.2656
Finance,197104.0967,11185.5116,193071.7862,319517.5719,87594.7796
Finance,57887.1094,99807.8163,69975.4593,350290.364,130543.7372
Finance,154708.7266,55593.6076,10720.3049,337310.0325,42782.1799
Finance,134160.4655,26579.4056,102243.6186,134331.9479,136692.881
Finance,125736.8025,104324.577,36309.1508,477057.2304,132299.2148
Finance,148419.8404,38356.1367,82073.0868,309163.8655,289452.5173
Finance,56839.5933,87638.1777,13883.295,291113.5149,217154.0609
Finance,72679.4882,58891.7836,20008.7907,402279.2345,280997.4906
Finance,110378.4958,61166.4038,104702.337,32854.8112,231261.7342
Finance,86063.5969,104919.3438,65748.4806,92073.1606,233332.1464
Finance,140107.7881,91822.0171,33045.4466,285493.9867,265553.5199
Finance,167598.8878,78909.814,114967.5591,283285.1032,73415.6129
Finance,104457.8554,20013.0297,15881.303,239789.0796,124094.9967
Finance,80957.4005,84925.2446,149967.1705,397367.8413,269931.7811
Finance,180663.883,104545.2557,16145.7985,157216.9557,18250.5734
Finance,151648.521,126735.1037,192482.5422,0.0,15837.4447
Finance,137956.018,44288.5343,153761.4727,169284.9005,192300.6648
Finance,16428.5678,35374.7065,173953.3005,483778.4453,269651.6861
Finance,109656.1477,108086.5,88492.2079,402098.5601,236405.7454
Finance,18656.1776,73452.8561,9340.1655,152307.8833,238028.0355
Finance,135107.7718,59821.3711,47784.7865,104559.6281,113337.3809
Finance,67577.2129,23997.7579,189288.413,406264.5167,172143.478
Finance,146526.789,66062.6394,119849.7308,111826.7774,243168.1777
Finance,160770.3112,101153.3977,42843.4191,305224.8834,234131.1473
Finance,56292.7753,70696.816,93414.2302,244472.0927,179389.6049
Finance,197496.9372,136331.7459,62334.2168,222448.073,231551.9742
Finance,103477.0321,0.0,90985.3203,204156.1614,4083.3096
Finance,36083.1765,26638.9379,169071.5771,333174.6139,281451.3779
Finance,152924.4774,94301.5755,47228.9495,53617.7269,255966.8142
Finance,156317.7425,99388.3029,71649.9765,210190.5779,19059.0374
Finance,85088.0015,44627.0032,92957.7438,481946.4989,129179.5248
Finance,131460.4208,142826.5298,113264.2266,400093.4142,271593.6316
Finance,7673.4403,53371.6101,13483.4637,2652.1141,142947.1168
Finance,52409.7407,58185.053,41290.3692,224944.5882,31196.4365
Finance,175533.2431,147517.7383,77992.6116,67752.5267,290435.4353
Finance,43002.059,73121.353,157757.2048,245757.4134,104635.5774
Finance,174085.8963,94058.8538,34660.6779,50287.0009,151402.6397
Finance,119576.1688,80643.2063,175807.4908,188837.72,185363.6439
Finance,182424.7598,23866.5228,66414.7508,269913.2765,254815.4796
Finance,25101.8616,144298.7317,48508.2463,194154.5007,259919.2028
Finance,90869.9169,7226.0373,80088.8708,287996.0431,204205.8327
Finance,53728.1251,145617.0053,112811.0052,475783.3308,298753.053
Finance,176778.4487,68933.2812,146670.2376,125500.499,69682.6434
Finance,70842.6089,27875.0207,89171.3139,282099.5612,284991.5029
Finance,115401.5078,21198.1506,163883.3011,239519.8454,61252.1483
Finance,170254.2113,95251.6883,167674.8302,403405.05,266155.8655
Finance,39954.6088,105241.2808,1153.7883,156391.846,74600.1977
Finance,1199.031,136004.647,164007.458,327569.9615,214825.062
Finance,99169.7656,33535.0355,81914.6612,369142.5244,259678.0111
Finance,139354.0308,66163.5552,191675.2596,486106.8355,114109.3868
Finance,145945.4543,150000.0,171680.1633,85532.8913,39640.7806
Finance,78254.6433,64117.6719,78797.3872,485573.4056,108786.6526
Finance,14935.9339,73828.2019,121406.4059,359863.4917,12077.3665
Finance,81889.3499,46848.8747,40845.1622,225447.4052,192430.0433
Finance,27762.8907,132242.7606,57180.2095,119881.8066,194734.5358
Finance,7087.6909,53408.2498,43694.3093,319398.9695,80102.747
Finance,60670.1607,94615.1025,149249.1778,80551.3756,198605.4531
Finance,156683.5598,30107.2396,5329.1254,478456.6079,4566.1473
Finance,149500.463,92555.9743,80786.8213,93221.7674,0.0
Finance,122616.0447,145851.3545,168657.2589,382659.9356,117035.3993
Finance,162198.9173,115570.6668,147285.2593,186614.1991,145940.6944
Finance,103040.4369,9782.1257,85106.2042,111936.0584,0.0
Finance,53598.5001,100741.0615,121919.5312,400076.5987,177902.2068
Finance,110067.964,80789.6286,82436.0189,462442.2649,246310.4615
Finance,180700.6632,56972.2094,173782.8151,0.0,114764.4912
Finance,11965.4014,119888.1625,105760.7918,487577.9182,228440.3352
Finance,194503.8851,116207.1409,123526.7553,213619.1151,47190.142
Finance,150706.1317,93908.6737,200000.0,69284.6152,156610.3848
Finance,132635.3211,106611.9187,152618.4026,224693.7606,225477.5061
Finance,124478.9764,26905.1529,58486.851,53499.9969,201332.0158
Finance,51868.4654,136671.8254,151490.804,134160.4528,228439.3064
Finance,180804.8782,100755.1172,187482.341,250872.5015,212973.0784
Finance,196922.2916,63939.8177,62063.2876,161226.8655,31093.0774
Finance,184074.3622,34365.5679,162037.5375,95092.4282,28695.0226
Finance,19184.1196,100732.0486,47920.9426,96604.9564,290533.5472
Finance,150398.2653,15137.171,82252.3281,322286.8921,149865.7794
Finance,113206.2834,46118.4046,135911.558,467441.8226,215303.3624
Finance,151306.8316,86080.1675,48733.0298,32929.8047,204942.254
Finance,67108.0407,97710.0548,45274.9773,118541.9232,7737.5222
Finance,194862.5279,4628.6723,86778.5294,332489.3674,144591.7058
Finance,55324.4546,0.0,158746.446,498943.8372,152455.2229
Finance,143920.5288,22113.3135,123048.486,347421.9394,247957.0484
Finance,105095.0984,107677.6084,138991.4593,21920.2253,286342.0635
Finance,119750.2627,85803.2875,140539.106,96401.485,85707.7447
Finance,16526.0599,92120.9953,113175.2601,172099.7793,14699.8562
Finance,119229.5585,88378.1796,71039.8619,71184.361,141679.9655
Finance,109912.9919,5174.3738,91595.0259,90636.259,7848.7191
Finance,141599.4858,26423.5575,67583.6005,147526.8693,112313.583
Finance,56256.0047,106569.2307,13775.3969,176974.7737,70250.1943
Finance,168104.5081,88728.9485,181429.0153,188257.0398,69253.6271
Finance,194443.9964,65353.581,128909.0845,250972.7731,1144.6632
Finance,171712.4594,8692.5004,174594.2885,474448.4773,79236.1456
Finance,74226.1759,59350.1931,156335.5942,490782.9689,86746.5157
Finance,156008.052,35518.5079,14803.4964,19747.128,265163.8149
Finance,79381.4972,103104.6466,43811.5106,256401.481,22749.0724
Finance,166947.9621,122206.4096,191712.8763,378981.9419,227222.1496
Finance,75741.1829,70965.0496,94745.5177,48521.1831,203904.632
Finance,39365.1228,63008.6491,164477.3033,465364.2405,97715.7331
Finance,97389.5547,41895.8261,105120.819,483919.5927,277652.4776
Finance,20417.1052,12938.6044,160016.3563,119125.1895,191806.6001
Finance,123751.4484,52189.2939,147317.6128,407200.776,27852.3724
Finance,105581.3176,99679.1105,58231.5236,297185.8502,62753.3797
Finance,89210.2624,101357.6601,200000.0,4349.75,119135.883
Finance,122047.1396,63059.1536,90988.0117,155254.6462,286112.3961
Finance,193574.324,144630.3967,113699.1968,145884.9424,75500.8572
Finance,79980.8576,142548.4945,109255.1603,413798.1212,127951.8538
Finance,77834.8151,137462.8835,179741.8376,453466.5927,171999.6549
Finance,55727.1255,68674.9605,57119.923,21331.0425,106402.6537
Finance,44319.0072,108093.9577,12662.0872,364151.779,215239.058
Finance,55267.926,144421.726,87128.013,40784.4799,196853.1889
Finance,45490.3149,109903.2053,186417.7238,390944.3696,16861.0981
Finance,88979.0329,49622.4986,80358.2616,427805.682,135553.4976
Finance,45784.7781,9320.5129,53307.6254,23404.0616,228640.078
Finance,110318.2311,138401.4326,125580.5133,178633.8585,196008.53
Finance,57450.3356,149544.6017,146501.3936,190129.5059,139229.4097
Finance,82784.7815,108095.4189,92781.3341,478925.4594,215058.8332
Finance,26224.2527,44287.288,73749.0322,182787.2475,194274.8189
Finance,23384.2946,128473.8191,70959.1386,125132.4911,250947.9018
Finance,115252.3056,149157.4324,84984.6672,307374.3246,15896.9136
Finance,112814.4835,79820.5199,163768.3955,79159.9629,168614.3782
Finance,36492.3541,49428.8999,97378.3224,309535.3741,198780.5033
Finance,54598.0136,62991.4315,60049.8308,223595.1089,192809.5659
Finance,37016.6268,11963.6786,29021.439,372449.15,277932.7537
Finance,156946.0408,82204.4383,60082.5334,288245.4455,130749.0206
Finance,72248.9681,55267.757,99015.3319,97876.3147,238830.7949
Finance,88980.8612,136637.3666,110410.1382,469692.3543,237499.0918
Finance,134820.1673,40849.2932,125244.8521,216430.07,69006.7161
Finance,67664.1554,0.0,12406.8769,360443.8466,86110.0881
Finance,82197.1835,110880.0929,128342.8996,265734.2146,277610.319
Finance,167516.0098,0.0,76921.3553,443065.2559,89484.1231
Finance,162354.1817,79783.9181,52259.357,183837.5704,120209.2021
Finance,124440.455,21956.9841,71396.9198,338058.8301,181498.294
Finance,108931.2212,91550.9119,157241.0465,50522.484,90180.1802
Finance,35064.364,30426.1634,160534.6717,56568.4586,202183.7599
Finance,91816.1416,79721.2379,21295.0021,413621.4574,78667.8937
Finance,57764.7211,51995.9681,97450.772,413678.1656,158570.0291
Finance,148024.4071,25920.0559,113105.4243,171921.9117,162185.6991
Finance,130674.2627,88234.2767,10476.9577,342663.5661,238079.6736
Finance,79483.9883,13681.3565,139925.7919,424478.674,265331.1829
Finance,105497.6948,136097.6243,74675.9153,67117.5662,205742.1246
Finance,86047.9672,121265.2004,84217.9231,496361.8972,81282.7605
Finance,36895.1689,138658.5831,124452.2564,443847.1881,132770.9667
Finance,155698.2388,2850.5726,93299.4201,348116.7181,166780.5741
Finance,180105.4894,0.0,146475.0444,270049.0465,85219.8543
Finance,185101.4052,52106.049,115259.5225,434240.2835,269155.2312
Finance,158645.5179,92230.8393,43642.5628,384017.5848,34159.7097
Finance,165472.0562,37561.5963,176211.9431,296839.8341,242029.574
Finance,15173.1159,81587.9519,45628.9909,452075.666,125523.9696
Finance,154220.541,91878.9497,149370.7209,119243.1048,284350.3676
Finance,61809.8802,21336.1041,147785.9975,132199.8791,155160.3614
Finance,22728.1298,119659.666,144400.4067,449752.8611,211909.6835
Finance,99780.6871,142749.5971,75958.1384,45601.1791,223040.5752
Finance,118083.7318,99297.8182,177977.7221,25888.2358,199877.0485
Finance,91282.698,143269.3659,67016.5449,397394.2081,9156.1452
Finance,132707.2652,40431.5776,133452.7505,212692.5411,186327.0071
Finance,139431.258,0.0,176510.2047,461998.4947,266995.5748
Finance,22406.453,37061.9515,28660.0432,143303.6864,250588.0642
Finance,125200.2578,101735.5547,135693.6262,131336.2925,282282.5837
Finance,20318.0443,92671.7786,175424.9393,446144.3353,136015.0571
Finance,91637.8841,41950.776,22670.3122,285696.088,140287.9138
Finance,18450.4838,59127.0377,32612.1117,328505.5402,237687.2072
Finance,87363.9522,57202.2282,69039.7478,443799.2793,99835.25
Finance,31633.6341,143998.124,194424.4536,201478.8771,225182.2612
Finance,146047.6372,43234.724,41683.5032,115121.9842,152785.9666
Finance,183437.5086,32108.4153,58456.7778,280525.656,80490.6743
Finance,34468.522,84301.2181,170878.7005,217607.5487,188740.445
Finance,146630.2289,15764.4927,27820.8391,74128.0224,80934.3907
Finance,22741.85,72508.359,200000.0,55367.3907,199570.6867
Finance,81616.4981,101489.018,150888.2564,359131.6221,167173.5509
Finance,120903.8779,142269.4644,192718.9477,14742.9729,208406.4798
Finance,106164.4365,132497.6782,22390.6615,274462.1438,175176.9071
Finance,11151.9245,123485.4999,45036.336,152918.1066,231235.2105
Finance,79316.0611,57016.1179,78151.2979,71632.3148,293529.288
Finance,94976.7119,134646.0161,8902.0842,437397.0806,143692.0071
Finance,76734.9749,110356.6934,12616.7368,350067.5913,181534.1414
Finance,136458.3828,66412.0632,184677.8976,389896.003,31923.8592
Finance,181475.3375,89937.539,13202.9191,216439.5336,297244.9163
Finance,134056.9596,62729.6046,157513.0429,295148.1985,173993.6367
Finance,117358.1741,27586.2924,143629.7435,50865.5735,32529.3826
Finance,35535.2134,69428.7272,13183.4908,74122.0675,119080.8007
Finance,70685.1042,120619.7008,37299.4197,156321.5841,23650.4203
Finance,104813.9295,43404.0316,88812.2619,217204.5603,132601.615
Finance,185420.6733,91972.9473,128095.4159,46682.2033,78349.0723
Finance,62585.9442,83860.9166,176763.4428,310017.6411,98367.9367
Finance,66083.8396,140082.9663,109467.5916,117588.0526,19900.5066
Finance,120138.2209,106487.2484,184350.0523,381018.5844,219442.2121
Finance,174067.6802,50264.9749,45026.8964,0.0,250474.0603
Finance,112173.6909,82397.7778,112502.4398,418680.4202,36016.0668
Finance,33391.7049,132621.0322,168766.3394,378966.1544,218437.2625
Finance,12919.5376,33705.3328,50353.6304,262574.3721,26644.4484
Finance,181129.381,73225.5343,153369.6394,354388.9701,15910.0399
Finance,133807.4068,31652.181,76466.4626,176807.6917,30855.6521
Finance,41878.9596,64986.1756,200000.0,95746.1185,14166.2643
Finance,144351.9323,5645.3547,21068.3097,12177.4463,111289.346
Finance,143357.9608,129030.0938,107248.773,271348.6951,284929.4729
Finance,152412.8022,144684.5207,156184.7991,141359.0317,271550.1443
Finance,179748.5704,84541.5362,140912.1194,100253.2105,93354.7554
Finance,30171.8233,78168.0428,101904.7927,427570.8018,230585.579
Finance,194670.0654,139004.8998,98202.1248,359787.5352,248763.1425
Finance,193208.3928,54174.3259,75104.6214,500000.0,43571.7749
Finance,3214.5636,93868.235,70051.0211,322357.6322,71868.288
Finance,23705.8615,126598.0983,122360.4414,467770.9643,202087.2262
Finance,84731.7421,66543.9349,154052.8029,70526.2266,83663.7855
Finance,6106.5027,38152.7561,61476.5604,383094.0087,274902.7758
Finance,152446.1189,116034.8781,190280.6136,26446.2409,69272.9211
Finance,120851.3048,43379.0226,73043.8187,42318.1605,242625.2172
Finance,161476.1832,129731.8941,88057.187,432233.6529,221326.5631
Finance,200000.0,145107.6485,84587.3262,180553.8157,142069.7716
Finance,186691.5294,79958.1334,19939.618,166275.979,73335.2621
Finance,63857.4394,7723.6543,24179.9909,97649.8784,8408.1233
Finance,78203.2012,142787.7566,155168.5214,231988.4764,245884.1335
Finance,150970.2498,130111.8619,61847.081,94862.982,120271.7022
Finance,76314.069,16808.7092,42086.8786,267980.829,96147.7459
Finance,138262.8456,98571.389,144345.5479,314762.4937,18932.8944
Finance,182007.522,44299.6194,185086.4393,323739.4951,50327.1501
Finance,82293.442,47681.0989,190313.425,187021.5945,108545.4925
Finance,112439.748,86140.31,146944.6626,365196.7789,195994.7535
Finance,169157.6678,106838.3636,35165.8688,136042.8443,56445.9019
Finance,101354.8676,1524.0596,37765.6286,377048.4094,53133.4363
Finance,56748.815,21121.4203,172043.768,172.4094,76768.2068
Finance,57332.7612,129086.1885,186530.5864,494251.03,91041.9689
Finance,19588.207,70458.2087,126351.9733,200028.6842,121764.8387
Finance,57880.8966,75436.0005,184305.1429,165620.2114,100698.0882
Finance,132465.0261,128682.604,169450.7708,323011.0812,22240.4088
Finance,6847.3118,18556.1321,31057.2994,438764.5636,196060.1597
Finance,61261.2857,104619.2946,48367.9925,173598.6912,34674.8032
Finance,22222.4197,70880.2401,11444.3588,48306.9151,268827.6953
Finance,79260.8393,115396.0846,97172.6109,176152.2732,272709.5829
Finance,13639.1036,103509.3985,71710.8219,1501.7193,16233.9761
Finance,153318.8117,96284.0227,94821.3032,90933.961,113637.2215
Finance,184135.3165,129411.93,0.0,37945.6384,136524.8208
Finance,30140.1319,82833.7766,150115.8528,194156.3324,292293.9725
Finance,56982.6811,64290.8201,36364.5804,28072.3068,71145.8811
Finance,31972.8361,30282.2819,71202.776,489066.3442,191106.099
Finance,42432.8791,51328.4286,78763.117,371401.5455,124956.184
Finance,62378.7977,132335.9106,16873.5988,214655.3605,229284.1019
Finance,54264.5409,53565.4169,73559.0197,395011.6091,77167.192
Finance,77020.4298,147843.3103,174213.2272,210732.1513,204078.6749
Finance,106774.4471,87836.4941,180594.9049,315086.614,42704.5427
Finance,142676.6984,123980.9108,10293.47,399035.8609,7032.3503
Finance,169656.3118,75857.0061,6535.9208,335448.3113,14121.5197
Finance,82927.2925,99135.7131,122362.5128,23608.3884,142402.9417
Finance,182021.5608,149685.2943,37907.7105,15354.7428,245284.5008
Finance,137439.9347,73507.506,183579.7192,311378.4788,167950.4692
Finance,145125.3873,39905.4044,93752.9914,103486.8233,4505.2323
Finance,100544.1186,100362.7386,65648.4587,494003.9426,164546.8397
Finance,102606.8934,139220.6314,187193.3954,0.0,34587.909
Finance,106717.8296,5418.7558,58896.5053,365002.7502,290945.6527
Finance,99692.2544,150000.0,60035.5093,18885.7275,113238.7672
Finance,91469.2427,87149.7295,24928.7876,282393.8464,163382.7916
Finance,152190.3364,123341.7035,45050.5968,212250.7777,103170.0092
Finance,82991.6918,16100.6698,148906.656,311157.1737,150731.1882
Finance,37851.6298,42384.1323,162543.5031,408468.2267,294136.0563
Finance,23278.74,141073.7463,76232.2632,30988.9682,66031.4723
Finance,174518.5066,40779.7619,64767.2195,267233.8488,218901.2855
Finance,177295.7949,63270.5471,74919.8606,466316.0192,213201.6875
Finance,51479.8631,44841.3746,67686.5081,125542.5696,63484.5791
Finance,23514.0215,67467.8035,123416.2855,27586.2471,222097.4616
Finance,187883.997,26300.971,163232.2769,392391.1098,200047.0168
Finance,92944.2391,76781.5753,556.9046,365043.1869,78772.3479
Finance,17644.8699,48201.4222,184376.8092,199810.2111,160110.2688
Finance,41407.9294,125819.8433,26930.5375,412875.6436,178513.6175
Finance,138812.1669,59664.9577,188132.5932,260469.8667,247081.1974
Finance,21935.6087,117920.979,43174.7962,236217.5262,39081.8447
Finance,98970.5109,97189.2471,186351.2639,421621.558,286408.122
Finance,82523.6924,140229.3176,157593.6147,70066.2138,227126.2604
Finance,139815.1726,125331.8077,51843.9872,124505.0219,166023.6802
Finance,43592.0282,134321.8465,4398.55,218982.5342,231930.9763
Finance,194661.5376,82768.2556,138770.8194,32096.0496,221442.5766
Finance,28015.6825,136591.2163,165577.0289,495637.8188,138248.4801
Finance,116022.8604,31159.2701,137408.2021,181446.4453,102924.4384
Finance,67926.3389,11163.3736,78804.0181,460820.0032,296854.4999
Finance,28935.8272,76356.846,26289.9449,236945.4801,252382.0044
Finance,112203.0289,126594.6855,65438.7512,452058.9185,279876.5102
Finance,42522.7953,34167.0301,56372.398,197925.5013,10802.275
Finance,138152.4897,141761.7126,141243.5448,428551.3968,233105.1529
Finance,7024.8599,27574.124,31600.2613,376449.662,267584.6567
Finance,98444.2196,108089.2201,160026.4738,479175.3166,137839.5071
Finance,46990.7313,137398.3138,126275.0513,319801.761,261168.8288
Finance,178299.0679,147657.1933,93699.7714,121963.768,18170.3673
Finance,140517.553,100464.6782,80464.7347,281259.285,15325.3391
Finance,142828.4165,88639.4109,99446.7499,64385.602,88689.295
Finance,139791.5015,14396.7617,110248.6494,188164.9642,8035.7017
Finance,136443.5584,6019.2373,49834.239,410005.7811,208550.7868
Finance,34678.2104,150000.0,192553.5705,12162.5939,275184.6584
Finance,189971.2344,41713.1772,174071.4448,300990.5833,93941.8308
Finance,136454.7976,10790.8573,74118.2632,336975.9513,201607.886
Finance,178382.9776,79739.9164,51566.2098,436312.0078,138693.6901
Finance,100701.4162,46097.7372,57574.1824,378243.9709,74565.8475
Finance,60706.8829,54603.5464,192762.744,211552.2574,286888.8502
Finance,86939.6574,55275.4252,87982.8277,387414.9913,284231.642
Finance,76872.6634,40809.6098,180199.2498,307966.545,50602.8822
Finance,997.2907,140047.8933,15405.7507,280395.4417,234211.0103
Finance,131644.1369,32916.5693,154073.7036,49793.5083,51128.3689
Finance,148089.6236,83127.6415,151542.6504,263054.1544,146098.3405
Finance,13314.8101,36197.5715,128347.7013,416440.752,105029.6479
Finance,52700.8972,108437.6288,23500.701,221207.0712,68350.4248
Finance,133297.8664,35030.9798,190662.9219,348806.8612,202267.9196
Finance,61813.8794,88843.7768,38981.2955,459919.5514,251793.05
Finance,187989.7104,125500.3733,138960.6047,261632.8963,229156.4501
Finance,29810.245,34992.4451,152890.0087,44959.8653,216874.2276
Finance,181904.1778,118820.3762,158069.4445,27594.507,25756.6203
Finance,185800.5478,14664.4562,170334.1444,396081.1204,26781.9056
Finance,192864.9318,19195.5446,196587.5343,8986.575,140387.3839
Finance,12645.5154,60408.9105,15098.4638,500000.0,167615.6812
Finance,55521.773,57781.2293,93961.8083,67186.0741,211467.1181
Finance,48673.3215,78631.9718,196505.438,388148.5505,114660.8491
Finance,173601.3776,987.1797,176269.8246,433306.0332,4376.2413
Finance,157558.6867,18944.4638,200000.0,152768.6612,6451.3746
Finance,28980.9081,6561.8398,112030.1199,263286.5314,263785.5618
Finance,23701.4973,142242.0785,134482.6407,467119.255,40472.0745
Finance,102688.4823,53257.9128,52431.1841,478827.3105,286359.1445
Finance,30939.3833,105049.7056,90814.328,470175.5262,93860.8963
Finance,101469.946,90536.6549,1488.2482,142624.3113,186364.4695
Finance,170484.3362,114397.2869,137984.1975,40003.7072,42845.5902
Finance,93184.8288,132433.2972,179474.6525,59502.2669,140965.2215
Finance,141595.4261,32350.2024,29614.4688,66830.4824,266583.1059
Finance,51457.3276,62016.8208,85614.5013,361540.4703,294195.6329
Finance,50553.0713,49504.7824,122298.135,418657.0113,235024.9084
Finance,119567.5087,10290.3892,123704.9091,15449.3439,220538.8881
Finance,163040.8126,3706.5463,59317.3857,448023.6922,265365.275
Finance,106490.9934,112913.7951,12524.2072,366232.9612,78506.9579
Finance,39246.1494,21104.6506,179354.5439,257208.7543,227278.6186
Finance,51258.2233,8256.1609,16246.8505,492020.2708,172533.5346
Finance,120751.3775,65378.5105,35291.1959,144725.5984,65376.1214
Finance,23613.8055,45659.9763,195599.7046,97860.3673,21424.1865
Finance,18392.4206,9702.6508,104829.7871,190967.234,61664.8237
Finance,24974.7846,4816.8154,176526.864,269301.842,203142.4712
Finance,83122.7232,146376.3766,186693.8772,180390.6812,170585.2206
Finance,70650.4026,144216.8945,194692.6897,420831.5553,9383.6181
Finance,2250.0459,77002.8824,6996.5925,442115.0682,168463.7755
Finance,30065.0436,129765.6771,11338.2699,477816.5438,108236.9391
Finance,71932.9346,116456.0698,39551.6889,419259.1196,5603.3871
Finance,81665.7345,88151.5864,128651.224,304616.0819,266559.4399
Finance,77329.2255,113877.3265,56636.2706,303659.2391,85530.5879
Finance,72186.4212,142852.1763,101455.7974,96058.4891,166592.2499
Finance,166196.223,86036.1361,155139.2327,119630.9436,164367.7458
Finance,77021.8816,74265.8397,35629.468,498969.9909,157765.8761
Finance,130365.7588,6707.1298,61244.5378,149373.9219,85931.7726
Finance,162545.2979,83887.8768,143189.4387,214884.0458,117691.6349
Finance,173516.4238,121653.2857,0.0,195934.6352,79333.1083
Finance,172951.0028,114332.8209,146715.6331,346957.4656,122704.6309
Finance,99815.8706,98378.904,127500.0864,166279.5184,11890.3482
Finance,129741.6797,2720.1296,24220.6081,315324.656,52604.035
Finance,68825.0113,139189.9445,38520.9742,475543.6494,37020.427
Finance,169767.308,65388.5321,167.7098,132241.1141,173867.241
Finance,43683.3007,85215.9324,125509.5903,200509.2731,194691.4702
Finance,156708.4623,61858.1377,76262.0804,165355.4952,282046.8396
Finance,88450.9282,51417.8842,87655.299,137923.8509,76519.8037
Finance,58475.0003,74746.3792,21462.2415,141104.7205,114897.3391
Finance,69211.976,77208.5847,76181.2058,322113.2376,180454.4105
Finance,120014.4297,55392.1223,180863.3693,268537.5074,294195.6084
Finance,183509.4779,120521.7012,13130.0233,262107.933,111376.7644
Finance,18220.8796,5646.933,193925.8084,390787.5249,83796.4334
Finance,186424.6912,20130.8369,169903.2011,74327.889,122719.0686
