Application,Open_Price_USD,Close_Price_USD,High_USD,Low_USD,Volume_shares
Stock_Market,751.6607,319.6512,1816.2397,1921.8639,4198717
Stock_Market,824.1497,1294.3522,1900.3361,682.8411,2781449
Stock_Market,294.9519,247.8297,1686.4969,400.9868,4215867
Stock_Market,921.8231,1122.8686,1230.7131,1122.8112,4495023
Stock_Market,1600.9237,1699.1942,773.5294,1088.7951,2357757
Stock_Market,1662.9101,148.7587,1000.3578,1127.1396,1056962
Stock_Market,808.6482,842.5219,1909.8585,702.3637,1149820
Stock_Market,1052.2859,988.7158,563.4967,68.9663,3010637
Stock_Market,70.2793,1555.0454,312.5718,95.8041,2803322
Stock_Market,1291.2298,881.0844,254.9996,1381.6681,4796158
Stock_Market,809.6719,1170.8474,1685.4485,1064.3854,4339514
Stock_Market,878.8818,1636.0257,1549.226,1603.8745,1228017
Stock_Market,1773.9051,1174.785,997.8784,637.023,339325
Stock_Market,964.0653,688.6507,564.3605,1583.2063,3695502
Stock_Market,31.9143,188.7615,1418.1657,845.7468,3103601
Stock_Market,431.2889,1495.9569,144.9256,190.0804,4980882
Stock_Market,889.6149,1755.5438,1157.5802,1924.1911,3717573
Stock_Market,822.1499,1997.9934,823.0234,1120.1973,3887049
Stock_Market,1709.2705,1837.8129,2023.7345,1256.2589,1258379
Stock_Market,1035.551,1594.0511,995.0031,1413.0989,3163222
Stock_Market,1417.922,1299.9095,1130.3981,742.3981,4610091
Stock_Market,954.3874,1598.2413,1442.5942,1460.9842,4491934
Stock_Market,880.1223,862.1071,1037.2974,1721.0804,220508
Stock_Market,897.447,1230.5165,539.5945,776.4249,586923
Stock_Market,839.9145,767.7767,1074.3427,1300.2271,2146966
Stock_Market,1106.9781,639.5321,1988.5321,1501.7665,648429
Stock_Market,540.5809,1509.2632,786.7168,409.3791,4257667
Stock_Market,1770.8964,951.8431,1404.655,684.0483,2071301
Stock_Market,667.1912,508.9165,2015.7976,252.4751,2141314
Stock_Market,310.4566,437.1681,1642.4978,1265.6259,248364
Stock_Market,194.8616,1688.4608,1320.6298,1580.9348,4846675
Stock_Market,71.4298,1366.6306,1473.6634,1266.3694,4727182
Stock_Market,900.331,1134.8474,1866.9207,421.4046,406350
Stock_Market,397.04,775.5279,1859.1126,1145.4816,393235
Stock_Market,16.9333,824.4071,1978.2392,1597.2748,1129413
Stock_Market,1065.0733,110.5657,1282.7685,681.6156,3250125
Stock_Market,1378.4285,941.5246,790.951,1637.3681,722180
Stock_Market,141.1613,1538.4605,312.8732,1494.1503,1350054
Stock_Market,942.4598,754.5086,717.4544,122.6052,4321985
Stock_Market,1468.1623,784.2184,1918.0823,504.9497,1658058
Stock_Market,2000.0,84.6786,1929.6331,1109.3165,2781955
Stock_Market,1357.6196,932.6426,1114.4454,1420.9982,791404
Stock_Market,506.1056,75.3344,1141.9074,1764.9666,2163088
Stock_Market,1437.4759,1184.9912,598.7205,1276.5764,2046295
Stock_Market,1114.9714,1082.0698,929.2032,739.5702,4305181
Stock_Market,383.1524,1740.7403,1373.6406,376.5828,4486967
Stock_Market,1698.5047,1086.4972,854.8464,1522.9251,2462713
Stock_Market,921.0063,657.5231,450.6193,367.1729,4668434
Stock_Market,1946.8098,1073.6178,1054.2018,1392.3347,3484736
Stock_Market,1520.772,1470.0672,422.4048,297.8858,4482180
Stock_Market,1295.9836,222.4992,1996.2399,266.1093,4868337
Stock_Market,1458.1943,1211.7418,812.5478,503.6105,76909
Stock_Market,1018.133,1805.1512,1843.6141,532.3108,4443575
Stock_Market,1009.064,577.4478,436.8631,1314.7424,3992275
Stock_Market,1664.6412,1269.2232,363.1564,298.8555,903275
Stock_Market,1377.6546,1625.3487,1266.4778,1855.4274,2150092
Stock_Market,1840.1903,907.3172,1623.8477,1128.0548,4069385
Stock_Market,1749.8725,1391.8834,1164.1882,943.6075,4791354
Stock_Market,1976.6591,611.2295,472.8729,949.7458,2267243
Stock_Market,1399.7164,564.8295,15.5269,1215.4943,4690323
Stock_Market,1027.5441,1290.1937,1306.6852,32.7087,4804425
Stock_Market,353.4389,1495.3923,275.2192,1930.693,1983667
Stock_Market,1397.218,1874.3062,692.2655,1095.1915,3427078
Stock_Market,586.0134,442.0614,1399.0105,59.9685,1927479
Stock_Market,559.0072,968.3133,175.5404,1224.7986,1931177
Stock_Market,488.9189,554.1354,252.626,856.6734,3943896
Stock_Market,1717.8182,258.5599,140.1886,10.5977,3515809
Stock_Market,1713.0873,880.3026,2014.3164,1848.95,2760483
Stock_Market,1249.1556,771.7261,732.4931,9.0,469259
Stock_Market,966.8219,487.1581,1784.0365,1199.0739,4977581
Stock_Market,1291.1695,561.121,627.1006,1942.9481,2972286
Stock_Market,1214.1228,711.2255,1545.264,457.0549,878742
Stock_Market,809.1244,1997.9481,454.1839,494.3082,580443
Stock_Market,749.0912,1571.8398,979.1809,19.7201,1178067
Stock_Market,745.4859,93.4619,1691.3777,96.9604,4861772
Stock_Market,1190.1194,1680.3625,1658.9836,66.8532,2700053
Stock_Market,1292.6089,1280.5821,1605.8501,1633.842,988215
Stock_Market,937.2882,1787.0592,1687.3561,1618.3788,4252242
Stock_Market,1953.6849,681.6492,453.4978,1434.18,626451
Stock_Market,115.6785,953.613,1065.1172,666.9297,229861
Stock_Market,662.4156,1843.115,1022.2018,1696.66,543039
Stock_Market,837.0689,564.7613,1861.6136,1064.9677,2299970
Stock_Market,41.9647,1794.3691,660.7293,575.7524,1344110
Stock_Market,701.5679,1734.9402,1879.0795,904.2208,2461509
Stock_Market,606.5809,1954.2932,916.5312,114.6513,2206864
Stock_Market,1051.4267,657.2625,1339.4451,1841.7979,61403
Stock_Market,613.9963,453.1332,530.7032,1273.8179,814291
Stock_Market,1468.8504,625.6635,829.5358,1448.3958,4085110
Stock_Market,1022.943,1870.2319,1429.2032,1386.0999,4818716
Stock_Market,317.7331,624.5466,1065.1475,1334.5535,651228
Stock_Market,1440.1407,1014.9759,1926.3043,48.4121,814532
Stock_Market,289.4477,807.1026,1460.4443,1074.7568,454192
Stock_Market,1646.1586,842.3516,1148.649,1615.7012,958527
Stock_Market,1878.5955,355.6478,1806.5201,65.2327,4050510
Stock_Market,627.5331,1180.6559,1307.6609,1955.682,441925
Stock_Market,1838.0527,1755.4923,1299.275,874.3758,1519345
Stock_Market,1520.8474,107.7499,548.2344,582.0514,1676621
Stock_Market,1893.283,1735.3399,850.6198,1096.8025,610337
Stock_Market,1325.1456,1270.7267,1337.4685,1621.6665,2275702
Stock_Market,470.9057,1232.7842,1848.518,989.3315,841200
Stock_Market,1882.138,1258.2527,593.7291,1244.7865,3613566
Stock_Market,414.8733,591.4424,433.2102,999.2808,2094448
Stock_Market,407.3897,878.6966,1217.1692,1307.5825,499909
Stock_Market,525.1272,1660.171,177.7953,349.7489,2773296
Stock_Market,625.7902,638.5107,1460.5419,64.498,3144027
Stock_Market,1064.4895,966.2936,1403.037,287.2082,3682790
Stock_Market,1499.5273,36.5091,685.8259,577.4426,3837056
Stock_Market,1789.1519,1469.5854,1837.9164,462.7463,1361855
Stock_Market,214.9262,857.6103,1008.5905,1219.3164,4087239
Stock_Market,1944.5243,1042.8578,1310.6858,851.6907,4266891
Stock_Market,1812.0103,264.5335,477.1351,79.4346,4161344
Stock_Market,103.1202,1941.4755,879.1181,37.0136,4254621
Stock_Market,662.1519,582.7693,1834.0771,195.6568,699735
Stock_Market,1608.2198,1231.9623,402.8542,697.9101,1555026
Stock_Market,1236.2747,1140.0492,777.8367,9.0,2041696
Stock_Market,1623.8428,1560.8996,666.3706,1051.7606,4918083
Stock_Market,1507.9937,635.6934,392.4717,728.1025,3773142
Stock_Market,957.6064,1515.9444,568.594,1186.7094,2106490
Stock_Market,150.0467,720.063,486.4226,1458.2888,3824095
Stock_Market,1095.1098,772.4123,1948.0372,539.8258,265621
Stock_Market,83.3674,1332.1412,1523.8375,286.4307,4929335
Stock_Market,1199.4041,1603.9378,696.4634,533.6614,2402719
Stock_Market,1612.8388,1392.9031,1647.0772,13.1874,993542
Stock_Market,1178.3727,1737.4478,67.2066,295.5291,2229592
Stock_Market,2000.0,592.2861,1102.8164,1485.7326,813271
Stock_Market,909.8926,1786.2328,550.9947,394.6371,1691401
Stock_Market,1538.3583,257.5144,206.3187,1995.0,2040178
Stock_Market,1365.2895,1280.1085,1752.4195,344.8546,4726731
Stock_Market,1971.4245,1091.0265,423.1195,1553.6145,2780653
Stock_Market,1462.8331,950.1802,1662.1726,1394.4002,3803975
Stock_Market,418.7449,618.1341,895.9268,614.1554,1557539
Stock_Market,1884.6845,1058.1288,51.9765,702.5455,2183136
Stock_Market,1405.5551,357.0522,1546.6281,1129.1399,1226971
Stock_Market,104.8608,821.116,1177.5466,1711.3667,3721398
Stock_Market,1374.6919,227.324,752.9733,752.2772,4291842
Stock_Market,1745.6794,1154.9206,490.5644,183.5782,2377238
Stock_Market,1188.7867,222.5833,114.6501,761.3665,1989527
Stock_Market,721.6485,298.2091,1956.3035,335.6771,4718198
Stock_Market,1572.5569,97.055,997.2247,1892.5356,4409366
Stock_Market,1643.4379,800.4958,167.8929,1383.288,1004462
Stock_Market,1057.2835,1614.0432,1786.4818,103.4418,2906114
Stock_Market,266.6499,1859.3635,636.8354,630.3446,3193788
Stock_Market,484.0134,182.9424,346.9413,112.247,2100786
Stock_Market,1580.3267,1238.9438,634.0596,1725.4273,2818722
Stock_Market,1564.2057,1354.5706,1215.0701,1813.0988,4943345
Stock_Market,572.832,1071.7429,140.4968,213.4533,270432
Stock_Market,697.5884,1300.5975,964.4328,811.3922,3011212
Stock_Market,126.6095,496.5572,1832.5034,1831.2064,773871
Stock_Market,1366.1323,1009.413,364.6503,284.5908,312968
Stock_Market,29.663,730.4131,699.692,646.9615,4535150
Stock_Market,96.2011,155.7591,837.4693,594.9962,4649232
Stock_Market,10.0,1253.3924,1142.4907,133.9165,2677707
Stock_Market,1328.9395,1040.8733,1847.7281,35.4278,3543838
Stock_Market,879.5535,583.5573,766.5063,1870.5641,2101998
Stock_Market,618.3254,859.8631,159.831,1187.9534,64571
Stock_Market,1872.8677,1541.2217,755.4109,594.3653,1850489
Stock_Market,379.787,1624.1114,353.9781,804.7092,4377552
Stock_Market,797.6729,1270.7186,1374.9232,1395.8574,2227599
Stock_Market,1867.4835,905.8972,31.9629,708.0629,3072284
Stock_Market,799.9502,1126.013,634.8569,486.8264,4159989
Stock_Market,1122.5664,763.9231,1110.5777,178.9844,1818236
Stock_Market,176.1857,222.8792,557.7404,1445.7616,1581912
Stock_Market,1581.2294,803.6502,1180.6424,383.2827,3835424
Stock_Market,866.1702,1031.1063,316.9509,137.288,942357
Stock_Market,1659.2188,1160.4406,1854.0998,834.5859,2919297
Stock_Market,506.9214,1856.376,627.9069,39.6368,2024770
Stock_Market,812.6374,1615.7544,1900.1569,1983.0535,1197439
Stock_Market,1565.3719,333.3713,701.5459,1319.7902,4133996
Stock_Market,1942.5705,380.0594,1546.2626,325.3371,3948135
Stock_Market,167.8016,221.3774,467.9819,342.2741,245985
Stock_Market,1631.033,1441.2918,1348.9342,1133.6421,3219975
Stock_Market,562.6733,1389.7087,679.0742,750.1943,111295
Stock_Market,1138.0364,1940.6243,1018.7924,1587.6761,3945265
Stock_Market,612.9597,1092.2707,1371.4015,1071.5168,4587739
Stock_Market,1235.0192,1666.3201,1245.2058,912.2845,3882862
Stock_Market,751.8078,1090.7566,1269.204,1945.9101,399649
Stock_Market,718.2948,1807.2482,174.9643,826.9808,3693628
Stock_Market,70.4751,1431.6202,553.1801,740.9907,4606342
Stock_Market,266.6248,1315.3436,1169.1326,1314.5733,1607984
Stock_Market,1834.5129,1176.4772,11.0305,1609.7568,2119446
Stock_Market,2000.0,1346.741,508.0152,1234.0361,4396472
Stock_Market,1559.0428,863.2041,475.1755,1472.596,869551
Stock_Market,541.4179,192.1349,472.3728,733.3622,868528
Stock_Market,817.3402,10.0,1135.9003,979.8853,660784
Stock_Market,1400.6785,918.1826,1259.1927,406.3825,4235919
Stock_Market,1924.4284,1184.4968,1869.3507,1348.4417,2725541
Stock_Market,950.264,200.5665,841.7336,420.6564,3665454
Stock_Market,1696.7861,573.9238,1949.525,93.1543,1401166
Stock_Market,1800.748,656.7393,1297.7731,1854.6388,4832205
Stock_Market,1740.5468,1115.7892,1800.9247,651.5245,482156
Stock_Market,485.8792,607.4787,1689.9232,399.128,4312760
Stock_Market,10.0,221.0778,1416.5802,523.319,167247
Stock_Market,974.4388,344.5466,687.6539,669.5705,4118881
Stock_Market,1115.4752,310.6594,559.892,963.6875,589160
Stock_Market,391.2185,1691.7325,543.1896,128.0805,987831
Stock_Market,640.128,686.5147,1959.7459,83.2382,4378821
Stock_Market,1503.1556,1463.8882,1925.4333,609.6344,1101574
Stock_Market,1002.1043,1110.5733,1508.4969,601.0136,3914799
Stock_Market,642.8705,2000.0,1772.7582,216.7457,2281687
Stock_Market,1214.0684,521.738,1931.3904,775.6415,60895
Stock_Market,1365.2378,353.5916,1044.1322,586.9543,3179622
Stock_Market,1493.0799,111.7165,1322.9537,9.0,1485372
Stock_Market,290.1718,496.7585,901.0566,1757.6904,3707103
Stock_Market,1505.1181,1380.0105,885.6698,1773.9995,1844681
Stock_Market,1206.079,169.8106,161.2344,493.4563,4364575
Stock_Market,135.4718,481.461,902.2693,332.8806,2561282
Stock_Market,1542.4577,1659.6537,1363.3888,1083.9601,4902951
Stock_Market,724.5939,1125.3006,785.0743,1272.9792,2404076
Stock_Market,641.4983,161.6396,1696.5301,1882.2185,3672436
Stock_Market,954.2214,77.7174,715.0316,749.7179,2800952
Stock_Market,645.6766,95.4161,273.1705,1237.9098,1093886
Stock_Market,748.6381,1996.8588,1632.3116,1778.0718,1316707
Stock_Market,1630.6457,1800.3201,1339.4064,875.8767,2799029
Stock_Market,234.0126,1714.5475,533.5427,251.7513,557744
Stock_Market,1861.8124,1877.9075,1064.2323,687.4712,1692627
Stock_Market,1039.8607,983.124,896.3097,300.7445,3840268
Stock_Market,359.8546,455.0433,2021.1942,32.8929,2553605
Stock_Market,252.1325,795.1372,1212.236,1576.4294,2844356
Stock_Market,1191.7904,1440.5513,360.443,496.4645,1134974
Stock_Market,1338.0908,1781.6859,1052.3357,9.0,642471
Stock_Market,136.9175,802.9836,1729.3199,1698.2095,2450078
Stock_Market,488.452,1160.8685,1339.7881,916.6474,3849311
Stock_Market,1641.3996,1874.1195,1723.6005,554.73,4291427
Stock_Market,114.749,162.2046,474.3683,590.0902,1140930
Stock_Market,1775.2949,1732.2429,1866.7601,438.5402,4649352
Stock_Market,1292.9943,291.1043,1541.4058,403.4634,1264724
Stock_Market,828.8202,934.177,1451.2624,1724.4405,3369173
Stock_Market,619.7881,402.3784,713.313,294.0078,4465932
Stock_Market,44.1101,1199.6576,1839.8525,1166.0476,2259906
Stock_Market,1603.039,1205.2492,1281.9205,134.6433,3650090
Stock_Market,244.3141,769.9027,1666.4344,1886.1909,1644323
Stock_Market,667.1545,1755.5908,751.5376,1218.1693,128162
Stock_Market,1073.9832,1360.3814,257.4767,1845.0944,3581963
Stock_Market,503.6469,1439.4369,655.5829,860.0326,4538904
Stock_Market,995.9969,263.6043,957.8788,1606.1678,1726874
Stock_Market,1624.259,1703.8698,1074.1648,1685.3065,2677330
Stock_Market,1001.4578,326.9893,1046.2934,1383.3611,370841
Stock_Market,1865.6024,498.8707,1183.2359,224.5588,127193
Stock_Market,1751.6472,302.0583,1712.7166,80.4785,4125004
Stock_Market,602.6919,896.5188,439.4762,379.2856,319629
Stock_Market,831.8241,1792.0187,684.9332,254.2562,3864381
Stock_Market,911.1798,506.925,1784.7612,1463.7581,4332597
Stock_Market,1094.7459,734.6063,1133.8995,1106.0653,26294
Stock_Market,579.3149,1664.2925,1148.5995,1048.0926,3663701
Stock_Market,1934.1599,1180.8887,1011.2558,545.1143,3100843
Stock_Market,1224.1412,1577.2422,1183.9485,326.5482,4904313
Stock_Market,872.9293,442.6707,399.4602,400.4101,3154983
Stock_Market,1263.177,1418.2047,1049.6636,847.6154,3780445
Stock_Market,749.7125,535.4275,2050.0,1454.7812,937402
Stock_Market,1640.5625,2000.0,1129.5681,520.2571,706443
Stock_Market,1184.7512,1233.4308,71.5857,1347.1918,2646295
Stock_Market,115.755,1384.4387,1647.439,947.5753,2132910
Stock_Market,363.1122,249.8073,869.0748,1768.2444,4444720
Stock_Market,1722.2146,534.7134,353.671,443.9135,4073839
Stock_Market,1050.2948,354.2389,1787.064,895.2995,630382
Stock_Market,1924.5008,788.9082,407.4496,249.1673,4007249
Stock_Market,182.193,536.2928,1834.4917,669.6588,2889967
Stock_Market,570.0138,1438.5308,925.4609,1051.4066,2158264
Stock_Market,376.6555,273.1926,1554.5767,1433.2122,3811925
Stock_Market,1070.4227,1531.3153,1101.5922,424.1836,3073542
Stock_Market,806.309,94.0708,518.5711,402.4034,3590643
Stock_Market,308.4129,402.516,1424.3141,1253.3923,4793120
Stock_Market,1283.134,1579.1303,1948.1286,791.9759,3042473
Stock_Market,1102.2785,1537.4393,1569.0205,966.9471,3327603
Stock_Market,569.7387,926.4886,1238.59,1706.992,3246082
Stock_Market,987.1636,61.1718,2050.0,1026.6931,3880981
Stock_Market,1500.9778,1295.9975,563.2343,1292.6139,2616100
Stock_Market,426.3359,820.3781,146.1226,1364.87,4208673
Stock_Market,600.3504,636.7337,137.476,1622.3034,1110004
Stock_Market,716.7869,1311.1227,1443.0949,1266.6657,2758556
Stock_Market,1515.9456,839.5043,1664.8922,143.5021,66123
Stock_Market,1646.6326,223.7877,1347.3067,692.1668,994328
Stock_Market,735.2448,1817.5089,1865.6763,1981.7892,878346
Stock_Market,592.1819,1604.003,1409.8299,393.6388,139333
Stock_Market,1797.9814,61.15,752.065,1189.0408,1329784
Stock_Market,2000.0,1072.8136,327.7906,1714.4517,3346858
Stock_Market,1311.6375,166.7183,1905.7334,1190.8087,1849698
Stock_Market,2000.0,1648.162,161.7122,763.8802,1480381
Stock_Market,1300.6888,1260.5973,1145.5231,164.335,3509739
Stock_Market,1524.1325,347.2706,629.2622,692.0713,15559
Stock_Market,859.5367,69.8226,506.8102,325.7285,1980772
Stock_Market,802.0345,123.2215,1372.2708,1889.1686,3142148
Stock_Market,283.8419,1051.1588,573.7842,1412.4501,1884437
Stock_Market,1553.7328,1428.4045,1897.2275,1563.6785,493461
Stock_Market,1795.552,228.911,826.6844,924.551,3425844
Stock_Market,1185.8664,468.6351,1352.6749,203.8236,4236834
Stock_Market,718.696,692.8436,1505.3045,556.5611,3138731
Stock_Market,333.8844,428.4127,1429.1798,522.1003,2828585
Stock_Market,569.5504,796.6343,1853.2177,985.1173,1697161
Stock_Market,542.4618,1131.259,518.0408,902.7146,4393554
Stock_Market,1250.2261,1386.1939,247.318,958.7914,3765372
Stock_Market,1895.0765,1880.9905,71.7547,1068.0692,3508211
Stock_Market,100.852,1806.0606,1812.7993,1957.6051,3126723
Stock_Market,52.6144,1054.635,1917.8496,577.8441,1432483
Stock_Market,1204.8507,1475.1599,593.941,1267.6843,1119127
Stock_Market,596.1824,1847.9409,1454.1389,436.6143,1316560
Stock_Market,1669.5458,261.1508,26.2724,969.2811,2541432
Stock_Market,614.4604,47.247,329.0836,411.2813,924426
Stock_Market,625.5908,22.2632,1458.9561,1060.6074,3564863
Stock_Market,519.7224,1176.2434,122.2458,529.2851,4909200
Stock_Market,242.7219,1573.3109,1000.4767,56.0162,3565222
Stock_Market,1192.7691,788.9844,1382.5873,1634.5543,3030518
Stock_Market,344.7982,1062.8647,1538.5631,265.9988,461650
Stock_Market,838.8198,1066.0679,971.2358,686.4097,3366275
Stock_Market,987.397,247.7736,1308.779,943.4026,2063904
Stock_Market,104.0091,712.4808,1117.8762,890.7332,156846
Stock_Market,35.9706,10.0,97.6032,1479.8394,708744
Stock_Market,1073.9738,221.6425,1480.3304,1179.7777,3052908
Stock_Market,1306.0087,1592.0063,344.5362,613.7898,4810177
Stock_Market,1928.3792,1734.725,56.913,122.2628,4282724
Stock_Market,323.2012,1625.4173,965.1286,1531.3529,276196
Stock_Market,157.6898,1491.8408,1708.6221,727.5442,1001015
Stock_Market,42.6014,1607.6515,377.6972,1739.2442,4849763
Stock_Market,803.5932,1360.1912,98.4737,793.6213,4426528
Stock_Market,1293.0602,1308.6095,208.2047,1370.5615,3553213
Stock_Market,1707.8207,1320.2789,809.0488,1872.8256,1511369
Stock_Market,1337.9821,1035.7915,1152.5229,1358.7908,2168067
Stock_Market,458.663,707.2473,449.7315,817.4974,3416533
Stock_Market,905.2428,1429.9283,1612.5645,1188.4855,4390923
Stock_Market,1834.4705,596.1196,1588.8904,1076.2236,4529951
Stock_Market,641.0188,1066.2905,1370.9161,1127.3675,620694
Stock_Market,997.6989,874.3604,1048.6188,327.014,1765550
Stock_Market,1881.3988,542.8521,807.6167,1414.6681,1291151
Stock_Market,1441.8282,1922.3756,716.2381,389.1669,3883298
Stock_Market,1519.6584,487.9963,1107.9601,9.0,2970514
Stock_Market,540.1949,625.7358,209.2766,1263.97,3815619
Stock_Market,818.7671,366.9134,1320.3851,256.7623,1988450
Stock_Market,113.1444,1673.6361,707.085,1581.0686,911966
Stock_Market,1315.3421,1116.5419,510.8421,1749.852,2492200
Stock_Market,217.8836,1264.1662,607.2902,1873.8048,4860849
Stock_Market,1685.8833,1668.5408,382.3613,1286.1083,1184140
Stock_Market,1580.7611,727.7236,1887.0599,980.0494,2287462
Stock_Market,1120.2404,438.4583,319.1761,723.5022,3343624
Stock_Market,345.3626,375.8661,1813.1017,1009.0571,4196380
Stock_Market,10.0,1455.9813,1142.8768,375.5432,3784884
Stock_Market,1591.3753,1303.3496,1785.1002,712.0156,4917274
Stock_Market,1197.0982,489.5098,1017.9331,1373.4763,4981633
Stock_Market,1519.8102,295.6319,1934.2605,399.9204,1732471
Stock_Market,672.032,274.1716,450.535,570.5966,1672207
Stock_Market,966.1297,1286.8052,1181.9507,1504.309,1899713
Stock_Market,1467.9001,80.1904,311.1086,381.0817,160270
Stock_Market,894.9598,60.1977,995.6602,473.5662,4713159
Stock_Market,1221.5473,736.9617,1220.2362,15.0345,4028555
Stock_Market,1644.1332,1366.8412,1272.3595,1422.199,3512672
Stock_Market,442.6342,1517.8431,793.7897,1245.5973,1238488
Stock_Market,161.1449,815.8422,175.6619,1415.2942,3794492
Stock_Market,1041.8893,1387.2376,1335.4432,424.7603,3444148
Stock_Market,153.3634,1139.06,1041.7994,1308.2109,1520346
Stock_Market,1516.6667,1922.2637,320.1236,1209.3332,2160065
Stock_Market,1375.9286,224.7652,1931.0988,746.7275,2025108
Stock_Market,1781.7569,1104.1166,1951.6246,897.5548,4531056
Stock_Market,1282.3364,955.9554,1747.2746,1170.9102,3684364
Stock_Market,100.0547,326.8232,1714.8159,1019.5629,1882686
Stock_Market,579.2591,1543.7602,262.5223,1337.7221,3785385
Stock_Market,1587.2795,568.9331,2050.0,369.5542,2098470
Stock_Market,366.8357,684.6758,873.1051,1065.6938,4483459
Stock_Market,1385.5467,692.4179,299.8512,944.5973,4476235
Stock_Market,1624.1504,545.3245,1652.0285,960.6666,2472582
Stock_Market,657.4665,874.7913,459.9892,931.9439,4042320
Stock_Market,584.7218,1009.0168,1058.667,1803.5291,4127660
Stock_Market,1152.2654,1535.5378,347.1467,1637.7544,1979596
Stock_Market,1785.2337,1486.6957,994.6162,1310.0215,886464
Stock_Market,438.5544,360.6287,1162.0159,1500.6275,365449
Stock_Market,1910.1234,1212.0183,900.6753,198.9094,3245056
Stock_Market,1207.3976,1715.3571,186.9265,1489.0396,2771050
Stock_Market,1969.0996,172.2786,1088.6903,1030.744,1573780
Stock_Market,221.7936,1048.1182,969.9462,673.9614,4994393
Stock_Market,230.0172,1466.2826,534.178,324.2104,2179271
Stock_Market,1656.3105,1243.2463,1886.3714,175.2231,284635
Stock_Market,1741.107,202.5776,849.1566,135.9208,1178377
Stock_Market,905.2621,806.5584,1772.6793,275.7486,4914139
Stock_Market,1400.1405,1014.4516,208.7661,67.72,4475988
Stock_Market,1818.4113,2000.0,624.3385,1438.0712,2300739
Stock_Market,146.0617,402.8016,368.8484,473.4694,4466359
Stock_Market,1191.5798,1969.7167,846.4668,684.3003,3055910
Stock_Market,1765.4684,722.54,226.5958,1621.9933,4950073
Stock_Market,805.065,386.0,969.1557,229.7925,4520448
Stock_Market,596.966,771.3555,748.8483,1675.8105,594593
Stock_Market,1550.1127,1218.54,495.855,1278.6335,1052055
Stock_Market,650.2187,364.5561,1351.4221,730.0695,2632552
Stock_Market,10.0,598.6739,1954.129,207.3759,1421295
Stock_Market,1898.5309,1722.3283,441.4325,113.5025,4913276
Stock_Market,1199.329,2000.0,1426.9585,696.4407,508607
Stock_Market,1677.2188,594.6042,1551.2211,285.8631,572097
Stock_Market,1687.627,260.3677,1012.5666,537.9919,2358614
Stock_Market,95.5307,1649.093,1815.1416,85.8584,2130357
Stock_Market,377.4391,1150.4313,2034.5559,1226.7976,2581473
Stock_Market,674.6557,291.4367,694.6273,280.8731,3874692
Stock_Market,638.073,1857.3041,1408.2462,1476.7748,1216746
Stock_Market,1368.6548,128.8256,1427.8229,508.7972,822258
Stock_Market,1284.8914,1288.0031,824.349,1621.2508,2748641
Stock_Market,943.9029,875.5009,729.0899,384.5105,2738998
Stock_Market,517.6459,1183.0148,1878.5938,1344.6679,764001
Stock_Market,741.6643,359.0223,1662.1212,661.1352,1807231
Stock_Market,1129.8573,1400.5784,244.1931,1166.2177,4291624
Stock_Market,977.9555,1918.0124,180.8626,143.9198,2860319
Stock_Market,214.5965,879.4137,1866.242,923.0463,3065582
Stock_Market,1309.6493,1125.5696,168.9562,366.2676,212945
Stock_Market,191.5479,496.5921,1446.163,992.187,2240336
Stock_Market,713.4698,1782.3159,453.1219,241.774,1128873
Stock_Market,1426.9231,1960.7065,70.6338,913.6735,3017032
Stock_Market,89.3552,1505.9423,153.7327,219.0063,73353
Stock_Market,1186.344,1040.4247,791.8994,379.8139,1206976
Stock_Market,659.8932,1900.7874,164.538,1173.1744,3288951
Stock_Market,89.0413,328.7544,1214.7879,1958.7729,2256888
Stock_Market,440.8225,1012.9273,1368.7229,903.5411,1249515
Stock_Market,1892.0838,1044.6155,759.2904,1399.2859,2640202
Stock_Market,1020.8601,944.6047,1476.9443,1123.8873,382416
Stock_Market,1948.0812,1626.7692,993.5952,955.1037,4390102
Stock_Market,1069.4117,1338.693,909.9763,136.6722,2840970
Stock_Market,1150.7211,185.5836,834.1646,271.3471,977555
Stock_Market,783.9109,662.8868,868.9445,1713.1451,1925238
Stock_Market,592.789,677.5286,1933.2948,821.5273,4310223
Stock_Market,543.4076,1129.4708,1394.1978,1246.2101,2228883
Stock_Market,700.3526,593.5786,662.3269,1077.5609,3336756
Stock_Market,945.6367,191.6181,1465.9729,745.7626,1939734
Stock_Market,371.1579,1305.6141,676.0226,739.1711,4927388
Stock_Market,442.7814,1741.2572,221.8275,1086.5488,4719839
Stock_Market,529.2803,1748.9723,974.481,214.7598,4084994
Stock_Market,923.8941,1934.1919,1612.4889,730.8573,1619859
Stock_Market,1295.5907,1498.2761,787.4321,852.8973,1249925
Stock_Market,1737.3093,286.725,1718.5871,1995.0,3732985
Stock_Market,556.6618,1647.8021,812.8936,740.5289,1360934
Stock_Market,395.42,811.2567,777.1936,1373.7167,2263543
Stock_Market,791.9169,1527.2636,1989.9481,291.453,2563210
Stock_Market,1803.0177,1028.2409,951.5868,119.8261,3346341
Stock_Market,66.1212,1625.7155,1663.1919,1740.358,419086
Stock_Market,1339.7966,838.0563,1648.6213,1453.5178,2765978
Stock_Market,987.1156,145.6532,1949.2092,614.4617,1361754
Stock_Market,339.7691,1077.5211,175.8159,1023.7992,3442033
Stock_Market,616.6054,335.7358,596.9676,286.268,1511067
