Application,Reach,Impressions,Clicks,CPC_USD,ROI_pct
Marketing,3639919,5032373,4523096,4.2726,54.9604
Marketing,6421926,3055324,4778300,42.4246,687.5692
Marketing,9527506,9472160,2197130,41.7397,494.3368
Marketing,7133596,18741478,4402872,46.7495,528.2775
Marketing,4133198,12398404,4692294,1.664,675.4018
Marketing,5487292,19529034,4384198,45.7476,526.5496
Marketing,7135204,13455430,3935117,8.2201,-74.8623
Marketing,9045357,3942145,112682,40.6543,36.5525
Marketing,795695,9054,5903,41.4025,519.0988
Marketing,8404439,11122557,595831,36.8646,337.344
Marketing,407272,7376216,4975354,47.1489,265.7513
Marketing,3096716,3016614,665594,21.0477,-79.0763
Marketing,6045233,17796935,2510113,34.053,789.0311
Marketing,3683017,18431698,2143072,32.8452,-68.9131
Marketing,2527716,9748059,1096722,47.1251,322.0175
Marketing,4321673,5344185,3455240,8.3346,129.6612
Marketing,1275018,9302434,4041335,8.0318,7.2935
Marketing,9732132,3259065,2564254,30.5179,526.3671
Marketing,9344747,6208832,4919099,37.2406,488.8254
Marketing,3260855,14192165,1409630,18.9521,949.7074
Marketing,8219583,9243778,617830,21.5753,78.0631
Marketing,7391715,12081811,1943277,46.0913,812.8116
Marketing,5282439,13055833,4477905,35.3706,765.945
Marketing,5595033,11750846,2811258,5.8241,426.0859
Marketing,3028993,1063880,3521526,26.8079,-11.2676
Marketing,385311,3222543,677732,5.1216,-40.7094
Marketing,7825766,2811273,984164,34.2023,884.5856
Marketing,9464534,2691515,3218609,35.6236,427.9214
Marketing,5683324,13396870,4267564,37.0032,190.5801
Marketing,2996062,6029156,4589619,44.1718,365.9074
Marketing,3563291,14070612,4455897,7.8151,713.7585
Marketing,8548002,2406579,124440,30.3615,794.2374
Marketing,8262065,8688067,625991,41.8418,274.5916
Marketing,7251010,1758148,4919394,17.1343,-24.9688
Marketing,9545817,3432561,485134,40.2456,590.406
Marketing,3667830,3903023,4715975,24.9726,481.2091
Marketing,3300904,3319132,1257040,36.9413,17.2294
Marketing,8639671,13794271,1201201,8.2472,804.9136
Marketing,7774285,7079785,1968915,47.4366,720.4157
Marketing,2500227,6831199,2475625,47.4014,734.3786
Marketing,8896363,5405778,3859632,25.7091,212.7868
Marketing,4132735,3746319,3278567,38.4963,365.8277
Marketing,3976328,5415413,2029530,43.3788,265.7731
Marketing,7718404,15636723,2704651,38.8779,683.9442
Marketing,9654941,13545582,2449540,46.8234,665.7328
Marketing,3603706,2532403,3860622,25.3305,201.8132
Marketing,6118747,5890472,4090562,47.4459,427.9579
Marketing,6191415,16341366,1332038,36.6013,-15.0093
Marketing,5536089,16869812,2479053,8.4784,895.3819
Marketing,9148157,11156943,4976986,16.6472,838.6158
Marketing,230465,10591340,768910,4.3228,720.5532
Marketing,1018705,6898853,2783949,42.7064,784.661
Marketing,2134466,201950,3536733,43.9926,533.1958
Marketing,3256464,4890146,4179133,8.0679,872.8575
Marketing,8131498,5759327,1993727,36.2204,318.6075
Marketing,6040589,1314015,971745,35.7817,598.1435
Marketing,1607462,18906537,3566105,48.2519,46.8291
Marketing,3038771,18515976,2355276,43.0705,989.872
Marketing,77677,3543484,4261749,32.2813,234.5624
Marketing,7454576,11794341,1957041,38.2144,997.5945
Marketing,1274744,5555841,4242786,6.9881,685.0036
Marketing,9694371,18262591,1370947,22.356,447.4722
Marketing,8905843,14779942,647621,31.0281,513.3571
Marketing,3632062,4122508,377849,5.7943,233.5596
Marketing,8465111,16667293,642211,30.495,513.908
Marketing,6449124,7005837,1004550,24.0637,206.0068
Marketing,2361652,10427594,3948932,15.911,838.0053
Marketing,2632274,18086623,2790625,41.8089,589.123
Marketing,48272,1654853,1060576,18.6803,169.743
Marketing,1306761,3054910,1546507,40.8755,47.2481
Marketing,8253340,15848377,2753112,4.4304,-32.3215
Marketing,5139346,9614657,952430,21.3607,189.9339
Marketing,895802,1798244,1332908,34.0464,681.8092
Marketing,4510812,13408249,3844716,3.2331,241.1618
Marketing,319327,15779101,14499,8.3446,592.9351
Marketing,6001793,7628888,4618150,18.9849,860.324
Marketing,5018664,8147834,4876522,2.494,930.9213
Marketing,6792241,11678256,4390166,3.4154,755.0338
Marketing,7427427,15977074,3428143,29.4238,664.6274
Marketing,4545892,35945,3526935,4.7167,692.277
Marketing,7634102,15498335,74998,1.3046,43.0421
Marketing,1668115,1968577,2783741,30.4151,710.1158
Marketing,7446504,12668240,3703941,24.3353,351.3985
Marketing,6461912,3193268,4839174,11.0778,178.6161
Marketing,5325366,12201858,1522867,32.4866,-52.117
Marketing,8293268,14708666,1940027,32.1795,379.8144
Marketing,9763343,17730745,4232922,29.3707,42.654
Marketing,6089114,19366266,3835515,1.9379,567.1808
Marketing,741172,5469670,3601346,22.5614,121.4442
Marketing,3880678,14754448,692465,12.542,308.3508
Marketing,1302888,6788704,1858125,11.9551,737.5038
Marketing,8398983,12994169,1692153,24.4689,763.7711
Marketing,2798400,15380483,4497006,21.3829,-0.8261
Marketing,5383087,13161157,861405,42.1549,766.7847
Marketing,6819051,16822098,982539,45.3775,793.7633
Marketing,9249302,15761107,3100089,1.7216,357.9086
Marketing,3391200,16387440,2333513,37.0747,514.1696
Marketing,1786694,3288042,695721,30.3764,934.103
Marketing,7416155,7361114,2928193,26.6078,690.1239
Marketing,7837713,7536919,1300012,30.6503,443.6363
Marketing,6817046,6183925,4644505,39.7916,916.1969
Marketing,4620687,856809,3768040,5.8542,447.952
Marketing,5593043,2079818,1827310,16.3247,945.8427
Marketing,9395232,11286504,1693391,6.2792,117.199
Marketing,1834498,15661632,4264079,30.0404,-16.7304
Marketing,8258256,3514436,317227,17.4981,938.4753
Marketing,8971121,4676654,2041743,42.6577,664.3095
Marketing,1592144,8145871,780797,7.0061,564.294
Marketing,8588013,16120691,1855026,45.7409,894.4891
Marketing,9637150,2323216,689704,45.0695,134.5381
Marketing,3659131,14944118,1652433,41.438,-84.2253
Marketing,7763362,10454253,2490492,6.985,267.7901
Marketing,4527648,18273093,4821158,34.328,240.3908
Marketing,7738675,12056318,2462807,14.0008,469.5102
Marketing,4791734,14682983,2835686,15.2942,394.599
Marketing,6398498,3324441,2907983,43.9327,-61.9788
Marketing,8441379,6028253,679142,43.1538,690.626
Marketing,7226495,3785927,1753176,21.7133,408.97
Marketing,4888681,1988455,1450274,9.7098,834.2791
Marketing,4928141,8967698,4297721,14.9282,933.4776
Marketing,7084074,1871289,1728744,27.5666,-54.8372
Marketing,3963818,17620026,2486273,48.2159,861.4147
Marketing,1338874,9137528,1952940,44.3846,272.0172
Marketing,9237170,644478,2487816,34.7103,228.5266
Marketing,4606263,19099273,461686,7.1106,852.5575
Marketing,3019135,12571195,4886106,35.1792,363.9794
Marketing,6880724,17903451,2991148,37.4799,721.8482
Marketing,9310546,15617841,716767,17.1594,801.6355
Marketing,1072164,17262945,4007999,33.5663,416.9863
Marketing,1813098,7888724,114573,22.4069,-12.9085
Marketing,3769563,3798328,417546,34.1265,1.8097
Marketing,6689721,3478890,4532459,23.9887,912.8942
Marketing,4032212,3513274,2859339,44.6856,917.6583
Marketing,1803688,5617384,2178864,42.3256,162.6173
Marketing,8392305,9787666,1595013,30.1689,49.8891
Marketing,3335342,10838486,2256860,38.0889,1000.0
Marketing,6649101,1306600,3984436,39.7386,715.156
Marketing,8472990,12562395,1092331,29.7355,733.3331
Marketing,9565412,3014738,2260092,29.6764,214.4291
Marketing,8711456,4139219,1757938,28.4591,-83.6983
Marketing,1369439,10119764,4683481,5.1653,275.9713
Marketing,8699275,1756719,3920219,40.4004,99.9937
Marketing,2826034,7395851,2540744,46.7615,821.6206
Marketing,3932084,5520306,4771052,30.6398,278.3609
Marketing,8969810,13213112,3654059,42.0796,865.3231
Marketing,4983214,18606923,2655168,0.6134,808.6486
Marketing,8161187,12177302,2649866,27.108,638.8705
Marketing,8795533,15656557,3897769,15.876,523.5806
Marketing,6995985,17415270,4932903,1.0529,826.1416
Marketing,9047805,8609905,3867697,26.4248,913.9114
Marketing,9821033,12984392,33474,16.7367,944.9074
Marketing,259155,16832820,3460468,35.819,712.1082
Marketing,9810933,16527128,3637502,47.8991,637.2486
Marketing,7406195,16135591,788244,23.3708,254.7489
Marketing,76963,16796438,273254,47.4987,557.6761
Marketing,6892867,8740987,4190893,2.9058,840.495
Marketing,3307651,5197968,2659978,44.5528,543.2001
Marketing,9478007,9254384,67099,8.1896,496.096
Marketing,1966919,17269069,4121428,21.4702,777.6487
Marketing,1798049,360225,4903340,26.5486,596.699
Marketing,1599535,8023297,570294,47.8219,336.0024
Marketing,4320376,14980749,3430063,44.6522,341.7227
Marketing,5717181,16483860,2516524,19.5671,291.372
Marketing,3723108,13921900,795082,25.5488,201.2054
Marketing,605127,10956543,4013592,41.2201,207.5111
Marketing,3596026,5330095,2769184,33.6986,252.8388
Marketing,8065060,14374679,3922230,40.3551,615.3443
Marketing,6547017,15444455,5133,36.3561,951.1688
Marketing,3013516,11468117,335147,11.0463,845.7398
Marketing,3761732,12029565,1925871,50.0,724.5967
Marketing,3486848,5855685,1118110,28.1531,557.7042
Marketing,2989768,15176085,478506,28.9957,687.2865
Marketing,7579788,5270252,4990148,30.8644,4.9897
Marketing,5775626,115384,3169837,2.5991,248.3264
Marketing,7555356,16221226,620469,48.5937,384.9219
Marketing,974517,18437758,2856357,32.8732,232.3522
Marketing,9238247,19007854,4102844,11.402,590.8652
Marketing,1647456,11043084,2047535,37.917,76.1669
Marketing,468150,7737448,1636515,3.7363,317.7931
Marketing,8196687,18583678,4319169,12.4232,919.3384
Marketing,9805040,7889161,4775011,13.7584,518.0102
Marketing,3281586,14552443,2948724,0.2351,699.7323
Marketing,7567870,13928796,4444958,46.2332,339.9373
Marketing,9491085,7822470,3621782,28.2759,812.2701
Marketing,1951908,13115600,2750881,14.845,273.9435
Marketing,2229873,3103877,1356779,22.8538,114.3424
Marketing,6600805,13449040,4773971,29.3729,358.1594
Marketing,3895240,2061506,4569420,42.8281,144.958
Marketing,3678857,6393970,4160846,44.3706,646.5219
Marketing,4205515,18917302,480467,0.9871,14.5446
Marketing,9094270,8332628,361591,24.9623,689.536
Marketing,1710301,10433084,3727292,39.9616,898.9332
Marketing,4854916,11487730,2218719,24.9613,871.6517
Marketing,9480105,19187745,1174141,38.1752,704.0477
Marketing,9430849,19776525,1775963,0.6447,307.7318
Marketing,1298542,5014166,2836491,31.6975,924.7836
Marketing,9215871,10514459,4240304,4.6167,783.1369
Marketing,4072514,6918817,1717957,45.3992,940.0752
Marketing,9407296,3803505,2712755,48.0925,537.7051
Marketing,9071275,15552126,295329,42.9203,777.7899
Marketing,2087689,17010462,410714,32.6398,91.7018
Marketing,1981818,12546016,4058760,5.452,329.2204
Marketing,4317136,2112023,4698939,44.2029,646.6566
Marketing,5059502,3811127,4560830,34.2153,-9.648
Marketing,8884145,3716670,4809226,18.8992,62.113
Marketing,9099126,2468331,3078211,28.6294,950.4805
Marketing,7233067,5266526,2392531,40.8689,305.089
Marketing,8834001,4384153,1250298,16.8393,211.2473
Marketing,3007,2879018,505122,44.1924,449.7561
Marketing,6322410,17365573,4285227,37.9878,30.4853
Marketing,5801660,30212,1796352,46.1529,140.426
Marketing,875786,5009318,3572086,8.6029,40.1807
Marketing,8384032,19081715,2369661,15.4094,-48.8398
Marketing,2862756,2012519,1143620,39.859,310.6402
Marketing,9750383,2607647,2082294,7.2048,440.922
Marketing,8757831,8140361,4658253,43.9232,-74.7684
Marketing,1244880,17117365,119308,19.272,95.8579
Marketing,4278510,1094105,2725940,21.6464,670.9689
Marketing,6903250,2785236,456612,45.0267,476.1496
Marketing,3724527,15600090,443227,35.7766,157.6538
Marketing,495731,17293663,1462722,27.4961,320.1741
Marketing,9020642,11564,2773388,5.0197,4.9921
Marketing,7566997,17369343,670972,11.9492,893.4004
Marketing,3859912,2353656,1348590,24.282,876.1205
Marketing,2481675,10909713,1761130,29.7129,490.531
Marketing,849645,6041529,2042691,42.2764,832.5349
Marketing,5228266,18629630,2855652,38.0882,419.4612
Marketing,1364877,16391868,4329341,40.9948,794.3448
Marketing,5695658,16765239,2341537,6.0633,526.5347
Marketing,3452908,542922,2943258,39.9601,273.9813
Marketing,3468208,16704773,4273550,11.8635,348.3366
Marketing,3069539,1614430,1077673,40.3899,-58.0079
Marketing,3677320,3128682,3196581,27.689,117.7667
Marketing,8614897,17168490,2258429,36.1002,300.2062
Marketing,818488,3797680,192495,39.1921,364.2112
Marketing,1310700,374559,3707883,32.1349,-23.2061
Marketing,931399,1128483,4531553,49.56,378.9287
Marketing,7397892,12832228,3907423,45.7211,827.9216
Marketing,6104367,257269,1244544,18.7115,34.6862
Marketing,1617921,3928259,4760760,31.0248,182.2029
Marketing,9911114,7741192,2482714,43.2149,785.4857
Marketing,5334718,3319582,2729712,13.5705,748.3809
Marketing,5360459,11143149,4224635,27.314,284.93
Marketing,2989673,2331694,636936,31.8211,665.2112
Marketing,9924719,11060957,4837822,0.8638,459.8414
Marketing,2020429,18874439,1527629,38.9806,308.8649
Marketing,4788959,10434443,3686934,49.2563,-53.4342
Marketing,3641243,17658106,2761079,9.1086,371.2056
Marketing,7449804,13363003,3206664,1.8862,375.8379
Marketing,9485035,17870230,4998739,4.0085,-1.383
Marketing,5694393,10178766,1439352,29.283,46.7966
Marketing,6626592,7796814,464004,14.087,376.0951
Marketing,2103560,8465181,3930057,25.2185,-79.9031
Marketing,4032985,12877996,4003163,22.0046,922.2757
Marketing,6599841,19356953,1169911,50.0,707.3502
Marketing,4151476,10998831,1124766,30.2978,983.4125
Marketing,9438338,1427080,4403720,37.7936,135.8384
Marketing,3990776,4201026,1515528,14.8618,200.9807
Marketing,7509390,19543169,242925,47.9934,145.0509
Marketing,2458154,6150936,2220780,40.3042,827.5915
Marketing,6847463,16283690,1577977,3.7461,244.3309
Marketing,9842520,13956294,1241599,49.1226,-33.0997
Marketing,4294227,6310677,1934959,15.4868,290.1502
Marketing,8855421,2598990,154044,8.3708,364.8538
Marketing,9571478,3427963,3342467,12.8114,262.2765
Marketing,5561836,15656861,269776,31.8957,825.7401
Marketing,7027775,10503457,2771904,26.4814,952.6004
Marketing,4256280,5447601,3183970,43.6931,507.2416
Marketing,5235347,12108761,2882933,4.3564,558.6474
Marketing,8079103,13144379,1725216,27.5661,174.0594
Marketing,2404283,18293123,1580171,43.1545,862.6434
Marketing,9609424,9966939,1835529,39.7948,157.8358
Marketing,9296557,7982720,4333716,16.2887,68.9591
Marketing,4776569,1683717,1747925,34.6406,717.9158
Marketing,5042781,3815261,3253636,18.9,764.2311
Marketing,1865607,3898188,4964546,38.8839,678.8373
Marketing,6707236,5362336,1616447,4.8867,686.4247
Marketing,3883649,2112397,1984582,14.7231,805.6214
Marketing,4783234,7860489,3894205,41.4622,899.7999
Marketing,5254517,6634281,3759295,11.7388,-66.2265
Marketing,6178349,12312477,3880508,8.2039,634.0005
Marketing,1966286,17496960,3377516,18.683,187.585
Marketing,1083321,1941021,3478671,34.9848,571.4646
Marketing,6702875,12770518,3368150,2.8447,858.1816
Marketing,6556,3761019,1781041,17.6824,710.9443
Marketing,504736,5065869,2326366,39.2805,123.4147
Marketing,2391739,5090870,77700,49.0621,497.9347
Marketing,1461106,13768395,1969087,11.6836,79.0214
Marketing,2636147,5451031,2308511,33.283,184.3384
Marketing,5187684,5111756,1607723,28.2649,341.3437
Marketing,5125952,18710807,1861832,4.4958,570.5248
Marketing,323313,10417678,4798214,33.5297,473.9436
Marketing,392253,1707740,4798435,31.6629,256.7393
Marketing,6162453,11300412,1985484,2.9728,822.5865
Marketing,5508233,8561569,1707386,43.2637,742.2907
Marketing,2980794,9513106,4680895,19.9492,325.3484
Marketing,6439511,9877671,2723017,3.9781,481.9571
Marketing,3546389,16896654,837142,28.9714,107.2679
Marketing,5387422,14699745,1583241,38.3041,859.0484
Marketing,940433,3224888,2129154,6.1187,419.1683
Marketing,9715404,6541243,2079602,18.4724,720.5804
Marketing,5006204,13610254,3142472,12.5827,215.5099
Marketing,332841,2479312,2914354,48.4177,729.058
Marketing,5754614,6237731,4661896,31.4825,41.8914
Marketing,4854968,15530907,621256,40.2159,133.2785
Marketing,5180771,19122107,1301615,17.0478,264.5979
Marketing,1530271,11267333,1404428,42.451,866.5581
Marketing,7808272,13672577,2325626,16.238,927.7044
Marketing,1753587,3651475,3888053,13.3544,510.0855
Marketing,6641572,2525945,3734804,10.1226,675.8222
Marketing,8633960,9199864,1197671,12.746,114.425
Marketing,3356526,3376679,2278744,26.9985,725.6829
Marketing,641242,9747895,2742433,4.7079,759.5787
Marketing,7190998,8156847,2596382,3.1217,735.2919
Marketing,2489397,1142380,4723911,15.0348,316.5889
Marketing,2424993,13161933,2198373,12.8482,261.8601
Marketing,1963933,19622746,482005,36.8235,560.274
Marketing,6572020,9684500,4274150,3.7718,597.0484
Marketing,5459221,1153678,4000343,24.0244,504.295
Marketing,8109946,6170,2829730,48.1789,-44.0402
Marketing,3177717,14591815,1884531,15.2143,535.1434
Marketing,3465852,2081728,4614905,22.2276,236.6026
Marketing,3190440,4940839,7864,30.5695,177.6995
Marketing,8092221,15699119,2290295,22.8129,1000.0
Marketing,5755179,7611094,2585861,17.3828,984.8844
Marketing,728395,17165524,166364,37.9552,-84.9765
Marketing,7475628,14926500,2342212,13.9298,722.8899
Marketing,5887679,7469455,4710537,20.576,707.0122
Marketing,2972887,3913125,2017483,21.2918,252.7332
Marketing,1069285,3961457,144340,32.3141,603.9807
Marketing,7513350,13698675,3306727,32.718,410.1696
Marketing,2075344,15765542,3973384,48.9113,107.6551
Marketing,1987592,7756182,2576191,46.1441,420.373
Marketing,7672725,13221708,3152106,21.5147,218.8913
Marketing,3583170,12254558,850215,8.4767,70.7177
Marketing,3986141,17930603,697099,11.1783,1000.0
Marketing,1367879,15129702,4576461,30.6245,371.5726
Marketing,4042639,3096879,2681131,2.8555,26.1242
Marketing,3652425,13827748,2270569,15.21,646.0648
Marketing,5404817,18550360,2147036,26.164,83.3702
Marketing,4951236,2364734,1636428,15.4828,359.6748
Marketing,5179459,11594556,2655568,3.4498,737.9566
Marketing,7205693,6675400,2805980,3.0946,216.0925
Marketing,3216637,19917460,91603,4.0902,853.4108
Marketing,2220041,6867377,481440,14.1994,212.0825
Marketing,7721122,12792994,4651730,9.3973,103.244
Marketing,5975512,9567101,2337151,14.3741,311.6762
Marketing,5212743,11051519,4516694,26.7268,13.6756
Marketing,9295201,5083636,4368556,39.4339,797.2159
Marketing,7369152,14040522,4960778,39.3533,715.4852
Marketing,4200676,11552344,3359288,11.0218,578.771
Marketing,190919,8184732,273932,37.3092,-51.1804
Marketing,1958281,17424309,2218273,39.4489,-100.0
Marketing,8927768,13888711,4460603,5.2657,1000.0
Marketing,5792719,11986995,1349200,30.1792,885.4591
Marketing,5912610,11455197,2709338,21.21,339.0448
Marketing,9044644,17425577,1956070,15.5882,900.6189
Marketing,8070136,7602145,740683,3.7448,114.6664
Marketing,4834315,12486812,2188744,26.3271,818.9633
Marketing,4441844,12687062,3208371,19.4751,800.3241
Marketing,9328400,19354741,3508181,10.4665,972.9642
Marketing,9928217,8195696,1190917,29.4026,911.0589
Marketing,2262938,14199333,555231,22.3801,928.112
Marketing,575560,11194786,2421337,46.0779,223.4776
Marketing,4478681,7513342,3712888,40.2748,485.656
Marketing,7960865,4251939,4033081,36.2778,242.1253
Marketing,9060410,15344495,3710950,3.7405,451.7897
Marketing,8416286,4576176,2321388,11.6422,889.9737
Marketing,1889400,18568992,475385,38.6459,765.9912
Marketing,2771389,18475353,49833,38.3781,150.4568
Marketing,8362603,15736908,2877089,19.5833,708.243
Marketing,8909024,19151370,1423537,30.6875,576.4714
Marketing,8343724,11353646,2702863,26.6392,178.2098
Marketing,6291804,13246538,1487890,32.8738,790.6548
Marketing,5972887,870108,1636481,34.308,851.2475
Marketing,1545687,4810100,3283978,34.6315,346.7597
Marketing,2909704,10021378,1442310,40.9533,-80.9027
Marketing,8593253,14507486,1422195,8.8582,8.5329
Marketing,1035199,1080603,3445323,49.6845,774.8143
Marketing,8262788,5753664,2409075,30.3032,-96.9291
Marketing,9356362,4775155,641683,20.5155,220.715
Marketing,5155897,16324323,2860751,31.822,586.0168
Marketing,3454269,6692771,775966,22.6906,400.7323
Marketing,8973386,3096330,806973,13.0163,403.9078
Marketing,7533672,2889964,1359762,41.6042,630.8716
Marketing,6130572,14024078,2477331,4.629,40.4573
Marketing,3188256,3074318,735412,6.6526,672.0334
Marketing,6835011,5850653,4965069,13.4301,90.5547
Marketing,5887615,16247792,1321189,0.7286,286.9573
Marketing,2221509,10482255,3483347,34.5862,661.9319
Marketing,5879554,9329844,3903657,28.1859,287.915
Marketing,5043915,12101698,3702715,43.3161,78.3416
Marketing,6642284,6772764,2903769,26.588,207.5051
Marketing,6703489,12143569,4007021,3.7694,44.813
Marketing,9104411,9485876,4423256,7.7652,574.8954
Marketing,7553195,11652293,3230529,41.0446,389.1115
Marketing,3347221,1668192,1524754,30.7604,220.6069
Marketing,8622283,19323275,4648352,27.4747,-99.2272
Marketing,2597941,14800674,3031128,42.9401,198.8289
Marketing,8936892,17114677,2242056,29.4955,454.5174
Marketing,4290626,2477252,844925,13.631,752.3148
Marketing,3017932,15787507,1435430,49.6825,57.9574
Marketing,3886238,6358598,1338618,44.1921,450.7922
Marketing,112721,7722775,246717,15.5377,180.9658
Marketing,5809345,10652665,2536767,36.0065,278.5577
Marketing,5887114,3675249,45096,3.4728,929.5809
Marketing,2760471,12879478,2865906,26.1159,524.6951
Marketing,5661788,4831611,4632205,36.2787,-1.0594
Marketing,6928564,10069349,2454178,18.8418,452.3511
Marketing,2437240,2850236,4529197,37.8967,804.6825
Marketing,1647465,145752,3075094,15.5656,572.7691
Marketing,5496070,771105,2156793,23.7891,-16.2873
Marketing,3318416,1382080,4160493,25.9839,711.2047
Marketing,3036998,12441636,87370,26.9359,65.7169
Marketing,8801602,5890555,1426949,50.0,1000.0
Marketing,123070,9701711,3665151,47.8732,646.4073
Marketing,3220769,13372918,619548,35.3224,324.4415
Marketing,2815968,13292435,549538,18.7534,839.5767
Marketing,124654,9355440,1740555,35.1893,235.1472
Marketing,14329,10454872,4474743,16.835,235.6527
Marketing,8016212,7254992,1116309,38.7303,145.4525
Marketing,7984863,4292919,897079,7.8413,734.7056
Marketing,8269402,18226920,1256270,3.6136,986.6177
Marketing,5411853,1517095,4038478,15.5217,598.6178
Marketing,8110733,14892631,2237977,17.7713,149.9344
Marketing,4360440,7703101,4636314,48.2774,793.2813
Marketing,3743346,8179880,1426980,46.5325,812.8584
Marketing,4103226,13965415,4588512,24.4707,501.779
Marketing,8902745,9595560,1152077,22.935,937.7003
Marketing,1060499,11943833,4235875,33.9159,955.5169
Marketing,6192093,6558319,4714446,43.4997,307.83
Marketing,5127568,7051744,4420363,46.5587,68.2881
Marketing,7062592,2441872,4501644,15.3454,666.4088
Marketing,8009419,6520637,1000129,43.0283,318.8678
Marketing,5374960,2439003,3631786,30.3951,324.5085
Marketing,7628703,18578143,2665595,33.2614,253.1354
Marketing,7350526,418550,2387186,20.2458,613.25
Marketing,6021956,4601638,3686267,24.7162,537.2774
Marketing,5305381,7546377,136843,23.9006,570.9086
Marketing,6975724,8061740,1281900,36.4889,-57.5237
Marketing,4508514,6356179,1304205,16.0895,881.6529
Marketing,2116960,14869694,3319450,16.2803,384.0652
Marketing,5465816,9058288,2388684,37.4426,538.883
Marketing,5252371,9983580,4840302,42.8578,728.5888
Marketing,4560612,19128851,3602281,6.3504,208.8817
Marketing,61827,19002406,3263883,17.4613,206.7869
Marketing,5615637,19598713,1045468,3.9837,792.7614
Marketing,2515915,19760529,2023091,10.0733,735.9925
Marketing,9395389,18732373,1898331,13.6666,370.4619
Marketing,6339035,18494804,4749646,15.2195,45.6422
Marketing,9587062,8148763,3874915,13.0038,312.9799
Marketing,8049389,5117065,2618619,44.1087,755.1049
Marketing,497955,3679657,2983324,20.5755,-45.4302
Marketing,1754476,4887336,1741845,35.1547,619.3894
Marketing,3959396,19431269,2386902,47.9676,915.9318
Marketing,5722258,13410432,765103,12.2538,450.7059
Marketing,7912313,7395792,1646249,0.6143,570.7841
Marketing,8031103,5971938,4373691,15.5,321.5546
Marketing,534658,2846890,2080479,17.3462,104.7819
Marketing,8943671,18980453,465946,6.3787,866.2945
Marketing,3286145,12642972,3195121,7.9503,368.6439
Marketing,4833229,5438655,2101460,3.751,938.9387
Marketing,4470675,13831740,418594,1.4791,499.1533
Marketing,3610965,4517751,4903479,39.063,955.2055
Marketing,6938695,8265339,1307071,25.6511,916.2233
Marketing,531162,16828580,1041132,28.8042,616.7247
Marketing,6506290,4010734,4355916,36.2585,393.8263
Marketing,878698,17625269,4169611,41.2661,799.2543
Marketing,6407640,15830534,3780356,32.7563,627.2701
Marketing,2436093,2470308,2612999,35.4568,693.6995
Marketing,9823321,16057448,2537102,21.604,681.4124
Marketing,2854589,15143527,3531,46.9317,669.6385
Marketing,2317156,15251751,4174986,19.6193,842.5393
Marketing,8665654,13415983,69572,19.2422,946.0656
Marketing,3610478,3613412,4430201,28.5841,578.6779
Marketing,6241063,6908784,4636846,13.4735,180.236
