Application,Balance_USD,Deposits_USD,Withdrawals_USD,Interest_pct,Loans_USD
Banking,362228.1722,459437.9549,250597.4233,16.9063,1224137.722
Banking,668573.0383,35351.8143,40681.5867,19.8157,1237434.4579
Banking,934038.1154,229658.7171,79392.9194,15.6453,907413.8439
Banking,785479.762,118230.9845,204240.4071,9.6916,1072194.4517
Banking,902482.9489,214280.2351,463968.4894,11.8134,1427539.6284
Banking,921260.4928,341776.6017,321531.7527,6.0031,1801744.7321
Banking,277115.1668,214693.7816,309006.9504,4.389,1676131.9611
Banking,697032.7376,477203.9817,486230.7409,2.7683,1397869.4814
Banking,753694.2257,326347.9732,386496.9242,10.8227,1646541.5412
Banking,119675.1179,273058.3599,488240.8195,3.5405,1309058.1711
Banking,505826.7569,209641.3791,233899.9435,1.4122,1501560.666
Banking,633371.7626,167241.9858,100698.7944,3.0444,1781822.2354
Banking,311730.851,447241.2894,214804.9111,7.5608,1785001.5767
Banking,627444.5129,220046.6961,196306.5749,4.5024,1607005.105
Banking,88727.9839,305583.0788,392403.9292,5.2925,1115037.9467
Banking,607218.1035,247990.2262,144964.4491,4.7445,483699.9963
Banking,117562.1378,285095.5033,270801.9217,17.5334,1668497.1016
Banking,655845.3038,105979.9595,197112.3668,1.9376,1465121.7139
Banking,621328.9995,498327.214,231247.0593,6.7334,1579488.9428
Banking,607307.4125,195683.6724,60482.308,7.9584,272258.8867
Banking,240753.1296,145093.2006,282969.3553,5.9371,1718305.8595
Banking,662364.6237,24100.098,316880.1038,7.6963,1636316.6674
Banking,390693.4301,421378.0526,24266.6754,13.2638,822502.5261
Banking,555096.1566,320639.4807,68814.2866,3.3693,974218.3583
Banking,688524.6063,142606.5898,27731.2509,7.5865,1902954.2749
Banking,327189.0322,184974.1361,113371.2256,3.1004,105520.6044
Banking,985111.3115,234673.5534,40064.1008,15.4879,281670.5487
Banking,70229.9761,195842.7939,214173.6589,17.2968,1680290.6957
Banking,721148.5561,202742.5496,125581.2698,10.7618,1210382.0493
Banking,217120.068,327490.116,375548.7706,1.3795,118636.5025
Banking,960279.4109,433821.0073,471518.1434,9.1481,1407981.635
Banking,531929.001,200508.6092,273150.3442,8.2648,795530.7535
Banking,757027.0344,84339.9218,176215.6403,16.2439,948015.1655
Banking,199831.7368,24978.7231,272775.2884,0.6131,405439.3915
Banking,867616.4698,208046.4443,66289.6639,19.5178,377502.1265
Banking,972735.7819,101017.4779,400953.4067,5.3061,934256.0811
Banking,546998.6303,107001.7065,278080.9023,16.7499,1171653.1058
Banking,889364.6459,57520.7146,14335.9305,16.1497,378816.3672
Banking,662638.4719,80285.0891,256387.5918,14.9103,939832.6674
Banking,264924.8926,225560.9217,315686.2552,1.9707,1257239.6476
Banking,930527.4169,339607.3171,74617.6034,1.3915,1016051.2077
Banking,757900.3668,201824.1948,205682.6212,9.3876,895433.8731
Banking,925826.1196,361034.8301,130290.7864,15.2574,526737.7181
Banking,365588.4039,379511.9843,251458.2305,14.1353,250843.2276
Banking,485342.8992,339969.2205,249213.6287,16.3144,1878828.9387
Banking,265856.3009,0.0,435958.6774,2.8102,1713926.0743
Banking,354991.1219,269191.8005,454746.4089,8.309,1827292.5046
Banking,226177.6327,140830.0299,141123.9286,9.1055,1085916.6912
Banking,677988.4143,442218.5718,357437.9736,4.7964,486561.1101
Banking,421072.4026,446721.6528,69085.9928,10.69,727702.7926
Banking,750772.2308,205918.0819,191533.2966,0.3006,1233597.3133
Banking,702057.3415,370697.6871,194356.5837,15.5637,1410693.46
Banking,549249.8444,184247.3241,452145.8991,4.0856,1271280.8904
Banking,658960.8191,250180.5431,39422.1331,14.9414,323245.2812
Banking,566682.8336,496217.815,259079.1901,1.4359,1736904.7291
Banking,697535.2524,66325.5312,214665.4546,10.3101,1218219.3781
Banking,304449.4088,314829.089,306201.3529,4.9304,1763779.2422
Banking,769534.6672,316010.4168,446926.2456,7.7721,1229211.5601
Banking,317241.1405,438876.7477,31397.0858,17.2746,772989.9172
Banking,957623.4279,80224.2405,489813.1959,9.1834,134655.4324
Banking,406318.3608,447993.7126,342613.9874,6.0804,675051.6243
Banking,21723.8396,341728.1729,389142.9611,5.7879,418826.4379
Banking,474610.8338,500000.0,186356.1734,12.51,1894564.2329
Banking,922902.6883,254584.5907,453597.7033,14.4042,807621.4086
Banking,620383.8008,315363.7334,170573.4038,0.4743,1824033.3141
Banking,97794.6066,91924.0856,376320.8004,9.2545,684665.2929
Banking,114618.6399,213542.9794,415776.8657,8.4577,185393.4897
Banking,436109.9466,399707.1654,355853.875,8.2517,1703940.3663
Banking,257887.6793,138176.1838,388277.9933,8.718,967652.5172
Banking,599078.1512,471304.0602,76177.3859,13.9332,1646024.0789
Banking,940899.2596,385156.1473,59073.2454,20.0,1148975.2958
Banking,966938.5467,94221.0428,285527.6602,19.0018,139849.6707
Banking,935406.4349,451072.535,174868.4181,14.2615,53156.9868
Banking,296257.7375,123772.7819,440066.0702,3.6955,387446.7
Banking,951507.5951,250929.4094,105677.019,0.2734,600353.1308
Banking,300494.5482,291225.4663,326932.9222,15.4259,766814.8013
Banking,607867.3264,173247.349,122043.7267,9.2922,1720631.007
Banking,848360.996,130231.7542,77768.959,6.2699,1773351.3907
Banking,681914.9812,30272.3614,93988.2768,8.2014,914603.4333
Banking,1000000.0,414930.3695,135195.8572,14.8573,1409069.1339
Banking,344450.0932,88465.0363,417791.3839,0.3881,286012.3589
Banking,115395.5888,130937.0594,490198.3846,9.9792,1891364.0038
Banking,206179.9951,407171.5437,257183.9588,7.395,683369.2048
Banking,184740.5947,162901.8203,56370.0639,4.4669,1347224.1317
Banking,933168.1296,317886.7686,400085.4153,18.6168,1173066.0421
Banking,496197.2236,298063.3517,74653.2198,14.8413,1496804.8531
Banking,518331.561,375996.7756,120082.6627,15.705,1985962.6691
Banking,139215.5265,317367.4804,466239.1224,14.271,910185.6914
Banking,235651.6198,188723.899,105818.2698,6.0477,577949.3894
Banking,785681.8943,427721.085,292732.81,1.1545,177316.5214
Banking,674325.1223,313573.827,469042.9509,11.9463,1609322.1598
Banking,337935.0558,233381.9611,344338.3914,6.1277,579202.5694
Banking,781567.4432,189108.336,379693.0731,5.407,948029.7173
Banking,62240.4597,301141.4697,130042.2664,13.3541,1954750.4478
Banking,66722.9699,24964.9934,409232.2537,7.4742,1890529.602
Banking,74007.935,384542.2344,152837.2724,19.3439,1378655.0801
Banking,710242.4649,356238.375,243237.7456,18.3174,242947.6726
Banking,583422.3656,239278.983,239035.4904,1.0457,894229.5119
Banking,861184.0285,197863.728,250230.0267,2.0917,1853744.0209
Banking,941745.5547,421528.6251,419327.1673,11.0994,1066081.7049
Banking,368185.1281,63298.9892,197741.0807,0.5418,1952323.1965
Banking,598951.2381,381386.3839,424780.3514,8.4448,349832.8832
Banking,867641.1085,14482.1479,470471.4331,7.9098,1123458.2228
Banking,248000.3933,455150.9157,441084.5677,13.4064,356559.9365
Banking,117905.8213,472310.5442,461181.9566,8.3472,1623933.8642
Banking,981510.2818,370804.5502,100891.9535,3.104,1830475.1217
Banking,889284.1365,388228.48,369188.5644,3.7111,140526.0958
Banking,613047.9515,178476.6262,210369.2313,7.2052,951736.4792
Banking,0.0,435464.6785,410837.8086,5.3668,137203.359
Banking,180434.0414,124885.9159,192325.084,17.0952,146032.5081
Banking,695814.0561,292900.6842,309280.2139,19.6562,688146.7605
Banking,364905.9003,369350.4489,41422.528,15.4551,1224184.0958
Banking,570200.3345,294856.4525,265103.2634,6.7199,1675753.695
Banking,60151.8156,240613.4763,133681.3859,8.4853,1900304.824
Banking,577333.8846,110481.3118,244052.547,8.8531,504038.2998
Banking,144217.7641,311952.6501,391635.8977,18.279,480339.3463
Banking,114534.5957,378455.2591,155083.9284,11.9686,290002.8732
Banking,480080.5181,283000.0414,408013.9433,14.6784,33987.471
Banking,489089.025,412551.0905,390424.2028,6.1847,1053682.5278
Banking,916949.2354,318992.7525,418532.3499,1.0937,1092897.0861
Banking,944248.9366,378213.1095,64450.7567,4.3846,182963.9327
Banking,72009.4304,475950.789,7241.313,2.8714,35558.9305
Banking,349469.5058,141846.8224,320971.2997,8.9982,766840.5037
Banking,747015.7158,231994.6522,20360.744,10.7875,154706.8128
Banking,663523.0759,459449.5434,203620.2417,3.3818,91642.5657
Banking,118329.9464,246367.8882,460693.1368,8.0992,974961.0669
Banking,71578.0359,19740.7561,131987.5551,10.3969,1644085.5875
Banking,397385.9679,32319.4156,132079.9341,5.8464,1318071.5815
Banking,483897.1537,56898.5006,272644.2393,7.7957,248602.3746
Banking,601540.5796,204298.851,495561.2124,0.6216,1290915.424
Banking,635523.7876,178800.5858,48223.7876,7.7953,699513.7342
Banking,480544.5972,318798.7539,468043.3956,13.6625,161208.6222
Banking,689944.4102,101381.3054,311677.8737,9.3763,820083.5672
Banking,104541.6794,219855.4479,381436.0575,11.5184,1724715.4549
Banking,741065.6368,343110.0729,105350.8977,15.385,433470.5209
Banking,644632.0835,497213.3785,279421.4681,19.3663,964812.8467
Banking,41299.3778,238398.6896,81231.177,7.7959,782739.0291
Banking,480179.1133,0.0,244879.5431,3.1153,1589579.2247
Banking,364508.8964,313303.1925,228910.8255,19.1869,1164340.1606
Banking,246773.5883,258639.7101,395037.9388,5.4438,816984.8628
Banking,37561.3405,175458.1863,183931.8504,5.2785,946217.6546
Banking,972611.2854,185691.642,38782.1255,17.2336,1790123.8458
Banking,292453.864,356159.7613,473313.6144,17.7235,522221.1057
Banking,434748.6193,153603.1353,43750.9676,7.1342,208132.4995
Banking,72500.8214,483726.1565,193585.3174,13.6025,1661403.1094
Banking,812912.6327,61233.9969,278279.4387,14.3342,977463.7067
Banking,0.0,36435.1172,427323.2296,10.3452,109444.0496
Banking,562973.1316,475364.3705,62195.4109,11.7876,1788531.0242
Banking,272521.0824,240543.4521,339901.3644,7.0679,1321233.7205
Banking,391835.4391,259082.0386,208994.0086,14.0535,522364.1599
Banking,512377.6193,35558.7526,378621.2238,17.6212,1388600.7193
Banking,474285.7449,168136.7605,444816.1921,18.116,537731.0772
Banking,407142.9538,285875.4382,120564.7819,16.6792,813438.5907
Banking,624689.6568,43026.0818,321925.6702,2.981,766708.3085
Banking,505668.4483,347349.3347,275348.9839,15.2697,1518908.9994
Banking,359679.5663,319514.1472,280712.6419,3.5626,191442.55
Banking,171239.9293,287953.9999,418832.2444,15.5845,554178.7643
Banking,129522.0949,193308.4606,149908.7701,6.8817,1797091.04
Banking,84556.537,185910.3141,160003.8012,2.7264,1725607.7684
Banking,436661.9013,431306.7266,357747.3562,14.4262,1989441.5009
Banking,202493.899,33678.5059,247565.0944,8.32,39365.4045
Banking,859029.0753,373182.2215,304944.7801,10.8472,214596.3678
Banking,441807.7914,81334.1727,377135.3902,17.4815,1930472.5713
Banking,644071.1354,396851.9149,180425.0429,7.1539,506546.3979
Banking,307630.3384,228368.8289,163144.2718,6.1743,1535037.0486
Banking,263448.3356,175760.7355,223808.2949,7.9731,1884118.9331
Banking,799213.0303,129610.1819,30536.7448,12.1416,1712313.457
Banking,389889.1599,238258.0387,416420.7956,4.074,773078.4859
Banking,93433.4627,348520.1259,176478.6862,15.5464,1241553.168
Banking,293751.8802,290467.7222,218393.5258,18.1561,887935.4997
Banking,130857.458,332534.0827,394344.3403,18.378,576722.1538
Banking,465750.9767,452783.756,109720.7637,13.2798,1508437.4669
Banking,295977.6158,305087.6538,67653.616,18.6001,1933313.2173
Banking,787634.1062,278110.2095,459652.0085,2.7661,905725.866
Banking,104361.2651,188838.7938,474650.9904,10.6752,1134418.7108
Banking,982975.5272,162180.1842,390884.3215,9.3242,868247.0006
Banking,796830.2246,248083.9144,87958.1818,20.0,1890242.0095
Banking,665665.0847,29035.4646,404619.623,1.084,1409841.2567
Banking,73441.527,281715.3716,481625.8419,7.6252,930914.6989
Banking,1000000.0,153843.8317,426358.141,3.0235,1549564.3517
Banking,768535.9359,385993.3285,191681.9147,7.275,370508.2234
Banking,483284.3765,82964.5798,54540.9448,17.1561,82898.4814
Banking,836882.0908,350350.1123,187337.0896,3.6306,1000428.2713
Banking,332887.0162,235478.0538,0.0,10.1469,1395573.3918
Banking,396175.7671,211889.8242,251652.4338,3.9264,210098.1773
Banking,676414.5637,8626.891,0.0,19.5767,544641.3018
Banking,862229.2505,163761.2064,278954.2472,1.9358,1921480.4787
Banking,916093.7439,463150.2187,217405.9616,17.6252,353803.3576
Banking,231161.4269,0.0,159854.1358,18.8011,307405.4475
Banking,626888.6826,53940.1784,163272.859,15.5317,756066.7141
Banking,883708.55,387628.5192,425999.6524,7.5132,2000000.0
Banking,112442.9166,219069.0294,267829.332,7.4573,678615.928
Banking,197294.8542,75937.387,143866.4713,0.2211,399407.9561
Banking,788548.5412,93566.0639,331068.0943,3.9589,426735.3533
Banking,563501.6712,57470.9504,288930.4874,18.3532,1601755.839
Banking,89653.1948,24728.2411,165499.0682,14.5407,1737540.7153
Banking,565764.829,487069.1216,500000.0,10.8872,1340297.2237
Banking,912112.8598,255931.2012,404376.2443,19.7849,1787722.6435
Banking,205681.2398,143413.6476,351715.1931,15.1642,1843856.2184
Banking,52229.1326,246866.2814,52987.3252,11.8087,1553572.6525
Banking,946974.9513,191576.0395,67034.6136,10.3766,1317805.3248
Banking,364093.6111,401680.6216,296764.0331,9.9825,1553965.4118
Banking,787754.2586,291368.136,450559.6354,16.2032,1969501.7263
Banking,590816.4,432126.1391,211377.1495,9.886,1376015.6137
Banking,188562.2446,109137.92,62834.2021,9.195,1458480.7358
Banking,205585.5515,284087.9704,266383.9708,4.774,699281.3463
Banking,727371.455,114405.3444,458096.8917,12.5609,964382.2484
Banking,644708.2906,127182.1693,295315.6848,0.7405,1934007.7099
Banking,44589.9818,74973.0171,413441.5825,5.08,1775424.9075
Banking,500532.9486,189763.4943,439162.2654,10.0391,284638.2565
Banking,928129.8534,333992.3351,110250.8528,5.8714,165795.5631
Banking,563736.4227,254199.3764,268656.1158,10.4304,878256.9956
Banking,16242.5526,492086.3051,39120.1405,5.3155,348333.1021
Banking,504553.4588,127563.6588,77225.1466,16.4607,1892852.8405
Banking,51534.1594,337703.6753,200886.5423,2.4853,1536964.7716
Banking,461140.3003,176129.7156,51577.9067,4.029,1657556.5327
Banking,742440.2365,195491.8724,48819.0387,8.7645,1276072.9435
Banking,126071.5645,214936.4286,107413.9192,8.4224,1574250.6878
Banking,335183.6057,106706.1649,357907.2778,13.5191,475505.704
Banking,212600.2121,466653.2238,79018.6732,13.9353,1977404.8095
Banking,421561.8633,210121.3089,379622.4595,12.986,1206225.6512
Banking,150614.789,122973.9154,297011.704,12.6532,658428.9846
Banking,285382.4105,289165.4265,485338.0466,9.4218,2000000.0
Banking,146379.6319,74942.3203,48182.8523,8.5601,71374.9023
Banking,426644.7958,350655.218,397735.2432,2.3203,1410162.3311
Banking,458637.2996,204789.7153,223313.9916,0.7875,1598767.3133
Banking,586283.2856,262845.1162,34376.197,17.0526,171808.5499
Banking,737564.1613,407858.7986,414997.5866,0.2485,1589059.7081
Banking,102501.0529,88198.2474,251657.6195,18.7111,1410481.2383
Banking,855844.0722,302865.6009,207203.1489,4.3218,635296.8
Banking,702132.0031,12134.2868,310992.7377,11.5047,220473.9259
Banking,75253.9524,205555.1932,188927.5999,19.098,1561163.1557
Banking,365951.4277,431744.7863,234066.9819,7.5998,1853150.2435
Banking,368939.8001,368897.8083,164290.2228,16.2986,866871.7775
Banking,710677.8618,400343.8649,149882.5189,11.2414,1071741.839
Banking,124570.0357,215721.3493,228951.0722,8.7452,797614.3595
Banking,64738.6172,243723.4706,186988.2521,2.8796,1559542.3087
Banking,18143.7752,440826.7695,56327.0065,3.2796,1715608.739
Banking,869729.4602,249839.5525,128323.9647,6.6203,1221126.9962
Banking,623134.566,295109.3035,77805.5035,17.9778,999311.2359
Banking,34402.1759,419823.2306,165036.4453,4.2448,1466898.6523
Banking,955142.3765,398783.9795,265863.4042,15.2796,877696.4496
Banking,92278.6416,123330.9169,292246.4394,2.333,1277271.6379
Banking,760089.3665,293646.9661,409980.9211,15.6227,1011909.0976
Banking,830564.5391,110875.4642,258858.8144,0.8349,358350.1014
Banking,655040.1616,13300.3823,92693.2553,4.7607,799235.5532
Banking,74856.543,37463.6945,221897.6097,4.4375,560508.005
Banking,569422.6586,245610.2417,487030.108,16.5863,526067.2029
Banking,435667.6523,444207.918,435052.3707,12.2154,17776.5277
Banking,757818.7965,232544.4047,352243.1138,12.9621,1697512.8297
Banking,257420.6837,80851.1092,209523.979,16.8417,70774.0905
Banking,689558.0922,85155.311,137618.1646,15.5502,1511431.9311
Banking,237378.6417,321092.7378,229951.9552,0.8954,413261.063
Banking,712988.546,419567.2905,347012.1877,6.1954,1827848.0938
Banking,280625.1267,148556.2022,445885.2151,6.1214,1610812.0672
Banking,1000000.0,285767.0117,467215.6756,15.6358,279177.3796
Banking,909463.9861,455125.92,381341.7345,0.2777,1673050.4125
Banking,485417.8059,74755.4552,334742.706,0.1212,746649.4457
Banking,729137.8452,75645.7625,26962.6451,3.964,1833341.6626
Banking,789736.424,200495.714,317488.9416,4.9646,1054413.9281
Banking,663733.2305,235953.8642,364852.2006,3.355,1451245.0896
Banking,824179.0371,127607.2196,402550.1515,1.6414,0.0
Banking,296103.4283,272144.5546,212750.0559,13.092,126785.3787
Banking,127134.318,451391.1575,8461.0562,3.4989,0.0
Banking,133706.3404,438912.5993,79472.424,12.1324,61317.1697
Banking,606672.2477,45614.5927,172090.0167,8.7258,1067267.6766
Banking,503564.152,296888.4046,342853.7642,17.0663,1567670.1471
Banking,865069.6168,96365.1667,245654.3082,5.1234,116318.3353
Banking,56425.8995,332816.5007,327137.2017,18.9945,622662.7426
Banking,561609.371,288363.5714,262908.8231,10.4358,891459.7322
Banking,208118.0232,104632.2176,482249.6039,19.4233,1035408.3938
Banking,711018.0338,455207.6445,395758.3682,12.431,1312443.2885
Banking,298122.0475,222771.0728,418214.2253,3.8766,47229.7563
Banking,244656.1521,202963.052,343612.9594,6.3152,1506952.8134
Banking,0.0,408209.7004,43438.1769,2.7,366807.7505
Banking,509077.2921,149803.1487,477099.0469,8.9245,797780.9574
Banking,627920.4134,299298.7111,26332.1364,6.6274,573892.8629
Banking,724376.6147,118842.2996,166103.1458,5.1024,1070882.8071
Banking,959873.5809,25521.9194,395223.0723,4.4186,458210.1758
Banking,576957.2816,255792.7137,144842.5668,16.6611,1439208.0101
Banking,646839.7078,77950.8168,331603.631,16.9587,1230144.1907
Banking,574010.1457,188753.4631,432947.8014,10.469,1314888.7374
Banking,693714.0444,231514.1653,401211.9728,12.2886,1434976.9138
Banking,932754.1964,0.0,282156.3424,7.7087,452985.165
Banking,991440.2601,176506.2373,273119.7538,12.7758,1098822.8974
Banking,592174.2929,226235.1616,107245.5354,15.0866,1096874.6138
Banking,584211.8635,271972.4999,309746.9796,10.5529,1341698.8974
Banking,826452.5247,405284.7821,359531.6629,15.1903,1518426.2104
Banking,44299.5204,155714.9635,304885.4254,17.5677,1758114.7986
Banking,184826.0498,451935.0041,110216.2113,20.0,251662.8165
Banking,167948.3748,170250.5523,440336.5224,19.7902,190054.9671
Banking,72344.4428,276647.6496,260848.9271,5.3497,224820.4022
Banking,359406.5178,59400.5636,50226.7249,12.5305,1725978.4068
Banking,745220.1109,205164.4749,68296.659,7.3217,667792.438
Banking,619987.5363,398472.3819,429672.9042,13.8723,1379941.9894
Banking,274163.8456,145136.0584,142701.5226,4.1476,729654.2678
Banking,925210.2283,11234.284,280771.3814,5.4041,899349.7694
Banking,344662.2234,464644.753,228256.7544,19.4107,1243483.9493
Banking,534795.0491,5175.2417,244686.6242,12.0758,878866.1354
Banking,39032.5943,145662.8553,366765.7756,3.674,196467.6408
Banking,813562.6944,468121.9584,380284.6946,7.8263,1193992.6736
Banking,964983.4172,75824.741,491714.1851,7.0319,1768393.0045
Banking,921376.9919,430017.5211,360214.975,5.0881,1012591.5961
Banking,401668.2727,469652.4362,151072.3087,1.3829,1827546.7481
Banking,142153.162,316887.124,330978.5785,19.3352,1185342.9507
Banking,325909.7171,156595.5703,285776.2228,6.3141,1335399.3702
Banking,919105.2827,158309.5559,263836.5098,10.9026,656361.2967
Banking,973401.5816,64351.1497,11396.5587,8.2149,830974.0014
Banking,75640.6323,439651.465,398111.3119,13.8268,1178118.7035
Banking,108816.4652,400312.3537,485845.0906,14.7136,1582865.7387
Banking,813901.236,101430.7781,156841.0908,17.7483,1444841.9545
Banking,196242.9488,330798.8516,48964.2176,7.035,1309614.1005
Banking,394870.0429,293309.0743,93589.4868,19.9947,1865543.8089
Banking,50992.1175,72821.7906,495050.5782,15.2414,73419.2882
Banking,233939.6473,138480.7707,320084.9757,4.0487,1742706.9653
Banking,197632.9404,84181.4795,190737.0758,10.4058,862781.6773
Banking,809378.6393,263603.5017,139450.4772,6.8704,391141.1701
Banking,61820.3409,88980.5136,488060.8129,10.7948,229605.9622
Banking,559463.2148,494851.3592,113721.4154,6.1122,1898059.3815
Banking,616168.6163,140162.5812,91985.0558,4.8724,1916673.0533
Banking,958269.7098,354520.8978,202947.1129,15.3768,1938223.5959
Banking,81030.2362,144505.4131,184170.1924,10.2013,1140459.4402
Banking,610276.3316,172630.698,70220.2237,11.5981,1087391.8835
Banking,750555.2501,157880.7933,362236.2339,8.8711,1365651.4719
Banking,5531.0006,45366.6508,488571.4492,18.4063,618066.0084
Banking,649018.0882,465764.5534,129129.9925,1.0508,630099.811
Banking,87033.4191,383537.9689,311387.415,15.9397,1127330.298
Banking,613410.2858,122386.2448,109650.0626,15.4723,1718217.2363
Banking,292666.4188,172072.5231,234690.7387,7.6899,1935951.9946
Banking,160423.1107,217654.7397,403485.1266,1.8947,700521.721
Banking,462821.4214,395442.594,241108.0502,15.2537,1737992.6474
Banking,631764.3792,447014.4501,410051.5743,8.3302,174232.9116
Banking,291321.5021,372702.6267,283659.158,11.8421,236555.062
Banking,527406.1892,468676.5468,500000.0,16.6555,1880658.8402
Banking,342529.6102,382803.8763,254515.5509,3.3475,1889043.7168
Banking,936764.3507,118425.0815,361785.3626,6.7061,285093.0089
Banking,632111.1194,171846.0514,97500.4246,14.1421,1842361.9275
Banking,311453.3877,373848.5889,118514.2261,7.1002,934238.0336
Banking,220834.3044,48991.0571,183086.5677,7.2532,1660851.6626
Banking,558492.6163,102993.8611,107591.9107,14.9956,532509.0323
Banking,991339.7296,485391.2439,10207.2788,15.1294,1402482.2921
Banking,473884.0353,331629.9014,92887.4971,11.8108,1755825.2673
Banking,878785.2754,101330.7103,253730.935,8.7769,1673885.1283
Banking,528558.361,46833.8457,324624.0394,7.6102,684463.1039
Banking,841541.7198,485834.6823,270569.5127,5.251,192139.1447
Banking,599817.8461,237390.6066,101356.4665,1.238,1713746.7734
Banking,589547.979,204237.2866,39292.9296,0.61,700720.2795
Banking,410958.9053,395238.2071,411833.7779,18.5587,1187794.1765
Banking,678636.0438,331776.0148,390386.1678,1.9581,0.0
Banking,524618.4802,287802.3512,121632.1939,10.9859,1999831.6602
Banking,840799.0222,120938.4843,266505.3205,5.1652,291936.3696
Banking,928320.0931,289348.9234,339951.3851,12.9802,1251679.1468
Banking,500921.7811,265915.4571,346908.2726,14.364,1652776.7251
Banking,239626.9068,38262.1102,208540.6985,15.9064,262012.843
Banking,402936.8012,270687.1925,230220.5003,2.0375,1195235.8441
Banking,681285.2705,294001.806,238139.3744,2.5783,1943099.051
Banking,473637.2207,352456.6613,266074.0003,16.0548,1818752.0398
Banking,423642.4431,273476.6535,215807.3789,18.5215,557117.8755
Banking,7531.0302,285590.7073,255048.9356,4.2782,1925842.8782
Banking,171747.89,291001.1806,416906.7004,6.3753,1944267.9564
Banking,851358.9703,140514.0529,97438.4774,18.1041,869228.2749
Banking,752170.8853,444024.7611,235900.3426,15.9813,354965.8445
Banking,101530.623,320226.7021,330937.8859,4.6916,120215.2169
Banking,151706.9789,335899.2639,279896.5967,11.8326,938898.6677
Banking,958939.2899,250344.2392,148142.6549,5.4503,1060600.2514
Banking,813903.6129,85027.8424,65439.9996,8.9379,544235.6204
Banking,393340.5759,80193.0852,342055.9501,13.9057,61856.2554
Banking,968249.4289,233274.0102,352255.7743,5.1389,289816.7987
Banking,975354.083,466750.8049,50012.5934,1.9823,507977.357
Banking,1000000.0,68386.6944,369270.8045,19.2383,650736.7999
Banking,380781.2615,244132.8301,420935.7731,8.5899,810941.8153
Banking,528529.5746,33872.4475,445941.989,14.4022,1386986.2828
Banking,681556.5078,436987.3437,500000.0,20.0,1636414.4609
Banking,839397.1114,139610.1489,293612.3998,0.8062,705507.2311
Banking,163653.9199,160218.5535,489060.6312,8.6336,1887353.465
Banking,339826.5162,77821.9485,286066.0,0.4851,398784.3025
Banking,347833.4055,171248.4088,336766.3253,12.627,608143.6354
Banking,889937.8466,184469.8749,341783.3967,3.8142,233204.4665
Banking,474860.9896,80602.0962,382175.178,18.2764,1357361.4836
Banking,585976.0895,144803.6017,382847.6187,17.541,427541.6944
Banking,803278.1153,323495.8469,299678.4155,13.2195,1322916.414
Banking,666577.3554,437124.7063,383126.1301,4.2937,0.0
Banking,926232.8457,325950.1365,123170.582,6.3475,437993.5192
Banking,165930.271,488522.4337,262179.3618,19.8565,950596.2473
Banking,493346.913,115154.7455,95070.5064,6.4214,1633672.3716
Banking,389283.0765,189448.5367,205805.3121,19.7234,342725.1767
Banking,814062.2923,161487.9297,180773.6297,16.8594,438877.7962
Banking,498914.5024,257451.0834,3836.9136,10.5128,1217392.5079
Banking,936006.3696,369294.7545,144352.2481,16.8233,1589082.1203
Banking,283673.0539,111622.2645,352658.5634,19.0621,1176611.7867
Banking,258052.7382,405413.8694,232156.8524,5.5269,1273154.5177
Banking,612598.4606,158580.5067,453113.1391,2.1824,1968989.8564
Banking,45933.1283,228244.9692,214114.0379,2.5205,1502143.1349
Banking,627559.6528,427332.2812,237306.3856,12.4965,950366.8153
Banking,758160.9859,174636.7028,403618.1514,6.6401,33604.3532
Banking,278694.0023,323655.4751,45008.9706,8.0279,1712596.0402
Banking,353873.9708,219977.6252,462251.3627,3.4335,1639240.8777
Banking,662373.0252,141986.6969,247140.6945,1.4213,836181.7336
Banking,545487.3889,243647.4192,372085.453,6.4444,1641923.0407
Banking,637392.5849,375976.231,344004.561,3.2813,1436927.1445
Banking,574858.9447,350440.2033,149551.0937,1.4725,376569.0983
Banking,492887.3849,382589.0496,500000.0,1.7964,307681.1281
Banking,42425.7155,136272.8937,20426.3652,0.8232,1507916.3749
Banking,401680.3081,373816.2431,465188.3861,13.5569,1167509.8488
Banking,589160.7159,200554.4157,48041.5075,12.6957,925114.3044
Banking,795901.9176,278479.7467,156597.7222,14.3519,736212.4926
Banking,864876.2656,443568.2232,455823.6392,16.5672,1392032.5225
Banking,357945.4321,370016.2738,95459.849,12.7272,782610.3193
Banking,692189.2482,350492.8939,22670.3871,9.8128,0.0
Banking,93896.6099,244203.0575,361534.7893,16.416,627464.6334
Banking,360398.8125,291398.9656,140687.5632,12.4542,1843235.967
Banking,181830.2473,373134.5422,193235.7945,13.9548,705982.2837
Banking,471255.541,7552.8875,221708.6834,8.6173,23852.03
Banking,626755.4496,203646.2557,331761.9399,8.8901,1447224.5838
Banking,946695.1689,154203.6098,360747.0179,9.8696,514203.5355
Banking,879813.031,135051.9276,155099.6132,5.8471,92871.004
Banking,169211.2872,421285.4056,459502.6884,12.0342,1629364.4407
Banking,770877.3431,240175.4445,107366.9156,8.735,0.0
Banking,605726.6634,20163.6373,390758.0532,1.9807,319063.7487
Banking,800456.0536,494905.2824,359097.4158,13.3976,399151.8362
Banking,485854.0232,42979.3535,280603.8928,9.7099,1383618.3588
Banking,197106.0637,210425.3902,494914.7278,3.5974,197627.5045
Banking,53484.6628,304078.1782,224318.2561,0.4246,1417470.7882
