Application,Temperature_C,Humidity_pct,WindSpeed_kmh,Rainfall_mm,Pressure_hPa
Weather,-16.3284,80.038,21.2621,84.1949,1048.3382
Weather,-5.208,79.493,81.3629,148.5787,958.4962
Weather,-10.3968,34.4235,17.379,362.9539,998.3965
Weather,27.7862,96.5089,84.7599,439.3142,1052.522
Weather,1.0537,3.6144,78.4429,6.9944,1050.9965
Weather,28.8896,76.719,94.6184,278.7859,1026.3577
Weather,-8.0873,96.1645,17.5673,8.9237,1011.2704
Weather,12.6407,34.5491,95.7092,50.6129,980.952
Weather,24.5936,68.204,119.0931,336.1769,988.4927
Weather,22.4758,53.8977,104.0338,366.17,959.3663
Weather,18.7024,74.3104,91.9125,423.3351,1036.0493
Weather,40.4062,86.7,78.3596,243.0662,987.4857
Weather,-4.8682,64.3694,54.3379,439.9301,1022.3442
Weather,13.7837,79.4472,85.7794,66.9787,990.8705
Weather,39.4522,31.2086,87.9509,114.9174,997.5671
Weather,-12.9841,21.1039,74.3347,79.0926,1013.0276
Weather,-17.4043,43.8631,91.4904,400.0265,1041.0614
Weather,-3.8503,63.6451,54.7118,103.9411,972.7207
Weather,21.8043,16.6524,19.1807,84.0195,992.0633
Weather,-3.9515,70.5919,66.9589,306.2198,961.9383
Weather,-8.7867,39.428,28.221,63.9166,958.2776
Weather,9.3324,78.0668,46.6649,28.4405,1019.1895
Weather,18.5047,3.592,0.1249,44.1327,969.8633
Weather,-5.6498,66.6717,48.464,8.9306,959.0231
Weather,0.1915,66.1038,96.5074,364.6428,1046.1477
Weather,19.9239,89.942,60.8725,281.0581,1008.0012
Weather,41.5089,69.2634,2.3965,97.2582,964.7132
Weather,25.0629,77.7204,56.8826,116.9457,956.3529
Weather,30.6341,91.7179,34.2545,399.3563,962.4525
Weather,4.9221,67.4926,54.813,248.3269,1004.5897
Weather,-3.2641,31.8966,52.8571,335.3757,1026.3083
Weather,8.5586,88.6357,110.7529,235.1299,1020.1562
Weather,32.4818,74.066,7.0943,107.3662,964.7414
Weather,12.4172,42.3447,80.9187,491.283,1018.3629
Weather,36.7082,73.6407,103.7572,279.7828,996.8109
Weather,45.0,89.6353,115.2369,67.72,999.6588
Weather,-17.1018,97.3739,21.3836,198.298,1034.9423
Weather,-16.8597,93.2651,61.773,166.6309,983.6882
Weather,-9.2092,28.3311,6.4983,111.3702,967.6372
Weather,7.695,37.9672,63.2743,463.2114,1043.0761
Weather,-13.6711,11.8978,12.5725,423.1646,972.4567
Weather,37.5434,25.6584,98.5501,102.9437,982.568
Weather,-17.1118,86.8913,20.7314,179.9822,1024.0243
Weather,1.1138,38.688,59.1908,366.8303,1025.5915
Weather,-9.7503,61.6414,61.2005,94.4422,1037.33
Weather,40.8793,65.4198,119.9189,292.3045,966.0293
Weather,24.0737,80.5253,81.9909,326.9483,989.1803
Weather,39.5131,20.3571,28.7134,334.0652,964.7179
Weather,42.3109,30.3781,30.7329,348.3163,1009.9206
Weather,11.2599,45.8687,14.9218,356.2355,983.2923
Weather,-4.1762,37.7715,90.4233,471.7802,1026.3508
Weather,-8.2869,100.0,85.6871,193.4243,951.6442
Weather,-6.3599,83.232,72.3496,425.0893,954.4842
Weather,25.877,45.6089,3.6722,5.9188,994.5086
Weather,-17.1633,89.1778,90.7678,156.0923,1052.8453
Weather,-15.3112,34.8897,76.1887,12.8337,1046.2069
Weather,17.9744,78.8075,116.5003,326.5122,1060.0
Weather,20.0504,22.3051,73.6402,56.6636,994.084
Weather,22.7454,74.0496,37.5004,407.7887,953.9746
Weather,1.832,46.1681,45.7516,316.6093,983.1397
Weather,33.1489,10.0316,22.4122,16.3093,1023.5499
Weather,12.0939,26.7081,88.6222,361.9219,968.8615
Weather,-12.2251,39.4311,86.3138,422.7945,979.2006
Weather,33.2532,74.8509,22.4765,348.9662,960.9861
Weather,42.287,7.8192,20.0378,20.0715,1002.5647
Weather,-18.5122,65.8961,4.1537,436.7263,975.0965
Weather,5.5758,73.911,113.1185,373.4118,960.0821
Weather,10.6528,66.9045,31.643,173.5926,997.0273
Weather,-12.042,75.9208,43.4342,163.1674,986.5572
Weather,37.1543,15.7461,36.6508,239.7477,1006.146
Weather,-0.5334,59.8714,49.457,431.0073,1038.0991
Weather,32.567,93.4847,83.8847,128.1043,966.5922
Weather,23.2444,60.7369,101.4621,29.4089,1034.7055
Weather,19.0965,58.4963,24.3314,433.599,954.4683
Weather,-5.3457,74.4711,80.568,10.1118,1001.2885
Weather,-2.9304,38.5072,41.4104,434.3381,1016.0697
Weather,-15.5179,69.035,118.2012,157.0968,1054.8115
Weather,-4.8086,92.8686,35.7804,242.2994,1017.5854
Weather,2.4633,3.5813,1.4986,62.3425,968.9753
Weather,33.9228,85.9653,57.5373,448.5835,1004.8882
Weather,4.7328,17.0115,17.5273,356.4562,992.6851
Weather,27.9849,46.9834,7.3173,444.7343,1000.3752
Weather,8.9815,85.3934,82.7559,347.0683,971.4444
Weather,31.4407,83.0139,85.8019,86.3087,1004.7835
Weather,43.9565,89.3025,57.5754,150.2044,968.1662
Weather,-5.7394,96.3613,80.2081,244.1527,1033.4742
Weather,36.3736,44.5206,65.0315,286.0469,1016.184
Weather,22.7187,69.9781,75.0711,459.1527,959.4331
Weather,32.5301,40.4439,71.6034,190.8695,1050.1528
Weather,22.6907,37.0946,83.5698,369.1814,1017.3049
Weather,5.1621,43.1727,25.3283,471.3015,979.507
Weather,-4.8464,74.9293,29.3125,84.0758,959.6648
Weather,-15.1662,46.7648,51.9026,431.3368,1017.5413
Weather,14.9601,80.252,52.5451,198.9971,992.6085
Weather,45.0,76.6772,93.4487,359.8815,1049.0886
Weather,27.61,1.9141,46.2683,155.4318,956.9122
Weather,2.8068,60.7741,19.577,174.7621,952.1855
Weather,32.6202,42.2887,30.1818,8.3638,1052.8592
Weather,31.8602,44.2783,20.4123,489.1393,1055.041
Weather,-1.4172,81.7595,90.9769,396.3561,954.2711
Weather,-19.1631,53.0924,56.0379,45.1934,1029.2543
Weather,-14.1808,91.4083,85.6564,495.4585,975.6079
Weather,35.5823,71.697,50.5614,311.8301,1027.4321
Weather,34.8327,52.493,104.9221,431.4927,1047.6111
Weather,-1.7433,78.5261,117.4371,26.5697,963.1788
Weather,-0.1687,3.7433,78.5161,188.9607,979.5962
Weather,31.9099,3.7204,106.9775,334.5351,953.4049
Weather,39.1004,8.9484,55.6147,51.604,955.5671
Weather,31.6333,44.5914,109.8665,241.6562,957.1454
Weather,19.1515,22.858,99.0174,217.8194,1040.7093
Weather,-4.2859,99.0877,120.0,121.812,983.9534
Weather,15.5316,53.9305,76.47,145.6157,1001.1854
Weather,-6.6343,66.9658,89.5735,486.559,1032.9588
Weather,31.0587,27.5106,64.867,168.5509,1005.7918
Weather,5.5757,31.5996,32.8256,98.2482,998.6502
Weather,31.9819,30.6221,47.9152,270.0318,950.0
Weather,4.0153,69.8632,106.4653,337.9237,1013.2629
Weather,34.8417,47.8198,3.8711,362.4356,961.7128
Weather,1.5243,55.4661,71.7513,377.5347,1035.3701
Weather,6.8219,60.159,44.5942,9.6264,979.6672
Weather,20.2526,75.4318,47.515,200.4686,1025.4624
Weather,-15.9577,7.0076,107.8057,368.6067,1021.8228
Weather,40.7205,78.2223,103.2265,470.4044,1017.1872
Weather,21.9078,54.8336,73.1288,318.2305,978.899
Weather,13.7556,65.7726,36.6759,22.8611,981.9299
Weather,34.1921,31.2589,56.3562,208.8404,1045.8481
Weather,37.4424,40.2815,46.0566,34.1799,952.4826
Weather,13.5686,24.5888,43.1877,374.367,970.1578
Weather,39.5985,93.9503,9.2591,24.9434,1018.552
Weather,-15.4028,52.2896,62.4818,101.0633,1041.9847
Weather,-11.979,99.1994,34.2467,202.6663,988.0365
Weather,19.9947,47.7104,76.2952,239.1757,1023.1828
Weather,4.865,23.7506,41.109,202.8204,1010.7898
Weather,11.7184,50.3327,51.857,231.5259,957.7899
Weather,2.4387,1.8658,7.9795,341.7064,1020.23
Weather,7.5542,87.4333,120.0,185.2329,1036.3356
Weather,35.0121,83.2459,60.4094,262.4168,1056.7849
Weather,19.4987,74.1015,5.2137,152.3006,951.8097
Weather,42.7664,60.1566,63.7895,196.2114,1020.9996
Weather,31.7941,60.6261,104.0394,293.0039,995.2433
Weather,-0.4216,99.7445,91.0074,243.7783,954.7999
Weather,-3.8612,30.4558,87.4695,355.1632,1020.1723
Weather,1.3237,76.0537,16.4786,269.8661,962.1897
Weather,34.7337,55.9809,80.3637,393.8746,993.5539
Weather,-17.9792,96.5608,90.5603,236.4123,978.6553
Weather,-5.7598,81.9812,70.7231,262.8817,990.4842
Weather,38.8941,100.0,108.9846,324.5222,1002.0386
Weather,22.2605,59.4192,29.3376,114.6311,986.6075
Weather,-7.8683,18.9359,29.0673,183.7748,1012.4117
Weather,-5.6584,50.391,104.6289,305.6374,976.3237
Weather,35.5728,70.255,74.3285,0.0,1021.0395
Weather,35.8753,75.8285,3.497,239.804,1047.4202
Weather,-2.618,0.0,39.4544,310.4082,974.122
Weather,7.7379,50.121,101.8668,477.1709,1005.3613
Weather,34.4631,21.9921,1.2399,441.3567,1025.2469
Weather,30.9091,85.9385,2.8616,136.3712,1012.1463
Weather,33.3222,16.9197,31.2824,263.0646,988.4542
Weather,12.7366,67.4925,105.2818,24.7946,1022.2605
Weather,40.1906,28.4936,109.2126,118.4295,952.5842
Weather,2.3494,35.0867,61.9174,380.8074,988.8799
Weather,-11.2279,91.8805,68.8853,67.6959,1008.7847
Weather,27.2123,22.897,41.7906,150.9385,954.0862
Weather,14.6894,11.5549,29.1464,469.1787,1003.2912
Weather,36.3447,3.7277,94.363,408.9706,1019.3666
Weather,-14.5271,53.3509,9.8799,390.6625,1033.3367
Weather,34.6164,61.9508,54.2269,434.8808,960.0511
Weather,-0.2349,34.2887,75.7958,371.8131,1056.1548
Weather,22.1325,66.9851,10.8607,56.3705,1016.6919
Weather,-15.9872,4.913,61.9191,259.1059,992.3847
Weather,21.2409,81.6185,69.7191,204.6113,979.1339
Weather,25.9115,85.3643,93.6554,150.1018,1012.7834
Weather,3.7514,99.6993,29.5744,397.0103,1049.8099
Weather,-6.4847,94.9179,35.3705,227.1429,1011.0791
Weather,15.4338,34.634,64.587,20.6662,1023.8426
Weather,35.8605,38.066,118.0381,143.7526,988.541
Weather,-1.1373,76.1495,28.2156,106.9584,996.1345
Weather,-5.4333,11.002,119.2465,440.0843,984.8201
Weather,-1.9778,31.0672,83.2062,302.2405,1028.1776
Weather,41.9353,9.3526,98.2264,290.4121,992.2009
Weather,2.1293,45.7365,10.933,242.4606,969.26
Weather,-19.5308,51.3666,35.071,320.2298,986.0861
Weather,29.846,18.1549,5.4473,385.2187,1041.7844
Weather,24.8721,0.9435,39.4324,285.0108,1031.6622
Weather,-9.9925,73.1651,115.9111,458.0346,986.6473
Weather,43.5727,0.9379,13.2355,493.6865,1051.8651
Weather,19.0551,99.3075,69.585,486.1839,954.9631
Weather,12.722,25.1621,0.9113,337.0187,952.2475
Weather,6.2642,65.7727,88.0646,458.4677,965.6988
Weather,38.3578,40.5183,23.4746,192.0887,959.651
Weather,-4.8681,7.8987,13.4436,430.1487,959.0661
Weather,-0.6722,44.1352,39.3045,447.352,1022.8017
Weather,-10.9867,49.8695,93.7229,472.256,1014.6616
Weather,30.8308,82.0662,12.1502,409.2454,1022.5079
Weather,18.6643,75.1612,26.0387,191.38,1021.1842
Weather,20.207,9.0744,0.0,70.4652,1037.287
Weather,-4.7719,24.1528,114.0662,166.8044,972.0632
Weather,22.5624,30.3063,70.1045,384.7641,1018.0788
Weather,31.4701,9.9928,84.9928,119.538,1019.7312
Weather,4.1096,44.6403,75.8269,248.2511,1050.8108
Weather,34.5353,95.7654,21.0615,265.9907,973.2612
Weather,3.8644,54.3186,72.8338,311.5009,959.5494
Weather,26.7743,80.9415,21.031,458.7237,1018.4602
Weather,-18.3254,66.8462,44.2959,334.763,1032.5084
Weather,13.7225,86.1765,69.0271,410.3604,979.8177
Weather,42.1888,21.2614,66.0227,282.9566,1009.2378
Weather,43.2981,76.2661,14.336,408.3934,957.708
Weather,-0.5567,90.2549,8.5742,121.589,1056.8287
Weather,8.1194,14.8648,91.6133,101.559,962.0948
Weather,-14.094,33.723,85.7362,475.8138,961.9848
Weather,35.8981,99.4165,8.0228,335.5974,953.1548
Weather,16.5822,79.0965,13.9218,330.8253,998.9064
Weather,3.4199,28.9137,102.0444,243.405,961.4077
Weather,-10.792,57.4135,95.3804,194.5881,1034.0487
Weather,43.5917,41.6484,120.0,272.8484,1047.7672
Weather,14.2925,51.312,31.875,58.174,975.5778
Weather,-3.5346,37.0242,55.3243,236.5148,1017.6646
Weather,2.4933,27.8316,29.0415,243.5015,954.5169
Weather,-2.1029,68.1824,76.8144,286.1784,994.0201
Weather,18.2923,77.7193,14.7818,331.1408,982.2617
Weather,43.5037,85.9034,15.1507,471.9586,975.6213
Weather,38.058,15.4297,12.0119,344.2708,1024.7158
Weather,7.6513,82.0579,81.5284,434.4738,964.2718
Weather,32.2225,22.0839,58.8835,261.6406,1043.5069
Weather,8.0982,44.2835,75.6292,314.5876,1024.1007
Weather,-4.9935,92.0333,106.2789,49.6806,1024.4061
Weather,44.1598,46.538,90.1833,73.2681,1049.1084
Weather,-0.2334,21.4758,56.6872,289.0981,1053.3661
Weather,0.9906,15.635,119.3824,200.7701,1008.6294
Weather,45.0,46.2702,53.8752,404.7266,1003.1537
Weather,-8.9451,78.1651,11.8201,273.0646,988.9485
Weather,29.9496,97.6029,119.4477,438.1919,1029.8706
Weather,39.2521,76.554,6.3653,478.7584,1009.0336
Weather,13.4537,88.5975,65.9264,74.9408,1052.7988
Weather,-20.0,75.6248,38.53,196.1884,975.3149
Weather,6.9688,91.4037,60.6961,332.5266,985.9963
Weather,-11.8469,4.2085,71.9265,163.2043,986.5135
Weather,7.5755,92.7977,28.4805,131.0398,1040.8399
Weather,32.1962,37.3799,68.2699,404.788,962.9733
Weather,8.4664,93.872,89.002,492.0883,1000.2403
Weather,9.7028,10.2408,29.2921,413.1602,995.4978
Weather,15.4492,72.5333,45.9946,250.9193,957.6773
Weather,19.0579,72.4532,35.0238,232.1744,995.4442
Weather,37.7289,98.1939,99.9878,266.8339,1004.9887
Weather,-1.015,76.0619,81.9905,230.81,960.7472
Weather,33.8476,36.5751,106.3024,238.3224,1009.6815
Weather,17.3272,55.4064,16.7307,120.5312,1055.252
Weather,-1.8624,35.1534,10.8455,454.0963,1059.9485
Weather,-2.5965,16.8386,15.6326,383.8558,1009.7168
Weather,2.2831,25.6115,18.9627,325.5005,1005.5681
Weather,20.4074,23.1167,65.7153,468.5398,982.3123
Weather,-4.4527,58.2804,115.8755,146.3219,1057.9793
Weather,39.3412,89.7497,43.2267,38.9699,978.2292
Weather,19.8792,87.4923,111.5692,417.5361,1000.8683
Weather,41.1351,7.107,3.9692,500.0,951.3981
Weather,-16.3952,9.8455,113.4419,294.2624,994.3425
Weather,1.7102,26.7959,18.5435,24.9172,957.5164
Weather,-18.4267,28.4486,111.4617,383.7204,1030.657
Weather,-0.8716,12.46,1.9024,29.2211,1013.7416
Weather,37.2264,36.8928,110.9313,265.7306,1012.8838
Weather,-16.4384,61.8687,23.3403,134.9114,980.0915
Weather,7.9548,57.1601,36.6943,458.7025,1038.3498
Weather,-13.0379,55.9398,57.5386,230.9488,950.0
Weather,5.2391,34.3862,44.2465,453.5862,989.0159
Weather,35.2125,68.7001,82.7605,150.8617,1023.4943
Weather,18.5255,84.9691,119.8298,195.6929,1048.038
Weather,27.869,33.7152,71.7526,498.9163,979.8441
Weather,2.1454,12.2711,85.6324,93.4329,1007.5248
Weather,41.6751,28.1065,9.8717,288.882,1007.5569
Weather,27.6173,11.728,80.6601,176.4024,1048.7266
Weather,9.1767,45.4101,54.5027,383.2543,958.8515
Weather,8.6333,18.5839,110.0643,55.6602,997.4701
Weather,38.7209,43.1501,48.3422,211.3089,967.2319
Weather,17.4373,23.9264,81.2828,337.6087,952.5818
Weather,24.7788,77.5378,25.8247,189.9869,963.1659
Weather,6.2568,2.4181,32.9948,30.489,1060.0
Weather,-4.8328,54.6885,43.248,359.6595,974.2651
Weather,25.7649,17.1086,35.56,243.8839,1054.6167
Weather,18.9178,0.0,32.0467,0.0,971.7634
Weather,11.1966,92.2165,5.3828,307.4388,1056.4149
Weather,21.4171,68.4924,99.4617,464.6351,1020.9028
Weather,-6.9302,7.4533,6.9771,62.2503,960.5646
Weather,28.7248,64.7929,104.8358,285.1229,1014.6814
Weather,43.7543,61.523,16.1346,358.2753,986.9727
Weather,39.2391,44.7468,7.9184,24.2881,996.83
Weather,-1.7266,38.9172,64.3058,3.915,1001.9703
Weather,7.3457,89.2945,59.1231,224.2002,999.127
Weather,34.5257,26.5268,58.0672,390.4955,1021.5445
Weather,18.4402,41.6614,68.0428,77.8453,1032.9665
Weather,15.8082,32.7921,35.8846,419.4654,984.2783
Weather,39.8174,76.5711,77.8686,319.8334,1051.3486
Weather,15.5173,91.7499,66.7776,164.6893,1049.0221
Weather,14.8141,86.9624,43.4945,248.8446,957.48
Weather,-18.8172,77.2569,102.4938,465.2353,950.0
Weather,-16.4059,97.1242,84.8457,113.6246,994.2315
Weather,-19.3855,68.9589,42.3599,243.1397,1014.0781
Weather,39.7642,74.6209,100.9004,294.9124,977.6163
Weather,7.0748,98.1713,111.1355,74.6124,979.953
Weather,10.2062,0.6493,64.0353,19.2529,1022.4915
Weather,33.8035,64.7529,24.5227,11.2581,1017.2907
Weather,20.8819,70.3715,105.7167,166.5301,970.4209
Weather,18.0295,88.5798,21.1244,26.0301,1046.0865
Weather,-1.3652,87.054,5.2274,411.1898,1023.219
Weather,34.2272,85.9232,38.1096,480.3327,988.1186
Weather,-8.5904,93.2752,86.0334,26.6802,1022.8178
Weather,-16.9247,53.6558,108.877,211.7293,961.4671
Weather,-6.5668,0.9483,80.4459,5.0999,1001.6564
Weather,-0.9711,1.7376,115.9209,79.2561,965.5456
Weather,-2.4595,57.5931,13.3789,164.4738,953.1451
Weather,24.0924,44.9165,7.9451,182.7678,987.563
Weather,-5.5214,47.1194,69.2988,457.257,966.6572
Weather,23.5395,39.7869,117.7062,219.4607,1013.8192
Weather,-16.5545,94.7196,63.5623,243.3702,1025.5415
Weather,-9.9714,36.0603,9.7676,114.8312,969.0807
Weather,13.6767,81.7121,28.043,11.6271,951.4476
Weather,41.3367,95.2033,29.3775,431.8961,1033.3924
Weather,35.4363,50.0425,40.5383,54.7275,950.0
Weather,42.1018,45.7533,6.4775,474.1458,986.0839
Weather,21.0922,73.9648,104.6487,70.571,1007.0438
Weather,20.0303,75.1914,63.4003,297.6503,1037.6446
Weather,20.1004,31.267,79.3461,483.9617,1041.4538
Weather,24.0797,9.4843,13.3635,71.017,1033.4355
Weather,-8.785,23.4271,5.7727,221.4495,977.5459
Weather,14.0532,13.832,70.843,366.7278,1029.6509
Weather,4.4253,28.9102,106.8228,4.5377,976.8967
Weather,8.0876,23.095,61.7567,357.2703,975.7578
Weather,15.8521,63.636,106.4358,44.1629,1011.073
Weather,-8.7624,95.6392,98.14,122.9001,1028.7518
Weather,3.4834,68.0794,11.5572,89.3469,960.1536
Weather,-15.533,89.0232,25.964,458.3467,957.2927
Weather,44.3549,78.9948,79.3744,91.703,1036.1769
Weather,-12.3163,70.2525,51.2551,31.3785,1044.9047
Weather,-2.8293,43.1846,32.9887,289.9118,1015.2424
Weather,37.9967,31.3686,54.2129,172.9247,997.4653
Weather,11.9975,86.483,53.6331,211.1117,1039.8122
Weather,-13.7858,90.5675,114.25,51.8827,1028.6033
Weather,4.3517,45.319,10.4512,388.3662,1015.4856
Weather,-14.007,3.4589,38.8328,303.6903,986.357
Weather,-6.0888,77.6226,62.2433,170.6196,971.4994
Weather,-17.6393,26.3153,82.7423,83.8516,996.9756
Weather,6.4504,2.1002,76.7376,282.868,984.864
Weather,30.1064,77.8708,115.3912,390.1576,986.4701
Weather,18.6722,50.1439,97.1005,152.4106,1003.562
Weather,18.2051,65.3628,62.2578,4.2831,969.9802
Weather,-7.1417,93.7726,24.3882,89.3706,1039.8592
Weather,4.4108,52.112,51.3557,333.2811,967.6796
Weather,35.4285,49.0108,79.8907,492.7422,1000.2754
Weather,-14.9525,26.4861,100.5165,2.9681,1028.7563
Weather,34.2378,29.7485,110.1006,138.8752,1003.9351
Weather,12.0053,79.3683,75.0541,31.2246,990.1413
Weather,34.2467,46.5549,65.0178,148.3193,1001.4523
Weather,1.4226,13.7087,6.0096,212.1761,1046.5366
Weather,-1.0739,8.251,6.0919,471.1223,1058.9257
Weather,30.333,50.1375,16.4088,37.7096,1022.134
Weather,28.7981,48.5776,9.0964,404.3283,1039.2109
Weather,-5.7025,63.9902,50.8103,196.3576,950.0
Weather,45.0,47.0078,43.6622,392.6265,1044.8888
Weather,-17.4118,18.2836,79.2525,268.5534,1052.1246
Weather,-15.6602,48.3923,64.8058,35.7822,1014.2174
Weather,18.3506,86.8364,70.4123,483.0492,1033.1344
Weather,26.9408,14.872,58.4013,33.7285,1009.3721
Weather,42.9207,68.8087,32.268,286.4881,982.7916
Weather,6.3411,57.7815,114.5917,435.3309,1040.8918
Weather,-20.0,76.8124,9.4528,64.649,1014.6355
Weather,19.3148,15.4813,113.3068,265.1779,1009.0892
Weather,-1.1936,92.9517,40.3295,420.3525,1023.15
Weather,8.0633,61.0187,60.6807,492.237,1050.3
Weather,14.4623,83.2144,11.8578,371.6052,1030.7975
Weather,-14.068,26.3201,8.257,126.5673,973.6663
Weather,13.9641,72.9962,48.7159,347.2902,1001.3125
Weather,8.1581,75.7172,90.5976,343.9029,1058.6157
Weather,28.6363,41.6673,32.6034,341.5715,1010.658
Weather,20.8555,37.8425,67.3968,434.4966,1054.5663
Weather,-8.428,63.0598,34.2268,32.4996,1037.7713
Weather,-7.3552,12.7664,43.0961,57.1086,1021.6544
Weather,-4.3293,74.7835,112.1351,320.8663,985.5867
Weather,-8.3145,4.3812,101.4536,467.4025,983.4036
Weather,22.984,18.6353,61.0227,225.5421,1018.3435
Weather,45.0,65.8537,30.6488,483.6207,1000.7773
Weather,24.6551,9.2309,24.649,468.7913,1036.9148
Weather,17.4523,96.6371,119.2878,451.8378,1029.3184
Weather,5.0785,85.6602,22.0096,452.5995,981.8364
Weather,-2.8568,62.4235,94.7298,446.1862,1027.5973
Weather,38.1252,80.6868,41.4063,409.7291,1005.8357
Weather,42.4077,89.2049,118.5996,361.8815,986.3408
Weather,11.3825,25.9006,43.5293,17.4949,993.6172
Weather,-2.6176,83.5402,40.5133,64.8179,1047.232
Weather,30.1737,19.3057,76.338,56.2976,988.0326
Weather,-11.893,42.4201,112.9049,7.5798,982.8605
Weather,28.6131,51.3131,120.0,49.1484,988.9546
Weather,33.428,72.5455,83.1866,451.9074,972.6237
Weather,-12.6264,0.5614,89.182,313.1977,1008.459
Weather,44.9995,28.1332,61.8797,155.9236,965.0675
Weather,43.8456,55.1925,86.7439,417.3573,1039.9375
Weather,40.4318,36.8682,101.7623,246.1464,977.7636
Weather,12.5823,76.022,57.5982,78.3376,1016.1966
Weather,-6.6127,64.1656,76.11,451.849,963.0123
Weather,19.4082,23.6215,60.8886,166.464,1056.7179
Weather,8.3161,10.6513,68.5817,347.2321,1003.7475
Weather,-7.6443,63.0288,108.3038,131.3304,1042.2532
Weather,6.0691,46.3432,44.2987,252.0048,1036.7044
Weather,21.8398,17.2441,27.4677,408.6852,1030.1505
Weather,-17.2236,31.8497,51.965,69.8268,1040.9003
Weather,-0.5336,30.387,26.2692,500.0,963.6861
Weather,-20.0,10.6622,64.0444,27.3416,1021.4055
Weather,25.276,56.208,111.7816,295.4782,982.6531
Weather,21.1722,78.8749,78.6327,462.0472,1038.0786
Weather,-16.1038,56.725,103.2303,472.6282,1056.3245
Weather,44.3733,83.0922,18.5225,135.4439,1047.4985
Weather,-17.2464,11.4217,102.0319,49.1621,964.6929
Weather,17.3932,44.3946,69.2319,359.3393,993.1699
Weather,30.1419,61.8618,2.5502,16.6513,988.5258
Weather,32.6473,67.2666,75.146,240.8081,961.9698
Weather,-18.3545,70.6167,112.2674,400.4388,958.5199
Weather,39.1387,72.9029,10.315,278.0216,993.5435
Weather,38.9116,65.0469,70.3623,108.0167,1058.9119
Weather,16.5414,7.6621,109.9557,247.8759,1017.2532
Weather,11.4442,69.8745,3.0481,465.4773,1015.021
Weather,-17.5372,71.3224,74.5824,313.2299,999.8967
Weather,17.9127,100.0,59.6186,347.8613,1022.8828
Weather,5.486,67.6498,38.7496,170.1516,1056.6959
Weather,30.3824,69.2207,74.5758,96.6066,1016.1202
Weather,8.571,50.9601,7.0888,116.578,957.3401
Weather,24.8374,87.3249,85.7627,275.4488,1004.9932
Weather,-14.4439,99.5669,0.0,119.7359,1059.4632
Weather,-10.9063,76.2685,38.5405,296.1795,994.9229
Weather,-7.7572,63.4376,59.4494,353.5207,1014.1032
Weather,-16.9898,6.1211,40.8684,358.6434,960.7555
Weather,16.2181,73.9591,34.7675,88.5198,967.0466
Weather,31.6146,67.4594,96.4719,381.477,1049.6741
Weather,20.0348,76.979,113.3708,356.8052,981.6426
Weather,17.2703,15.5139,105.127,23.8243,984.1302
Weather,22.9171,64.8224,58.9443,16.1378,991.7609
Weather,2.5631,29.7653,102.1686,320.4243,1057.5331
Weather,1.9371,79.2323,108.7637,182.7554,955.6721
Weather,0.0214,23.7517,49.1837,80.4736,1039.3035
Weather,28.7723,68.9159,32.401,36.3483,986.3081
Weather,-9.5869,30.7086,12.6324,66.5333,1042.6883
Weather,-20.0,0.0,58.2484,478.1249,1053.5076
Weather,19.0659,62.3648,114.8332,357.4642,992.8072
Weather,40.5351,11.5866,63.9169,272.2971,958.742
Weather,19.7527,62.7374,79.4455,474.8651,966.929
Weather,29.3604,95.3006,16.1271,321.3134,1030.6149
Weather,24.745,98.4374,15.6099,358.612,963.203
Weather,12.4954,24.8073,53.7843,140.1594,978.95
Weather,25.393,83.5653,112.9798,298.4321,974.0046
Weather,34.0344,36.8018,42.062,69.0281,986.7586
Weather,-2.8767,89.5859,105.5896,205.2316,955.7426
Weather,0.8138,75.4845,13.039,29.3216,1041.3929
Weather,-4.4729,6.0297,69.1945,129.65,1045.0884
Weather,9.9346,39.4092,74.9183,32.551,993.1188
Weather,38.0535,34.9694,104.4004,215.3647,1020.1648
Weather,3.6088,78.6799,0.7558,416.4947,1018.0763
Weather,3.9802,37.8976,22.5658,197.6563,1033.6104
Weather,36.1219,70.1891,25.588,410.8759,1010.6742
Weather,13.6271,62.9023,112.076,317.9532,1006.2884
Weather,13.6917,100.0,13.937,266.992,1015.5046
Weather,36.5485,91.5186,8.3413,117.9543,1028.2155
Weather,11.4131,43.4131,64.1855,473.918,987.594
Weather,26.6805,70.3451,59.5604,34.6205,986.2491
Weather,-15.0933,86.8244,98.8229,348.5677,983.1583
Weather,-10.1053,89.9497,114.5939,316.1315,1010.4866
Weather,7.741,6.0731,65.3083,231.4072,990.7467
Weather,11.197,29.0995,109.8053,129.425,1007.9779
Weather,41.1954,32.6911,84.4322,211.3027,994.041
Weather,43.5961,44.4758,30.3738,440.6157,1044.5118
Weather,37.0601,13.6304,106.7799,433.3892,958.3442
Weather,1.4725,52.4143,78.9516,471.1435,1013.5712
Weather,41.9186,67.2633,48.5755,148.9557,1015.5211
Weather,24.9743,52.514,85.293,187.3382,995.7953
Weather,5.1675,70.0007,47.0759,17.8546,993.7695
Weather,27.768,6.4453,14.3089,469.0707,1036.933
Weather,-19.4945,89.3125,90.1133,168.3174,984.0819
Weather,-10.3712,92.7554,96.329,199.2013,1050.2379
Weather,34.1496,60.8553,85.9575,465.6418,1048.0215
Weather,20.454,91.2839,26.1992,264.8014,1022.1651
Weather,3.4219,11.6664,110.7772,297.369,1035.787
