Application,CPU_Usage_pct,RAM_GB,Latency_ms,Requests_per_min,Errors_count
IT,90.56,115.4284,1397.7492,530342,8999
IT,91.5009,187.6379,792.8306,765193,76044
IT,85.9031,199.5403,458.8921,580969,44457
IT,90.9204,92.3694,131.6344,29678,75716
IT,61.225,223.0902,1790.5679,321637,20845
IT,7.146,159.2342,1326.911,92647,67389
IT,62.6188,10.5326,1468.0483,240709,78748
IT,62.8929,424.6141,488.0245,701476,23692
IT,77.5709,430.0388,704.163,301005,80745
IT,25.8536,122.8319,1782.5421,432652,63209
IT,10.5688,177.2437,1301.5626,977258,62512
IT,23.0309,494.994,371.9884,380919,90701
IT,60.6924,357.2605,1789.1323,969519,5196
IT,26.4131,392.8941,411.4674,745584,16145
IT,78.1372,133.9038,766.9873,467288,5868
IT,33.5806,414.0532,218.6306,782352,53600
IT,44.5533,426.5971,1715.0076,520364,4236
IT,10.8588,488.9704,405.812,589539,189
IT,47.6658,456.6921,956.9998,820360,51030
IT,44.3497,143.9767,1037.0889,594816,75929
IT,2.2856,420.1505,277.55,466660,39345
IT,68.2008,205.3839,1197.5888,269516,88064
IT,8.5902,212.776,1697.8239,606465,40335
IT,35.1876,415.1882,922.3668,138922,46441
IT,47.2278,442.3016,140.1561,218215,74484
IT,36.2647,273.1115,113.7741,530256,92688
IT,37.6785,76.4198,25.1951,471188,42467
IT,89.5341,35.7413,1610.573,683539,62276
IT,79.4309,445.0406,1336.5937,791321,60411
IT,75.5802,439.4353,339.5834,837057,26859
IT,58.9783,234.4303,344.4926,558374,94350
IT,95.0708,218.3719,815.2065,196470,84493
IT,42.489,34.6706,1970.0824,315299,70466
IT,20.1769,173.1778,914.1986,405607,70839
IT,81.8814,62.4918,1302.6962,523398,90956
IT,49.1125,450.1933,1835.3001,347962,33908
IT,73.1079,465.4489,753.2181,639028,98740
IT,15.525,22.0112,1316.9128,12179,7757
IT,100.0,409.8191,676.5683,834581,43601
IT,61.6962,459.5551,835.5376,23038,52493
IT,29.612,232.339,974.7425,620559,35742
IT,89.0829,156.0915,799.4343,924871,5942
IT,39.6009,395.2634,1746.9687,527410,79906
IT,15.2142,167.161,1830.8461,350135,25431
IT,55.1332,127.4003,1869.6888,871487,96192
IT,95.773,308.0897,2000.0,318223,48081
IT,70.0232,155.3397,119.6631,448514,75304
IT,75.2366,221.1128,1117.987,804868,18616
IT,93.0978,420.1232,37.2756,619918,72101
IT,4.6209,26.4649,623.3873,740645,58502
IT,94.2491,444.3337,1082.9519,909544,48481
IT,86.7045,152.9686,543.2471,736497,66803
IT,13.8044,512.0,1959.3679,601940,82045
IT,100.0,40.4368,1934.4564,781358,21010
IT,1.9937,294.3091,1153.2717,736578,14000
IT,65.1239,55.614,1733.8123,819012,7319
IT,14.2761,76.0241,6.4451,284906,78557
IT,43.312,166.1076,157.4998,925104,84447
IT,21.9901,425.3183,241.8618,537015,25181
IT,19.9336,504.412,937.1809,256535,50371
IT,95.3937,211.5718,1812.3901,624523,51307
IT,93.3813,198.2759,286.0245,396646,1312
IT,49.9519,303.8476,164.4711,940239,59547
IT,16.0064,253.9447,504.441,515365,15661
IT,60.4605,116.6864,187.948,508156,29541
IT,88.5065,121.4416,518.0072,91628,30625
IT,76.8833,461.2753,283.7507,676798,75164
IT,42.7366,82.7046,179.9483,125042,85739
IT,1.7566,79.5156,1702.2458,213997,25856
IT,13.3597,388.1349,1492.9896,116453,64266
IT,41.5341,493.6784,801.2527,979086,67206
IT,99.8688,33.8759,1027.6038,134593,39382
IT,47.9419,436.1173,883.8042,110883,43390
IT,97.8014,271.624,1625.0234,926739,6604
IT,34.7402,41.1582,430.9629,178432,38522
IT,32.5848,459.8914,75.9747,605939,78519
IT,73.7392,34.8689,426.9375,706235,59654
IT,7.4173,318.8554,497.2038,203339,8427
IT,20.641,304.5137,1853.086,358347,77913
IT,74.15,348.4842,1391.009,329521,70954
IT,10.3112,410.5524,937.6761,824786,24063
IT,9.7998,378.4582,55.1078,352191,75837
IT,22.2995,69.8864,1083.3312,34752,73439
IT,8.5702,356.2552,1013.2026,358335,64054
IT,79.5186,0.1,70.2155,8905,39161
IT,54.7871,434.4828,1925.6302,323139,10190
IT,82.9843,192.4447,85.7739,410150,86579
IT,18.1441,394.9857,936.938,954277,8658
IT,64.2834,198.2725,450.5288,618258,21198
IT,72.3597,13.6519,902.9133,782706,76178
IT,25.2043,284.5095,955.2401,329072,25742
IT,16.1783,189.2282,1215.2782,645849,41
IT,92.0112,172.0539,0.1,529525,41843
IT,19.9105,204.0801,866.61,382063,52445
IT,9.0287,384.4745,1024.4208,419733,63474
IT,80.3001,198.9813,1330.8972,838458,98080
IT,79.5289,413.4328,500.1505,218149,74440
IT,23.6074,76.8567,1258.3835,555755,70972
IT,88.6847,68.4667,1790.279,519934,74038
IT,83.0835,26.0598,658.0088,828287,84706
IT,48.7171,236.6368,584.0105,893837,55075
IT,42.3233,333.0074,366.0248,83626,95365
IT,4.2731,442.8474,1638.7622,282528,58125
IT,39.8627,507.9275,969.6647,142872,91657
IT,59.2233,403.7217,1955.3739,359661,41124
IT,1.5461,437.5962,812.3699,13195,66530
IT,42.1302,416.7818,759.7916,632726,30977
IT,60.5604,394.7577,51.8432,432603,22869
IT,18.9355,86.8358,1952.4757,365969,17428
IT,57.0126,229.9304,1023.4939,849264,47816
IT,54.37,161.8765,1176.0056,113059,22755
IT,6.6668,283.0476,783.4281,747181,7784
IT,81.2762,290.0262,1798.9613,651993,51745
IT,51.8777,430.1082,685.2687,923467,64846
IT,38.0031,89.8638,756.4203,580875,72581
IT,9.7633,396.658,1947.6761,524857,76697
IT,61.938,466.4468,1918.6146,832984,3949
IT,57.5737,94.2729,740.2179,103540,75531
IT,70.8124,449.9793,1618.0223,966409,18507
IT,10.0164,117.7558,1905.1966,832094,9160
IT,30.652,90.1581,2000.0,994597,4481
IT,56.8168,117.6582,1164.5096,255769,87501
IT,98.8094,78.0826,145.5473,638475,74201
IT,82.9014,412.8903,386.7214,446942,47076
IT,21.8034,373.2745,700.0518,947060,97530
IT,30.6804,49.3729,403.0332,30593,63
IT,16.6656,27.2791,957.015,91342,42867
IT,50.0039,410.992,257.6125,101331,90179
IT,20.7484,469.5822,1422.9998,526877,28634
IT,23.3847,69.5364,1560.8387,954741,82146
IT,56.8783,299.1963,571.7921,770045,12850
IT,16.5135,286.138,1862.0823,180176,82709
IT,48.946,276.7206,1429.6017,670436,33884
IT,6.4031,37.3336,84.9362,968669,51151
IT,57.0974,8.1292,71.0884,646917,58236
IT,64.7425,218.459,1671.9473,9041,35680
IT,0.2928,12.6435,1994.3476,109966,60728
IT,13.5796,375.5041,1652.953,883134,94736
IT,52.8731,48.4642,1702.038,872522,86220
IT,10.0027,59.3664,321.8615,592195,53509
IT,20.1022,377.9075,1818.7638,347553,80428
IT,90.8983,442.4779,1956.1,417271,83700
IT,28.4091,100.0401,1143.5928,751818,38034
IT,50.0948,449.3355,1547.5409,973422,98517
IT,83.5595,77.5576,1224.7386,275274,23470
IT,64.7544,394.9552,340.6408,273447,77619
IT,0.7437,87.036,1879.3914,680841,91448
IT,4.5859,52.9823,1958.8757,294227,55417
IT,31.3442,310.4904,805.6156,933784,35848
IT,50.441,245.1686,892.9993,347165,57765
IT,70.8801,254.3187,1503.4991,440681,2497
IT,50.7808,340.0606,106.8,566733,76337
IT,61.4755,248.5879,1512.1019,656712,78628
IT,95.0684,426.4325,735.723,210605,14492
IT,16.6869,263.5588,1675.5307,589843,28645
IT,83.376,54.5946,600.0057,710222,26208
IT,82.6253,20.7039,1194.2683,718683,32505
IT,34.9555,285.6349,1702.6214,556000,75688
IT,84.7291,231.3862,330.1285,348494,85359
IT,64.5394,110.8447,1841.0942,253095,73165
IT,59.2036,59.5171,1150.7626,274619,27340
IT,19.7009,229.7386,1909.157,75288,67136
IT,15.9932,175.4319,907.1295,321605,35352
IT,38.6528,104.0159,529.2836,762262,39620
IT,31.6279,211.9211,553.4488,841495,17119
IT,90.3228,475.1309,130.0054,570161,35467
IT,4.0125,344.8672,1192.3662,93924,881
IT,28.864,0.1,1864.6642,803914,28103
IT,34.985,402.8047,1773.6232,314972,13300
IT,24.9996,102.925,783.0215,518931,98568
IT,2.2035,207.0101,1620.1813,926061,35649
IT,49.7854,478.6534,906.4906,553506,30875
IT,33.1065,95.4646,1337.4002,846812,32539
IT,50.408,453.3542,665.3615,683829,28696
IT,53.2706,139.8029,652.1574,611726,96858
IT,77.2534,311.8774,1498.5896,441318,48823
IT,19.0982,63.7407,1870.692,628297,98672
IT,76.5324,427.499,794.4491,123251,80234
IT,17.5066,36.1535,1972.0852,613555,2126
IT,55.8989,375.128,963.9173,841183,55725
IT,21.5252,15.1028,853.3192,851365,97797
IT,36.5228,435.2003,1325.7549,911433,45216
IT,87.6005,506.5594,1937.9831,152349,47206
IT,25.5105,294.4511,1821.802,448981,11093
IT,81.8686,452.0427,785.1361,540852,69102
IT,19.8058,213.2522,1919.5085,122964,28979
IT,28.3938,407.1486,919.5436,762934,80558
IT,87.6175,420.5149,928.6102,113241,83636
IT,80.5597,0.1,578.1653,529284,53487
IT,11.9058,388.9563,1080.9164,319571,7782
IT,25.8206,50.5088,73.7563,106847,14367
IT,74.4809,167.672,441.9982,575078,57524
IT,38.6942,273.2005,1198.834,653734,47732
IT,81.3428,271.264,352.6771,25152,56027
IT,15.1043,167.5097,293.7448,423323,26584
IT,54.2839,229.146,710.7959,172608,16834
IT,38.4119,301.187,862.2556,41790,70638
IT,22.9858,489.0618,1644.9424,803189,71858
IT,2.9127,148.6975,1404.5665,263064,11763
IT,8.5984,189.7822,1830.9511,369954,83242
IT,16.8925,43.3816,1021.7226,261431,47836
IT,88.2845,33.028,930.3265,490932,58392
IT,37.2597,218.0614,1302.0336,98912,77521
IT,22.3431,129.1165,1171.7136,91157,75827
IT,96.2327,0.1,44.1727,877299,27638
IT,63.2274,23.9232,1144.8603,905136,61232
IT,90.4837,421.2907,1931.448,120174,93929
IT,82.3045,349.8558,513.3571,657250,69248
IT,51.7403,273.1821,2000.0,618526,36686
IT,63.0841,409.6952,1261.6961,328451,1460
IT,43.0203,18.282,27.8345,714628,72074
IT,81.8903,459.2719,1257.2326,809963,97397
IT,49.038,457.4191,28.7262,27534,2228
IT,89.6718,98.0049,849.9781,336791,69846
IT,65.0727,121.8487,2000.0,592056,63559
IT,97.0713,221.2697,1251.0755,718561,92375
IT,98.2931,246.9109,1339.4608,444299,5847
IT,24.7414,339.7593,509.7356,352222,16602
IT,21.3492,75.3404,328.5448,147223,94139
IT,5.0646,194.9747,1529.427,575443,1319
IT,84.2051,45.9157,37.2114,536037,81985
IT,57.4318,224.2478,1479.8756,194707,63907
IT,48.2067,143.46,737.9169,581873,45109
IT,51.9825,140.3864,1963.8313,101512,50260
IT,12.9233,292.4233,948.7513,180217,66396
IT,53.883,62.2639,558.0458,308257,19293
IT,81.8216,268.599,302.8415,816784,30578
IT,57.333,199.1487,1734.1085,67070,96234
IT,7.4603,26.6193,928.922,592191,2518
IT,2.2918,202.2114,1486.349,477482,26447
IT,1.5683,492.4902,1725.7658,688075,83442
IT,13.3496,289.2689,1247.0478,354309,67003
IT,98.0347,295.4917,153.9362,290217,8938
IT,72.4429,52.5986,1615.9399,971824,67678
IT,10.4798,168.1483,841.3475,433117,6660
IT,1.6942,281.8529,1284.3607,105200,24608
IT,77.5505,233.4984,512.8964,784332,14319
IT,36.9867,103.8711,129.8109,827869,18431
IT,99.823,49.6621,1231.3254,642071,82524
IT,75.8353,200.5369,826.8239,742853,7349
IT,40.0203,411.751,1089.7856,527999,39729
IT,6.3495,406.5479,1851.1637,701145,86565
IT,18.7973,309.3471,836.6505,160627,68229
IT,77.6144,207.2235,1278.7732,237181,37208
IT,75.3325,360.0877,1337.3166,256781,20385
IT,23.8608,333.2836,1106.0068,350992,7516
IT,37.2108,144.6759,957.5005,368072,85394
IT,43.6233,301.211,756.2681,556630,40918
IT,39.7176,458.5335,1478.1446,698720,21313
IT,23.5391,195.1771,1181.5829,880833,13156
IT,6.1936,18.6803,1405.0989,112613,96929
IT,99.421,362.5059,213.2918,432553,56189
IT,38.2308,497.6446,155.364,155168,10747
IT,35.5229,317.6076,1147.8374,563619,27664
IT,93.9844,371.0645,473.5307,511187,63894
IT,45.3017,274.5954,1180.4944,356317,39306
IT,1.3534,148.25,84.4851,775615,27327
IT,72.6775,356.0012,837.2767,87827,8285
IT,43.0264,73.75,467.5689,552474,78267
IT,12.1183,110.7512,1613.9639,257204,89805
IT,76.7518,275.174,1765.8925,505481,80654
IT,8.2375,397.932,1172.8562,784619,16100
IT,18.3495,14.6304,479.6328,340154,45957
IT,67.8739,219.899,1084.8613,912375,68886
IT,37.2565,89.8739,1347.2389,289488,83422
IT,32.5001,29.9928,1598.0799,984276,9343
IT,68.4136,55.058,697.5073,40235,52526
IT,62.1881,212.4706,795.7581,890856,35143
IT,57.5704,337.3752,653.5681,537926,47890
IT,26.0218,400.3167,163.8112,423171,84020
IT,5.2342,359.6266,519.2359,33611,93403
IT,7.2608,268.1059,1516.2929,55941,5161
IT,62.4082,173.6701,739.9036,88823,2515
IT,36.1512,272.4371,1657.1587,686448,11747
IT,73.2214,312.4666,144.8,178292,38035
IT,45.5249,326.5804,1797.4156,734551,21341
IT,41.5339,325.7346,1745.2153,360847,8922
IT,85.2752,68.2734,306.459,311439,24336
IT,36.644,442.1735,1120.1692,772881,81175
IT,84.1564,133.9848,1433.6978,615235,89877
IT,84.934,501.9776,452.546,360721,71284
IT,17.6343,265.9674,1225.4752,643351,41934
IT,35.9142,149.8038,1177.9099,760662,8392
IT,47.6923,428.5553,1110.2176,893662,82659
IT,79.5367,427.2535,1658.8591,206653,65068
IT,10.3961,506.631,1236.208,703306,90362
IT,37.0984,261.7149,1636.0554,891740,85616
IT,19.5294,171.3828,42.8934,120248,34447
IT,64.6072,76.5891,455.4512,307158,81022
IT,26.0998,50.4954,1604.2747,187477,62345
IT,3.8236,512.0,123.844,445950,34624
IT,14.6558,268.3382,190.1433,360406,51565
IT,94.3542,468.4256,539.1621,506646,30599
IT,100.0,268.3973,152.9886,733212,78709
IT,1.1853,423.9725,1099.3998,855248,99142
IT,20.4366,429.0912,1311.0405,425868,78446
IT,38.1744,235.3604,1679.7713,579107,99531
IT,23.957,339.8407,450.3922,180668,78788
IT,8.9769,170.4408,608.332,160792,21470
IT,30.8184,483.1071,1160.1694,867408,98012
IT,58.8559,302.1303,1795.6245,318250,86886
IT,20.0587,200.9259,1422.1584,406100,48300
IT,25.6682,143.5107,221.0468,126703,30169
IT,9.8143,184.2148,84.0042,977116,66831
IT,81.9022,332.2618,982.0069,922334,53742
IT,42.8184,105.7573,863.0821,377436,30699
IT,79.8616,8.8454,1342.6432,111905,54167
IT,64.5817,480.9072,625.3641,481991,17963
IT,82.2981,35.4764,789.159,152556,73618
IT,28.7091,139.4443,633.1528,470649,68868
IT,48.0314,446.4895,324.0059,626673,8008
IT,72.0705,365.0419,673.8528,465925,11418
IT,28.4619,383.6932,208.5478,300676,34280
IT,21.332,334.0134,1755.3421,448909,7024
IT,89.2312,100.2247,1609.1944,270355,83749
IT,34.9271,353.0197,865.0259,940702,33541
IT,41.6471,181.3345,121.8708,287463,71996
IT,36.2079,244.145,2000.0,436599,25777
IT,73.4118,307.1779,259.3525,570883,15217
IT,18.3495,161.2739,1478.5879,895584,20181
IT,32.5856,22.5667,1083.3133,444556,17505
IT,94.0066,379.0528,1305.7622,404183,80370
IT,96.3535,3.2719,406.2662,183475,82621
IT,52.1208,93.3177,511.4157,249418,75565
IT,13.4742,430.2903,1162.8198,515270,81757
IT,6.4795,124.7203,1941.8678,99784,15423
IT,84.1554,415.0788,212.8625,102369,94668
IT,54.3788,433.0058,1118.6438,198770,77242
IT,26.6541,411.3184,635.0452,665947,64176
IT,93.8119,311.9201,859.2769,725809,28395
IT,20.811,316.1025,175.2593,985714,12571
IT,11.7533,199.3775,1506.7191,65820,57789
IT,51.4841,89.4356,1050.1385,517773,1283
IT,8.0022,81.1922,1210.3991,352508,14649
IT,85.6931,262.3644,1466.9881,176240,51218
IT,81.8427,377.6938,1648.1701,875427,44921
IT,27.6814,42.6359,1024.1112,457250,85767
IT,8.6477,308.3311,385.9889,991257,78362
IT,25.2385,227.501,1861.7233,388088,58980
IT,35.5175,158.4134,1155.4365,147488,54284
IT,33.3531,341.3483,548.563,130258,61247
IT,12.6468,322.7445,876.5797,264668,85189
IT,7.4511,382.8742,293.3697,62847,6696
IT,11.4989,155.8938,922.2128,560579,83744
IT,26.2642,88.6229,1790.127,774174,18929
IT,86.2277,495.8097,85.847,547053,40863
IT,42.2305,510.4523,817.2328,128029,53481
IT,24.6089,163.0306,1381.4029,489254,42010
IT,45.2888,114.4575,108.4018,343621,35203
IT,8.4058,139.4211,1992.5341,634293,92912
IT,32.5398,439.3579,1242.4474,700425,56721
IT,93.8638,493.6045,88.326,468791,54426
IT,15.0625,314.0806,1202.4406,592707,60495
IT,8.4089,277.9687,734.2598,730060,47124
IT,30.74,462.8209,1565.7029,95722,43363
IT,36.1333,319.177,1229.2881,170175,65089
IT,71.8928,357.762,750.3171,735270,96386
IT,4.1998,31.6118,644.2825,647495,20204
IT,49.0729,160.5622,704.3572,921164,18365
IT,66.4623,258.5825,1288.6687,30278,93290
IT,38.4573,58.4489,1307.8545,186378,43218
IT,23.1458,18.7044,188.2609,149983,70808
IT,80.8333,237.6521,1323.3751,450104,91405
IT,57.1691,358.973,1177.7548,810240,27982
IT,23.5398,512.0,864.3272,898866,54497
IT,16.8592,304.2487,511.481,848880,26423
IT,66.4887,0.1,1664.1434,46371,35337
IT,57.3908,187.3644,401.8636,489762,57013
IT,32.6539,130.2876,1217.4666,974161,11632
IT,59.7,305.0753,799.3649,451608,33619
IT,19.4236,32.4266,753.7368,848354,81295
IT,65.8296,268.0489,380.3259,406988,94536
IT,83.6412,329.5765,418.5994,14973,91026
IT,79.66,480.4678,19.3819,10057,31491
IT,30.9106,212.6949,284.4882,374616,80432
IT,17.8854,119.0322,1644.0164,169044,18140
IT,42.7053,497.0285,615.6091,242810,28710
IT,26.4183,190.1939,436.9302,879799,39791
IT,25.2916,44.3761,294.4405,423169,66398
IT,11.5733,347.1802,813.0228,454116,1281
IT,94.9516,325.8722,1517.0755,231358,67691
IT,81.287,498.7419,1674.0431,436365,59548
IT,80.7547,470.6594,718.7357,740787,78754
IT,75.9952,141.0452,1475.9086,424317,27082
IT,47.9383,293.4721,65.4557,897476,71811
IT,14.4115,131.816,1787.6896,501566,39438
IT,8.1814,222.8555,760.882,30814,77709
IT,3.0468,22.5047,106.9983,568683,44981
IT,81.2383,273.7701,435.548,753801,70734
IT,42.1165,337.797,791.4646,377071,2768
IT,43.0823,469.6677,479.4505,133568,18077
IT,9.4669,334.7173,1612.4014,658637,86906
IT,36.5961,373.5516,1024.3931,211707,61397
IT,94.2191,169.8749,1682.4978,877599,12970
IT,79.4431,399.0488,824.7407,419487,51446
IT,9.1188,150.9114,1667.7211,278481,89216
IT,98.3152,119.9698,1046.1134,606052,21550
IT,95.0408,107.9688,365.9351,193182,50726
IT,80.4061,46.93,550.6884,464046,38384
IT,94.0476,237.8963,444.0871,694752,20596
IT,29.0245,133.724,448.3012,508783,24514
IT,47.2651,384.6427,1707.4279,481870,68516
IT,64.1919,132.9364,1582.0987,17274,17900
IT,46.9776,200.7632,1377.7725,252427,25830
IT,1.0039,56.2516,1903.2227,153272,17996
IT,41.6765,408.5927,556.3741,553478,5105
IT,76.8149,220.2724,1163.9574,280168,2077
IT,39.8125,265.5609,1954.9307,187644,79725
IT,94.8124,151.4,1354.9719,971043,94948
IT,67.7518,357.1342,1380.258,658462,69958
IT,0.0,435.2637,581.5434,655241,69398
IT,71.3071,442.4794,178.9333,472212,45295
IT,87.9543,107.7135,169.2066,824115,18714
IT,59.8968,432.4957,394.6445,728267,78745
IT,65.2071,461.5603,1213.0225,628245,61183
IT,1.8601,103.0995,483.3295,808910,85523
IT,46.8458,108.5136,1795.9262,284930,21059
IT,44.822,172.9813,1334.5433,895,64112
IT,65.0542,48.1948,2000.0,972531,77946
IT,2.0088,206.9578,602.5531,96089,46633
IT,70.1788,108.5226,1992.7132,358169,40172
IT,87.7165,60.8503,327.4207,232889,86236
IT,63.8116,173.2905,785.4988,190550,33245
IT,3.4587,106.7242,1638.926,980117,76028
